,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
t5,-0.10429834,-0.22493513,4.69019,1.157093,5.249471,0.18378249,0.89648247,0.49190006,1.5879191,-0.027779192,2.7072768,-0.10114731,2.5988512,-0.0029893555,-0.7412759,10.313724,-0.48312184,5.7101088,-0.08116087,0.40268445,-0.5342308,-0.39027548,7.5413914,4.1562414,15.215103,-0.31617787,-0.015775673,6.9420223
t6,-0.08833523,-0.23138967,4.089937,1.1339123,4.044795,0.12281592,1.261329,0.44293502,2.099608,-0.017788937,3.0348325,-0.08709142,3.0196602,-0.017550204,-0.68287456,8.925908,-0.3307757,5.1865344,-0.07140563,0.36183012,-0.47915393,-0.32161033,6.79131,4.0565176,13.107205,-0.26883402,-0.013379793,6.327483
t16,-0.12132105,2.5212262,4.115325,-0.05663406,6.689374,0.6947109,-0.2117042,1.186108,0.08809787,-0.07267535,-0.17812313,-0.07706317,0.030397702,1.4223619,-0.16930655,10.120881,-1.1878394,3.8684738,-0.194732,0.25592867,-0.4772993,-0.5187123,6.321995,3.2397192,18.752195,-0.3716222,-0.022718158,5.1176987
t17,-0.121864066,2.4881363,4.1479135,-0.056751497,6.696365,0.700373,-0.21375209,1.2219507,0.08911649,-0.07262134,-0.17834783,-0.07681188,0.029683528,1.4828379,-0.16410081,10.17209,-1.195302,3.8899033,-0.1968246,0.25811878,-0.4783152,-0.52134967,6.3619885,3.280466,18.876102,-0.37408358,-0.022913463,5.1710544
t28,-0.099022694,-0.107921824,2.7246559,-0.08089701,6.980811,0.6738746,-0.22499509,2.5445025,0.10047495,-0.051181693,-0.21676227,-0.016361888,0.012057248,4.678625,-0.03463309,9.466404,-1.1259071,2.4158504,-0.16882373,0.21502146,-0.380534,-0.5073001,4.3244004,2.174643,16.465399,-0.39937901,-0.021312514,4.1973796
t44,-0.061101757,-0.5134114,0.998365,-0.07415083,6.683047,0.5344215,-0.24108322,3.4642127,0.12632932,-0.015175328,-0.20805508,0.9320999,0.0018157925,6.799442,0.22025707,8.936355,-0.9046209,1.3004377,-0.11130293,0.21340398,-0.24068731,-0.47749862,2.4875212,0.46625388,12.574703,-0.37305146,-0.014104529,3.3349135
t62,-0.025459038,-0.7987548,0.018129855,-0.02149642,6.500871,0.46814954,-0.29950744,4.3690715,0.18808138,1.2455658,-0.22128865,1.7995408,0.012398041,8.468275,1.5449299,8.704447,-0.7753668,0.5985996,-0.07301734,0.28447926,-0.07820284,-0.48023647,1.2646843,0.036618598,9.849476,-0.33504215,-0.006996831,3.0738907
t66,1.6173105,-0.84797364,0.06340894,-0.016976535,5.1053042,0.40416119,-0.37141696,5.4350104,0.22285116,4.1876783,-0.2261989,2.6162894,0.015334721,8.413791,3.8079004,7.5532365,-0.4896137,0.026364295,-0.025646701,0.3476141,1.7309643,-0.39958522,-0.012593835,0.05257753,5.8006535,-0.27248725,-0.00081401627,2.606648
t275,9.937526,-0.7702905,0.18980372,-0.3216289,2.0061092,0.62927186,-0.22401235,8.589976,0.2768207,12.817551,-0.2355865,4.238496,0.093863435,7.629112,8.483691,7.6379037,-0.08412111,1.430213,2.6349895,0.28848946,6.6659665,-0.3684752,-0.06346047,0.05512449,-0.040977072,-0.12126194,1.394041,3.4737692
t276,9.937711,-0.7703836,0.18984996,-0.32157588,2.0074215,0.6293194,-0.22398601,8.58918,0.27688426,12.817059,-0.23563223,4.239316,0.0938814,7.6268153,8.484534,7.6386056,-0.08398923,1.4306217,2.6340106,0.28849864,6.66669,-0.36852413,-0.06346653,0.055108234,-0.040899448,-0.121247135,1.3936145,3.473181
t139,9.905806,-0.7714148,0.18640569,-0.3242473,2.0308785,0.62746423,-0.22334367,8.569335,0.27657658,12.797565,-0.23930049,4.2025714,0.094691426,7.59646,8.441624,7.664844,-0.08415454,1.4154478,2.6740613,0.28595495,6.6127844,-0.36861622,-0.06359001,0.058297202,-0.02749189,-0.11596091,1.399497,3.4263155
t250,9.881983,-0.7880334,0.19000694,-0.30392352,2.1099463,0.62808186,-0.22565053,8.615603,0.28424236,12.921657,-0.24214289,4.3432565,0.095880754,7.664056,8.507477,7.7797647,-0.079890214,1.4369187,2.7139785,0.293569,6.557508,-0.36795723,-0.07167112,0.05766337,-0.026919775,-0.119913265,1.4336482,3.4494448
t265,9.892439,-0.7879009,0.18977053,-0.30405092,2.1092513,0.6281602,-0.22654036,8.614346,0.28463465,12.930387,-0.24285306,4.3434772,0.0962073,7.6675677,8.514496,7.7795696,-0.07953206,1.4410495,2.7212875,0.29367742,6.558969,-0.36760956,-0.07196751,0.05810517,-0.027148822,-0.11988736,1.4373817,3.4495568
t266,9.891447,-0.7878937,0.18973984,-0.30373764,2.1096804,0.6283022,-0.2264611,8.614122,0.28461364,12.932154,-0.24271037,4.342919,0.096087344,7.667296,8.515616,7.777643,-0.07959803,1.4416662,2.723556,0.2937256,6.557082,-0.3675659,-0.07200371,0.058108285,-0.02711563,-0.11985286,1.439409,3.4498856
t204,8.854476,-0.82935315,0.18017483,-0.26023504,2.7064576,0.5836339,-0.25805607,8.385702,0.28789046,12.015702,-0.24298736,4.159651,0.092299424,7.9889345,8.008737,7.9507723,-0.16240793,1.2557172,2.1979249,0.31858665,6.054179,-0.3832642,-0.06392148,0.062580675,0.56066185,-0.14991352,1.3113917,3.2852101
t159,7.886251,-0.8745095,0.16947907,-0.23084137,3.3749528,0.54648757,-0.29744375,8.102204,0.2920724,10.9326725,-0.24668719,3.9811025,0.08764424,8.347106,7.4130144,8.196985,-0.24328491,1.0307456,1.7609386,0.34212404,5.5496626,-0.40743646,-0.0557555,0.06629693,1.5127453,-0.17753756,1.0856551,3.165216
t182,8.403849,-0.84951264,0.17584322,-0.25673488,3.030774,0.5587145,-0.27881455,8.249985,0.28914303,11.486105,-0.24489775,4.014115,0.092802286,8.107661,7.722348,8.035526,-0.20452292,1.1488309,1.9609395,0.3271724,5.8558593,-0.3954647,-0.056087926,0.06307262,1.0228559,-0.16189575,1.2479198,3.1821272
t183,9.953885,-0.7779634,0.18899804,-0.3239235,2.1139216,0.6230931,-0.23174433,8.598676,0.280949,12.861434,-0.2447395,4.2088656,0.099164635,7.590051,8.508075,7.6731787,-0.08084317,1.4597692,2.6756175,0.28765923,6.6212473,-0.37209627,-0.06419327,0.055930175,-0.017150419,-0.11603752,1.4747958,3.3986747
t160,8.179422,-0.859712,0.17285453,-0.24438736,3.1739538,0.5547903,-0.2855767,8.183437,0.29031098,11.265208,-0.24490982,4.0092096,0.089855276,8.209383,7.59673,8.116671,-0.2200463,1.0988666,1.8816426,0.33403906,5.706711,-0.40052,-0.05597294,0.064441405,1.2292438,-0.16804942,1.1733367,3.1853626
t177,10.01164,-0.77778554,0.19053559,-0.3239402,2.029292,0.6248041,-0.22642845,8.634537,0.28040716,12.914859,-0.2411734,4.306195,0.097958475,7.6140766,8.484722,7.732927,-0.080107845,1.3995337,2.6591923,0.28569484,6.6121626,-0.3705967,-0.06581626,0.055449497,-0.025637692,-0.11745019,1.3952303,3.4604397
