accepted_species,estimate
t100,-0.6117535
t101,-0.6761088
t121,-0.69358486
t139,-0.5153007
t235,-0.650133
t250,-0.69456285
t348,-0.70604485
t349,-0.7171124
t274,-0.6669553
t304,-0.7233748
t305,-0.68750757
t342,-0.7158734
t383,-0.7158734
t384,-0.7158734
t296,-0.61149997
t297,-0.61149997
t214,-0.66850454
t315,-0.62340873
t184,-0.6456463
t225,-0.66790897
t226,-0.63042486
t266,-0.40489343
t251,-0.32826343
t308,-0.41180485
t309,-0.33123544
t300,-0.3348319
t341,-0.26061243
t357,-0.38575032
t324,-0.26087537
t346,-0.26087537
t347,-0.26087537
t165,-0.43978816
t166,-0.2523178
t373,-0.33310735
t374,-0.35303456
t361,-0.24136077
t362,-0.24280684
t393,-0.27195424
t293,-0.24581186
t104,-0.6776245
