accepted_species,estimate
t79,-1.012745
t80,-1.012745
t82,-1.012745
t122,-1.012745
t123,-1.012745
t110,-1.012745
t68,-1.012745
t63,-1.012745
t64,-1.012745
t53,-1.0326766
t95,-1.1181346
t149,-1.0802541
t216,-1.0748538
t217,-1.0748538
t294,-1.0431021
t337,-1.046849
t237,-1.0628788
t141,-1.074679
t155,-1.074679
t156,-1.074679
t118,-1.0764165
t126,-1.0764165
t127,-1.0764165
t173,-1.0764165
t226,-1.0764165
t339,-1.0764165
t340,-1.0764165
t328,-1.0764165
t319,-1.0764165
t268,-1.0764165
t269,-1.0764165
t235,-1.0764165
t213,-1.0764165
t193,-1.0764165
