"accepted_species","trait_BM_trend_scaled"
"t101",-0.477866423829531
"t930",-0.56154449342366
"t931",-0.637555127401528
"t62",-0.179984722746684
"t63",-0.68531447643371
"t720",-0.591904646077894
"t855",-0.770635064601706
"t856",-0.699246105493982
"t24",-0.205312857576734
"t519",0.203035123759247
"t950",0.0866374982618947
"t951",0.0224899640664444
"t765",-0.0516322958543897
"t643",-0.176247167188955
"t253",-0.290923720980567
"t154",-0.217015189536881
"t987",-0.0828786266826134
"t988",-0.0778714005086111
"t582",-0.406266118955111
"t249",-0.0595696869537226
"t308",0.246197970762403
"t184",0.924228951643584
"t242",0.920214439983805
"t243",0.812991885678896
"t728",0.331363206946884
"t729",0.346926195001581
"t813",0.73176054653571
"t814",0.633350596561697
"t343",0.423404460667763
"t113",1.48149504613167
"t422",1.51586036942411
"t523",0.676286298169596
"t524",0.553082930432902
"t228",1.29850651527759
"t109",0.687755006830727
"t569",1.66390544073191
"t59",1.53676574257146
"t621",0.998117343786276
"t551",1.192105996316
"t428",2.06001765325946
"t651",2.03814171516449
"t652",1.92071016438494
"t522",2.31896209673039
"t398",1.37871342079507
"t399",1.48033267403289
"t831",1.12483725196875
"t832",1.0377480606106
"t780",0.997362720540039
"t646",0.674053563444179
"t233",1.44051012116441
"t578",1.24092984836847
"t579",1.03207538648966
"t309",1.51005806916841
"t310",1.90583891554413
"t620",1.85240041165557
"t902",1.89033865154962
"t45",1.71591481508291
"t127",1.4951382107605
"t898",1.37012246898455
"t899",1.18974041893085
"t31",1.22324179047199
"t403",1.14104479875687
"t913",1.17643497656327
"t914",1.17518499274959
"t58",1.4628000783558
"t305",1.45553820033761
"t136",2.21393259595695
"t137",2.07180952104152
"t157",1.64004986751135
"t385",3.09733850024065
"t307",2.57396239669966
"t817",2.60064662320591
"t818",2.55925982837843
"t438",2.073184567218
"t580",2.30805700009403
"t581",2.11070954578159
"t500",2.03031443076951
"t365",1.919072156494
"t298",2.77689940297644
"t73",0.123164092212563
"t328",-0.00633982370897021
"t12",-1.33277919656981
"t133",-1.28542909440115
"t354",-1.06452113896387
"t616",-1.01260912633849
"t452",-0.720535183806267
"t453",-0.962766035751416
"t445",0.960445929043894
"t315",0.957136560346558
"t306",0.316472971305639
"t386",0.510566747365505
"t754",0.667560212210504
"t755",0.811495266260723
"t251",0.681892945016035
"t235",0.665826882839863
"t501",0.315867625636985
"t758",0.503259202672266
"t759",0.476756311463082
"t586",0.341201074444639
"t301",0.641933707282218
"t607",0.776949723682842
"t608",0.804348215826437
"t171",0.996310927378868
"t97",0.575614592545471
"t641",-0.104407519713637
"t642",0.0726690275490803
"t560",0.775326800757239
"t561",0.874876511880749
"t513",0.874539998068833
"t477",0.845513697671904
"t478",0.704254960910747
"t348",0.210710816277487
"t349",0.442282600232465
"t94",0.939958206643098
"t545",1.80741213366283
"t557",1.68882738043237
"t558",1.60936181179954
"t86",0.882571465066899
"t627",0.156281818951948
"t628",0.291458085908494
"t156",0.284122829165652
"t433",0.348784768280986
"t434",-0.203144873697141
"t412",0.120887910558968
"t413",-0.255424198476418
"t924",0.824667047508068
"t925",0.877903325797294
"t55",0.478225032175034
"t546",-0.417908395139856
"t547",-0.184255471079051
"t375",-0.311585247131069
"t123",0.574805404950939
"t664",1.01200201411389
"t665",0.909048220976808
"t339",1.06139102570686
"t427",0.362512521810064
"t534",0.291793256397249
"t718",0.657901041816338
"t719",0.731703169729791
"t567",-0.165716874918673
"t568",-0.337568102603182
"t141",0.754662371104148
"t208",1.43875763342513
"t209",1.32861209022502
"t486",1.30809561393084
"t618",0.61854117596534
"t619",0.631387163361862
"t928",0.259142804044296
"t929",0.263791476877905
"t991",0.145950292033972
"t992",0.166159696085957
"t128",0.362075926228379
"t129",0.866804062713165
"t222",0.555103409786028
"t107",-0.231160236801831
"t232",0.254333674797625
"t290",0.135039224535328
"t293",0.250721626706099
"t436",-0.0389095575809682
"t91",-0.0747728813420219
