"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113"
"t12",0.0318061006375399,-0.0782849520889527,0.00475402877078409,-0.00149983286567446,0.0648776515404807,-0.00137599772376791,0.0179110290599068,-0.0104111766690953,0.000137392471225087,-0.000396256629708948,0.000247124404266981,-0.00548018545611562,0.062356155988764,-6.37216978712537e-06,-2.20107702254859e-05,-0.00346267474760117,0.0216598229276892,-0.0127674870552454,0.0413771769876673,-0.00544463232299779,-3.57529912016674e-18,-5.46918561579604e-16,-1.79643377896736e-16,0.0188788424041166,-0.0811220733621336,0.0430733497002448,-0.0182572100829454,0.00967862411175319,-0.0204257300217089,0.00712011391227701,-0.0422998503700813,0.0232248963431559,-0.000572984472542064,0.468590906946705,-2.1551882596193e-15,-1.79661148563213e-16,1.80519661718836e-17,-2.46317181061551e-18,-0.0187895950746651,0.0147884644550839,-0.272704470693619,0.164961758431476,-0.0364058258656495,0.0872453371674454,-0.370183929080355,-0.0470388153922545,0.488219590498812,-0.0943234845307518,0.0409055635850918,0.0810049489215937,-0.00164922022456408,-0.0912585776210238,0.00507216953628623,-0.455524845481944,-8.90477855852459e-05,0.0337036124372649,0.0413557591870634,-0.07469276774,-0.00111415628006717,-0.00208441562293027,-0.000567906250947917,-0.00115317617890857,-0.00699689342154121,0.011385993339492,1.20097014060364e-15,1.07456800679209e-16,-3.08594034388565e-17,-0.0137140586857914,0.104538025536787,0.000188116615160909,0.00122051314160605,-0.0100611138470887,-0.000181109489915132,0.00231556484425601,-0.00121281665815629,-2.73913952609748e-15,5.22151766269019e-16,3.05541724733571e-17,4.9439619065339e-17,4.21429384445116e-16,1.66255626887074e-16,1.64365049348802e-16,6.62447527388643e-17,-1.96349013437125e-16,2.64545330086463e-17,6.17995238316738e-18,6.71121144768527e-17,-4.78566838935102e-16,-3.16424404039894e-16,-1.56450373489658e-16,-1.46746764045913e-16,9.36208575941233e-17,8.33751470641353e-17,-1.22514845490862e-16,3.73778698964378e-16,1.31080042653497e-16,-2.24050378944129e-16,9.90147634022387e-17,-2.59124319224036e-17,-1.88380127469356e-16,4.90547272941066e-16,-2.39473154847736e-16,3.02058725254462e-16,9.81202966099382e-17,-2.63352707696729e-16,3.18755438710738e-17,8.51098705401121e-18,-2.16298333410858e-17,-3.11708124589583e-16,-3.03359767861444e-16,-1.35525271560688e-17,2.00577401909818e-17,-1.56985881581111e-14
"t43",0.0453293178430627,-0.137381998433038,-0.0255312838360268,-0.000340550547044814,0.272205303043592,-0.0226078033257308,-0.0441199946753713,0.0119820256412544,-0.000153441394585441,0.000367318690656453,-0.000149304227985902,0.00322485121809685,-0.0532148243042889,8.26975780534344e-07,1.66874904313661e-06,9.04280190014151e-05,0.349294398428404,0.00657636311289274,-0.0129541698145687,0.00165442373013433,-1.16487301737576e-16,2.52132813554363e-16,1.12312387780552e-16,-0.00486718820836315,0.0230573945252683,-0.00729675413996691,0.00408029378099826,-0.00210350211993477,0.0043266444825163,-0.00150790867053319,0.00897994812077021,-0.00493232928686541,0.000122261380541691,-0.103293996741367,-0.499564021842589,0.0142765665681588,0.0142872600095317,0.00527654516642211,0.00286002015306538,0.00203385491289745,0.0181816982583743,-0.0684610129116373,-0.00340462714619051,0.00760286358894367,-0.0221143023744607,-0.00168200041731324,0.015866891116591,-0.00202622088864409,0.000393494440059476,0.000670624558741804,1.06668745304383e-05,-0.000222156074694606,0.00109152602643589,-0.0220410846570852,-3.0285304389477e-06,-0.00400562687240898,-0.00114940465453309,4.90247046205233e-06,-5.98337639078317e-06,-1.98474750960769e-05,-5.74469730545051e-06,-1.22470560384611e-05,-8.24307902117911e-05,0.000133027624807681,-1.90147785540591e-16,3.0512861226827e-16,4.64090713412725e-16,0.000493828015064411,-0.00404559056631137,6.18813195988127e-07,8.48957937865414e-06,0.00969135244758325,3.75322976180531e-06,3.39455042964835e-06,1.86274818025113e-05,0.00565250423862328,-0.0241362149159464,-0.00683874624652292,-0.0252107668154539,-0.0213814612421064,-0.00785491034180726,-0.00920030560243446,0.00108691232033032,0.0282451131391812,0.00490201966451078,0.00914091028078161,-0.026022947512981,0.0279993437211153,0.0139376729449864,0.0189212275481216,0.0120006634825261,-0.0161173511763938,-0.0091916402822485,0.0073177147474684,-0.0180482081941685,-0.00706877944197578,0.0171088887046046,-0.00645270919472279,0.00861168340562605,0.00947299248016819,-0.0451198135400033,-0.00986366404523021,-0.0112141671012956,-0.00237414072249575,0.00977606203852154,-0.0138606585463157,-0.00386075258764716,-0.0215061749048014,0.0415201930400508,0.0524586159044878,0.0330406386643101,0.0062536361060691,0.696511056914343
"t44",0.0453293178430635,-0.137381998433039,-0.0255312838360274,-0.000340550547044851,0.272205303043594,-0.022607803325731,-0.0441199946753716,0.0119820256412546,-0.0001534413945856,0.000367318690656243,-0.000149304227985839,0.00322485121809718,-0.0532148243042894,8.26975780683734e-07,1.66874904275265e-06,9.04280190011349e-05,0.349294398428408,0.00657636311289247,-0.0129541698145689,0.00165442373013517,-1.14802637340248e-16,1.33483961692447e-17,4.34676217194541e-16,-0.00486718820836349,0.0230573945252698,-0.00729675413996734,0.0040802937809987,-0.00210350211993381,0.00432664448251658,-0.00150790867053294,0.00897994812077089,-0.00493232928686507,0.000122261380542004,-0.103293996741367,-0.499564021842599,0.0142765665681592,0.0142872600095317,0.00527654516642212,0.00286002015306507,0.002033854912897,0.01818169825838,-0.0684610129116439,-0.00340462714618914,0.00760286358894059,-0.0221143023744528,-0.00168200041731312,0.0158668911165782,-0.00202622088864137,0.000393494440060409,0.000670624558738162,1.06668745272913e-05,-0.00022215607468979,0.0010915260264358,-0.0220410846570636,-3.02853044119487e-06,-0.00400562687240581,-0.00114940465453627,4.90247046380093e-06,-5.98337639215674e-06,-1.98474750967645e-05,-5.744697306435e-06,-1.22470560394584e-05,-8.24307902064988e-05,0.000133027624805221,-1.3635327876789e-16,-9.77695598789852e-17,-4.70262819433663e-16,0.000493828015068461,-0.00404559056630966,6.18813201149383e-07,8.48957937802015e-06,0.00969135244759107,3.7532297616878e-06,3.3945504298794e-06,1.86274818158836e-05,-0.00565250423862159,0.0241362149159456,0.00683874624652235,0.0252107668154547,0.0213814612421058,0.00785491034180682,0.00920030560243557,-0.00108691232033006,-0.0282451131391808,-0.00490201966451076,-0.00914091028078112,0.0260229475129819,-0.0279993437211146,-0.0139376729449864,-0.0189212275481216,-0.0120006634825263,0.0161173511763935,0.00919164028224937,-0.00731771474746842,0.0180482081941682,0.00706877944197511,-0.0171088887046042,0.00645270919472304,-0.00861168340562566,-0.00947299248016815,0.0451198135400037,0.00986366404523037,0.011214167101295,0.00237414072249526,-0.00977606203852106,0.0138606585463148,0.00386075258764694,0.0215061749048016,-0.0415201930400481,-0.0524586159044883,-0.0330406386643118,-0.00625363610606901,-0.696511056914333
"t110",0.045329317843063,-0.137381998433037,-0.0255312838360268,-0.000340550547044842,0.272205303043591,-0.022607803325731,-0.0441199946753713,0.0119820256412542,-0.000153441394585524,0.000367318690656163,-0.000149304227985544,0.00322485121809673,-0.0532148243042897,8.26975780285376e-07,1.66874904282589e-06,9.04280190014929e-05,0.349294398428402,0.00657636311289224,-0.0129541698145681,0.00165442373013599,8.1338489814563e-17,2.16776313003775e-16,1.67122233467215e-17,-0.00486718820836133,0.0230573945252676,-0.00729675413996583,0.00408029378099847,-0.00210350211993457,0.00432664448251625,-0.00150790867053222,0.00897994812076989,-0.00493232928686436,0.000122261380542466,-0.103293996741344,0.499564021842597,-0.0142765665681591,-0.0142872600095319,-0.00527654516642201,0.00286002015307453,0.00203385491289691,0.0181816982583851,-0.068461012911647,-0.00340462714618832,0.00760286358894297,-0.0221143023744496,-0.00168200041731486,0.0158668911165778,-0.00202622088864125,0.000393494440056447,0.000670624558737849,1.06668745277979e-05,-0.000222156074691227,0.00109152602643749,-0.0220410846570757,-3.02853043779027e-06,-0.00400562687240951,-0.0011494046545358,4.90247046368297e-06,-5.9833763916953e-06,-1.98474750962072e-05,-5.74469730696973e-06,-1.22470560374662e-05,-8.24307902101279e-05,0.000133027624806577,6.89855218016963e-17,-2.56166308043469e-16,3.72291348562913e-16,0.000493828015066242,-0.0040455905663193,6.18813197750796e-07,8.48957937883953e-06,0.00969135244758865,3.75322976283146e-06,3.39455043146385e-06,1.86274818137636e-05,-0.25468433894539,0.0940647805123306,0.057379508308128,-0.125126590037327,0.112515192451557,0.0699304472295982,-0.0963251080633391,0.00580098892904103,0.0223227796209833,0.0277224449750548,-0.0725032355778547,-0.165554253915009,-0.0178755323085787,0.0493873150369489,0.0309541700330909,0.0382401529292029,0.0180922655327479,-0.121343841626817,-0.0275662034988299,0.00745221930163994,0.0900379736608577,-0.0490430230305495,-0.0633190673130859,-0.0719424112358439,-0.00172624187027781,-0.0949228099241593,-0.0506599676674178,0.0345133132234975,0.0369552484941857,-0.130041154982251,0.0468876122042629,0.00854898362384554,-0.0800772684452533,-0.305418692056424,0.268904434967197,0.315095696080633,0.023769827150883,-0.0250955748973085
"t111",0.0453293178430629,-0.137381998433038,-0.0255312838360267,-0.000340550547044835,0.272205303043592,-0.0226078033257311,-0.0441199946753714,0.0119820256412544,-0.000153441394585764,0.000367318690656051,-0.000149304227986228,0.00322485121809692,-0.0532148243042906,8.26975780167207e-07,1.66874904308151e-06,9.04280190011791e-05,0.349294398428403,0.00657636311289254,-0.012954169814568,0.00165442373013542,5.39077292988195e-17,1.98528268487351e-16,6.95194961990154e-17,-0.00486718820836115,0.023057394525268,-0.00729675413996558,0.0040802937809989,-0.00210350211993461,0.004326644482516,-0.00150790867053203,0.00897994812077019,-0.00493232928686455,0.000122261380543519,-0.103293996741345,0.499564021842606,-0.014276566568159,-0.0142872600095318,-0.0052765451664221,0.00286002015307448,0.00203385491289727,0.0181816982583848,-0.0684610129116459,-0.00340462714618904,0.00760286358894187,-0.0221143023744485,-0.00168200041731366,0.0158668911165746,-0.00202622088864179,0.000393494440055302,0.000670624558737759,1.06668745276801e-05,-0.000222156074690026,0.00109152602643631,-0.0220410846570849,-3.02853044000781e-06,-0.00400562687241298,-0.00114940465453749,4.90247046518871e-06,-5.98337639132781e-06,-1.98474750962496e-05,-5.74469730831443e-06,-1.22470560380978e-05,-8.2430790210526e-05,0.000133027624807347,4.74441109828842e-16,-6.7602249600089e-17,-1.41202323358032e-16,0.000493828015066209,-0.0040455905663084,6.18813197987558e-07,8.48957937720407e-06,0.00969135244757644,3.75322976344493e-06,3.39455042956541e-06,1.86274818049372e-05,0.254684338945387,-0.0940647805123295,-0.0573795083081278,0.125126590037326,-0.112515192451556,-0.0699304472295979,0.0963251080633377,-0.00580098892904137,-0.0223227796209831,-0.0277224449750546,0.072503235577854,0.165554253915006,0.0178755323085782,-0.0493873150369485,-0.0309541700330907,-0.0382401529292023,-0.0180922655327472,0.121343841626816,0.0275662034988296,-0.00745221930163983,-0.0900379736608565,0.0490430230305489,0.0633190673130859,0.0719424112358432,0.00172624187027782,0.0949228099241584,0.0506599676674171,-0.034513313223497,-0.0369552484941853,0.13004115498225,-0.0468876122042618,-0.00854898362384559,0.0800772684452527,0.305418692056421,-0.268904434967194,-0.31509569608063,-0.0237698271508828,0.0250955748973048
"t45",0.0447731412411269,-0.135066973455097,-0.024756745281689,-0.000327833973612461,0.257717886493662,-0.0212946789073667,-0.0409740410053043,0.0110290291819223,-0.000141209450390563,0.000338038289716507,-0.000142184883138019,0.00313370337516099,-0.0550205563324974,1.40371543073843e-06,5.29878177929014e-06,0.00088285652510672,-0.142654313836882,-0.000167738863650714,-0.000496826440105735,5.57751650095001e-05,-6.01799880670303e-17,-6.39747839930373e-16,-1.81481040633689e-16,0.000261806757225203,-0.00158294281622121,0.000551373003558772,-0.000713115303885094,0.0005193159426426,-0.00176259578578292,0.00065303943860766,-0.00434760037376863,0.00240964157853276,-6.47108019477592e-05,0.069146443129616,-7.04265130137464e-15,-1.10100212784066e-17,4.03751922588693e-16,1.4828482940415e-16,-0.00474759465221616,-0.00534282462099446,-0.0999678726436553,0.484782329870506,0.0371371667296472,-0.0852337050520689,0.29719429923458,0.0321704279027444,-0.328542829133579,0.0616117678273256,-0.0277574115621813,-0.0555325464459241,0.00135645300002548,-0.00533287746147454,0.0174462783091009,-0.240655078581337,-2.6663516868011e-05,-0.0166012156386515,-0.00470845899967234,1.94832766880412e-05,-2.31674410245992e-05,-7.24333793018034e-05,-2.05625612856063e-05,-4.28320995057489e-05,-0.000245444742308408,0.000286871947420951,3.06040977791133e-16,-1.12066024273506e-15,-1.14828542724464e-15,-0.00336682691550248,0.0632074960320263,-2.45018450531196e-05,-0.000408397410700754,-0.593536982750176,-0.000249291061928612,0.00011717429256924,0.000420186588479272,-4.56914624570059e-15,-1.82986375226565e-15,1.59594616582577e-15,-1.38067767210409e-15,8.06126094850113e-16,1.32612013877423e-15,-2.44862205772486e-15,-6.64857224217159e-16,1.25633933745025e-16,-1.91114393857368e-16,-7.21597584105359e-16,-1.56943920210284e-15,-4.86511016992102e-16,4.97693362638053e-16,6.02371559446862e-16,2.5288657546209e-16,7.5184175686884e-17,-1.49051156051348e-15,-2.08588768854593e-16,-1.34719719703392e-16,1.24924980940408e-15,-6.03216285803271e-16,-1.60826095177527e-15,-4.85557941919872e-16,1.67826985224069e-16,-3.3373722468864e-15,5.84371737208701e-16,8.02929771718033e-16,-3.61108624090115e-16,-2.61681138762909e-15,5.06067501776418e-16,2.42247249955052e-16,-5.32007659839083e-16,-3.51224285608188e-15,3.60591132428498e-15,3.36548741327907e-15,4.61945922369641e-16,-4.75173069611811e-15
"t100",0.0462110826239609,-0.141135969310313,-0.0268837595005082,-0.000363759252842349,0.302102795573729,-0.0254488120277623,-0.0522580509374712,0.0152114368121949,-0.000195704629554023,0.000485051651125826,-0.000234917627554195,0.00535920767236153,-0.100809938328377,3.09937655307269e-06,1.25498711382894e-05,0.00217808648356433,-0.439821468548622,-0.000698402415347334,-0.00537522244975329,0.000739361862032059,1.22478234111892e-16,3.63800030710169e-16,-4.12292285773752e-17,-0.00318703682448607,0.0155428099268792,-0.00497995391491733,0.00317521456131885,-0.00174868436379759,0.0040133110354272,-0.00141938357297138,0.00868917110445053,-0.00478353946066522,0.000121041898886848,-0.10905750477536,2.79857455580371e-15,8.87621042944812e-17,-2.42975667009859e-16,-1.70755744510431e-17,0.00418448834826679,0.0037548519720798,0.0551035378048909,-0.25410066344245,-0.0184082474444916,0.0421431218503124,-0.144882898706098,-0.0154059148759374,0.156910806931912,-0.0291746706444966,0.0130693281590061,0.0261402140790922,-0.000639798413523788,0.00258110419589295,-0.0087242067357903,0.128710258100119,1.52274776766553e-05,0.0149672154607793,0.00428600302437906,-1.81883421253581e-05,2.21084362793311e-05,7.27294269440072e-05,2.09992724728333e-05,4.46438148562756e-05,0.000295973172455949,-0.000470516490488941,-7.94028262795976e-16,2.96207791682548e-16,-3.80978054541799e-16,-0.00219858297168905,0.0247227604085431,-6.82979803639101e-06,-0.000108820457875177,-0.150971164377382,-6.25565106014423e-05,1.67635394536301e-05,4.67758273219012e-05,-0.423754278348283,-0.374883769946306,0.0142676245663432,-0.00531443198334535,0.0132200571092327,0.0474963561252559,-0.0630688707828342,0.000543338092259346,-0.0123362205508843,0.0190095179095183,0.0557760650448633,0.0455346952201796,-0.0565042073371495,-0.0138321491016064,-0.00764071192005707,0.0149385775096194,-0.0119071263688975,-0.0242735311066446,0.0120721435036334,0.0057313009066539,-0.0233573011413538,-0.00497390516699014,-0.145099943279251,0.0150987290298126,0.0305149234484949,-0.245739974485543,0.037970827274405,-0.00355603188935119,-0.0324806169994837,-0.0663933012230189,-0.00886029349271343,-0.0238095441841015,0.0250007524732201,0.247717072129073,-0.0845031201808812,-0.0337254511627688,-0.0337842930928378,-0.0289503809156922
"t101",0.0462110826239609,-0.141135969310312,-0.0268837595005082,-0.000363759252842266,0.302102795573729,-0.0254488120277624,-0.052258050937471,0.0152114368121946,-0.000195704629554025,0.000485051651125957,-0.000234917627554066,0.00535920767236158,-0.100809938328377,3.09937655286788e-06,1.25498711381489e-05,0.00217808648356432,-0.439821468548622,-0.000698402415347487,-0.00537522244975378,0.000739361862031944,2.33374850640962e-17,2.64994568320625e-16,5.31631920752988e-17,-0.00318703682448604,0.0155428099268789,-0.00497995391491789,0.00317521456131888,-0.00174868436379787,0.00401331103542696,-0.00141938357297121,0.00868917110445053,-0.00478353946066482,0.000121041898887084,-0.109057504775358,2.6778350256602e-15,-1.72693903537394e-16,-4.51087705312545e-17,-3.94757401236369e-16,0.00418448834826609,0.00375485197208,0.055103537804891,-0.254100663442447,-0.018408247444493,0.0421431218503099,-0.144882898706095,-0.0154059148759379,0.15691080693191,-0.0291746706444966,0.0130693281590067,0.0261402140790933,-0.000639798413525134,0.00258110419589216,-0.00872420673579441,0.128710258100115,1.52274776720745e-05,0.0149672154607749,0.00428600302437997,-1.81883421287235e-05,2.21084362794099e-05,7.27294269430898e-05,2.09992724709306e-05,4.46438148568184e-05,0.000295973172452652,-0.000470516490486034,1.71207667821799e-15,-1.5369881289698e-15,3.0854910143095e-16,-0.00219858297168693,0.0247227604085521,-6.8297980367279e-06,-0.00010882045788021,-0.150971164377384,-6.25565105981411e-05,1.67635394543388e-05,4.67758273150406e-05,0.423754278348284,0.374883769946307,-0.0142676245663433,0.00531443198334537,-0.013220057109233,-0.0474963561252565,0.0630688707828343,-0.000543338092259477,0.0123362205508848,-0.0190095179095183,-0.0557760650448634,-0.0455346952201801,0.0565042073371496,0.0138321491016062,0.00764071192005698,-0.0149385775096192,0.0119071263688974,0.0242735311066448,-0.0120721435036336,-0.00573130090665352,0.0233573011413541,0.00497390516699003,0.145099943279252,-0.0150987290298126,-0.0305149234484949,0.245739974485544,-0.0379708272744053,0.00355603188935152,0.0324806169994837,0.0663933012230189,0.00886029349271368,0.0238095441841018,-0.0250007524732199,-0.247717072129074,0.0845031201808818,0.0337254511627687,0.0337842930928382,0.028950380915692
"t55",0.0456344670849349,-0.138699961868426,-0.0260274993568537,-0.000349273774136738,0.284135104747953,-0.0237648736654302,-0.047663661659929,0.0134999613115171,-0.00017339805347815,0.000424746806768686,-0.000196572746407372,0.00443728718307616,-0.0817753784870691,2.38850287587405e-06,9.50132849980898e-06,0.00163267984549769,-0.313724158524198,-0.000471377507057544,-0.00325690240455435,0.000442009721400878,-2.87977732697719e-17,-1.54124927227549e-16,-2.92594428259023e-16,-0.00166144292070086,0.00795084129326752,-0.00252547431862009,0.0014274817633097,-0.000720597675156019,0.00134926936376005,-0.000460989202935287,0.00262919691113488,-0.00143841998839627,3.43119157657657e-05,-0.024737042310639,-1.00187201838811e-16,2.21130800773082e-16,5.75872567309521e-17,2.32342122327984e-16,-0.000387356696183213,-0.00118285658756433,-0.0392095637038431,0.213689500641803,0.0190736429059499,-0.0441318967771429,0.161689486414424,0.0189286021832397,-0.196181841077781,0.0390259831323474,-0.0189796945197867,-0.0383127903274705,0.00102286871658013,-0.00475737375092808,0.0174526817083571,-0.285029240055681,-3.60107688432686e-05,-0.0437845194604668,-0.0125699168593213,5.36876282372194e-05,-6.56116262102019e-05,-0.000218385467717796,-6.3287625011106e-05,-0.000135128554755703,-0.00092041582892134,0.00152488007047193,-1.16199460785684e-15,2.13833015669017e-15,6.69174114192823e-16,0.0092432934296964,-0.112734592100405,3.33300042153074e-05,0.000536341967375701,0.751891025792214,0.000312515252557611,-9.67192628004915e-05,-0.000290636091174554,1.04686081922484e-15,-3.24973414702571e-16,-9.18916834971128e-16,8.55073334692e-16,5.0318569803901e-16,-3.36808943568602e-16,1.11311417781136e-15,3.65385986271459e-16,-5.50439534579502e-16,3.17449858208051e-16,4.82045223570797e-16,1.20328471469797e-15,-3.56890265472064e-17,-1.23852755668547e-17,-1.15245849202633e-16,-3.83921365703753e-16,6.0952406835034e-16,3.90778595221585e-16,2.96657397021111e-16,-2.96897453720257e-16,-9.86317424277525e-16,3.79265136423822e-16,-6.78495318653028e-16,1.39179789723236e-16,1.27793543895527e-17,1.91186828223251e-15,7.06689710938913e-18,-9.751739165272e-16,2.27290819956127e-16,1.13682737529704e-15,-3.23405646383838e-16,-6.94058257364744e-16,3.14577083507886e-16,2.78201426644327e-15,-1.9411777382414e-15,-1.24581640015089e-15,-7.52912309392437e-16,1.47501321944787e-15
"t39",0.0413605904509588,-0.120727312304753,-0.0198003570324527,-0.000244776954878373,0.157176520527941,-0.011953328701208,-0.0162346447548343,0.00215000890995554,-2.57583189166959e-05,3.12590884343732e-05,3.85401831526798e-05,-0.00112205461349452,0.0289735187609605,-1.2671666219129e-06,-5.20418717974417e-06,-0.000883150472480422,0.0400983335864675,-0.00378140282825498,0.0154293306549357,-0.00206985779272991,6.97077118406191e-17,-5.46282856054242e-16,-1.93471857151625e-16,0.00864270446539173,-0.0424023294900508,0.0136260422418923,-0.00909362029629802,0.00516720925621814,-0.0125603781865245,0.00447648861045373,-0.0277946392179377,0.0153190430226884,-0.000391596649861234,0.363179691709344,2.18895096709826e-15,-2.05828360912378e-17,-7.35440148983225e-17,-9.13690337770399e-17,-0.0145305351892944,-0.0119859581705745,-0.112621509082683,0.386569704812627,0.0115121387403364,-0.0240766774380181,0.0329282159766372,-0.00554559783087502,0.0746375169242294,-0.0277711780813258,0.0208248836745195,0.0436455128848482,-0.00155688237240411,0.00994155761659769,-0.0414641230421258,0.763381953981356,0.000102130969803429,0.134378237645133,0.0385725224848477,-0.000164665445319789,0.000201123537358862,0.000668288122247517,0.000193537733672978,0.000412870989019901,0.00279077221733155,-0.00453403347839649,-1.39896583095391e-15,2.2941682727473e-16,7.00062744773255e-16,-0.0162053746888467,0.108647626368116,-3.36992887867518e-06,2.27201037266481e-05,0.14925733291068,7.67707915406814e-05,-0.000294223740258265,-0.00145786878511505,1.13972122269921e-15,9.20144169631029e-16,-9.1646812204231e-16,6.7311921812614e-17,-6.79498902832161e-16,-5.73645537007972e-16,2.13734999685519e-15,5.10077418078219e-16,6.46701661188529e-17,-1.59410609920756e-16,1.16823926424295e-15,1.15489447315596e-15,-2.81532469669233e-17,-7.44088901090435e-16,5.32133319169384e-17,-4.50211352768833e-16,-4.90515925731953e-16,9.19875210040472e-16,1.6163445905937e-16,5.10901240172487e-16,-9.90861147722074e-16,4.24806139847318e-16,1.32807865659233e-15,9.61038362454009e-16,2.23229491860125e-16,9.86556853733434e-16,-9.54432147925291e-16,-3.6134643983813e-16,-3.12314844741008e-17,1.48314496664018e-15,-5.45916761785383e-16,-2.77375491509054e-16,-1.10852828301353e-15,3.79418468300396e-15,-2.03460010809842e-15,-2.35616375770301e-15,-2.9503234954577e-16,1.09597940490908e-14
