"accepted_species","traits"
"t20",1
"t22",1
"t28",1
"t29",0
"t32",1
"t33",1
"t34",1
"t35",1
"t36",0
"t37",0
"t41",1
"t46",0
"t49",1
"t50",1
"t51",1
"t52",1
"t53",0
"t54",0
"t56",1
"t57",1
"t58",0
"t59",1
"t60",1
"t61",1
"t63",1
"t64",0
"t65",1
"t66",0
"t67",1
"t69",0
"t71",1
"t72",0
"t73",1
"t75",1
"t76",0
"t77",1
"t78",0
"t79",0
"t81",NA
"t82",1
"t83",1
"t84",NA
"t85",0
"t86",0
"t87",NA
"t88",0
"t89",1
"t92",0
"t93",0
"t95",NA
"t96",0
"t98",0
"t99",0
"t100",1
"t101",0
"t102",0
"t103",0
"t104",1
"t106",1
"t107",1
"t108",1
"t109",0
"t110",1
"t111",NA
"t112",0
"t113",1
"t114",0
"t116",NA
"t117",0
"t118",0
"t119",1
"t120",NA
"t121",1
"t122",1
"t123",NA
"t124",0
"t125",0
"t126",0
"t127",0
"t128",0
"t129",0
"t130",0
"t131",1
"t132",1
"t133",1
"t134",NA
"t135",0
"t136",1
"t137",0
"t139",0
"t140",0
"t141",0
"t142",0
"t143",0
"t144",NA
"t145",0
"t146",0
"t147",0
"t148",0
"t149",0
