"accepted_species","trait_OU_scaled"
"t2",-0.259742308887642
"t3",0.634802110754325
"t4",-1.2534924550765
"t5",1.05320308686849
"t7",0.0168333262518145
"t12",0.494881937168257
"t18",0.723176496844538
"t19",0.776714781440732
"t16",0.21022097026401
"t10",0.184572673433087
"t8",-0.913262473591211
"t9",-0.813895361696179
"t11",-1.2538861504425
"t13",-0.860610074326745
"t17",0.316699334684879
"t20",-1.61967324513206
"t34",0.480552564341261
"t35",-0.747446052964082
"t25",0.0341758252575954
"t26",-0.495590879745131
"t42",-0.563814859277288
"t57",0.111470237412484
"t60",2.05006879303641
"t61",0.824230869226922
"t63",0.409229130464007
"t74",0.0920122925786077
"t75",-0.326810817737494
"t76",1.65493859300278
"t81",0.624966834225554
"t100",0.864859880537036
"t107",0.067154333222715
"t149",-1.1419009980572
"t176",0.00108602276517871
"t177",-2.19987959707901
"t190",-0.744676737443863
"t206",NA
"t207",1.64675331988789
"t240",NA
"t354",NA
"t355",0.558369765446576
"t346",NA
"t238",NA
"t267",NA
"t275",NA
"t276",NA
"t386",NA
"t387",NA
"t390",NA
"t391",NA
"t373",NA
"t357",NA
"t295",NA
"t367",NA
"t368",NA
"t286",NA
"t287",NA
"t349",NA
"t350",NA
"t364",NA
"t407",NA
"t408",NA
"t409",NA
"t399",NA
"t400",NA
"t356",NA
"t412",NA
"t413",NA
"t397",NA
"t398",NA
"t358",NA
"t359",NA
"t251",NA
"t255",NA
"t403",NA
"t404",NA
"t296",NA
"t179",NA
"t165",NA
"t181",0.0247371204415914
"t182",-0.191342264404923
"t183",0.30954539775245
"t171",0.283042309505841
"t196",2.65837056332411
"t231",-0.233873777646891
"t303",0.427109584717703
"t308",0.225021949392876
"t309",-0.446554233322976
"t264",0.918993145874106
"t232",1.07756439054665
"t256",-1.40124688224498
"t257",-0.732994702392039
"t333",-0.30667537869577
"t334",-0.151338829865051
"t211",-0.678768147118262
"t203",-0.899280245243701
"t222",-0.315251401238309
"t223",0.645246563326531
"t233",0.439237574184798
"t234",-0.28947597077216
"t174",0.679337431306142
"t193",0.418281730287515
"t198",0.213255001848032
"t199",1.04445723363912
"t202",1.26703418736359
"t324",0.812665436858037
"t327",-0.259216762102436
"t328",-0.522098649700851
"t326",-0.708970091401554
"t322",-1.85675882265621
"t319",-0.901770330643583
"t341",-0.652933792236302
"t342",-0.627056925163899
"t294",-1.50277996790397
"t263",-0.397410132255542
"t262",1.06177164504652
"t214",-1.60063707384529
"t218",-1.60369007109156
"t219",-1.78316533326733
"t235",0.126192299903411
"t325",-0.413324669733407
"t374",-0.370218450646632
"t375",-1.53282368464546
"t266",-0.25921352481627
"t376",1.56834703851407
"t377",1.41959128091319
"t344",-0.953006048554326
"t345",0.105798611689593
"t339",0.0389672956953474
"t340",1.32639642735802
"t395",-0.664645373056212
"t396",0.0397365116392071
"t261",0.314416270905963
"t230",0.299629896929581
"t170",1.17357739917679
"t153",-0.758916330776493
"t123",-0.833808486362758
"t89",1.54073473695889
"t82",1.16237790538705
"t79",0.380495284049713
"t80",0.613426789633409
"t36",-0.663271060660097
"t27",0.726080380592852
"t40",0.0675279556329141
"t46",-0.481684208022033
"t47",-0.422873585788607
"t43",-0.504462106897904
"t32",-0.455677982379898
"t33",0.368827153501317
"t48",-1.09765854902489
"t49",-1.37479030535271
"t50",0.985853588478344
"t84",-0.275160523204878
"t158",0.447452415523282
"t159",-0.0839999324186791
"t217",1.38355459217226
"t220",2.01917304713499
"t265",1.46728889335311
"t312",1.02095556195044
"t313",0.442412527636901
"t270",0.865445934154419
"t323",-0.743868948013826
"t352",0.621417408928335
"t383",1.18784484100307
"t414",0.382156335982121
"t415",0.290200492964748
"t392",0.210309959340925
"t393",1.96208204528118
"t394",1.04444336410247
"t371",1.48187381078703
"t372",0.338486738872498
"t302",0.864419132340588
"t305",0.581962239109662
"t306",0.23392452569779
"t249",1.09468868430588
"t314",0.474188705684706
"t315",0.38383319856002
"t252",-2.82177677541686
"t253",-0.770900172057242
"t247",-0.0999944580752814
"t248",0.753137158466443
"t215",0.316646204054503
"t208",-0.447636752156368
"t180",-0.30452965620225
"t167",-0.413768004566676
"t168",-0.45043629288239
"t162",0.18584236497008
"t157",0.587445224075749
"t175",-2.1707684249506
"t184",-1.06337247967454
"t185",-0.82126802998687
"t191",1.42638988502647
"t192",0.126180624372267
"t172",-1.24409128741266
"t209",-0.3349925359823
"t210",-0.023994400841714
"t204",-0.676090521480392
"t205",-1.04427728287409
"t189",1.52899577845425
"t213",1.39584069389564
"t236",1.12447899473331
"t329",2.28054796921577
"t331",-1.4065728067022
"t335",1.16751659112426
"t336",-0.0379621416762484
"t301",1.535505377938
"t337",1.45972458111634
"t338",0.384293942040564
"t332",0.774669407034357
"t292",-0.399743855489547
"t293",0.112956108080032
"t245",1.1974486441897
"t246",0.790674240394675
"t401",1.91219305626522
"t402",0.979063581240232
"t380",1.76727467280348
"t381",0.0359084720508498
"t273",0.906246820090516
"t274",0.163848983981834
"t241",-0.305804650486217
"t280",-0.464365096999276
"t281",-1.28194135448496
"t297",0.203636322485032
"t298",-0.892406606219419
"t239",2.36780205453669
"t320",0.863284498250483
