,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t2,-0.28149447,7.531252,-0.3245133,12.461109,9.603544,-0.25017783,8.649944,2.8623745,0.41722757,5.1300344,16.002895,-0.28061822,0.52762043,10.432651,-0.08647157,-0.095693946,0.17340016,0.18790068,-0.006935813
t3,-0.2849581,7.458052,-0.31853652,12.388031,9.456489,-0.2584661,8.475649,2.8867152,0.41167644,5.1493297,15.793151,-0.28097808,0.52563936,10.365344,-0.08707282,-0.09655286,0.18116866,0.17926325,-0.0069007743
t1,-0.29678354,7.3575115,-0.30327252,12.112582,9.105244,-0.25374112,8.212593,2.894398,0.3968846,5.12481,15.351835,-0.27732822,0.5119131,10.095514,-0.093375705,-0.09615321,0.18287703,0.2549471,-0.0066811023
t25,-0.25716662,5.8228903,-0.20862016,10.396029,8.119753,-0.19573507,7.0331507,1.679438,0.29997456,4.2721143,13.224571,-0.21318941,0.50341463,8.901071,-0.07354026,-0.06410849,0.13534164,-0.0030500283,-0.0067230524
t28,-0.2589014,5.7263637,-0.20193659,10.241973,7.8943,-0.19226936,6.9321003,1.7015903,0.29468384,4.186648,13.017082,-0.21360157,0.49138987,8.723813,-0.0745833,-0.066093765,0.14069727,-0.010553415,-0.0066586835
t29,-0.27407536,5.67495,-0.18529484,10.087487,7.70479,-0.1969878,6.7488894,1.7306695,0.2836797,4.2116847,12.741785,-0.21076769,0.48633614,8.555685,-0.07931526,-0.06454978,0.14392072,-0.0031433164,-0.0064788256
t6,-0.6097827,3.3036592,-0.89279485,9.992062,-0.047372483,-2.2184446,-0.8513704,10.614154,5.6333337,5.026578,2.107622,-0.2955054,0.06743909,5.3335156,3.6867585,0.056177866,1.4889358,0.3755311,-0.0033734206
t7,-0.493955,2.7850103,-0.60184944,9.026937,-0.023206173,-1.6062824,-0.47912997,9.009224,3.2725508,5.155255,3.0385866,-0.26732638,0.12556258,5.772544,1.656954,-0.011763964,1.1106277,0.49041203,-0.003656246
t8,-0.5438398,2.9668765,-0.84411055,9.260113,-0.045222428,-2.115522,-0.8562833,10.134118,5.415887,4.609811,1.7129263,-0.2841814,0.036389578,4.92257,3.5396678,-0.0057486272,1.39547,0.21022554,-0.0029859084
t23,-0.30477354,2.0083911,-0.17633498,6.7070785,0.072492495,-0.9236663,-0.1293667,5.943045,0.16117027,4.2472143,2.8045363,-0.21839838,0.081703305,4.9679604,0.55447,0.48420608,0.6409578,1.1670871,-0.0042400877
t24,-0.4944128,2.6877053,-0.78946114,8.774796,-0.04332794,-2.0463645,-0.8427329,9.82298,5.07333,4.2463098,1.1414276,-0.26596594,0.00796718,4.06244,3.5117493,0.08084435,1.3284265,0.1068816,-0.0030971058
t18,-0.44494924,2.3288293,-0.63704246,8.236541,-0.035538334,-1.8088397,-0.70167905,9.104017,4.2858186,4.2728868,1.405179,-0.24419223,0.027330779,4.2077894,2.688258,0.033709977,1.1824112,0.31498957,-0.003408155
t26,-0.4533632,2.2624116,-0.6348183,8.139196,-0.0322555,-1.7722176,-0.6643597,8.91765,4.0248094,4.256921,1.4823163,-0.23538837,0.032912172,4.22266,2.567458,-0.00013430307,1.1508299,0.28601247,-0.003138116
t27,-0.42196015,2.080778,-0.4837623,7.523248,-0.022807093,-1.4985734,-0.48945066,7.8838067,2.918771,4.4212527,1.7946523,-0.22487754,0.057092134,4.3977976,1.682151,0.09747985,0.95355266,0.47771898,-0.0031458025
t16,-0.7344151,3.8515768,-1.2996111,12.365221,-0.056565482,-3.003634,-1.3479558,13.471495,8.081438,5.6965184,0.98308605,-0.37190744,0.0006538046,4.98975,5.30312,0.9280204,1.9811778,0.4561401,-0.0033335444
t21,-0.74051785,2.5292602,-0.87555313,12.434728,-0.024755074,-2.4331617,-1.0778319,12.396337,4.6227946,6.044211,0.832145,-0.33349952,0.054691806,5.324785,2.1413987,2.1869054,1.642862,0.4979069,-0.004676144
t37,-0.4979979,1.521452,-0.33656108,15.720681,4.886649,-1.3067967,-0.3645772,8.390336,0.10248521,5.909838,1.0218692,-0.40649432,0.1769406,9.625244,-0.05813512,8.229882,0.92106247,-0.022234252,-0.0068095173
t61,-0.29468393,2.295076,-0.15917438,20.027431,16.238312,-0.52541316,2.6635365,1.5822811,0.49997094,1.4919469,6.7244167,-0.26933327,0.50439775,15.556854,-0.039827354,12.918427,0.25326303,-0.18508501,-0.004637263
t168,-0.26515353,2.5380318,-0.20000063,21.80543,19.837908,-0.34210217,4.3832803,0.00037804278,0.629331,0.011859734,8.684078,-0.2200381,0.62849444,17.593185,-0.02438606,14.04415,0.04568614,-0.24572144,-0.0033906978
t169,-0.2658298,2.5421119,-0.19968358,21.803516,19.83724,-0.34231064,4.383557,0.0003364454,0.629503,0.011536586,8.691164,-0.21981047,0.6284263,17.598577,-0.024598364,14.041135,0.046247087,-0.24500287,-0.003382239
t196,-0.27328682,2.5639648,-0.19712281,21.837658,19.836126,-0.34790346,4.3920293,0.00042159273,0.6296829,0.0034891828,8.691888,-0.21930803,0.6287758,17.55694,-0.026458688,14.045316,0.049829602,-0.24433377,-0.003384647
