,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t565,-0.003747429,-0.119609185,0.01760986,18.627043,-0.049142167,0.0024563007,-0.62842196,-0.015110718,-0.020875644,5.62732,-0.44993186,-0.07282516,-0.10080292,-0.31344974,-0.14820676,5.7512264,-0.41197103,1.2667307,-0.008373771,-0.29610422,0.060633045,0.006892138,-0.06013165,-0.0034218337,-0.0062475405,0.11509328,-0.001070189,0.002069987,0.048264205,17.946735,-0.3746024,-0.36641097,-0.037511952,0.5785837,0.0005457648,0.0022746031,-0.027475787,15.464975,-0.0028728798,-0.11659824,-0.2944426,2.1528404,0.00466051,3.8648589,0.032270145,11.89589,-0.004449486,-0.049429975,-0.35500234,-0.1539256,-0.014521015,-0.14559048,13.972908,-0.016130455,2.7441938,0.005488833,16.361689,-0.10679691,-0.06345614,1.674062,11.006632,-0.1601255,-0.058439147,8.594418,-0.13061778,6.726327,-0.13311818,0.034813333,2.9890842,-0.17591663,13.691912,10.04439,1.99715,-0.1914231,-0.06484607,0.005828129,-0.20847689,-0.085275464,-0.067269616,-0.08721561,7.34424,-0.54451084,-0.12234292,-0.029177798,2.7071192,-0.12024565,-0.31215796,14.476453,-0.34157246,-0.26461378,-0.03964663,3.4986396,-0.112745345,-0.34431908,0.00398973,-0.017209554,2.1144757,-0.1450626,5.2811317,0.17290811
t566,-0.003747359,-0.11971311,0.017608002,18.628742,-0.049146403,0.0024555137,-0.62841314,-0.015093506,-0.020878434,5.6257873,-0.45010173,-0.07281366,-0.10079196,-0.31345758,-0.14827722,5.7492137,-0.41197816,1.2686301,-0.008368977,-0.29622436,0.060648847,0.0068923985,-0.060140397,-0.0034227239,-0.006248612,0.11504661,-0.0010699386,0.0020694411,0.04825972,17.94563,-0.37454766,-0.366427,-0.03751736,0.57957613,0.000546271,0.0022744166,-0.027484326,15.466886,-0.0028792608,-0.11668999,-0.29444337,2.1534772,0.00466377,3.8662543,0.03228275,11.899044,-0.0044470513,-0.049391694,-0.35507885,-0.1539743,-0.014522085,-0.14563681,13.973508,-0.016127232,2.7440295,0.0054882527,16.360086,-0.106776394,-0.0634579,1.6724131,11.006604,-0.16008738,-0.058461573,8.5953865,-0.1306745,6.724979,-0.13314892,0.034821305,2.990704,-0.1760338,13.691114,10.044295,1.9971867,-0.19142684,-0.06488695,0.0058112973,-0.20846315,-0.08526886,-0.06733346,-0.087236576,7.345209,-0.5445304,-0.122372255,-0.029178651,2.707764,-0.12028037,-0.31217462,14.475691,-0.3415038,-0.2645962,-0.03965334,3.5009763,-0.112732455,-0.34430113,0.0039933645,-0.017211562,2.1158204,-0.14510757,5.28469,0.17289595
t438,-0.0037362035,-0.11982842,0.01764143,18.62808,-0.049108315,0.002452919,-0.6275706,-0.014957383,-0.02098739,5.6180654,-0.44918957,-0.0727845,-0.100673445,-0.31277367,-0.1483871,5.7387567,-0.41214195,1.2748026,-0.008372939,-0.29598492,0.060797684,0.0068915845,-0.060349472,-0.0034169522,-0.006243377,0.11529705,-0.0010687285,0.0020694253,0.04817181,17.94716,-0.3740676,-0.36610427,-0.037635073,0.58459747,0.00054549734,0.002264855,-0.027666219,15.459764,-0.0028881351,-0.11664969,-0.29423454,2.158304,0.0046493984,3.8742988,0.03207761,11.90757,-0.004431797,-0.04908454,-0.35538206,-0.15279533,-0.014536079,-0.14592196,13.977316,-0.016113201,2.748723,0.0054866946,16.35354,-0.10685328,-0.06325869,1.683509,11.00285,-0.15949957,-0.058547754,8.588854,-0.1305745,6.73943,-0.13312389,0.034858853,3.0067837,-0.17630096,13.689024,10.033045,2.0009515,-0.19174547,-0.06509669,0.005839809,-0.20905417,-0.08528315,-0.067134835,-0.08756212,7.343942,-0.5446658,-0.12203715,-0.029277563,2.7049239,-0.12012632,-0.31248307,14.472416,-0.34131947,-0.26459882,-0.039657038,3.5027344,-0.11267379,-0.34410924,0.0039404887,-0.017231843,2.1192193,-0.14479353,5.2968636,0.17277783
t420,-0.003752571,-0.12009227,0.017587196,18.615599,-0.049122814,0.0024553218,-0.62743014,-0.015089302,-0.020990718,5.61459,-0.44765496,-0.07287048,-0.10019411,-0.31276155,-0.14831111,5.7284784,-0.41226053,1.2822961,-0.008370781,-0.29558435,0.060790963,0.006901214,-0.06036565,-0.0034219737,-0.0062493035,0.11472755,-0.0010703437,0.0020688362,0.04806413,17.93659,-0.37376085,-0.36606333,-0.037775088,0.57249975,0.0005445819,0.0022748273,-0.02777663,15.443886,-0.0028738137,-0.116660506,-0.29504976,2.1756785,0.004647596,3.8789916,0.031845752,11.923939,-0.00442765,-0.049387995,-0.3565457,-0.15413657,-0.014478939,-0.14589706,13.977594,-0.01615309,2.7418494,0.005494841,16.35214,-0.10719626,-0.06342211,1.696409,10.99922,-0.16054325,-0.05843375,8.596779,-0.13062559,6.728318,-0.13202058,0.03482878,3.0040545,-0.17590202,13.682035,10.006573,2.0109909,-0.19142143,-0.064757876,0.0057662427,-0.20869371,-0.08536261,-0.066947326,-0.08727572,7.3335867,-0.54378605,-0.12249204,-0.029235488,2.7189941,-0.12037647,-0.3127101,14.47256,-0.3413156,-0.26501304,-0.039646327,3.5194225,-0.112679295,-0.34377262,0.004001084,-0.017227832,2.1238844,-0.14527665,5.2989144,0.17294379
t258,-0.0037585022,-0.12100124,0.017722197,18.6611,-0.049100794,0.0024906918,-0.6319457,-0.014548381,-0.021422932,5.598787,-0.457294,-0.07274135,-0.100313336,-0.31319395,-0.14813498,5.713237,-0.41373393,1.2338666,-0.0084365085,-0.29403713,0.060268078,0.0068893,-0.059064317,-0.0034375852,-0.0063027185,0.11411076,-0.0010753045,0.002047944,0.048227064,17.90713,-0.374139,-0.3662037,-0.037747946,0.52559674,0.00053459103,0.0022860926,-0.026937544,15.509415,-0.0028390707,-0.11611818,-0.29668278,2.143027,0.0047029136,3.8613584,0.032670826,11.88458,-0.004471664,-0.049928624,-0.3553314,-0.15713331,-0.014496835,-0.1459139,13.919787,-0.016362874,2.6976473,0.0055139633,16.445772,-0.106979944,-0.06352395,1.6350414,11.043725,-0.16021189,-0.058986064,8.651819,-0.13103615,6.742587,-0.13270603,0.03473238,2.953606,-0.17603013,13.76525,10.067865,1.9804311,-0.1924999,-0.06365951,0.0055059996,-0.20828314,-0.08591456,-0.06781602,-0.087585695,7.421699,-0.54033834,-0.1214288,-0.028832333,2.627811,-0.12166557,-0.3131712,14.540252,-0.34013155,-0.2654405,-0.039898437,3.4167955,-0.112994246,-0.34511074,0.004079742,-0.017120883,2.1249475,-0.14598057,5.2574153,0.17488614
t259,-0.0037644813,-0.121401995,0.017689956,18.657574,-0.04904717,0.0024907948,-0.63161176,-0.014575967,-0.021400785,5.6025467,-0.45716456,-0.07270565,-0.10028353,-0.31303397,-0.14827675,5.70864,-0.4138099,1.2259969,-0.008441865,-0.2940808,0.060214203,0.0068890527,-0.059080236,-0.0034367817,-0.0062936265,0.11412202,-0.0010746948,0.0020497374,0.048269577,17.906338,-0.37435392,-0.36625394,-0.03778036,0.5261868,0.00053454266,0.002290185,-0.026843632,15.505768,-0.0028281526,-0.11616206,-0.29658312,2.1357014,0.0047017657,3.8573563,0.032675028,11.876824,-0.0044759577,-0.049961336,-0.3553192,-0.15721515,-0.0145082,-0.14589812,13.918988,-0.016350705,2.6976047,0.005512433,16.452724,-0.10667753,-0.063680805,1.6319897,11.049205,-0.15977162,-0.05881981,8.6473675,-0.13094437,6.742255,-0.13289203,0.034689765,2.955243,-0.17609112,13.766949,10.0648,1.9777491,-0.19234985,-0.063635774,0.0055708745,-0.20858324,-0.08583951,-0.06773043,-0.087500975,7.4215055,-0.54036057,-0.121556655,-0.028889693,2.6229465,-0.12166975,-0.31319314,14.542337,-0.34030464,-0.26555875,-0.039902456,3.4116602,-0.11273996,-0.34493178,0.0040892563,-0.017150344,2.1190562,-0.14592932,5.2522025,0.17473784
t346,-0.0037900864,-0.1221168,0.01766817,18.692593,-0.049014702,0.002493816,-0.6336518,-0.014421724,-0.021425154,5.6179047,-0.4553524,-0.07261401,-0.1001061,-0.31258014,-0.14832407,5.707818,-0.41489705,1.2046891,-0.008390543,-0.29432672,0.060452413,0.0069039897,-0.05896071,-0.0034301137,-0.0063159666,0.11417865,-0.0010753631,0.0020398223,0.04817224,17.888996,-0.37341544,-0.3655975,-0.03809431,0.5396664,0.0005380419,0.0022821536,-0.026885945,15.54722,-0.0027311016,-0.11658137,-0.29700553,2.1291268,0.0047119074,3.853124,0.03242656,11.881063,-0.0044959513,-0.050169904,-0.35735747,-0.15869257,-0.014478089,-0.14763083,13.897371,-0.016424445,2.6844506,0.0055036326,16.474913,-0.10763226,-0.06508213,1.6170665,11.066173,-0.16019993,-0.059371106,8.665216,-0.130983,6.749269,-0.1325717,0.034787033,2.9500268,-0.17602326,13.781566,10.103497,1.9641135,-0.19198953,-0.06355472,0.005532716,-0.2105213,-0.08586971,-0.06830841,-0.0883948,7.4863176,-0.5400972,-0.12060362,-0.028906364,2.5917718,-0.12164872,-0.31270608,14.525154,-0.34021497,-0.26678544,-0.04003684,3.4048812,-0.11311806,-0.3454594,0.0040988894,-0.017065978,2.151165,-0.14523084,5.2704916,0.17572857
t902,-0.003794904,-0.12219398,0.017655032,18.696451,-0.049053743,0.0024965215,-0.63385624,-0.0143410815,-0.021432362,5.617435,-0.4564061,-0.0725694,-0.10001961,-0.31268904,-0.14837871,5.7108727,-0.41511717,1.2067341,-0.008393792,-0.2945966,0.060496148,0.0069062943,-0.05886817,-0.0034293195,-0.00631609,0.11411249,-0.0010755551,0.0020382833,0.048158985,17.892567,-0.37345397,-0.36563784,-0.03809898,0.54235625,0.000537802,0.0022846018,-0.026769256,15.553501,-0.0027216382,-0.11650878,-0.29696545,2.125817,0.004715331,3.8449671,0.032457974,11.879577,-0.004496721,-0.050093994,-0.35764566,-0.15899177,-0.014486523,-0.14781643,13.896289,-0.01643775,2.679068,0.005502144,16.476854,-0.10758281,-0.06499259,1.6140506,11.073365,-0.15929778,-0.0594063,8.662063,-0.1309531,6.7493143,-0.13274454,0.034796767,2.9463594,-0.1759997,13.787485,10.115261,1.9594588,-0.19206463,-0.06354455,0.0055457763,-0.21052292,-0.08601715,-0.0683724,-0.08840255,7.491997,-0.5402617,-0.12089716,-0.02892286,2.584773,-0.12179435,-0.31255978,14.533202,-0.34038818,-0.2668631,-0.040060278,3.4086034,-0.11315914,-0.3455282,0.004097818,-0.01704589,2.1540675,-0.14525947,5.269849,0.17569524
t903,-0.0037947274,-0.12218874,0.017655408,18.696089,-0.04905661,0.0024966488,-0.6338619,-0.0143340845,-0.021433244,5.6172996,-0.45643148,-0.07256691,-0.100025475,-0.31270036,-0.14837812,5.7107315,-0.4151162,1.2066044,-0.008392899,-0.2945964,0.060497824,0.006906407,-0.05886342,-0.0034294443,-0.006315966,0.11410797,-0.0010755633,0.0020381543,0.048158202,17.892633,-0.37344813,-0.36563182,-0.038097233,0.5424094,0.00053776376,0.002284676,-0.02677313,15.553127,-0.0027222058,-0.11650206,-0.2969682,2.1257756,0.0047150212,3.8448927,0.03245889,11.879716,-0.0044966,-0.050084412,-0.35763755,-0.15897188,-0.014486853,-0.14780831,13.896369,-0.016438777,2.6790328,0.0055021234,16.477058,-0.10758213,-0.06498821,1.6141809,11.072898,-0.15930893,-0.05940045,8.66226,-0.13095316,6.749321,-0.13274437,0.034797017,2.9460692,-0.17598848,13.787502,10.115503,1.9596946,-0.19206208,-0.06354552,0.005541016,-0.2105112,-0.08601686,-0.068377,-0.08840226,7.49207,-0.5402643,-0.1208924,-0.028921083,2.584952,-0.12179272,-0.31258062,14.5332365,-0.34038323,-0.26686364,-0.04005912,3.4082978,-0.113161184,-0.34552553,0.004097783,-0.017045757,2.1539464,-0.14525013,5.270162,0.17569126
t206,-0.003794632,-0.12196234,0.01765668,18.68407,-0.049055364,0.0024916383,-0.63387954,-0.014587063,-0.021474274,5.6137323,-0.4552072,-0.07266575,-0.100218676,-0.31269854,-0.14838442,5.7018385,-0.41390118,1.2158197,-0.008385263,-0.2943386,0.060481023,0.0068956413,-0.059002962,-0.0034338643,-0.0063110655,0.11418388,-0.0010750974,0.0020415247,0.04807754,17.891478,-0.37343088,-0.3654408,-0.038161345,0.5405215,0.0005365028,0.0022873739,-0.026798438,15.525644,-0.002719765,-0.116322964,-0.29670545,2.1325476,0.0047085346,3.8532593,0.032393668,11.8856325,-0.0044985088,-0.050092127,-0.35666785,-0.1583031,-0.014462561,-0.14720331,13.899763,-0.016410813,2.684846,0.0055118008,16.476446,-0.107768066,-0.06496602,1.6238114,11.060349,-0.1597819,-0.059387907,8.656192,-0.13090587,6.753401,-0.13257913,0.034760993,2.949202,-0.17579542,13.768763,10.092488,1.9677081,-0.1919358,-0.063574575,0.0054885373,-0.209556,-0.0858065,-0.068175316,-0.088019475,7.4791794,-0.5397691,-0.120906346,-0.028910253,2.599271,-0.1216909,-0.31283936,14.533676,-0.340189,-0.26676777,-0.03997581,3.403095,-0.11313157,-0.34543723,0.0040978873,-0.017070863,2.1503794,-0.14500405,5.2596593,0.17557906
