accepted_species,estimate
t66,0.08201441
t62,0.27743164
t64,-1.3102334
t25,-0.39823544
t75,0.8134753
t236,0.3226413
t373,0.30632508
t255,1.1709841
t256,0.64901274
t321,0.60844654
t126,0.8817165
t121,1.1676611
t79,0.6821813
t110,0.019359035
t160,-0.03797218
t136,-0.0036157288
t189,-0.6885509
t294,-0.7116313
t473,-0.5626053
t383,-0.65001494
t154,-0.1461041
t145,0.5352933
t116,0.12329247
t98,0.7177893
t119,0.30719873
t405,1.1564798
t450,1.0493369
t408,1.0997729
t184,-0.65809005
t263,-1.382904
t231,-0.21816352
t207,-0.8221877
t225,-1.351604
t92,0.75885814
t437,-0.7511452
t434,-0.7846226
t174,-0.66066414
t156,-0.7374819
t384,0.61634797
t474,0.186062
t250,0.8135286
t186,0.77818054
t164,0.80625755
t214,0.17197026
t467,-0.9083014
t260,-0.7135889
t367,-1.0466962
t22,-0.91870314
