accepted_species,estimate
t66,0.09843256
t62,0.010384473
t64,-1.9019625
t25,-0.19605777
t75,0.31026423
t236,0.2525465
t373,0.11319526
t255,-0.1605216
t256,-0.1605216
t321,0.73726904
t126,0.5081889
t121,0.6204787
t79,0.8968917
t110,0.50437665
t160,0.40547866
t136,-0.34321398
t189,-0.5897855
t294,-1.1333694
t473,-0.37748587
t383,-0.48779708
t154,-0.30680785
t145,0.3362596
t116,0.4003323
t98,0.15700318
t119,-0.002986061
t405,1.8733462
t450,0.9400104
t408,0.9046116
t184,0.30113617
t263,-1.1910868
t231,-0.58067155
t207,-0.585318
t225,-1.8151896
t92,-1.1929109
t437,-0.69347644
t434,-0.6514757
t174,-0.49489418
t156,-0.6012544
t384,0.39450717
t474,-0.36667997
t250,1.4195366
t186,1.461149
t164,1.0968189
t214,0.17738158
t467,-0.96055686
t260,-0.49948755
t367,-1.1974502
t22,-0.2609492
