"accepted_species","traits"
"t1",0
"t2",0
"t3",0
"t4",0
"t5",0
"t6",0
"t7",NA
"t8",0
"t9",0
"t10",0
"t11",0
"t12",0
"t13",0
"t14",0
"t15",0
"t16",NA
"t17",0
"t18",0
"t19",0
"t20",0
"t21",0
"t22",0
"t23",0
"t24",0
"t25",0
"t26",1
"t27",0
"t28",1
"t29",0
"t30",0
"t31",1
"t32",0
"t33",0
"t34",1
"t35",1
"t36",NA
"t37",0
"t38",1
"t39",NA
"t40",0
"t41",0
"t42",1
"t43",0
"t44",1
"t45",1
"t46",1
"t47",1
"t48",0
"t49",1
"t50",1
"t51",0
"t52",1
"t53",1
"t54",0
"t55",0
"t56",0
"t57",1
"t58",1
"t59",0
"t60",NA
"t61",1
"t62",0
"t63",0
"t64",1
"t65",0
"t66",0
"t67",1
"t68",NA
"t69",0
"t70",0
"t71",1
"t72",1
"t73",0
"t74",0
"t75",0
"t76",0
"t77",0
"t78",0
"t79",0
"t80",0
"t81",1
"t82",NA
"t83",0
"t84",0
"t85",NA
"t86",1
"t87",0
"t88",1
"t89",1
"t90",0
"t91",0
"t92",0
"t93",0
"t94",0
"t95",0
"t96",1
"t97",1
"t98",1
"t99",0
"t100",0
"t101",NA
"t102",0
"t103",NA
"t104",1
"t105",1
"t106",0
"t107",1
"t108",1
"t109",0
"t110",NA
"t111",0
"t112",1
"t113",1
"t114",NA
"t115",0
"t116",1
"t117",1
"t118",0
"t119",NA
"t120",1
"t121",0
"t122",0
"t123",1
"t124",1
"t125",0
"t126",0
"t127",0
"t128",1
"t129",1
"t130",NA
"t131",1
"t132",1
"t133",0
"t134",0
"t135",1
"t136",1
"t137",1
"t138",1
