"accepted_species","trait_ARD"
"t3","0"
"t11","0"
"t12","0"
"t5",NA
"t6","0"
"t1","0"
"t45","1"
"t46","1"
"t14","0"
"t15","0"
"t68","0"
"t69","0"
"t36",NA
"t37","0"
"t7","0"
"t53","0"
"t21","0"
"t22","0"
"t51","0"
"t52","0"
"t31","1"
"t34","0"
"t93","0"
"t94","0"
"t90","0"
"t58","0"
"t27",NA
"t63","1"
"t48","1"
"t43","0"
"t49",NA
"t50","0"
"t4",NA
"t99","0"
"t100","0"
"t83","0"
"t29","0"
"t24","0"
"t95","1"
"t96","1"
"t77","0"
"t78","0"
"t25","0"
"t42","0"
"t47","0"
"t71","0"
"t72","0"
"t39","0"
"t16","1"
"t13",NA
"t38","0"
"t41","0"
"t59","0"
"t60","0"
"t17","0"
"t18","0"
"t84","0"
"t85","0"
"t67","0"
"t79","0"
"t80","0"
"t35","0"
"t23","0"
"t70","0"
"t97","0"
"t98",NA
"t32","0"
"t61","0"
"t62","0"
"t10","0"
"t91","0"
"t92","0"
"t64","0"
"t19","0"
"t20","0"
"t73","0"
"t74",NA
"t86","0"
"t87","0"
"t33","0"
"t30","0"
"t8","0"
"t55","1"
"t56","0"
"t26","0"
"t44","0"
"t81","0"
"t82","0"
"t57","0"
"t2",NA
"t28","0"
"t75","0"
"t76","0"
"t65","0"
"t66","0"
"t40","1"
"t9","0"
"t54",NA
"t88","0"
"t89","0"
