,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t2,-0.26396802,9.070626,-0.18243349,5.0622935,5.7865305,1.8123422,3.5895343,4.416057,6.7590294,4.059121,6.689622,3.8932343,3.6108403,6.545894,3.5069473,4.7835503,3.929901,4.4771404,4.2764115,5.950777,5.665543,5.802582,5.521775,6.4751186,5.3816843,5.078661,3.4453328,5.9266043,2.65201,6.5686717,3.1081617,4.6483583,5.755043
t5,-0.27310887,9.014415,-0.057144675,5.0898457,5.7555084,1.7974743,3.5846355,4.4354315,6.6487727,4.061646,6.666629,3.8915882,3.5850875,6.5377207,3.496212,4.8056893,3.8967543,4.461528,4.2156053,5.954514,5.6831813,5.8440747,5.535016,6.4652443,5.298184,5.1763797,3.4742866,5.8929725,2.6830685,6.570002,3.0904005,4.5807943,5.761959
t6,-0.2551141,9.120092,-0.29467115,5.002019,5.820446,1.8407978,3.5886161,4.4042473,6.8069234,4.055289,6.7309275,3.8982239,3.6405668,6.5610247,3.526863,4.752071,3.977529,4.508972,4.360704,5.944639,5.6461086,5.7333994,5.497946,6.49693,5.4583797,5.037767,3.3940492,5.9949613,2.6161022,6.557248,3.152202,4.7295337,5.757878
t4,-0.26565823,9.007761,-0.048941553,5.1192737,5.7437534,1.7685575,3.5763848,4.4249754,6.683755,4.0622935,6.6482105,3.886185,3.595746,6.532938,3.5097368,4.807771,3.880261,4.4572945,4.1850877,5.9794393,5.682333,5.878254,5.5585217,6.4703746,5.310727,5.135969,3.5057354,5.854073,2.6881785,6.5693355,3.068699,4.5694046,5.7556257
t3,-0.26919708,9.009426,-0.10312089,5.0691047,5.754603,1.7946732,3.5734465,4.431393,6.691051,4.060066,6.6820893,3.888401,3.5599632,6.5464206,3.4896085,4.794264,3.909137,4.471762,4.220785,5.961661,5.674868,5.836481,5.5403147,6.48233,5.316881,5.1458397,3.458154,5.898609,2.6769722,6.559728,3.1171474,4.5935135,5.769013
t1,-0.26786268,8.950419,0.011951092,5.109164,5.730674,1.7693391,3.5702813,4.433257,6.6461697,4.0624676,6.6543355,3.8871603,3.569204,6.5353575,3.5006864,4.810306,3.8791304,4.460254,4.170566,5.9805245,5.684107,5.8799505,5.5621724,6.47931,5.280201,5.170141,3.4998572,5.8549376,2.6949472,6.5624933,3.08496,4.5515175,5.764678
t9,-0.2693444,8.978289,0.018231828,5.135808,5.7305675,1.760818,3.5752869,4.4322343,6.616487,4.0634074,6.6362276,3.8850121,3.5882885,6.528792,3.5068402,4.8174586,3.8648763,4.4499307,4.1583877,5.9820404,5.6902575,5.89835,5.565832,6.465631,5.280011,5.1930757,3.5229373,5.836549,2.7014148,6.57112,3.0579655,4.5413833,5.757037
t10,-0.26624563,9.007043,-0.046594907,5.117,5.745421,1.7706426,3.5774648,4.424764,6.6806335,4.0621724,6.649514,3.8867233,3.5933957,6.533338,3.5072856,4.8077025,3.8819566,4.457093,4.1877475,5.977097,5.6814528,5.875673,5.5567656,6.469422,5.311668,5.1380067,3.5029507,5.8553596,2.6873236,6.5700994,3.0699847,4.571571,5.75556
t7,-0.2898667,9.048202,0.051756877,5.137783,5.7533236,1.8170254,3.6064005,4.4624586,6.476679,4.066279,6.6419125,3.9039698,3.5976806,6.5216656,3.483179,4.832717,3.8717663,4.4383535,4.1778564,5.918416,5.707039,5.8744283,5.5075264,6.421428,5.2295094,5.3255224,3.505303,5.8644466,2.7089195,6.5866547,3.0560133,4.5196166,5.7586575
t8,-0.29161054,8.976022,0.12891921,5.1285644,5.7371826,1.8099692,3.5956733,4.4698167,6.4122496,4.065523,6.64529,3.897591,3.572687,6.5262623,3.480085,4.833018,3.866248,4.4417167,4.15933,5.9286246,5.7108994,5.881733,5.521233,6.436149,5.2047997,5.3780828,3.5035698,5.8630047,2.717691,6.5785146,3.0721502,4.5015154,5.7686644
t11,-0.30310294,8.961158,0.2319713,5.1585336,5.750006,1.8327132,3.6230364,4.4798613,6.3173795,4.069083,6.6306486,3.91438,3.5726438,6.512196,3.4541132,4.8542,3.8589756,4.4194183,4.1405215,5.887445,5.71543,5.8903637,5.4891357,6.3945856,5.1733136,5.464093,3.5063186,5.863754,2.7272959,6.5991297,3.0452547,4.4685674,5.7569857
t12,0.061570704,5.268534,4.853497,5.101394,5.26595,1.9193765,4.198348,4.143089,5.1737432,4.272934,6.934735,5.738923,4.061917,5.680324,3.3437116,5.288388,4.3490453,4.9603496,4.221956,5.446906,5.3446255,5.5714736,4.7294703,6.2972484,4.9649515,5.4932323,4.2483654,6.1862297,2.2081304,6.2575555,2.7496455,4.990518,5.414084
t15,0.044753157,5.2929945,4.968565,5.0963836,5.3165245,2.0083017,4.1979585,4.116979,5.2264266,4.3579416,7.0068035,5.7580914,4.138183,5.7175565,3.382997,5.3668284,4.3090315,4.8907914,4.168539,5.516444,5.380435,5.5515347,4.7321053,6.3255806,5.0090284,5.573256,4.2122707,6.1746473,2.2205853,6.185733,2.7880857,4.9344306,5.3193455
t16,0.06863749,5.278193,4.915628,5.101749,5.2589173,1.984557,4.2192836,4.1218934,5.1552787,4.294849,6.9509306,5.7713943,4.127212,5.6676493,3.329678,5.3137336,4.3644447,4.975075,4.224493,5.4358525,5.3304133,5.5457716,4.6938677,6.3280663,4.949321,5.498575,4.209979,6.2135053,2.2169871,6.2292027,2.732146,5.009488,5.4218535
t22,0.073875874,5.3058653,5.0088205,5.1199183,5.2764254,1.9904579,4.2160563,4.1237974,5.1915107,4.3227224,6.9721866,5.783231,4.113156,5.680205,3.3475823,5.3352823,4.344526,4.9293146,4.2035213,5.4754806,5.3489842,5.534246,4.7213717,6.3103075,4.977562,5.5389676,4.2346373,6.18269,2.193933,6.2134266,2.7485075,4.977055,5.3547206
t23,0.059396513,5.326706,4.999377,5.1172004,5.3122997,2.0216477,4.2128816,4.1136527,5.214041,4.3584523,7.008221,5.7721696,4.1424575,5.7093134,3.3760781,5.366606,4.3187017,4.894622,4.1781626,5.5143604,5.3708773,5.539706,4.727202,6.3201427,4.9977098,5.5732737,4.2091546,6.188011,2.2132354,6.1854033,2.7830126,4.9369845,5.3174686
t18,0.051539827,5.247063,4.882702,5.0887737,5.277914,1.9410596,4.193095,4.140811,5.1825204,4.2907863,6.9508033,5.747306,4.084323,5.6874743,3.3504167,5.3057775,4.343588,4.9518676,4.2053385,5.4596453,5.352635,5.5669227,4.72322,6.306957,4.970551,5.5090675,4.2463117,6.1798177,2.2142947,6.2404404,2.7523253,4.984412,5.3973184
t69,2.2324953,4.38472,9.764214,11.400678,3.589216,4.6930575,6.8353834,5.625412,5.646031,4.367376,8.417391,5.535672,5.352238,3.390019,1.956627,6.162636,6.63472,4.157264,4.7833834,5.482722,5.3021398,4.4653697,4.6704516,6.2652216,5.676725,6.8815703,3.6273124,7.291906,1.2784057,5.203375,1.5070754,3.1704779,3.2447796
t115,2.4586875,4.3228064,9.90989,11.465059,3.5699046,4.668504,7.192265,5.522507,5.6355796,4.2792726,8.894371,5.245499,5.018356,3.3112133,1.8667885,6.249764,6.5564985,4.2324467,4.8380632,5.323363,5.4239035,4.1709294,4.7488475,5.7956266,5.6804695,7.0439973,3.6715257,7.638142,1.378904,5.1796026,1.8334281,2.8461893,3.2000709
t116,2.347336,4.3569136,9.844122,11.435961,3.5734446,4.68798,7.066253,5.56937,5.6463585,4.328015,8.64626,5.380575,5.140828,3.3531752,1.9073141,6.2052464,6.5992484,4.189839,4.818429,5.4029875,5.3628626,4.3134403,4.707163,6.0104704,5.673734,6.9661164,3.657534,7.4685845,1.3377225,5.194039,1.7122806,3.0033777,3.223862
t104,2.4366932,4.349791,9.904019,11.437805,3.5608103,4.665643,7.2057114,5.5153155,5.6367545,4.3015976,8.887187,5.230191,4.9986005,3.339292,1.8858287,6.2246723,6.5490885,4.250331,4.8309035,5.34681,5.4005337,4.157259,4.7243657,5.7896924,5.655777,7.020548,3.6631696,7.633449,1.4045191,5.2017694,1.8541217,2.8330655,3.224541
t105,2.3185587,4.351955,9.834225,11.444806,3.5774305,4.6897626,7.0073886,5.590497,5.653446,4.33617,8.578068,5.436941,5.1997404,3.3493903,1.908597,6.203629,6.626011,4.1651735,4.820734,5.4180293,5.355893,4.3647795,4.70442,6.088105,5.687577,6.9530334,3.6572964,7.404475,1.3055868,5.184795,1.6544409,3.0591571,3.2232482
t167,2.500093,4.3266044,9.904608,11.475511,3.6103194,4.6769395,7.194617,5.533167,5.6285005,4.2427325,9.011917,5.17615,5.0148063,3.2879817,1.896857,6.2645392,6.4924107,4.268085,4.7952294,5.299296,5.4298363,4.115865,4.766607,5.7274985,5.674634,7.066183,3.6625383,7.74713,1.4131485,5.197064,1.8398246,2.7816162,3.193676
t168,2.4053643,4.347109,9.889131,11.441449,3.5611334,4.6667833,7.1454597,5.5388446,5.6370773,4.3079844,8.772449,5.2948217,5.0618205,3.3416638,1.8813577,6.2215457,6.578571,4.220936,4.8357115,5.363126,5.3920074,4.2243767,4.7222857,5.8839073,5.6684065,7.0038524,3.661168,7.5564547,1.3679314,5.1896977,1.7913855,2.907232,3.219987
t146,2.4580615,4.3184323,9.91435,11.460023,3.5683658,4.6683555,7.1951494,5.5327816,5.63306,4.282181,8.874291,5.2486405,5.0138197,3.3136692,1.8701068,6.251388,6.562623,4.2266717,4.837765,5.3214293,5.426632,4.1690316,4.750956,5.797296,5.6829553,7.045725,3.6780913,7.631592,1.3774455,5.1729484,1.8386467,2.844763,3.1981394
t147,2.4435203,4.358334,9.883894,11.370672,3.5808558,4.7191706,7.2211914,5.5656023,5.642034,4.3233027,8.729576,5.249484,4.9850693,3.3814197,1.9365373,6.2185593,6.556734,4.2097692,4.796442,5.345012,5.399553,4.1483197,4.721155,5.7924542,5.632376,7.027266,3.7137167,7.5879416,1.45367,5.199974,1.8692826,2.8258793,3.2218919
t74,2.2678049,4.3447533,9.847169,11.470065,3.5528321,4.655032,6.9592004,5.5831313,5.653581,4.355427,8.45761,5.51167,5.2416096,3.3557272,1.8802018,6.194714,6.677054,4.1384525,4.854255,5.44329,5.3584156,4.438248,4.691603,6.161294,5.71825,6.9294553,3.6401856,7.316817,1.26204,5.154393,1.6157773,3.1465147,3.2371128
t70,2.337197,4.358226,9.812787,11.417916,3.5938952,4.722022,7.0240817,5.602685,5.6542544,4.3320913,8.557913,5.430998,5.187374,3.3537505,1.9379457,6.205753,6.6092668,4.1663313,4.7941,5.4090934,5.350182,4.354039,4.7101994,6.083691,5.6675067,6.9605093,3.6749794,7.4028955,1.3275106,5.203388,1.6656842,3.0501235,3.2133596
t234,2.476204,4.3084526,9.894978,11.482748,3.6021519,4.686366,7.162266,5.5551534,5.6377816,4.257242,9.030106,5.1998363,5.0542974,3.2845125,1.892286,6.2685647,6.514395,4.2459044,4.806279,5.308274,5.4308496,4.148625,4.767493,5.777135,5.6894484,7.0612698,3.6759052,7.7290325,1.3860984,5.18152,1.7954623,2.8170426,3.1842895
t235,2.4539275,4.3061156,9.888773,11.469774,3.5797298,4.698599,7.169879,5.5468273,5.65231,4.284469,8.979247,5.2336926,5.0468335,3.3027797,1.8770481,6.259625,6.547069,4.217996,4.831697,5.322854,5.42953,4.1727395,4.755006,5.801194,5.6897554,7.051291,3.6983857,7.678628,1.3762791,5.1729894,1.8002968,2.8423116,3.1872494
t102,2.301612,4.3467727,9.832418,11.45117,3.5816433,4.6901174,6.959338,5.6096654,5.659887,4.3409986,8.516824,5.4739337,5.246388,3.3448608,1.9093248,6.204244,6.6453447,4.147166,4.8231077,5.42543,5.3530593,4.3983555,4.7040267,6.1541276,5.6980357,6.9473305,3.6599813,7.3594704,1.2831851,5.1767197,1.6096348,3.095762,3.2227309
t78,2.239523,4.370828,9.775912,11.415557,3.5978363,4.6979494,6.823677,5.6462545,5.65607,4.362108,8.41785,5.5429397,5.3709354,3.3725932,1.9531081,6.17544,6.6473837,4.1407237,4.7876067,5.4720955,5.3114567,4.4675455,4.680882,6.280138,5.688626,6.8957806,3.6408036,7.283853,1.2636895,5.192941,1.4885325,3.1684527,3.2368832
t81,2.3194804,4.352191,9.833763,11.444361,3.5772586,4.6898437,7.0106115,5.589976,5.652789,4.3355236,8.575664,5.4354115,5.1964025,3.3492086,1.9087425,6.20381,6.624688,4.166369,4.8203845,5.4173965,5.3557277,4.3640566,4.7048364,6.08771,5.6866865,6.953304,3.6572127,7.4056683,1.3062248,5.185747,1.6576763,3.058763,3.2227895
t82,2.270897,4.3517447,9.814875,11.445918,3.5851884,4.6881347,6.918232,5.62298,5.65942,4.351013,8.468824,5.5106897,5.2847037,3.3535962,1.9196744,6.1943326,6.6549854,4.1383843,4.8163657,5.445491,5.3403687,4.4356885,4.695033,6.2032223,5.7027545,6.926638,3.6516337,7.3206472,1.2678711,5.174958,1.572086,3.1362278,3.22892
t57,2.2166662,4.392138,9.738965,11.378748,3.6047616,4.697985,6.7826962,5.64697,5.6466284,4.369925,8.398147,5.55153,5.3984118,3.396591,1.9792559,6.156851,6.626427,4.15586,4.764347,5.4918294,5.2890344,4.4817996,4.668047,6.3047585,5.670241,6.8691525,3.6278934,7.2758274,1.2752563,5.2131248,1.4621947,3.1863685,3.2482572
