,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t2,-0.04439266,-0.07430323,-0.06807704,-0.072512016,5.697746,-0.33111602,0.029870452,-0.6304744,-0.05286802,-0.032966398,2.9892907,1.2924273,0.043346033,4.0478735,10.588161,-0.21676409,-0.00019620886,7.7856965,0.51403236,9.270803,0.019074919,5.9932485,3.2896285,6.621201,-0.0030854559,-0.0015433563,-0.017908243,4.891826,0.28677043,0.011464638,0.28802395,0.00014358446,-0.27172068
t5,0.28950545,-0.052293565,0.74904215,-0.1530999,0.7339877,-0.10623852,0.010835331,-0.33720243,-0.022084476,-0.011190902,4.478665,1.6708663,0.03996706,1.3826721,3.4565458,-0.026915349,-0.00774708,4.406679,-0.07599299,3.0429661,0.28202906,3.8989542,-0.11913647,2.9052413,-0.027219351,0.8104706,-0.00830893,0.1732174,0.16921374,0.0009841331,0.6538747,2.0306548e-05,2.0277512
t6,-0.52392155,0.15972427,-0.00026539952,3.4560504,10.297383,-0.6245734,0.044042714,-0.76708853,-0.11494882,1.8841205,3.0439684,1.7458457,0.017293898,9.179815,21.126339,-0.38054645,3.590368,11.245766,3.935229,15.728075,0.03709191,7.4795985,10.181963,10.833409,2.9908557,0.31625274,0.7101602,10.500386,0.49933556,0.02203559,2.2276335,0.000117740645,-0.86340123
t4,0.20325564,-0.0562355,1.0951296,-0.16699632,0.19581157,-0.08471666,0.005747635,-0.26776654,-0.020298317,-0.007144716,4.682654,1.680377,0.05012571,1.1269809,2.7066739,-0.018494174,-0.0066546313,4.0470757,-0.088076755,2.4383779,0.42987493,3.644932,-0.16021268,2.4173386,-0.028189762,0.6111804,0.019203667,-0.015392633,0.14715925,0.18317778,0.9347216,1.7635672e-07,2.4258533
t3,0.13151231,-0.06983343,-0.024111576,-0.10532025,4.6538796,-0.2725447,0.015310589,-0.55730915,-0.04667918,-0.0390697,3.2991066,1.3255751,0.03328842,3.4239922,9.020547,-0.17263657,-0.001842098,6.8823366,0.25879836,7.692433,0.012199277,5.413188,2.290179,5.9761844,-0.0059460383,0.113261215,-0.023181424,3.6628041,0.26564005,0.009012913,0.18922475,0.00013281271,-0.1129447
t1,-0.103350505,-0.055240113,2.460398,-0.3380714,-0.14125289,0.1728992,0.06023414,0.3231852,-0.016843226,0.97678906,5.059832,2.3884287,0.09797433,0.15229349,1.18852,-0.006397124,0.21842308,2.9168098,-0.04695389,1.4857786,0.002430172,3.3591905,-0.32831848,1.3719181,-0.041798614,-0.03599163,0.5711353,-0.07689486,0.09326763,0.8924413,1.0199229,0.9572891,3.8940399
t9,-0.10031957,-0.055847373,2.4291425,-0.32315028,-0.1372325,0.09132368,0.07009564,0.29234245,-0.016060142,0.9954806,4.9248886,2.391813,0.09148462,0.07649041,1.2766428,-0.007231671,0.30289578,2.8470337,-0.040664822,1.4411938,0.0011004632,3.3635628,-0.3169836,1.3496705,-0.04034301,-0.032135636,0.644062,-0.07735848,0.09238819,0.88198245,1.0165877,0.89813626,3.824069
t10,-0.06592851,-0.057914324,2.2472222,-0.26181477,-0.10413401,-0.021755131,0.06598443,-0.0019275176,-0.016505025,0.66811055,4.7261314,2.2811198,0.07982057,0.3958543,1.6450369,-0.01227294,-0.00023548683,3.1816254,-0.07373252,1.4839151,0.030329794,3.446457,-0.27513003,1.52452,-0.035701152,-0.017791284,0.57958233,-0.070308216,0.10664008,0.88185644,0.96581876,0.7194329,3.4678109
t7,-0.3213389,-0.090474926,3.402372,-0.5804244,-0.18837611,2.180374,0.2221602,1.9430665,-0.025488444,1.2144024,5.6676493,2.9918864,0.17676295,-0.04926423,-0.015853535,-0.018419394,1.666399,1.7015458,0.58679014,2.3125546,0.019187804,3.03967,-0.46990976,0.84586143,-0.060475707,-0.04816342,1.1155382,-0.08860727,0.05860511,0.5089234,1.0368354,1.1861489,7.1054173
t8,-0.39743418,-0.10185537,3.5547452,-0.64152455,-0.18945421,2.9357028,0.28788313,2.5451021,-0.02807904,1.3462633,5.7570186,3.1459355,0.19865067,-0.07354133,-0.076266564,-0.019955846,2.0322165,1.2232453,0.9050608,2.5953784,0.022389274,2.829942,-0.5013523,0.6808071,-0.06488679,-0.056807593,1.3518364,-0.09024965,0.04462492,0.38526955,1.1053783,1.3176064,8.284881
t11,-0.5752334,-0.13035655,4.210329,-0.8221089,-0.1941119,4.854025,0.5272374,4.2446666,-0.03709148,1.8989002,6.097252,3.6824827,0.25188318,-0.15872552,-0.24811468,-0.033971734,3.045206,-0.03443113,1.7089026,3.431801,0.02655178,2.3336935,-0.5373076,0.24207938,-0.075249806,-0.08137237,2.3287475,-0.098729916,0.01436471,0.089404136,1.1782784,1.4407946,11.708418
t12,-0.8173474,-0.13600397,3.7882817,-1.1557631,-0.16896713,8.3876295,0.9661342,7.3551936,-0.056573864,3.2799685,6.2041144,5.8345013,0.333581,-0.3427671,-0.60596585,-0.047251664,3.1301389,-0.2185503,2.6994436,3.1983554,0.030889027,0.89166623,-0.52930427,0.2743275,-0.10343806,-0.099757984,2.8274002,-0.17607135,0.0015454218,0.86168456,2.7779305,1.1410522,17.779642
t15,-0.6018796,-0.053465206,1.6749747,-1.0200739,-0.112743445,7.6656537,0.8432662,6.6843123,-0.049379446,2.9426193,4.3159156,5.5697665,0.2705263,-0.3377708,-0.5864783,-0.02066526,1.1469105,-0.0573555,2.037013,0.93568856,0.02340645,-0.023120929,-0.3713519,0.8102771,-0.09392802,-0.06684779,1.3651537,-0.20333457,0.008078209,1.3146954,3.5132692,0.6407494,14.948616
t16,-0.77737176,-0.083241686,2.4646747,-1.2689105,-0.13763385,9.584956,1.0618156,8.315615,-0.062132876,3.5759547,5.4745893,6.874808,0.3399648,-0.4155363,-0.7391199,-0.04233542,1.8090426,-0.12888348,2.6142194,1.6201335,0.03001763,-0.020165144,-0.4671164,0.83339137,-0.11476022,-0.087338984,1.9557953,-0.24397452,0.0049657933,1.501986,4.030474,0.7873953,18.738752
t22,-0.5034663,-0.037398826,1.29558,-0.9504619,-0.0698809,7.382499,0.80873156,6.287658,-0.047146987,2.8621554,3.9082007,5.7631016,0.25355515,-0.32220003,-0.5123184,-0.013777191,1.0348461,-0.025929183,2.2019365,0.5693696,0.029606126,-0.03467679,-0.3220774,0.6116097,-0.089665405,-0.05888313,0.87642014,-0.20293342,0.0050141984,1.4638774,3.0845256,0.6865906,13.685725
t23,-0.51609945,-0.0390113,1.3605127,-0.9684701,-0.073301256,7.4951477,0.8216709,6.380352,-0.047581233,2.9168184,3.9746366,5.8432245,0.25773576,-0.32672966,-0.5207993,-0.013125922,1.0820649,-0.028611956,2.2283444,0.6104923,0.029724723,-0.034113858,-0.3274707,0.60597676,-0.091399536,-0.060181245,0.9229919,-0.20676695,0.0044628675,1.4779596,3.1220844,0.68279463,13.932594
