,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t1,2.103014,-3.1310709,12.086874,3.8352282,1.5370338,-0.21543428,3.6537814,3.9497914,8.7024,2.1019266,2.8891647,3.0323923,3.5897412,6.0178485,2.2362885,7.904937,5.834342,3.8833988,8.507764,6.8677487,1.9426755,4.8018475,2.0129502,4.08442,5.269929,9.700787
t4,2.106754,-3.1717124,12.045775,3.8315454,1.5284021,-0.2885698,3.7028391,3.9385848,8.65743,2.10411,2.96507,3.1027224,3.5447729,5.9942517,2.2702148,7.855847,5.773734,3.8891926,8.553884,6.923563,1.9197004,4.756314,2.007038,4.0119243,5.224456,9.704945
t5,2.0823917,-3.0982933,12.122033,3.8591104,1.5601153,-0.19828008,3.6097398,3.9731889,8.745119,2.0806146,2.8767772,3.010714,3.6347744,6.0567045,2.1973226,7.948892,5.866943,3.8601923,8.473342,6.8313413,1.9714615,4.8456535,2.0056608,4.1030254,5.313669,9.713154
t6,2.0238008,-3.1730087,12.022268,3.9157927,1.6150846,-0.28143084,3.6835814,4.025382,8.659907,2.0224495,2.9705122,3.0986564,3.5523465,5.913229,2.333681,7.8737364,5.7705073,3.8049164,8.554975,6.9100533,1.9101129,4.7623806,2.0336492,4.016406,5.232573,9.785911
t9,0.75588167,4.303347,0.43171996,6.667653,6.122868,3.9423954,6.5163293,4.441796,5.7017665,9.415146,6.1696367,6.7364974,6.0027294,6.029828,3.9857426,5.2835236,6.707419,3.0352743,5.7217236,4.114891,5.510038,3.6518147,1.8373373,2.645171,4.661804,4.617007
t10,2.1437373,-3.1606896,12.09875,3.7946036,1.4954045,-0.24396753,3.690061,3.9074423,8.672714,2.142284,2.9120634,3.0601828,3.5588665,6.04958,2.2113817,7.869456,5.8089585,3.9246728,8.540304,6.9015155,1.9260787,4.77082,1.9858695,4.0565553,5.237741,9.661747
t11,0.72687674,4.2862835,0.4491901,6.6650496,6.0694094,3.92183,6.543295,4.406327,5.7344255,9.3944,6.178677,6.695371,6.0067825,5.9898243,3.9894066,5.314445,6.6892295,3.0071425,5.7522182,4.1397905,5.492,3.6386235,1.8531673,2.6408026,4.674505,4.5728087
t12,0.5806248,4.141831,0.5957051,6.810099,5.5153456,3.7682097,6.7176023,4.328516,5.949546,9.210531,6.2764482,6.095439,6.047729,5.825043,4.0479126,5.858122,6.5581093,3.0326211,5.9385448,4.246416,5.61232,3.6781142,1.8171442,2.5951283,4.7464247,4.243949
t14,0.49571013,4.047885,0.6885342,6.829097,5.376091,3.720655,6.809481,4.2647963,6.0613046,9.110755,6.319134,5.954064,6.005773,5.7358346,4.0839634,5.9881687,6.471422,2.9979193,6.030608,4.3236465,5.6160436,3.7463033,1.8092254,2.5480986,4.8164864,4.1312156
t63,0.25010034,3.6772268,1.0781496,6.880217,4.7610197,3.615368,7.7378745,4.115431,6.394407,8.85337,6.298222,5.386404,5.9733906,5.4759316,4.242327,6.4263716,6.2209334,2.9357822,6.155269,4.5031347,5.6319084,3.9679937,1.7879742,2.4170842,5.0613785,3.6896026
