,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t1,-0.30326772,6.8143773,11.853386,-0.029483749,-0.9848527,-0.34899464,1.3262966,0.037383046,-0.04338388,-0.78352875,13.342725,9.125544,-1.6724019,-0.0071878666,-0.13832858,0.10224742,14.565009,17.312698,0.462123,20.219458,0.030898118,-0.18340406,6.060673,-0.12213774,6.852154,12.626754
t4,-0.43912172,6.2770243,9.962561,0.68386066,-0.44061086,-0.13694428,0.006218717,0.024008296,2.291761,-0.7984521,14.067066,3.5648854,-1.4832574,-0.004934777,-0.11326924,0.044731267,8.891213,15.874291,0.3702383,16.393225,0.026625643,-0.08550794,5.3838935,-0.12088601,9.557638,11.963104
t5,-0.3619315,6.290639,10.587304,0.37625882,-0.6321662,-0.2244269,0.2196378,0.029231787,0.90129435,-0.7999768,13.672505,5.6465764,-1.5691909,-0.0060151448,-0.12303207,0.06496085,11.019588,16.32126,0.4053485,17.704544,0.027915075,-0.12258743,5.4925733,-0.12152016,8.330811,12.2357645
t6,-0.44270808,6.1022162,9.65776,0.709619,-0.3978361,-0.123370826,0.008171296,0.023080025,2.518323,-0.7853452,13.964261,3.1347413,-1.4467132,-0.0046161124,-0.11130003,0.036758725,8.411871,15.587082,0.36084354,15.922178,0.025953257,-0.07899635,5.384849,-0.12542322,9.695064,11.781481
t9,-0.9088974,3.745794,4.6883097,3.336234,-0.143537,2.1013868,0.00037684533,0.001208105,4.635358,-0.4980482,10.815499,-0.35829386,-1.0536045,-0.0012813815,-0.06556993,0.28272295,-0.49317074,10.798996,0.24354318,6.9820538,0.016354637,0.24606116,5.4184346,-0.20750833,12.797787,10.788862
t10,-0.30721635,4.20292,8.793238,0.2575915,-0.7768311,-0.30738252,1.8891991,0.014915003,-0.010098135,-0.6314363,9.228058,8.498314,-1.2361568,-0.005867751,-0.112239845,0.06778572,10.7727,14.081116,0.36296466,14.97193,0.024718044,-0.20706716,5.1749277,-0.10495355,5.045778,10.237607
t11,-1.2102174,2.5594518,2.8013535,6.292813,-0.2664509,3.2203074,1.874725,0.0039566164,5.1019206,-0.3859497,8.90069,-0.5383837,-0.93280745,-0.0028289373,-0.031938706,0.3858939,-1.3227968,9.444659,0.1881708,3.302707,0.011964866,0.90788764,5.1062984,-0.23273134,13.982712,10.44515
t12,-1.6791325,-0.004523465,0.27388567,14.165004,-0.9749963,5.7582784,6.752252,0.028280253,5.3009577,-0.1442509,4.2529697,-0.9886784,-0.7478753,-0.007817753,4.272863,1.049214,-2.8589866,6.2682967,0.100127935,-0.23445511,0.0034799024,2.2204723,5.696273,-0.3455116,17.3065,11.678531
t14,-1.4106427,-0.01787288,0.8616468,14.2729,-1.0527195,5.8291225,5.9411726,0.032089934,3.7534175,-0.11103433,2.2466671,-1.0216205,-0.5724683,-0.0059500877,5.490357,1.3185049,-2.595254,3.4447927,0.044877425,-0.28316092,0.0006434931,2.624651,4.750497,-0.30980298,15.104788,9.691639
t63,-0.31370443,-0.0019513557,4.0380473,5.7722063,-0.5658555,2.2096326,0.73196447,0.46202934,-0.01592546,-0.25401652,1.0816323,-0.42500466,0.7575491,2.0966976,3.1068275,2.4685118,-0.6130985,0.056289826,0.24874681,-0.08941798,0.0026415933,-0.02021726,-0.03281801,-0.029570265,5.8901763,4.6556334
