accepted_species,estimate
t28,0.17398395
t61,-0.24091998
t62,-0.24091998
t63,-0.79991174
t90,-0.89661306
t78,-0.82763624
t54,0.22581625
t55,0.28007415
t125,0.5246272
t121,0.5525186
t122,0.5525186
t195,0.5297675
t135,0.5333251
t143,0.55150414
t120,0.62074566
t92,0.2909981
t96,0.32878113
t103,0.3014387
t244,0.3014387
t245,0.3014387
t127,0.3014387
t79,0.3014387
t265,-0.49027193
t288,-0.49027193
t294,-0.49027193
t217,-0.49027193
t71,0.5191669
t75,1.0468063
t76,1.0468063
t81,1.0468063
t67,0.35745904
t48,0.09219899
