,models,stat,p value,hochberg_adjusted_p_value
0,corHMM_phylnn_fill_means,-10.455148469992094,8.962978130788798e-23,8.156310099017805e-21
1,corHMM_logit_eigenvecs,-10.15589428173859,1.047000438889464e-21,9.423003950005175e-20
2,phylnn_fill_means_xgb_autoenc_supervised,8.779667516183224,4.8706503971929543e-17,4.334878853501729e-15
3,phylnn_fill_means_xgb_autoencoded,8.685805037371537,9.778003246093475e-17,8.604642856562257e-15
4,corHMM_logit_umap,-8.654695875878607,1.2305281035322587e-16,1.070559450073065e-14
5,logit_eigenvecs_xgb_autoencoded,8.499039160929545,3.855568472498615e-16,3.315788886348809e-14
6,logit_eigenvecs_xgb_autoenc_supervised,8.420983413943507,6.800633320824884e-16,5.780538322701151e-14
7,phylnn_fill_means_xgb_eigenvecs,8.02626312909616,1.1353904022085093e-14,9.537279378551479e-13
8,phylnn_fill_means_xgb_PEM,8.004189218999393,1.3253278155114152e-14,1.1000220868744747e-12
9,corHMM_logit_PEM,-7.954088084359846,1.8807019288372712e-14,1.5421755816465623e-12
10,corHMM_logit_autoencoded,-7.88708436094635,2.9960857807292694e-14,2.4268294823907083e-12
11,corHMM_logit_autoenc_supervised,-7.698056973626373,1.097967290643315e-13,8.78373832514652e-12
12,phylnn_fill_means_xgb_umap,7.670565250459105,1.323773966288278e-13,1.0457814333677396e-11
13,logit_autoencoded_xgb_autoencoded,7.449463126052495,5.854426071100239e-13,4.566452335458186e-11
14,logit_eigenvecs_xgb_eigenvecs,7.399761922288519,8.142323675421357e-13,6.269589230074445e-11
15,logit_umap_xgb_autoencoded,7.285253579975189,1.730469138000377e-12,1.3151565448802864e-10
16,logit_eigenvecs_xgb_umap,7.239421785320558,2.334350296938351e-12,1.7507627227037634e-10
17,logit_umap_xgb_autoenc_supervised,7.233907119655363,2.4197355217629763e-12,1.7906042861046024e-10
18,corHMM_logit_umap_supervised,-7.110922990529096,5.363339901366322e-12,3.915238127997415e-10
19,logit_eigenvecs_xgb_PEM,6.871606060905984,2.451560781894062e-11,1.7651237629637246e-09
