accepted_species,estimate
t41,-0.14243437
t66,-0.113312766
t138,0.7886245
t226,0.53214794
t283,0.5917799
t259,0.91297364
t246,0.77821934
t195,0.87543505
t65,-0.14141557
t260,1.1677215
t261,1.1677215
t171,0.17345785
t125,-0.14655088
t52,-0.14141557
t102,-0.12520823
t103,-0.12520823
t29,-0.31729794
t91,0.100328825
t67,-0.05885667
t55,-0.05885667
t69,-0.05885667
t118,-0.026031056
t119,-0.026031056
t113,-0.026031056
t129,-0.03136582
t169,-0.3245423
t308,-0.55493116
t121,0.110352084
t48,-0.033100553
t34,-0.104497805
