,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,0.13166818,2.5137322,-0.0051426096,4.56075,4.947975,2.2831678,7.5999036,1.6730983,-0.36268643,7.6464214,0.6627304,9.63073,0.2127022,-0.05706569,9.771466,0.035896618,-0.018211577,-0.3169518,1.6544471,-0.13879246,0.08022147,0.95368993,-0.21786438,4.964675,-0.0546666,16.225897,-0.17652118,3.1647124,-0.053018104,1.313289,3.255747,2.3787315
t20,-0.071257256,-0.11115344,0.107981294,4.957659,7.3884373,2.314045,13.255107,0.3440936,-0.21682993,3.3698575,1.0949613,5.2108755,3.8330498,-0.22204466,4.2744503,0.013485416,-0.026926296,1.7402191,-0.008450957,-0.15411024,0.011827669,2.6944242,1.5610852,1.9419668,-0.026695522,4.540783,-0.25042796,0.040243626,-0.081076704,4.9075727,5.9185367,0.017767016
t30,-0.06728513,-0.09753618,0.22963884,4.747314,6.547594,2.4556248,12.001224,0.14454436,-0.20690084,3.3745127,1.3246329,4.343727,3.304509,-0.1968759,3.7148292,0.011463068,-0.02559403,2.2052155,-0.010240183,-0.14051759,0.013368749,2.7249906,1.434289,1.9840899,-0.02261104,3.5788167,-0.22522888,0.053589094,-0.07351119,4.4150686,5.322209,0.018122353
t31,-0.041190084,-0.074287064,0.94144535,3.8635912,4.1984787,2.6826162,8.067467,0.01957003,-0.15264322,2.9902813,1.711443,2.031185,1.8098749,-0.09177185,1.7873466,0.010722916,-0.0163229,3.5104232,-0.013612963,-0.1041356,0.012436231,2.4102464,1.3670051,1.9437758,-0.0149851935,1.041275,-0.14281146,0.083824545,-0.05235728,3.4273617,3.47074,0.016857482
t26,-0.07677826,-0.11720832,0.05307291,5.3985324,7.9083905,2.3398664,14.0264,0.5162001,-0.232569,3.5126872,0.99067134,5.780114,4.0068474,-0.23975866,4.756401,0.013932364,-0.028259665,1.5269483,-0.008153357,-0.16131626,0.012153953,2.7546825,1.4808874,2.0168219,-0.03033958,5.241129,-0.26709962,0.033596605,-0.088545635,5.185905,6.33419,0.018917633
t19,-0.107763,-0.17064516,-0.0016245961,6.2165065,9.885042,2.4651566,17.645794,1.0493832,-0.24228886,3.1269975,0.23730366,7.3769164,6.171089,-0.29732957,5.9884195,0.017427929,-0.02962732,1.0373915,-0.0057996437,-0.20304781,0.005942347,2.3905559,2.053136,1.9285843,-0.04617075,6.920513,-0.33266398,0.017623419,-0.1242829,6.9542665,7.8815475,0.02329224
t45,-0.0148489,-0.12225342,2.646025,3.9843013,3.346839,4.73798,11.992788,0.057849295,-0.24924798,1.8079634,1.063062,2.6742234,2.6168451,-0.029718263,0.8363911,0.006842122,-0.025549198,6.8110723,-0.02281721,-0.16384107,0.029793551,2.354262,3.9288907,2.926915,-0.023247482,0.6533201,-0.15948205,0.10739198,-0.076681025,7.9023423,4.6692085,0.028532607
t46,-0.03135106,-0.13536517,2.2193892,4.3508916,4.4950104,4.6394353,13.9822855,0.04522518,-0.2749783,2.0279057,0.9050053,3.75881,3.5488,-0.081249796,1.8273451,0.0074985814,-0.030328508,6.061615,-0.020972034,-0.17889874,0.029953336,2.4476767,3.8793275,2.838577,-0.026825387,1.7983747,-0.2033464,0.09441159,-0.090322055,8.242884,5.4308987,0.030793183
t37,-0.04646428,-0.14676161,1.815537,4.6295476,5.556063,4.508115,15.721792,0.033110484,-0.29654914,2.256138,0.75551975,4.7043376,4.307879,-0.13201606,2.6299598,0.007346732,-0.034797475,5.3989453,-0.019177036,-0.1908645,0.028999282,2.4962697,3.762433,2.7979414,-0.02964901,2.8609102,-0.24302927,0.08114484,-0.102475315,8.426872,6.1254144,0.032338224
t69,0.34222975,-0.087894246,4.424694,3.697916,1.7844712,6.581455,11.669892,0.10073412,-0.27686617,1.4678534,1.8904426,2.373881,0.8026333,0.22763583,0.25236973,0.012277506,-0.027153673,9.719725,-0.028945364,-0.15312842,0.050902817,2.1323268,5.6722198,4.306481,-0.028253544,0.40758485,-0.13836828,0.14248046,-0.07008841,9.417401,4.8285184,0.029327806
t70,0.34889963,-0.09447826,4.2531643,3.844428,2.0572326,6.491713,12.168403,0.09682246,-0.28774574,1.566027,1.8499353,2.5896587,1.0516313,0.08888926,0.34434402,0.0114033725,-0.028446572,9.564891,-0.0290416,-0.16051148,0.04986624,2.2002323,5.6236897,4.2075143,-0.027964953,0.56384313,-0.1488514,0.14040048,-0.07442203,9.586552,4.9838433,0.030919803
t183,-0.014474512,1.0518842,6.6683044,2.6673071,-0.092972204,8.164303,4.888279,0.13986218,-0.089142956,-0.026463011,1.9298491,-0.047976915,0.12242841,1.5769008,0.013976954,0.0312681,-0.00969148,12.061397,-0.029834453,-0.09443273,0.056173205,0.99009025,7.1740217,5.7766867,-0.045216795,-0.10185062,-0.0055601695,0.18698531,-0.01968159,6.7258987,3.1615486,0.0053918646
t216,-0.001733519,0.7158722,6.4014916,2.8245318,-0.06527172,7.954527,6.204609,0.1439894,-0.1483063,-0.008171977,1.9552572,0.14475827,0.09442686,1.4285444,0.009089942,0.02587665,-0.012261413,11.965325,-0.029844351,-0.09776421,0.05829524,1.0917847,7.1072254,5.753464,-0.039385512,-0.07375361,-0.025964824,0.17178403,-0.030574497,7.634215,3.4377172,0.0091692675
