,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,10.972695,1.9884471,8.287778,5.562274,5.186195,1.0942878,5.9189515,4.813085,7.489336,5.223119,6.0992475,4.74711,4.5503716,4.62999,5.566474,6.114641,3.0902503,3.6693802,4.996927,3.493361,3.7885306,5.6153626,4.831522,5.220772,4.2481675,3.1505737,2.25901,6.7376833,5.314276,2.0351713,6.0321746,4.27771
t20,6.3177986,14.323497,3.2771502,1.833845,3.788575,1.2004778,6.991433,3.447668,6.0211487,4.2560077,8.473418,5.447869,3.9019516,6.187209,5.437865,5.8972754,2.817552,5.350221,5.830011,4.0746045,5.1293178,5.4989405,3.9129124,6.1804795,3.8848166,3.539914,2.2963254,6.2576413,5.7211485,4.5926986,7.396357,4.558293
t30,6.2691994,14.339245,3.283239,1.8031412,3.8298867,1.2457876,6.9504766,3.4747288,6.0641494,4.2054243,8.430571,5.453561,3.8630645,6.185031,5.453095,5.8765445,2.7632408,5.3083973,5.7861905,4.0431986,5.072716,5.4894986,3.8874547,6.1927314,3.9176276,3.5507226,2.316296,6.2168756,5.7324,4.553109,7.428368,4.5406137
t31,6.255508,14.358257,3.2599742,1.7660265,3.8309052,1.2366413,6.9511037,3.493687,6.062929,4.1720376,8.35774,5.4429226,3.8527272,6.1910706,5.4335656,5.8528514,2.7394676,5.269129,5.737268,3.9662158,5.035666,5.4735007,3.79846,6.212067,3.9291656,3.5698814,2.3091044,6.187458,5.7077665,4.553541,7.41548,4.542472
t26,6.3183937,14.340035,3.266148,1.8294141,3.7717829,1.1968484,7.0073304,3.4227798,6.0189495,4.240564,8.518531,5.4327273,3.912056,6.201398,5.427697,5.8899145,2.8205376,5.3434258,5.842945,4.1269374,5.1242676,5.4799876,3.9770577,6.2022433,3.8988984,3.532673,2.299561,6.266444,5.709548,4.607381,7.3871455,4.5671015
t19,6.3422313,14.25028,3.3164678,1.9187988,3.8118825,1.1737213,6.985014,3.3862314,6.0291305,4.3227296,8.594364,5.4664345,3.9144065,6.1639585,5.4886756,5.95117,2.8581467,5.443331,5.919703,4.2022166,5.205302,5.527871,4.053593,6.150804,3.8481438,3.479858,2.3189085,6.3137197,5.769121,4.56366,7.4185133,4.55704
t45,6.142409,14.3599825,3.177538,1.6750789,3.8383276,1.1831251,6.9296236,3.4576497,6.0944324,4.0719695,8.215475,5.3715935,3.8437674,6.2394547,5.392979,5.810719,2.6951485,5.202194,5.5853095,3.7705486,4.949548,5.37818,3.5656798,6.297687,4.052372,3.545581,2.3760865,6.0347576,5.636735,4.5494204,7.3880696,4.6397734
t46,6.1920753,14.316996,3.2261775,1.7574067,3.833599,1.1878047,6.936535,3.4359207,6.0832214,4.1498313,8.331853,5.402839,3.8688903,6.2170296,5.428999,5.8601184,2.7418077,5.2848005,5.6836195,3.905221,5.0233026,5.42236,3.7155137,6.2509594,3.9988346,3.519875,2.3704085,6.1076794,5.678855,4.5520554,7.4110894,4.6216855
t37,6.1889205,14.278343,3.2418954,1.7973082,3.822822,1.17578,6.9361577,3.3962257,6.0794497,4.1914287,8.379518,5.399733,3.893149,6.214132,5.4532623,5.897383,2.7809744,5.330064,5.717661,3.9382126,5.0670505,5.424287,3.7461925,6.237469,4.009056,3.4816325,2.400631,6.111808,5.6976476,4.5606027,7.41621,4.650959
t69,6.0944366,14.413224,3.1085782,1.5357836,3.808998,1.1266232,6.9395843,3.4700477,6.069886,4.0021095,8.080269,5.306313,3.8020444,6.28899,5.3175154,5.760957,2.6911564,5.0992193,5.426658,3.5976803,4.8827004,5.3187604,3.3732908,6.3432927,4.1521144,3.5210721,2.4350226,5.922908,5.603823,4.5835457,7.32532,4.718398
