"accepted_species","trait_ARD"
"t15","1"
"t34","0"
"t89","0"
"t90","0"
"t91","0"
"t92","0"
"t71","0"
"t72","0"
"t9","1"
"t48","1"
"t55","0"
"t56","0"
"t4","0"
"t29","0"
"t30","0"
"t5","0"
"t3","0"
"t8","1"
"t13","1"
"t21","1"
"t22","1"
"t25","1"
"t20","1"
"t75","1"
"t47","1"
"t85","1"
"t86","1"
"t33","0"
"t32","1"
"t28","1"
"t10","0"
"t99","1"
"t100","1"
"t14","1"
"t40","1"
"t41","1"
"t83","0"
"t84","0"
"t1","0"
"t18","0"
"t64","1"
"t65","0"
"t12","0"
"t76","1"
"t77","1"
"t27","1"
"t57","0"
"t58","0"
"t6","1"
"t73","1"
"t74","1"
"t81","1"
"t82","1"
"t80","0"
"t42","1"
"t26","1"
"t59","0"
"t54","0"
"t87","1"
"t88","1"
"t52","1"
"t53","1"
"t60","1"
"t61","1"
"t45","0"
"t39","1"
"t43","1"
"t44","1"
"t69","0"
"t70","1"
"t31","0"
"t7","1"
"t62","0"
"t97","0"
"t98","0"
"t37","1"
"t38","0"
"t23","0"
"t35","0"
"t51","1"
"t36","1"
"t2","0"
"t93","0"
"t94","0"
"t19","0"
"t17","0"
"t24","0"
"t68","0"
"t16","1"
"t95","1"
"t96","1"
"t66","1"
"t67","1"
"t49","0"
"t50","1"
"t78","0"
"t79","0"
"t63","0"
"t11","1"
"t46","0"
