,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t1,10.726271,11.412074,4.8637996,6.8550134,5.6412477,4.938132,4.561001,5.154691,4.8614454,6.008473,5.507526,7.088241,3.9602008,5.7626085,5.068301,4.829307,7.169513,4.315927,3.9136026,5.054416,4.242575,6.029379,6.1545954,5.7376328,4.527244,5.1014557,4.3850727,3.539211,5.2831764,3.6267483,3.1605012,4.371553,5.706464,4.8212895,5.0720177,4.11124,2.216251,5.0110064,4.3637085,5.171408,6.3322325,5.0076013,4.238021,5.3398504,5.2576528,4.8995533
t2,10.766678,11.3960085,4.89458,6.833351,5.687199,4.9358745,4.509189,5.1470513,4.8139157,6.0539985,5.4834967,7.0830894,3.9421759,5.7755313,5.0772777,4.8001323,7.136756,4.319931,3.8920245,5.067169,4.214235,6.0336556,6.1919274,5.7632294,4.5107617,5.1183553,4.358753,3.5688112,5.2420483,3.5804596,3.0996282,4.3880076,5.6985173,4.7825003,5.0133862,4.122939,2.1991656,4.9508896,4.3474193,5.168987,6.370348,5.056453,4.142718,5.4036884,5.2946935,4.9426646
t3,10.752498,11.368751,4.8903246,6.808782,5.6793947,4.947285,4.547282,5.182368,4.8236322,6.021733,5.4836655,7.056313,3.926007,5.770219,5.1049013,4.784031,7.165517,4.34464,3.9401455,5.0943284,4.260825,5.997439,6.1873045,5.7745166,4.485006,5.078768,4.342551,3.5672934,5.2409973,3.6005523,3.133997,4.4121017,5.7060537,4.7848434,5.054273,4.1512833,2.242076,4.991062,4.335554,5.2056146,6.3769994,5.009653,4.1725254,5.374406,5.2974625,4.93488
t4,10.713713,11.444003,4.8499084,6.9006057,5.6252804,4.9262314,4.5602736,5.1296654,4.881519,6.001119,5.5100713,7.1094112,3.9926536,5.7494116,5.039792,4.8602824,7.148353,4.2957654,3.8869686,5.008576,4.213242,6.0680394,6.1487117,5.7066216,4.559047,5.1354876,4.4295044,3.5220084,5.312334,3.6275823,3.154967,4.3301616,5.702806,4.8359537,5.0667706,4.078726,2.1756263,5.0044885,4.4044867,5.139182,6.3019137,5.028453,4.2805185,5.32306,5.2309904,4.874544
t5,10.717804,11.438761,4.853885,6.8905163,5.6288104,4.9290156,4.5563836,5.1333113,4.8759713,6.006102,5.5073423,7.106226,3.9856286,5.7529984,5.045306,4.850858,7.1495385,4.298859,3.8908553,5.019819,4.218611,6.060848,6.149791,5.7136326,4.553087,5.12995,4.4175854,3.5276577,5.306451,3.624681,3.150902,4.339865,5.7009935,4.832376,5.064018,4.085336,2.1833732,5.000031,4.3941774,5.146614,6.3100033,5.0281997,4.2668896,5.331023,5.238294,4.8814692
t6,10.723087,11.424468,4.8597927,6.8706727,5.636258,4.932778,4.556134,5.1450458,4.8679037,6.010586,5.5103474,7.0984755,3.9711678,5.760957,5.055126,4.842263,7.162995,4.3061957,3.8993266,5.039624,4.228879,6.041775,6.151169,5.7268643,4.538856,5.111989,4.3979936,3.5344872,5.2908473,3.626413,3.1583438,4.3590326,5.704833,4.8255477,5.067361,4.0981216,2.2030787,5.006799,4.3735538,5.157463,6.321387,5.0166755,4.2467527,5.337086,5.249961,4.8922896
t7,10.713963,11.453,4.849261,6.917793,5.6279607,4.9216585,4.552823,5.1198926,4.8817434,6.0015783,5.4980907,7.1144447,4.005628,5.7406135,5.032785,4.857877,7.125635,4.2904835,3.8781059,4.9880743,4.2000623,6.089233,6.157121,5.6962953,4.568498,5.156473,4.4482026,3.5205863,5.320698,3.6155045,3.1337667,4.3119035,5.6958256,4.834384,5.053437,4.068912,2.150681,4.984218,4.428027,5.1307774,6.2976832,5.050098,4.282582,5.3259997,5.2250695,4.8686004
t8,10.720406,11.429815,4.856932,6.8846397,5.635155,4.929447,4.553398,5.139888,4.871057,6.008001,5.5015197,7.1022325,3.9829695,5.752522,5.049494,4.8424597,7.1455617,4.302445,3.8938372,5.022271,4.2201166,6.0582533,6.1554365,5.7169614,4.545115,5.1283345,4.414539,3.5312886,5.2968616,3.6191657,3.14524,4.344261,5.699726,4.8265767,5.060253,4.0899315,2.1835237,4.9943976,4.394879,5.1508694,6.3159375,5.031871,4.2537575,5.334642,5.242963,4.8843846
t9,10.709282,11.497906,4.843182,6.9420433,5.6126933,4.918255,4.5657578,5.085466,4.893227,5.993091,5.5226445,7.1227417,4.007542,5.7456746,5.023191,4.9032617,7.14847,4.283444,3.8687015,4.987296,4.1918354,6.0929856,6.1431446,5.691351,4.606761,5.1565537,4.4499187,3.5100055,5.367921,3.6376817,3.1620343,4.296778,5.707127,4.84992,5.072746,4.0594206,2.1612318,5.0135236,4.4141617,5.1144824,6.2810383,5.026813,4.364296,5.3156066,5.215734,4.865122
t10,10.804648,11.239196,4.959076,6.688054,5.773164,4.9653864,4.5343366,5.2916055,4.7436295,6.032771,5.4337845,6.9662623,3.8324106,5.789366,5.2011294,4.6747656,7.178119,4.4270344,4.033931,5.2096353,4.332067,5.877527,6.2717276,5.868516,4.356198,4.966848,4.2249866,3.6394243,5.137506,3.5475557,3.0943794,4.5360456,5.717059,4.678782,5.043421,4.2689853,2.3512263,4.973487,4.2572417,5.3111672,6.495227,4.9729443,4.0546675,5.4332204,5.403983,5.0075383
t11,10.882999,11.075322,5.077123,6.604292,5.9517717,4.9076333,4.42213,5.4376335,4.6243877,6.1103983,5.365604,6.886478,3.7560306,5.8181214,5.251088,4.563086,7.1038837,4.4846487,4.06996,5.292785,4.3214636,5.7242537,6.426155,5.9518743,4.193008,4.784118,4.1207085,3.7456129,4.9794507,3.4057834,2.9918518,4.6735334,5.7490416,4.486112,4.962964,4.3812003,2.4461792,4.8648324,4.232038,5.3906198,6.68402,5.0439672,3.9014556,5.516564,5.5669327,5.0591187
t12,10.866596,11.070451,5.0582438,6.597422,5.962984,4.9175067,4.432817,5.4659185,4.6456523,6.093674,5.324879,6.8601437,3.75966,5.799847,5.2786665,4.557267,7.1063747,4.5122137,4.1001377,5.31564,4.3391023,5.7110786,6.433287,5.9445996,4.178902,4.7644267,4.10219,3.7340968,4.951938,3.408449,2.9997284,4.7036066,5.7279387,4.4517784,4.9828315,4.396904,2.4550526,4.841244,4.2199507,5.423608,6.6793222,5.0486965,3.8684769,5.503695,5.566076,5.055122
t13,10.807679,11.204735,4.9538803,6.6384535,5.768978,4.9804654,4.5587907,5.3225904,4.729333,6.032009,5.4544783,6.9718843,3.8112056,5.8038387,5.213206,4.6436896,7.223163,4.4274707,4.0544267,5.2258954,4.370343,5.8641915,6.2489595,5.8969164,4.3381686,4.9502044,4.215494,3.6289933,5.106323,3.5714629,3.1226008,4.548224,5.733553,4.692701,5.057171,4.284634,2.359728,4.999221,4.2425,5.325234,6.5134473,4.9443355,4.0251093,5.4279704,5.38873,5.019469
t14,10.887499,11.079899,5.0853934,6.615896,5.9693055,4.8974895,4.4123573,5.4669967,4.6268406,6.1069446,5.3409185,6.8806276,3.754793,5.8103113,5.257169,4.5798044,7.090231,4.5073605,4.0684896,5.301636,4.3006625,5.7208314,6.446415,5.9509716,4.184614,4.777251,4.0928183,3.7549653,4.9519033,3.3940868,2.971389,4.690348,5.73961,4.4555893,4.9543433,4.398769,2.4603593,4.8383675,4.22503,5.3898926,6.6916924,5.052278,3.8770916,5.5319867,5.5760326,5.0677733
