accepted_species,estimate
t195,-0.038759865
t241,-0.75147617
t312,-0.22818574
t313,-0.6172001
t322,-0.039960176
t264,-0.92121124
t466,-1.4164914
t467,-1.4164914
t439,-1.4164914
t440,-1.4164914
t438,-1.1287658
t447,-1.088135
t305,-0.13237683
t306,-0.22181259
t341,-0.45545283
t353,-0.7509989
t354,-2.3464572
t320,-0.9445818
t367,-1.9667032
t307,-0.72422934
t266,-1.0496904
t409,-1.999565
t410,-1.999565
t398,-1.999565
t399,-1.999565
t377,-0.7962994
t427,-0.21199997
t428,-0.20473859
t416,-0.3895859
t417,0.4471929
t360,-0.14734915
t441,-0.18217373
t442,-0.035166703
t330,-0.15611945
t378,0.12981918
t379,0.23735979
t453,0.23361206
t479,0.34901926
t480,0.34901926
t300,-0.34837002
t301,-0.35334283
t299,-0.46979982
t289,-0.61992306
t278,-0.73233634
t443,-2.394658
t444,-2.3948898
t308,-0.13937564
t258,-0.9258713
