,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
t1,-0.04447294,5.4547,0.28335643,0.43063873,3.0069535,4.8079224,-1.7219679,0.081083745,0.20065923,-0.038182303,-0.02166431,-0.97214156,-0.12964012,-0.03157768,-0.051249206,5.3550406,1.5694501,9.277405,6.21926,-0.33468646,1.2897123,-0.10152287,11.932964,-0.06552157,-0.012736083,10.210575,-0.7180762,-0.8793274,12.024557,-0.13430527,-0.24139741,0.5058521,4.3690367,7.6498466,1.085928,-0.58741474,13.024404
t24,-0.026282068,5.4295897,0.17669308,0.19670181,1.0586396,2.066303,-0.5233436,0.05434447,0.0746582,-0.013515176,-0.029133998,-0.54943085,-0.09663086,5.2144966,-0.02408783,1.9916369,3.2100637,1.3246777,2.6214511,0.08884989,4.467896,-0.06935098,3.276506,4.384398,0.8228594,5.904942,-0.17299756,-0.32455215,5.0348153,3.108263,-0.07174296,5.583748,0.7901988,4.074189,0.5484541,-0.33284587,3.876707
t46,-0.035588633,4.2792187,0.094113685,0.09950194,0.5296085,0.6217127,-0.20497444,0.011024965,0.012525413,-0.005603007,0.3595727,-0.269732,-0.0753718,5.4601283,-0.026867826,1.4408098,2.7582762,-0.0179253,1.010103,1.2639408,4.6132307,-0.02970831,0.53434414,5.40854,1.8994931,4.0616,0.5161083,-0.16123742,2.5460618,3.8202431,-0.051661447,5.586708,0.011415867,2.3165393,0.39625704,-0.1674497,1.2853123
t47,-0.034442794,4.5389037,0.107143484,0.110952444,0.5479871,0.8246059,-0.23182297,0.02188818,0.014790207,-0.0069330567,0.20432845,-0.32707116,-0.07479471,5.592763,-0.025440302,1.5746266,2.92563,-0.018842613,1.0512892,1.1824346,4.5933294,-0.03591508,0.74475634,5.501704,1.6331865,4.143004,0.23266466,-0.1712623,2.740206,3.81272,-0.047482915,5.682454,-0.004632129,2.2703607,0.40303296,-0.19095863,1.6876669
t23,-0.031273823,4.4603214,0.10665463,0.112027705,0.54401773,0.85427004,-0.22224835,0.009239468,0.004349076,-0.0024843004,0.06750195,-0.36331683,-0.07651014,5.5832877,-0.022569755,1.6404805,3.225618,-0.041203555,1.1679405,1.4243255,4.9417963,-0.045075092,0.49301356,5.5616574,1.3508084,4.2596207,0.09333218,-0.16271722,2.891832,4.0925097,-0.036793184,5.835009,0.016572295,2.590315,0.388948,-0.18817462,1.6791213
t26,-0.027848724,5.641941,0.213715,0.22862932,1.2987837,2.6020224,-0.6553672,0.058816824,0.089532666,-0.009581246,-0.041496567,-0.65004736,-0.10526025,5.4662094,-0.02679922,2.5330813,3.522971,1.8413444,3.0579264,-0.019248398,4.936455,-0.08854148,4.107728,4.4294415,0.5567227,6.821654,-0.24454314,-0.3912661,6.1537795,3.076455,-0.08653613,5.771112,1.2312347,4.8400197,0.6090098,-0.35833687,4.767508
t27,-0.027748331,5.33466,0.17499201,0.1811569,0.985695,1.9371268,-0.47151598,0.048491646,0.061583247,-0.007617523,-0.026209854,-0.5550681,-0.09623121,5.91291,-0.024657419,2.0907428,3.5516236,0.8728166,2.3659687,0.37940904,5.0114446,-0.07683592,2.6534867,4.990872,0.8643191,5.814632,-0.14845231,-0.29384103,4.8457284,3.4978666,-0.06026704,5.9185305,0.6983655,4.0015516,0.5160052,-0.3024739,3.5697186
t28,-0.026320018,5.4804235,0.19586709,0.19700357,1.096479,2.2058663,-0.54682374,0.05267075,0.075229906,-0.0069937254,-0.032474272,-0.6005513,-0.09825361,5.7509823,-0.025188694,2.244972,3.50643,1.2379705,2.631929,0.08091187,5.0271664,-0.08148705,3.2070775,4.808813,0.72556907,6.1843195,-0.1837176,-0.33198905,5.4054604,3.2765076,-0.06912441,5.910155,0.90974784,4.3463078,0.5492733,-0.32259858,4.058563
t33,-0.026716989,5.596572,0.2005482,0.20413715,1.1354194,2.2952054,-0.56256586,0.054676242,0.07733701,-0.0076365415,-0.037090752,-0.61347973,-0.09939606,5.814746,-0.026113039,2.3301985,3.5702472,1.2791585,2.6946857,0.04605785,5.0637,-0.08363537,3.3450558,4.8302,0.664031,6.3080006,-0.20207877,-0.34405237,5.5453186,3.334742,-0.070638135,5.9430747,0.90483516,4.458055,0.56036484,-0.3313529,4.2034826
t34,-0.030006006,4.483969,0.1083805,0.10701987,0.5568667,0.92716664,-0.23565112,0.008192991,0.0042352322,0.00044675637,0.16637868,-0.36473212,-0.07926521,5.5490894,-0.021582272,1.6288574,3.279883,-0.03655427,1.1068301,1.2821994,4.9416823,-0.045220457,0.41380608,5.5950856,1.3233536,4.362679,0.24471495,-0.16595173,2.930467,4.016539,-0.0382078,5.862586,0.061273456,2.5566778,0.3866683,-0.18558984,1.6266583
