accepted_species,estimate
t30,0.7673084174050323
t17,-0.28445590781912766
t240,-0.7884992759696637
t222,-0.7885612822046141
t99,-0.8784172926934196
t74,-0.7893203425784655
t125,-0.8624649299093557
t51,-0.5897917735466596
t126,-0.6974674345387785
t122,-0.7028766387870783
t101,-0.6284507589876229
t140,-0.6330158022458687
t141,-0.669678370345179
t89,-0.655012104171386
t188,-0.6594249284362593
t114,-0.6508867241184274
t115,-0.6519623162198775
t226,-0.6314084008574681
t127,-0.6302099534966364
t158,-0.6307776483785624
t214,-0.630190092128433
t166,-0.6305051777199737
t7,0.8505093994568
t56,1.325915498166528
t263,1.3888076646442074
t267,1.7345129146061777
t170,1.6131835961544199
