,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,0.8518166,3.682685,-0.05632068,-0.29334295,1.2490457,5.3525343,-0.64962643,-0.5845864,7.5660453,0.18962671,1.2436417,-0.15963165,3.0140743,0.37165928,3.3246393,3.1469831,2.015458,-0.06610629,-0.14963734,-0.19286767,4.412201,-0.10943602
t2,4.2288766,6.2890687,-0.13770765,-0.23939046,4.0952864,1.7302772,-0.7051614,-0.61706865,9.98233,0.3517979,7.156398,-0.21392575,3.5091925,-0.07751085,3.9479964,6.7599506,-0.035774913,-0.11798659,-0.05805505,-0.41813716,5.4512334,-0.031224499
t3,4.496604,6.382555,-0.14734492,-0.24492021,4.3721304,1.3998294,-0.70641,-0.6172137,10.162354,0.3648542,7.7678924,-0.22170684,3.5355644,-0.089006595,3.985603,7.013755,-0.048450176,-0.11971337,-0.044323284,-0.43860227,5.5849767,-0.02441804
t4,3.7899015,6.1903834,-0.121873714,-0.23877606,3.5798986,2.3198755,-0.71541667,-0.6248085,9.872681,0.33070815,6.123506,-0.2113195,3.6187723,-0.05220024,3.9053447,6.3933573,-0.018473627,-0.10830348,-0.079293214,-0.41061217,5.271725,-0.049677804
t5,1.1634951,4.6395354,-0.0558547,-0.27147284,1.5520205,5.625024,-0.72455037,-0.6677306,8.95672,0.22221431,1.6723412,-0.18787587,3.6837463,0.9153944,3.5307534,3.8168864,1.5937464,-0.08644568,-0.1477012,-0.27603045,5.0182695,-0.11929242
t6,0.85840815,4.4179077,-0.048889652,-0.24918157,1.5772485,6.2274384,-0.7039306,-0.70012593,9.124506,0.22990729,1.406392,-0.19660668,3.706457,1.7599413,3.7440543,3.5423725,1.385093,-0.08651681,-0.12595218,-0.31719515,5.000643,-0.12740578
t7,0.6792804,4.1209583,-0.046017416,-0.26512358,1.3757423,6.4232683,-0.7020987,-0.700503,8.578624,0.20624484,0.8600283,-0.18247235,3.5137622,1.331242,3.765561,3.1324615,1.8782046,-0.092292055,-0.1444195,-0.2741106,5.038827,-0.125431
t8,0.5743161,2.4857428,-0.049093857,-0.27915934,0.8007595,6.854071,-0.63651943,-0.6522745,6.6323423,0.16485673,0.33844984,-0.15260595,2.5275228,0.36259246,3.6392002,1.487082,3.5218792,-0.0649637,-0.16381282,-0.12984838,4.1639442,-0.12374506
t9,-0.13937023,0.6401509,-0.025919087,-0.20916358,0.16219999,9.055969,-0.49144086,-0.7633329,5.0939946,0.10366185,-0.113546625,-0.1427262,1.5894029,1.2394847,4.1294527,-0.08305143,5.2452793,-0.057881612,-0.13415453,-0.06374829,3.7521317,-0.156152
t10,3.4979527,5.0187693,-0.113766834,-0.2194872,3.2066226,1.4235255,-0.5446768,-0.48438433,7.693376,0.280726,5.6358695,-0.17449869,2.88353,-0.08008253,3.1900125,5.3189125,-0.02652104,-0.08955292,-0.058667857,-0.29684058,4.192697,-0.029962689
