,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,-0.9218239,8.050042,4.963718,6.1500983,2.3665836,4.8584986,1.2692698,6.544442,3.155203,3.4763806,2.2548604,9.511181,3.070618,1.7854643,5.906839,5.2085395,8.106282,4.786183,5.1155343,6.074836,7.5214887,4.999436
t2,-1.0459521,8.069926,5.2439246,6.051132,2.6124828,5.071243,1.4043427,6.4868927,3.1596935,3.5835278,2.4031465,9.533883,3.0750804,1.816471,6.056821,5.31623,8.089551,4.825769,4.8851447,5.971917,7.6338277,4.8396764
t3,-1.0392618,8.113206,5.2436843,5.9679832,2.6329575,5.0495853,1.4471347,6.4885216,3.1037278,3.6313612,2.416496,9.529973,3.0220165,1.7919528,6.0574255,5.3638005,8.012052,4.8067384,4.8625417,5.9337697,7.6452293,4.8238544
t4,-1.0413305,8.080312,5.231406,6.049807,2.6061819,5.0654883,1.390372,6.4916444,3.1635573,3.5751565,2.4016545,9.525715,3.0722995,1.8151349,6.053425,5.3125935,8.08528,4.8344774,4.895571,5.9709435,7.6281466,4.844175
t5,-0.9254091,8.0578575,5.069682,6.172249,2.415608,4.8819084,1.3002995,6.4940596,3.2188375,3.4771059,2.2215147,9.603988,3.0299304,1.7423369,5.873527,5.1912236,8.17346,4.8019223,5.0327997,6.083203,7.4888396,5.0357065
t6,-0.89173746,8.054159,5.085784,6.135805,2.4510891,4.914942,1.3178656,6.523407,3.205923,3.5149481,2.2725136,9.619883,3.020096,1.7979743,5.928204,5.2345514,8.165825,4.7894464,5.0469413,6.050016,7.5343904,5.018463
t7,-0.92848384,8.037678,5.071604,6.213604,2.4078171,4.881426,1.2888782,6.484877,3.2466486,3.4574373,2.2062836,9.613561,3.035331,1.7461531,5.8621283,5.174389,8.205983,4.8110795,5.03416,6.098927,7.488494,5.0494113
t8,-0.7916535,8.077561,4.8354325,6.095511,2.2717147,4.7707534,1.2527303,6.5544877,3.1425269,3.4495673,2.2179558,9.515693,3.0146284,1.7362102,5.8487315,5.1750317,8.071583,4.800755,5.1743393,6.0634966,7.4115925,5.047482
t9,-0.74953693,8.114639,4.647343,6.122898,2.187348,4.7179265,1.1843065,6.5347953,3.1331806,3.3730106,2.1236064,9.450461,3.014951,1.6471744,5.7673397,5.095683,8.039552,4.847026,5.272613,6.1169276,7.322736,5.071885
t10,-1.0409586,8.053486,5.2131577,6.0757914,2.566068,5.03088,1.4399889,6.4783273,3.1302342,3.6063097,2.3509617,9.595177,3.0254395,1.7700279,6.0055404,5.293016,8.119115,4.769485,4.8786654,6.009325,7.619717,4.8736105
t11,-0.9334704,8.090786,5.129771,6.037537,2.505152,4.962829,1.3788129,6.5041585,3.1408985,3.5668824,2.3328655,9.566351,3.0184526,1.7839953,5.97283,5.284991,8.077469,4.799125,4.9772644,5.9913397,7.5642633,4.9238276
t12,-0.86299556,8.104415,5.077559,5.998858,2.4614725,4.926468,1.334222,6.5323486,3.137675,3.5383573,2.3434474,9.528123,3.0442917,1.8208566,5.974934,5.2873287,8.039121,4.8220286,5.0438676,5.968945,7.539391,4.9321456
t13,-1.0149608,8.036528,5.159898,6.1395025,2.5062978,4.987953,1.4101334,6.4704137,3.1693633,3.564762,2.2902935,9.634655,3.0068538,1.7392448,5.946136,5.2363467,8.177035,4.77023,4.904441,6.053737,7.564444,4.939159
t14,-0.8007404,8.170844,4.5218225,6.1458373,2.1701107,4.630229,1.0913038,6.510867,3.1300995,3.280823,2.0426173,9.336791,2.9998426,1.582236,5.681744,5.0363827,7.9706826,4.9390197,5.3630223,6.205787,7.3495607,5.177005
t15,-1.0417124,8.058287,5.208338,6.081015,2.5629086,5.0299425,1.4263228,6.4806786,3.1370149,3.5956733,2.3509753,9.587472,3.0306523,1.7733659,6.004934,5.287692,8.120381,4.779629,4.886913,6.0117626,7.6189733,4.877123
t16,-0.87456006,8.191772,4.530036,6.214452,2.150507,4.6177754,1.0772336,6.4446216,3.1190453,3.21296,1.9639891,9.32533,3.09125,1.4501785,5.645343,4.9624715,7.9769015,4.9457135,5.349751,6.2718267,7.230977,5.081627
t17,3.4366853,2.002278,3.518095,5.591159,2.4059887,4.808832,4.4232454,6.674363,3.0747242,3.5376146,2.8315809,8.373787,4.6564884,3.9966319,7.814151,6.1513786,7.2557135,5.1422486,5.4090457,3.4764686,3.343995,4.6949005
t18,-0.88999325,8.124154,4.7964044,6.236416,2.2735467,4.7474203,1.2067953,6.454846,3.1966944,3.3461127,2.0713036,9.486576,3.0348053,1.5763264,5.734793,5.065025,8.114949,4.8779135,5.169298,6.188953,7.354653,5.0776086
t19,-0.8887958,8.085211,4.9052215,6.2192993,2.306577,4.787274,1.2385489,6.4675736,3.2074132,3.3909917,2.1194847,9.539577,3.035218,1.6387095,5.777591,5.105592,8.146422,4.8412,5.1296473,6.153051,7.4007874,5.0736327
t20,3.4600577,2.217383,3.64033,5.4948387,2.5200295,4.7382135,4.357807,6.7561474,3.010281,3.55841,2.7362707,8.438386,4.654331,3.9657314,7.849686,6.092707,7.161185,5.13514,5.4223332,3.478669,3.364199,4.726296
t21,3.4443295,2.2594,3.614941,5.470454,2.516377,4.703328,4.427327,6.7155437,3.0638802,3.567041,2.7509837,8.373418,4.58984,3.9944246,7.8864036,6.101779,7.1768746,5.110761,5.471134,3.447848,3.468071,4.7771325
t22,3.456273,2.2698362,3.6860926,5.4721785,2.5615,4.6874623,4.4046364,6.755616,3.0367687,3.5716481,2.701211,8.406315,4.62475,4.002768,7.9128585,6.06094,7.1695905,5.096899,5.4919,3.4342375,3.3823645,4.7802753
t23,-0.72088903,8.115678,4.814496,6.057712,2.2901,4.8281283,1.319237,6.52585,3.127744,3.5011773,2.2021935,9.546763,2.954359,1.6943188,5.8395634,5.1815023,8.06764,4.8027143,5.1380024,6.013829,7.3646507,4.9887447
t24,-0.72955114,8.126983,4.7397976,6.078442,2.2486055,4.767014,1.2647717,6.532898,3.1250646,3.4440284,2.165037,9.481182,2.9774282,1.6611168,5.802351,5.1461434,8.037556,4.8292894,5.1944766,6.060035,7.3473387,5.019682
t25,-0.78590965,8.077272,4.8581967,6.025147,2.3008292,4.8088393,1.281041,6.5693564,3.0826771,3.4905822,2.2756717,9.5112295,3.0195842,1.7610455,5.9056163,5.217658,8.01946,4.771428,5.159764,6.0255957,7.429664,4.9995027
t26,3.430929,2.0359123,3.5019572,5.567464,2.4039304,4.788696,4.439796,6.6633167,3.1027598,3.522972,2.8007126,8.340861,4.646801,4.0417304,7.836962,6.1402593,7.238027,5.111781,5.4263787,3.4202898,3.3823063,4.741311
t27,3.427396,2.1005406,3.542939,5.549992,2.4364915,4.76022,4.4392905,6.680128,3.0893908,3.5401857,2.774848,8.35195,4.6500173,4.0385013,7.85328,6.115412,7.2299595,5.112032,5.443232,3.4107106,3.3764205,4.754834
t28,3.39347,2.2316225,3.6607091,5.4907255,2.5209193,4.7043166,4.3957295,6.732024,3.0838492,3.5025232,2.6342955,8.382144,4.68245,4.0937347,7.91319,6.0243473,7.1698,5.0259886,5.499357,3.3392935,3.3075376,4.90304
t29,-0.8003413,8.069018,4.8569975,6.1060543,2.3154955,4.7985578,1.2782229,6.530603,3.1979902,3.478201,2.2211225,9.613243,2.9655566,1.7527883,5.836678,5.1965246,8.128552,4.7878647,5.131801,6.0494967,7.4568067,5.1283183
t30,-0.744795,8.025711,4.724693,6.1402135,2.1834023,4.7359967,1.1650077,6.581433,3.1838002,3.3875766,2.1894014,9.536659,3.0574965,1.7691283,5.8215528,5.1343455,8.114836,4.7855725,5.260741,6.094202,7.3617706,5.115847
t31,-0.99325436,8.296318,4.485808,6.252792,2.2310452,4.534899,1.0352565,6.3813295,3.1427839,3.162431,1.9046636,9.236883,2.9919357,1.4211413,5.5463023,4.9606752,7.910849,5.0818095,5.3755927,6.375095,7.3684893,5.2590547
t32,-1.0692908,8.293307,4.583034,6.3186913,2.318442,4.5781193,1.0358053,6.4276156,3.2037904,3.1667552,1.903708,9.226148,2.9317112,1.4667242,5.5625396,4.9625173,7.9742064,5.090786,5.2957597,6.387037,7.504465,5.355988
t33,-0.684253,8.194768,4.449259,6.1155577,2.1250808,4.718755,1.1984297,6.4894733,3.085375,3.3594508,2.040279,9.405533,2.9623754,1.5156891,5.7051387,5.029625,8.003443,4.891617,5.330133,6.118415,7.205311,5.014508
t34,3.5487401,2.3527331,3.6824877,5.3755145,2.6149786,4.693347,4.464843,6.7902727,3.0643702,3.568834,2.6509051,8.347279,4.6789236,4.002988,7.9542446,6.044427,7.089717,5.069895,5.5040374,3.438029,3.371863,4.724629
t35,3.3813808,2.1093018,3.533234,5.5637474,2.4161987,4.7520204,4.444214,6.659471,3.1032846,3.5295875,2.7704008,8.347848,4.6638556,4.066721,7.835302,6.1050053,7.254526,5.1075516,5.438311,3.3720565,3.3697872,4.8053637
t36,-0.6820371,8.197181,4.3852715,6.139899,2.0663028,4.6592736,1.1259931,6.4963994,3.0910034,3.2827017,1.9901601,9.342165,3.0372744,1.4675256,5.65744,4.983581,7.9733343,4.910443,5.3960238,6.1851554,7.1280766,5.0073137
t37,-0.6687458,8.206566,4.3796678,6.146147,2.0621974,4.6536775,1.1516067,6.5009875,3.107539,3.3089778,1.9955456,9.366367,3.0045757,1.4715902,5.651241,4.9978046,7.993658,4.900475,5.3909125,6.163315,7.1352315,5.03237
