,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
t6,9.204155,6.3703,6.0433626,7.701443,6.8507557,2.100639,3.9291067,5.6831126,3.2392147,5.5294714,3.0142047,5.51115,4.99675,5.3096337,5.612657,4.698602,6.119695,6.149631,5.0410604,3.204851,3.4068122,5.3568435,5.1715884,4.0197735,4.775313,4.7234764,4.5964007,4.697693,6.8868814,5.399871,6.0008063,4.4632688,7.204868,5.031832,3.6222692
t11,9.211359,6.3145475,6.0270767,7.71398,6.828022,2.0903957,3.9196765,5.745788,3.2142863,5.531742,3.0385392,5.487007,5.0510926,5.3394494,5.6142793,4.700281,6.108868,6.1556783,5.0506372,3.1909473,3.392887,5.360703,5.1994343,4.029973,4.766003,4.7180424,4.573634,4.708207,6.8977747,5.425969,5.9864326,4.4337344,7.210431,5.0230722,3.6260223
t12,9.217346,6.309661,6.0162144,7.708219,6.8238726,2.0820255,3.9204595,5.741154,3.201414,5.534727,3.049761,5.482307,5.0536466,5.355495,5.6172795,4.7016864,6.1024575,6.1573462,5.055623,3.1853464,3.383299,5.359191,5.208386,4.0299244,4.7589407,4.7185626,4.5609717,4.7186646,6.904163,5.440562,5.985588,4.423658,7.206788,5.017208,3.6284666
t5,9.219537,6.285196,6.0319543,7.6925554,6.843757,2.051092,3.941307,5.7708983,3.163907,5.552972,3.0330946,5.482545,5.08414,5.388729,5.565347,4.748074,6.06132,6.1299534,5.097495,3.2087293,3.3482878,5.336058,5.193037,3.992382,4.7194233,4.743117,4.526716,4.713656,6.945007,5.4766645,6.0168395,4.440743,7.1742043,4.9747815,3.6741054
t3,9.061286,6.85312,6.315588,7.669456,7.0750775,2.302232,4.064758,5.124378,3.5655441,5.4477854,2.64135,5.900424,4.4380746,4.931109,5.6410704,4.591221,6.3415966,6.100513,4.8492,3.3379107,3.679464,5.3502774,4.7841973,3.988121,4.9514184,4.7855287,4.9524856,4.474648,6.6640797,5.069825,6.0573616,4.874354,7.187555,5.2371144,3.5053768
t4,9.078537,6.8215346,6.2971287,7.673503,7.0571957,2.2801566,4.0462546,5.16033,3.5396595,5.463718,2.6715658,5.8676476,4.4741282,4.9712133,5.645445,4.606992,6.32159,6.090471,4.8700137,3.323197,3.6531317,5.3549237,4.821892,3.9908884,4.9289985,4.7948246,4.917346,4.502152,6.690251,5.105198,6.061942,4.843654,7.186086,5.206365,3.52202
t1,9.053924,6.8772335,6.3051677,7.668488,7.103307,2.3181872,4.0533752,5.102624,3.583672,5.434518,2.6162012,5.9233027,4.415252,4.935449,5.633655,4.604899,6.328813,6.100141,4.859826,3.3481452,3.7002091,5.3682537,4.772558,3.9773753,4.94533,4.7809753,4.9722476,4.4754148,6.651472,5.068156,6.0722528,4.895635,7.2010508,5.231004,3.5102506
t2,9.023556,6.8915195,6.2702985,7.666637,7.135837,2.350088,4.058274,5.098925,3.613475,5.402464,2.5998724,5.939569,4.406554,4.913893,5.5967937,4.612696,6.29432,6.134843,4.8697658,3.3833776,3.7234719,5.3781266,4.7414327,3.9514935,4.9588137,4.744928,4.987857,4.441934,6.622497,5.035919,6.073104,4.9185286,7.2329316,5.2478685,3.499325
t8,8.896433,7.162625,6.3075237,7.6223063,7.3651567,2.502574,4.0423017,4.586857,3.8082018,5.247565,2.3375263,6.2566357,4.047726,4.7362747,5.6363077,4.6089177,6.389543,6.1189566,4.835038,3.4161086,3.9738064,5.4698973,4.576751,3.9138303,5.0228653,4.710734,5.2285657,4.427165,6.4605513,4.8600326,6.1353264,5.175148,7.334913,5.3743234,3.4356987
t9,9.017896,6.982125,6.304555,7.6538744,7.214556,2.3750231,4.0356174,4.983584,3.6544538,5.3891945,2.5126278,6.0198226,4.3075647,4.8967853,5.6308,4.6304617,6.330231,6.089492,4.8713923,3.378414,3.788998,5.4153924,4.716859,3.9431162,4.9520073,4.774216,5.0459476,4.4630895,6.6080675,5.021341,6.1180034,4.9796658,7.23913,5.2431293,3.508705
t10,8.857893,7.2141705,6.316307,7.610267,7.38486,2.547639,4.063462,4.488626,3.840922,5.21582,2.2758105,6.3114033,3.9876914,4.703367,5.6041956,4.588707,6.3968253,6.1555185,4.8323755,3.4469583,4.0285864,5.468559,4.5252323,3.9140716,5.0191116,4.6633077,5.291681,4.398564,6.412873,4.841046,6.1157384,5.2126613,7.3354716,5.4153166,3.4234178
t90,9.156382,6.618687,6.1241302,7.7085032,7.0367303,2.183283,3.985447,5.427044,3.4407272,5.5485168,2.8600278,5.6400056,4.732098,5.1228867,5.5522504,4.7546134,6.111544,6.079703,5.027545,3.3528202,3.4963944,5.370095,4.982995,3.9226003,4.817067,4.7807508,4.6569357,4.528814,6.893721,5.203411,6.1373277,4.6818557,7.183106,5.0155883,3.6304097
t116,9.2192545,6.2788863,6.0626,7.706757,6.9359922,2.0193205,3.9832616,5.769215,3.143743,5.6034303,2.9746284,5.5279956,5.0542073,5.4232025,5.4903026,4.8206773,5.990194,6.067944,5.1829367,3.2842312,3.3147259,5.3309717,5.1233935,3.9244583,4.6574826,4.802149,4.447219,4.63505,7.0208435,5.4968195,6.10122,4.5325017,7.1325336,4.9095364,3.7385852
t163,9.222671,6.2397304,6.0711675,7.701798,6.964385,2.024013,3.983186,5.801608,3.1420624,5.59694,2.9578118,5.5276003,5.0845356,5.429016,5.4476614,4.855133,5.956854,6.05648,5.2107553,3.2962978,3.3207242,5.331588,5.0987515,3.9033527,4.6505127,4.8078947,4.4276915,4.622101,7.044117,5.499835,6.1300993,4.56548,7.1322465,4.891248,3.7548704
t164,9.18674,6.240669,6.03192,7.6751804,6.9059467,2.0273745,4.0180006,5.799418,3.1167262,5.571436,2.9439473,5.5629516,5.089353,5.4587855,5.4623127,4.848927,5.957247,6.060082,5.1549315,3.2544734,3.3208525,5.302003,5.0984483,3.917873,4.6699157,4.8279037,4.4673486,4.6640353,7.01726,5.532579,6.074551,4.511798,7.09917,4.884213,3.7326043
t159,9.205187,6.2398877,6.0269194,7.682233,6.8959656,2.0340352,3.9812229,5.7863874,3.1314375,5.562624,3.000627,5.5202823,5.0990853,5.4398456,5.5178533,4.7962484,6.008652,6.097848,5.1417217,3.24391,3.3255978,5.3245354,5.151091,3.954094,4.688554,4.7855496,4.4816256,4.675,6.9911,5.5257435,6.06358,4.4960136,7.136908,4.921222,3.708011
t210,9.216248,6.2173862,6.0417304,7.701432,6.8957615,1.9977956,4.019875,5.817329,3.0835576,5.6022544,2.9811606,5.534163,5.107654,5.491819,5.4949975,4.825264,5.9752564,6.0613956,5.178224,3.2660882,3.286268,5.3140707,5.142509,3.9257317,4.635481,4.827922,4.427064,4.6575665,7.033942,5.566323,6.0739794,4.490136,7.091885,4.8806663,3.7531772
t211,9.213099,6.2443676,6.02998,7.6899376,6.8902063,2.0208862,3.9775176,5.790221,3.1238258,5.575772,3.0021713,5.5167437,5.104098,5.4439697,5.51166,4.802759,6.0016146,6.0920825,5.152162,3.242706,3.3133073,5.324913,5.156502,3.948582,4.672556,4.785824,4.465002,4.6801696,7.001724,5.525716,6.062088,4.4872775,7.137011,4.9187617,3.7201667
t262,9.225985,6.245479,6.0453086,7.7081532,6.890212,2.009678,3.9794757,5.8077683,3.1170843,5.5982966,2.9921744,5.5157743,5.10373,5.448402,5.4979396,4.8169036,5.988948,6.076797,5.1675677,3.2512481,3.3079002,5.327218,5.150834,3.9360611,4.6541243,4.7965703,4.4442024,4.6749,7.0183654,5.520175,6.066569,4.485677,7.1319175,4.911056,3.7364779
t263,9.201765,6.2822495,6.051716,7.6963024,6.925888,1.9922539,4.025688,5.7505436,3.1087348,5.6154504,2.960044,5.5623713,5.0394607,5.4657073,5.4840965,4.834843,5.970124,6.0475283,5.1872964,3.2880874,3.2779028,5.310569,5.1181912,3.9093623,4.6287847,4.8335104,4.426257,4.6346927,7.039425,5.538635,6.098152,4.5207124,7.0891924,4.879321,3.76055
t73,9.13651,6.5901427,6.120251,7.703095,7.084127,2.1475947,3.9745166,5.4421444,3.4029593,5.565824,2.8956676,5.60987,4.7555237,5.1502657,5.5726857,4.7851653,6.061743,6.0292487,5.059988,3.3987622,3.4609149,5.389667,4.99691,3.8819852,4.81225,4.832562,4.6419463,4.4840693,6.9343204,5.237768,6.203467,4.679645,7.1852393,4.962462,3.6285985
t74,9.12799,6.6356072,6.150105,7.6943293,7.055493,2.2009954,3.9853811,5.4016347,3.4565861,5.5304985,2.846905,5.6626415,4.713223,5.0996346,5.578723,4.739928,6.126733,6.066139,5.009752,3.3606904,3.517281,5.377837,4.9623322,3.9230614,4.8429804,4.795239,4.685746,4.513199,6.875034,5.184845,6.1567063,4.700074,7.1952434,5.0279984,3.6054661
t72,9.111182,6.606309,6.1697,7.6685243,7.0159364,2.2135684,3.9793558,5.4294343,3.4613755,5.5091743,2.874822,5.655415,4.748091,5.0937166,5.5991087,4.714449,6.1389666,6.0673394,4.9891768,3.325247,3.5255337,5.3669696,4.9740443,3.955527,4.8610525,4.7917085,4.668696,4.5498466,6.8691015,5.1779866,6.1282024,4.6654363,7.2108183,5.03942,3.5852847
t82,9.130496,6.62513,6.1497827,7.691722,7.043319,2.200565,3.9865785,5.413151,3.453871,5.529735,2.8532186,5.6590037,4.7248216,5.103214,5.5759,4.7380385,6.1285877,6.0711637,5.0088425,3.3513262,3.5150943,5.371794,4.9677224,3.929606,4.840923,4.790093,4.6773734,4.5247364,6.8755174,5.1873517,6.1443563,4.689898,7.1934023,5.0301523,3.607489
t83,9.164,6.5935063,6.1185083,7.7083054,7.021151,2.1678798,3.9843585,5.45578,3.4187016,5.5549326,2.8745232,5.622938,4.7573814,5.1466746,5.550295,4.7567863,6.100075,6.0791116,5.0362597,3.3412194,3.477872,5.3649616,4.9981303,3.929588,4.804019,4.78143,4.631015,4.5436034,6.90734,5.225157,6.1338687,4.665326,7.1785283,5.005179,3.6377087
t47,9.11918,6.6583004,6.165289,7.6896253,7.0576854,2.2184722,3.9908004,5.375459,3.4758174,5.5183735,2.8254504,5.6880302,4.687699,5.0790772,5.5832157,4.7263737,6.147806,6.0713863,4.9933505,3.3567863,3.5388005,5.3765116,4.943495,3.9302537,4.855735,4.7905626,4.71007,4.513,6.853233,5.166582,6.145946,4.716474,7.198215,5.0488663,3.5953865
t13,8.884584,7.203784,6.2704983,7.639408,7.45789,2.5133016,4.01336,4.514091,3.8447118,5.2103744,2.3072953,6.327133,3.9953954,4.7162113,5.6556087,4.629477,6.384857,6.1030087,4.8347116,3.4069698,4.012661,5.5098476,4.5655622,3.8995626,5.0421505,4.719846,5.249584,4.440889,6.431187,4.825447,6.1688848,5.2354755,7.3824425,5.3773265,3.4215364
t29,8.990396,7.0396028,6.3284464,7.6204987,7.221731,2.420119,4.0414433,4.8010263,3.7090452,5.349113,2.463009,6.1004295,4.2015524,4.7998533,5.661411,4.629649,6.3940454,6.0851,4.863944,3.3942082,3.8485518,5.426134,4.6730094,3.9145117,4.994798,4.768966,5.1133723,4.4565854,6.569116,4.931976,6.1352353,5.0437818,7.259014,5.2910876,3.4845262
t30,8.959291,7.077246,6.3304186,7.616434,7.2724032,2.4460733,4.0541306,4.741304,3.738303,5.3191304,2.430292,6.148658,4.1548195,4.7874603,5.6441474,4.6025243,6.3811703,6.1050334,4.8348064,3.3995268,3.884086,5.424975,4.633885,3.9306335,5.0050564,4.736228,5.1498613,4.436499,6.5260015,4.917948,6.12115,5.0859847,7.277907,5.327138,3.4647968
t14,8.8484335,7.2392774,6.3142943,7.6146765,7.3911443,2.566198,4.057624,4.4586477,3.8674245,5.1951904,2.2572534,6.3343797,3.9581914,4.6858053,5.6152353,4.5952725,6.4072156,6.151619,4.830107,3.445614,4.0515227,5.478992,4.5124874,3.902281,5.0393925,4.661862,5.3063445,4.3905406,6.4085712,4.8182764,6.1301947,5.2351556,7.3508573,5.4269714,3.415224
t19,8.814866,7.242705,6.3631067,7.5759745,7.295726,2.5946724,4.065342,4.41028,3.8810468,5.1873093,2.2553532,6.3101835,3.928506,4.6300797,5.634383,4.5838733,6.460547,6.1413183,4.8358974,3.4504972,4.072124,5.4707875,4.503378,3.8950548,5.0375247,4.6525464,5.322009,4.3779473,6.4215975,4.7838817,6.146143,5.2213235,7.348439,5.455499,3.410093
t97,10.681059,8.835793,8.755714,3.0586877,5.484254,3.5815146,4.535725,4.5021853,3.0658977,6.365751,3.0830002,5.411532,2.4356134,5.284355,6.2518616,3.9222705,6.2140775,5.716466,4.280592,3.9060218,5.0566716,3.312402,4.597192,3.1489382,5.823641,3.6512547,6.1059985,4.44891,5.0692306,5.8517947,6.1564617,3.9356585,6.058051,5.608127,4.565562
t124,10.637583,8.946038,8.846966,2.9888158,5.473409,3.6142416,4.4828277,4.5089135,3.052708,6.48043,3.200713,5.279712,2.499073,5.353271,6.358481,3.800859,6.104472,5.835932,4.1856265,4.040021,5.1428375,3.4143114,4.5765395,3.2358387,5.9519877,3.774236,6.211593,4.5305743,5.137804,5.917962,6.069787,3.8281953,6.033732,5.7157335,4.4401436
t125,10.668449,8.885855,8.809916,3.0152748,5.483813,3.591009,4.5176325,4.495056,3.050622,6.4248276,3.1421843,5.3504877,2.4586892,5.3207107,6.3014803,3.863031,6.1599913,5.769741,4.2315545,3.9683955,5.099911,3.36239,4.585905,3.1960397,5.8824883,3.7073002,6.154175,4.487129,5.097807,5.880847,6.1135902,3.8879156,6.0374103,5.667218,4.512969
