"accepted_species","trait_ARD"
"t1","0"
"t7","1"
"t58","1"
"t59","1"
"t62","1"
"t63","1"
"t40","1"
"t24","0"
"t22","1"
"t25","0"
"t33","0"
"t34","0"
"t52","0"
"t98","0"
"t99","1"
"t180","0"
"t203","0"
"t204","0"
"t220","1"
"t222","1"
"t235","0"
"t236","1"
"t232","0"
"t194","0"
"t195","1"
"t149","1"
"t205","1"
"t206","0"
"t190","0"
"t269","0"
"t276","0"
"t319","0"
"t320","1"
"t309","1"
"t229","0"
"t290","1"
"t291","1"
"t259","0"
"t260","1"
"t214","0"
"t153","1"
"t250","1"
"t283","1"
"t284","0"
"t253","0"
"t254","0"
"t211","0"
"t212","1"
"t136","1"
"t122","0"
"t126","1"
"t341","0"
"t342","1"
"t173","0"
"t349","1"
"t350","1"
"t246","0"
"t359","0"
"t360","0"
"t335","0"
"t336","0"
"t272","1"
"t277","0"
"t278","0"
"t274","1"
"t267","1"
"t227","1"
"t337","0"
"t338","1"
"t275","1"
"t271","1"
"t233","1"
"t181","0"
"t182","1"
"t167","0"
"t187","1"
"t240","0"
"t298","1"
"t299","0"
"t152","1"
"t145","0"
"t94","0"
"t73","1"
"t95","1"
"t96","0"
"t84","0"
"t85","0"
"t74","0"
"t69","0"
"t81","0"
"t83","1"
"t147","1"
"t156","1"
"t168","1"
"t178","0"
"t179","0"
"t121","1"
"t91","0"
"t101","1"
"t154","0"
"t155","1"
"t54","1"
"t55","1"
"t107","1"
"t130","1"
"t131","1"
"t112","1"
"t116","1"
"t117","0"
"t104","0"
"t93","0"
"t78","1"
"t79","1"
"t134","0"
"t135","1"
"t164","1"
"t165","1"
"t166","0"
"t244","0"
"t300","1"
"t301","1"
"t242","1"
"t243","0"
"t157","1"
"t262","1"
"t263","0"
"t270","0"
"t279","0"
"t303","1"
"t304","0"
"t199","1"
"t351","1"
"t352","0"
"t305","0"
"t306","1"
"t247","1"
"t353","0"
"t354","0"
"t234","0"
"t207","0"
"t264","1"
"t265","1"
"t174","1"
"t175","0"
"t75","1"
"t102","0"
"t138","1"
"t139","0"
"t133","1"
"t90","1"
"t61","0"
"t60","0"
"t76","0"
"t77","0"
"t70","0"
"t66","0"
"t144","1"
"t200","0"
"t223","1"
"t238","0"
"t239","0"
"t280","1"
"t343","0"
"t344","1"
"t316","0"
"t317","0"
"t331","1"
"t332","1"
"t255","0"
"t256","1"
"t208","0"
"t209","0"
"t218","1"
"t237","0"
"t287","0"
"t288","0"
"t188","0"
"t189","0"
"t361","0"
"t362","0"
"t219","0"
"t231","0"
"t266","1"
"t268","0"
"t339","1"
"t340","1"
"t215","0"
"t245","0"
"t248","1"
"t249","1"
"t313","1"
"t314","1"
"t302","1"
"t210","1"
"t285","1"
"t286","1"
"t261","1"
"t251","0"
"t228","0"
"t281","1"
"t282","1"
"t321","0"
"t322","0"
"t103","0"
"t119","0"
"t120","0"
"t68","0"
"t67","1"
"t49","1"
"t37","0"
"t43","0"
"t50","1"
"t86","1"
"t87","1"
"t51","0"
"t56","0"
"t57","0"
"t47","0"
"t48","0"
"t26","1"
"t35","1"
"t36","0"
"t45","0"
"t46","0"
"t44","1"
"t42","0"
"t88","1"
"t89","1"
"t105","0"
"t128","1"
"t129","0"
"t108","1"
"t111","1"
"t114","0"
"t115","1"
"t53","1"
"t19","0"
"t14","1"
"t17","0"
"t18","1"
"t2","0"
"t3","0"
"t4","1"
"t5","1"
"t6","1"
"t10","0"
"t11","0"
"t41","0"
"t80",NA
"t92","1"
"t124","0"
"t125","0"
"t109","0"
"t110",NA
"t148",NA
"t216","1"
"t217","0"
"t257",NA
"t258","0"
"t230",NA
"t162","1"
"t146",NA
"t150","0"
"t151","0"
"t273","0"
"t296","0"
"t297",NA
"t159","1"
"t106",NA
"t142","0"
"t160","1"
"t345","0"
"t346","0"
"t318","0"
"t333","0"
"t334","0"
"t292",NA
"t293","0"
"t221",NA
"t137","0"
"t123",NA
"t143",NA
"t329",NA
"t330","0"
"t312","1"
"t295","1"
"t192","1"
"t193","0"
"t172","0"
"t325",NA
"t326","1"
"t224",NA
"t307","0"
"t308","0"
"t241","0"
"t225","1"
"t226","0"
"t198","0"
"t140",NA
"t141",NA
"t196",NA
"t197",NA
"t213","0"
"t310","1"
"t311",NA
"t323","0"
"t324","0"
"t294",NA
"t347",NA
"t348","0"
"t252",NA
"t191",NA
"t170",NA
"t171","1"
"t158",NA
"t161","1"
"t185","0"
"t186","0"
"t177",NA
"t183",NA
"t184","0"
"t163","1"
"t176","1"
"t327","0"
"t328",NA
"t357","1"
"t358",NA
"t289",NA
"t315",NA
"t355","0"
"t356","0"
"t132","0"
"t97","1"
"t82","1"
"t100",NA
"t113",NA
"t118","0"
"t169",NA
"t201","0"
"t202","1"
"t127","0"
"t71","0"
"t72","1"
"t38",NA
"t39","0"
"t32","1"
"t20","0"
"t12","1"
"t23","0"
"t30","1"
"t31","1"
"t29","1"
"t27","0"
"t28","1"
"t64","1"
"t65","1"
"t21","1"
"t15","0"
"t16","0"
"t13","1"
"t9","1"
"t8","1"
