,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t246,0.006726926,0.1331652,9.915139,-0.00548575,25.196196,-0.03590199,16.020552,0.0014409476,-0.14439848,0.06308512,12.193376,-0.16241126,-0.10957017,0.01327524,-0.09526923,-0.016157208,11.990703,0.061058007,-0.14635812,4.1508665,0.030982723,-0.043257896,4.4726486,-0.10523147,-0.092026986,5.3933406,0.0073633813,0.0063770018,-0.028697679,0.013008792,16.33903,-0.012988268,7.2112837,0.041948803,11.356696,0.25324577,30.74784,0.004475046,8.459063,0.009180033,0.13862391,-0.027376365,0.020794673,-0.073920116,-0.13350077,-0.031285882,0.02861981,6.8983755,-0.08088326,-0.054043725,-0.045946185,-0.078158915,0.033842742,-0.118586175,-0.025129767,0.010682104,0.2718601,-0.21856363,-0.0072119744,-0.06542925,0.07623342,-0.17632234,-0.11856376,4.956722,-0.13166219,-0.11538276,0.07965084,0.06665872,-0.0883585,18.189043,-0.033632506,0.14050399,-0.02096491,0.10712996,7.666299,-0.0014240218,-0.18037118,-0.008957715,-0.017547246,2.076079,-0.15542372,12.233032,-0.007788173,12.68348,0.19251123,-0.013060589,0.024641428,-0.12599975,0.08475418,0.033016857,0.026089337,3.9636009,10.118781,-0.31842753,0.4751435,0.048236396,-0.0827217,4.8616896,14.833987,2.3913646
t67,0.0073941806,0.136708,10.01493,-0.0062905704,25.614185,-0.036853604,16.227575,0.0014145299,-0.14753872,0.06420527,12.483524,-0.16141345,-0.11144249,0.013336449,-0.100085326,-0.015968176,12.379409,0.061849896,-0.14853695,4.2091527,0.03176605,-0.04378745,4.4550266,-0.10729194,-0.09306441,5.4994617,0.007064102,0.0064697773,-0.02539723,0.013038685,16.865427,-0.013643032,7.31292,0.043217905,11.426532,0.2561539,31.04298,0.0043840534,8.511247,0.0050510997,0.14070474,-0.027121194,0.020597342,-0.07562766,-0.13773175,-0.033451118,0.031047132,6.684144,-0.08014789,-0.05529739,-0.04588674,-0.078897946,0.034749586,-0.12763166,-0.025558349,0.010903694,0.27289602,-0.2235094,-0.007342598,-0.06922595,0.076645344,-0.17696957,-0.121446185,5.093204,-0.1365716,-0.11843561,0.08173071,0.0685439,-0.088747084,18.272987,-0.03498577,0.14534229,-0.021005223,0.10819842,7.8043585,-0.0014578177,-0.18267588,-0.009137031,-0.017215576,2.261018,-0.15579835,12.508565,-0.007867993,13.056978,-0.00016704568,-0.012278622,0.025629034,-0.12506157,0.08513564,0.034789123,0.026276808,3.9129076,10.2953415,-0.32124838,0.31326348,0.048928775,-0.085079595,4.9746037,15.115941,2.4945586
t523,0.007322838,0.13689288,10.031879,-0.0062896167,25.628483,-0.036757696,16.231607,0.0014453441,-0.14747602,0.0642162,12.495955,-0.16160043,-0.11144782,0.013240391,-0.0995604,-0.015877984,12.341706,0.061785307,-0.14848012,4.220943,0.031814612,-0.043777317,4.454541,-0.10719817,-0.092847645,5.498982,0.007036528,0.006471252,-0.02577885,0.013090694,16.879663,-0.013358577,7.305148,0.043187767,11.450573,0.25639763,31.066168,0.0043664244,8.512705,0.010615074,0.14073175,-0.027213285,0.020479927,-0.07542606,-0.13770702,-0.03340374,0.03122683,6.6846027,-0.080056466,-0.05504665,-0.045981534,-0.07904673,0.03482338,-0.12827224,-0.025439743,0.010749572,0.27274236,-0.22316355,-0.007340763,-0.06898881,0.07683052,-0.177037,-0.1215127,5.0790772,-0.13689962,-0.11821583,0.0821694,0.0686828,-0.088836096,18.288952,-0.035076715,0.1456335,-0.021027299,0.10821261,7.796544,-0.0014533388,-0.18278475,-0.0091733,-0.017272698,2.2554455,-0.15520662,12.53573,-0.007895918,13.068477,-0.0002192919,-0.0123053705,0.025668792,-0.12549955,0.08504139,0.03483104,0.026180813,3.8901277,10.288915,-0.32109037,0.31046516,0.048994403,-0.084964775,4.982565,15.11991,2.4884586
t298,0.0073796213,0.13693495,10.035681,-0.00623453,25.631975,-0.036748003,16.237032,0.001444276,-0.14736864,0.064224616,12.486241,-0.16132706,-0.11137062,0.013275972,-0.0998161,-0.01588002,12.349355,0.0618628,-0.14852102,4.225486,0.031802196,-0.04381306,4.459555,-0.107141875,-0.09288308,5.489962,0.0070507657,0.0064751217,-0.0258621,0.013091071,16.881647,-0.013304307,7.3098936,0.043195963,11.4513,0.25645128,31.055273,0.0043734605,8.515356,0.021641932,0.14086686,-0.027203389,0.020466348,-0.07535006,-0.13781866,-0.033496723,0.0311903,6.6847353,-0.08005646,-0.05482774,-0.04601066,-0.079154946,0.034795433,-0.1280281,-0.025478166,0.010796296,0.2729137,-0.22329591,-0.007332155,-0.068811275,0.076808505,-0.1771085,-0.121610284,5.0797544,-0.13684498,-0.11829026,0.082014486,0.06860099,-0.08869085,18.292751,-0.035048716,0.1455954,-0.02102749,0.108252056,7.8102736,-0.001469079,-0.18262547,-0.009167296,-0.017258797,2.268205,-0.15525593,12.543316,-0.007908108,13.066098,0.0039845994,-0.012387449,0.02569508,-0.12539554,0.085020386,0.034788504,0.026174996,3.8872073,10.282996,-0.32118398,0.31778723,0.048979633,-0.08502072,4.9798126,15.119195,2.4776378
t243,0.00722787,0.13687341,10.0241375,-0.00630041,25.626568,-0.036748346,16.226902,0.0014387515,-0.14717823,0.06420099,12.483188,-0.16149314,-0.111537084,0.013321783,-0.09992216,-0.015910326,12.342987,0.061776794,-0.14842309,4.2247834,0.03188505,-0.043727197,4.4580297,-0.10706143,-0.09292102,5.4807444,0.007062748,0.006479237,-0.025602974,0.013192317,16.869968,-0.013329969,7.320942,0.043148886,11.440084,0.25595126,31.060226,0.00435194,8.500398,0.011592113,0.14102325,-0.027227588,0.020520624,-0.07535252,-0.13770056,-0.03371566,0.0311224,6.683176,-0.08012148,-0.055050623,-0.045974884,-0.07918376,0.03487647,-0.12823908,-0.025509566,0.010752804,0.27297255,-0.22306837,-0.007335873,-0.06864825,0.07677051,-0.17715305,-0.12137122,5.082096,-0.13665657,-0.11809642,0.08208094,0.068535626,-0.0886933,18.266434,-0.03502994,0.14533183,-0.021006994,0.10800609,7.793914,-0.001471549,-0.18271986,-0.009178871,-0.017266575,2.26076,-0.1555019,12.528151,-0.007899624,13.066191,0.001836448,-0.012358678,0.025554951,-0.12517615,0.08501919,0.03477751,0.026202084,3.8901117,10.283716,-0.32114586,0.3153239,0.048952173,-0.084886335,4.9828587,15.120151,2.4859195
t626,0.007347918,0.13707927,10.042185,-0.0063208723,25.634274,-0.03698253,16.219389,0.0014036769,-0.1474798,0.064182065,12.488181,-0.16135222,-0.111794114,0.013290985,-0.10022307,-0.015967213,12.37531,0.061781585,-0.14817742,4.215956,0.031834673,-0.043696217,4.419361,-0.10694495,-0.093069196,5.492694,0.007012108,0.006473662,-0.02549324,0.013007857,16.893696,-0.01355004,7.3094378,0.043347567,11.442887,0.25696784,31.054821,0.004381431,8.505587,0.04088279,0.14099336,-0.027127858,0.020587074,-0.075799525,-0.13809617,-0.033749323,0.031434346,6.6678247,-0.07996479,-0.054762933,-0.04589399,-0.078252725,0.03479347,-0.12836914,-0.025509214,0.010692422,0.27286446,-0.2228455,-0.0073520094,-0.068734005,0.07671395,-0.17672013,-0.12157007,5.0791345,-0.13692781,-0.118772216,0.082019106,0.06875498,-0.0888037,18.27725,-0.03518741,0.14539583,-0.021100271,0.10812945,7.807021,-0.0014598578,-0.18277788,-0.009174984,-0.017177714,2.277402,-0.15571319,12.526022,-0.007851801,13.081317,-0.0018174644,-0.012339945,0.025772657,-0.12477848,0.08513434,0.03488841,0.026228083,3.9010947,10.277876,-0.32173243,0.3203314,0.04896796,-0.084741,4.9699717,15.121648,2.4869306
t627,0.007408349,0.13707837,10.040525,-0.0063131517,25.635136,-0.036969405,16.218485,0.0014006763,-0.14730856,0.06418227,12.487008,-0.16140938,-0.11177134,0.0132806655,-0.10029299,-0.01594437,12.376615,0.061818145,-0.14810695,4.2101407,0.031866234,-0.043695662,4.4205866,-0.10687625,-0.09305383,5.490418,0.0070208334,0.006471722,-0.025425088,0.013019746,16.89577,-0.013504858,7.311295,0.043347217,11.443805,0.25695154,31.05225,0.004378092,8.506486,0.040091954,0.14097987,-0.02712104,0.02056449,-0.075836144,-0.13807878,-0.033712823,0.03144966,6.668352,-0.079951614,-0.05473211,-0.04587462,-0.07814714,0.034805473,-0.12834829,-0.025497686,0.010705954,0.27285174,-0.22289446,-0.0073507424,-0.06860101,0.07670206,-0.176672,-0.12170432,5.0803094,-0.13703197,-0.11890997,0.08202821,0.06872008,-0.08882115,18.280476,-0.035193652,0.14545521,-0.021107996,0.108124256,7.8052773,-0.001458686,-0.18275906,-0.009175596,-0.017196322,2.2785666,-0.1557616,12.526725,-0.007853295,13.083354,-0.0017133858,-0.012320469,0.025761709,-0.12483706,0.08511992,0.034894552,0.026229886,3.8985155,10.279296,-0.32172433,0.3224128,0.04896858,-0.084660836,4.9731135,15.121217,2.4870915
t14,0.007407277,0.13588333,10.006451,-0.0061351964,25.548485,-0.03641024,16.19903,0.0014443794,-0.14728168,0.06403545,12.456888,-0.16190873,-0.111345366,0.01345067,-0.09785616,-0.015963083,12.319675,0.06174939,-0.14790927,4.214951,0.031465933,-0.043712165,4.4896374,-0.10635896,-0.092734165,5.4698644,0.00714894,0.0064543337,-0.025924852,0.013027629,16.83394,-0.01366693,7.2998714,0.0431751,11.425482,0.25647408,31.0043,0.0043868045,8.51882,3.9436298e-05,0.14102179,-0.027185278,0.020561136,-0.07539929,-0.1371116,-0.03291889,0.030366492,6.7234917,-0.08033366,-0.05446478,-0.045935217,-0.07827858,0.034690235,-0.12706986,-0.025289262,0.011036333,0.27311096,-0.22140624,-0.0073419423,-0.0694859,0.07682938,-0.1771445,-0.121087804,5.0555806,-0.13566108,-0.117511384,0.08148656,0.068077646,-0.08865001,18.286293,-0.034761436,0.14452425,-0.021053245,0.108014524,7.7885,-0.0014080405,-0.18235385,-0.009131298,-0.017310183,2.243294,-0.15556039,12.491974,-0.007864646,13.003009,0.023085028,-0.012557458,0.025548272,-0.12532449,0.085430495,0.03436406,0.026243323,3.9053252,10.26814,-0.32034063,0.351579,0.048844364,-0.0843904,4.956391,15.088376,2.4731107
t145,0.007855177,0.13692917,10.087607,-0.006206932,25.584883,-0.03679392,16.223715,0.0014006324,-0.14912672,0.06369468,12.588992,-0.16069639,-0.1122286,0.013395034,-0.101021856,-0.016145898,12.436345,0.062042564,-0.149639,4.1956935,0.031352848,-0.04412893,4.541281,-0.10663129,-0.093305215,5.486256,0.0066170385,0.0064390753,-0.025114344,0.012650791,17.042345,-0.01339715,7.287258,0.04448003,11.382041,0.25706416,31.059292,0.004477736,8.58785,0.030260526,0.14187866,-0.02660742,0.0206325,-0.07646307,-0.14000367,-0.034943346,0.031572998,6.641447,-0.080387644,-0.05374361,-0.045858108,-0.07828407,0.034776684,-0.1281503,-0.025505565,0.0114616575,0.27230534,-0.22211203,-0.007433198,-0.069641165,0.07612166,-0.17696925,-0.12246758,5.0792575,-0.13707255,-0.12105039,0.082076535,0.068937905,-0.08884155,18.313875,-0.035085265,0.14486551,-0.021205835,0.109064884,7.8402514,-0.0014234532,-0.18224823,-0.009093083,-0.016888756,2.3664362,-0.1547929,12.5522175,-0.007881624,13.072566,-0.0059318943,-0.012574146,0.026120994,-0.1263428,0.08473095,0.03542516,0.026094899,3.9717596,10.26343,-0.32304105,0.23341662,0.04888716,-0.084682845,4.8941846,15.192884,2.4711242
t950,0.008171321,0.13743764,10.085123,-0.0062921904,25.603916,-0.036850147,16.239824,0.0013804153,-0.14973013,0.06373252,12.647741,-0.1603732,-0.112639,0.013493533,-0.10208934,-0.016255891,12.478059,0.0619774,-0.15014787,4.217131,0.031354897,-0.044186376,4.545621,-0.10659767,-0.09340679,5.511206,0.0064255414,0.006431142,-0.024711307,0.012517381,17.137701,-0.013554518,7.2891345,0.044754203,11.366896,0.25804627,31.107529,0.004491287,8.591154,0.031586133,0.14234659,-0.026507879,0.020590512,-0.07702764,-0.14077719,-0.035634972,0.032175183,6.60897,-0.08011503,-0.05358413,-0.045924615,-0.077791594,0.034920163,-0.1298192,-0.025586428,0.011471616,0.27205396,-0.22129305,-0.0074789547,-0.06996634,0.07607082,-0.1770128,-0.12273628,5.07146,-0.13801295,-0.122562446,0.08226383,0.0690742,-0.088650174,18.341389,-0.03524339,0.1458598,-0.02125151,0.10938483,7.8483505,-0.0014309211,-0.18251908,-0.009105253,-0.016852945,2.4093294,-0.15507233,12.582329,-0.007878084,13.114978,-0.009815421,-0.012463939,0.026400471,-0.12634139,0.084406875,0.035703782,0.026088292,3.9626048,10.279151,-0.32350335,0.19563705,0.048953123,-0.08489834,4.8960857,15.230142,2.4836228
