,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,1.3588759,4.4012256,0.029135697,10.587406,-0.008677077,1.0004036,-0.37374058,-1.4370073,0.046343528,0.00937466,-0.027863268,0.23095678,8.69926,1.1762815,-1.2406837,0.16843371,-0.6874505,-0.058307916,0.005659544,10.921324,-0.059445698,-0.11139646
t2,1.2671487,7.4594564,0.07036988,12.5366955,-0.021836117,2.9403925,-0.4343602,-2.2109056,0.0026559015,0.2554048,-0.038502056,2.1832256,8.981593,1.4842036,-1.1476203,0.2127607,-0.7111514,0.9633472,0.3914096,10.648715,-0.23623353,0.19475271
t3,1.4444593,8.844095,0.097107455,12.055352,-0.02470737,4.9304104,-0.4104978,-2.323317,0.9195789,0.78038573,-0.04777925,3.329892,7.4995694,1.6048819,-0.88419574,0.22877398,-0.63790154,1.7179894,0.5822484,8.57367,-0.36601758,1.1519634
t4,1.3136528,6.5640125,0.05991025,12.105022,-0.0201876,2.234853,-0.42162356,-1.9659847,0.024893789,0.0009727304,-0.03353186,1.2955676,9.39085,1.4237072,-1.2034605,0.20140868,-0.74840605,0.6735759,0.035962783,10.78195,-0.1784391,-0.021417418
t5,1.3229289,5.6723404,0.04879276,11.525527,-0.016858472,1.5613171,-0.40641245,-1.7101773,0.039023787,0.0062953588,-0.025828246,0.7099979,9.358136,1.3308682,-1.2383159,0.18500385,-0.7479064,0.3716123,-0.013121207,10.77252,-0.12477696,-0.06313771
t6,3.2062256,2.2197413,0.30160415,12.569939,2.425939,0.0026575818,-0.42400688,-1.0227029,0.08120524,0.014529584,0.030605368,0.03590992,10.267865,1.1722565,-1.5003335,0.17431958,-0.7941235,-0.12314732,0.6911025,14.357823,2.044863,-0.23353574
t7,3.2060273,2.1760757,0.40804374,12.705233,2.7927608,0.0047915927,-0.4229744,-0.9677096,0.08749541,0.017969932,-0.0072597107,0.041144714,10.461246,1.1770988,-1.5346544,0.17911877,-0.7884896,-0.13718437,0.49538025,14.453085,2.2558215,-0.23923509
t8,3.5761015,-0.026119336,0.40547726,9.367416,3.964961,0.025510794,-0.33306244,-0.3616505,0.09268707,0.022605304,0.6273089,0.048966713,9.358939,0.8794972,-1.2937622,0.120091766,-0.73136854,-0.17818968,0.10060211,12.011116,4.4160643,-0.15746397
t9,1.9864458,2.674318,0.017901147,10.379538,0.102858916,0.0026048957,-0.34272617,-0.9643205,0.08487492,0.01966244,-0.013318146,0.029758653,9.480018,1.0788808,-1.2836496,0.15459596,-0.7520838,-0.072918005,-0.03515096,11.203659,1.1863434,-0.14333567
t10,4.5065804,0.42941827,0.011514717,12.479828,5.9410586,0.03774413,-0.40183887,-0.19951715,0.10641665,0.02731541,-0.008910513,0.06911935,11.985566,1.1390334,-1.527242,0.16587543,-0.8348877,-0.2957118,1.0319248,14.821652,4.4420576,-0.25864196
t11,12.87804,-0.8046634,8.354524,9.906622,20.711262,0.061665293,-0.40048674,2.3676229,0.11413513,0.008414383,4.225378,0.08762181,6.9176006,0.5035914,-1.2555846,0.0773708,-0.8378631,-0.37413976,4.2123094,20.887245,19.67446,-0.18449932
t12,6.975643,-0.29036593,0.0018202544,11.004984,12.607619,0.08698749,-0.37403738,4.638216,0.1267772,0.044032183,0.45177308,0.10431679,14.436308,0.93911064,-1.4550142,0.1139539,-0.8720637,-0.4870425,2.0210102,15.435221,9.747297,-0.20907599
t13,0.016343601,7.2015123,0.07163987,-0.046754178,0.4184178,2.8899689,-0.16776046,-0.39251852,1.7631966,0.05808424,1.3240681,6.26743,0.15540448,0.56610066,1.0569943,0.053393602,-0.09616985,3.5428905,3.0596733,0.34799066,-0.43146047,1.86974
t14,0.46800178,9.356322,0.08405357,0.15740918,0.106041595,4.0617027,-0.24091849,-0.7007747,2.204412,0.063075624,0.6013722,6.943472,0.14630668,0.76502836,0.11184306,0.07953776,-0.12472304,3.7890854,2.8648388,0.35948408,-0.51725763,1.9840031
t15,-0.17838798,2.2054563,0.15132186,9.155861,-0.037083663,8.917812,-0.02263499,-1.5747013,2.590591,6.8781962,-0.17463563,1.9287051,2.6305661,1.4258612,2.0939598,0.10358686,-0.32034835,0.7132107,-0.25161952,1.3133686,-0.13761547,2.2160366
t16,1.8878027,12.309235,0.12532671,3.4722548,-0.0014380533,8.367234,-0.33302125,-1.0134549,2.9845057,0.045639377,-0.043940235,8.606547,0.120915525,1.3869253,1.6648262,0.16410413,-0.24088493,3.787981,3.7647176,0.40603212,-0.7446667,2.3626952
t17,16.109179,-0.94873416,12.660812,11.632972,25.343359,0.06403731,-0.47099742,1.1101354,0.12084665,0.002154636,6.470847,0.08068995,4.784918,0.45024285,-1.3485622,0.10092993,-1.0100796,-0.30590203,5.5281324,26.409004,25.245365,-0.21419322
t18,-0.055732246,10.038135,0.12114214,-0.072386876,-0.0051436382,3.760543,-0.24235362,-0.9505635,2.0681078,0.07679728,2.2974477,9.530098,0.19606896,0.7404347,0.33513188,0.04211991,-0.13728072,5.428637,4.1805468,0.4680266,-0.5593455,3.5441809
t19,1.9911596,1.5955211,0.011576007,-0.17191267,4.475873,0.10439679,-0.047139805,5.206146,5.3671517,0.07459728,5.5575256,0.40282702,0.035757214,0.20161639,4.6630926,0.041160192,-0.16990973,4.6336875,3.4954662,0.40986034,-0.06246699,-0.24859464
t20,-0.047241494,9.852662,0.118113995,-0.06877964,-0.004099596,3.7883086,-0.23995587,-0.9185576,2.1234207,0.075384386,2.297815,9.413127,0.1967994,0.72886,0.33597675,0.04136995,-0.12461001,5.336771,4.086469,0.46332687,-0.5541545,3.4628701
t21,-0.09089268,8.448857,0.10791512,-0.09342585,-0.0039570243,3.216093,-0.2061603,-0.8233334,1.6615438,0.07076374,2.6992512,8.943067,0.19555964,0.6181627,0.6674646,0.022241343,-0.119258545,5.1489077,4.0947785,0.40711486,-0.4698303,3.5666769
t22,-0.046671275,12.4528475,0.14868103,-0.05164143,-0.007089629,4.8267198,-0.30780804,-1.1697342,2.753032,0.08910107,2.1858482,11.203724,0.22470061,0.9246264,-0.048571363,0.048494384,-0.14908649,6.347632,4.473156,0.5705123,-0.669347,3.9026918
t23,2.1136901,9.691164,0.09532981,1.6691607,0.64909816,6.770882,-0.26379395,-0.484953,2.0625956,0.043979965,-0.028721914,7.4388514,0.1372769,1.0549425,2.4476418,0.12531748,-0.16856568,2.5949237,4.089872,0.52316797,-0.6704469,1.7752315
t24,11.901722,-0.8256215,0.0010865009,7.083938,24.835625,0.15587766,-0.2548529,12.2136965,0.10608061,0.074482076,2.4197521,0.15163161,16.714628,0.6625429,-1.0297472,0.07332245,-0.8832477,-0.7280037,3.2354684,16.06235,20.39517,-0.09774012
t25,12.193592,-0.8434042,0.08554365,6.852431,25.406599,0.15749507,-0.25019616,12.538132,0.10528417,0.07634765,2.6474943,0.15429187,16.76449,0.65688366,-1.0013126,0.07471035,-0.88365436,-0.7351119,3.2668028,16.144482,21.046515,-0.08428917
t26,-0.21751185,10.710243,0.0312861,-0.00732514,3.2657554,3.164215,-0.23444949,0.7103196,5.182455,0.102043346,0.64202595,3.8480551,0.2791277,0.99268067,2.4684124,0.13309675,-0.2808457,4.892596,1.5087918,0.3679701,-0.50020313,-0.067127384
t27,1.9617133,10.298363,0.10092773,2.0285761,0.68878204,6.967643,-0.2722552,-0.5617715,2.3314319,0.045779042,-0.031306993,7.6668267,0.13885653,1.1232811,2.2826521,0.13605323,-0.1775024,2.7675376,3.9487557,0.5113921,-0.69142646,1.7511327
t28,-0.060759414,12.620966,0.15507178,-0.057823114,-0.008424769,4.893188,-0.3110617,-1.1549625,2.7611182,0.09137291,2.3145492,11.5538845,0.2321267,0.91973907,-0.039292846,0.039197,-0.14901213,6.598239,4.540958,0.6232928,-0.67401254,4.011904
