,models,stat,p value,hochberg_adjusted_p_value
0,phylopars_linear_PEM,-10.596120965625467,2.7773658041760906e-23,1.2498146118792408e-21
1,phylopars_xgb_umap,-9.08843209433099,4.75515537948924e-18,2.0922683669752656e-16
2,phylopars_linear_umap,-7.7339198044492985,8.596516407059011e-14,3.696502055035375e-12
3,phylopars_linear_autoencoded,-7.6528827793271015,1.4926138909111412e-13,6.268978341826793e-12
5,linear_PEM_xgb_PEM,6.731859204853802,5.847925047117737e-11,2.339170018847095e-09
4,phylopars_xgb_autoencoded,-6.735774015910343,5.70827280905693e-11,2.3403918517133415e-09
6,phylnn_fill_means_linear_autoencoded,-6.66901161970535,8.607693212840183e-11,3.3570003530076713e-09
7,phylnn_fill_means_linear_umap,-6.296184644685417,8.05348596796032e-10,3.0603246678249217e-08
8,phylnn_fill_means_xgb_umap,-6.200760424730512,1.4047283180243012e-09,5.1974947766899144e-08
9,phylopars_linear_eigenvecs,-6.037838273812161,3.5763680000614987e-09,1.2874924800221394e-07
10,phylnn_fill_means_linear_PEM,-5.965587770103013,5.3791018411504e-09,1.88268564440264e-07
11,linear_umap_xgb_PEM,5.793579985638842,1.3994242780078906e-08,4.758042545226828e-07
12,linear_autoencoded_xgb_PEM,5.576034320087783,4.542241260865068e-08,1.4989396160854725e-06
13,linear_autoencoded_xgb_eigenvecs,5.29478670431989,1.972410685364598e-07,6.311714193166713e-06
14,phylopars_xgb_PEM,-5.269073030322283,2.2489208613532484e-07,6.97165467019507e-06
15,linear_umap_xgb_eigenvecs,5.25917742786428,2.3650551303602465e-07,7.09516539108074e-06
16,phylopars_xgb_eigenvecs,-5.089897177252957,5.530258948636063e-07,1.6037750951044582e-05
17,phylnn_fill_means_linear_eigenvecs,-5.00842835089641,8.256306859624855e-07,2.3117659206949592e-05
18,linear_umap_xgb_autoencoded,4.8300008308948765,1.9495629085748864e-06,5.263819853152193e-05
19,xgb_PEM_xgb_umap,-4.80273518152125,2.218110091628385e-06,5.767086238233801e-05
20,linear_autoencoded_xgb_autoencoded,4.634098076806474,4.862215582373035e-06,0.00012155538955932588
21,linear_PEM_xgb_eigenvecs,4.569648456005193,6.523103237996789e-06,0.00015655447771192294
22,linear_eigenvecs_xgb_PEM,4.542655495145849,7.370000313004652e-06,0.000169510007199107
23,linear_eigenvecs_xgb_eigenvecs,4.423690808311847,1.2532130811140126e-05,0.0002757068778450828
24,linear_autoencoded_xgb_umap,3.8442166165857903,0.00014069716741484903,0.0029546405157118297
25,linear_umap_xgb_umap,3.8041976778719793,0.00016455435145879474,0.0032910870291758946
26,linear_eigenvecs_xgb_autoencoded,3.753639004323498,0.0002001744257588498,0.003803314089418146
27,phylnn_fill_means_xgb_autoencoded,-3.5949925226504624,0.00036503270469463034,0.006570588684503346
28,linear_PEM_xgb_autoencoded,3.5349511757353618,0.0004556775192721416,0.007746517827626407
29,xgb_eigenvecs_xgb_umap,-3.3874977605398326,0.000775449856275155,0.01240719770040248
30,linear_eigenvecs_xgb_umap,3.0128572524151984,0.002752949945186817,0.04129424917780226
31,phylopars_phylnn_fill_means,-2.9341729535735803,0.0035375295594899077,0.04952541383285871
32,linear_PEM_linear_umap,-2.779816899666356,0.005696344869962474,0.07405248330951217
34,xgb_PEM_xgb_autoencoded,-2.5327493938230283,0.011699552302591568,0.12869507532850724
35,linear_PEM_linear_autoencoded,-2.484655847187586,0.013376824783880824,0.13376824783880825
33,xgb_umap_xgb_autoencoded,2.538878540373154,0.011499842719835321,0.13799811263802386
36,linear_eigenvecs_linear_PEM,2.187230748025464,0.029305511989621624,0.26374960790659463
37,phylnn_fill_means_xgb_eigenvecs,-2.1139800678852065,0.03513689690328477,0.28109517522627814
38,linear_PEM_xgb_umap,1.639145125741502,0.10197123483334877,0.7137986438334414
39,phylnn_fill_means_xgb_PEM,-1.5106358029746392,0.13167278882514408,0.7900367329508644
40,xgb_eigenvecs_xgb_autoencoded,-1.3773018209372876,0.1691910811119587,0.8459554055597935
44,linear_eigenvecs_linear_umap,-0.043159036916601654,0.9655963481156424,0.9655963481156424
41,xgb_eigenvecs_xgb_PEM,0.9611046903957219,0.33708159674370897,1.3483263869748359
43,linear_eigenvecs_linear_autoencoded,0.16012059646990798,0.872867106227099,1.745734212454198
42,linear_umap_linear_autoencoded,0.21808640646930844,0.8274732812127865,2.4824198436383593
