"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94"
"t1",-0.055854842178626,0.00688795650605223,-0.0741287769833534,0.011635736590363,-0.0137375249040102,0.234254959794315,-0.332298811071297,0.0105303802237927,-0.0907694365604106,0.0259798913365276,-0.00223411696399039,0.60281749107894,-0.189420304445714,0.043838853893099,-0.0958669682243826,0.000537559993654326,-0.00440051010346106,0.00643216562016136,-0.0112728874304386,0.0489221633795505,-0.0476904981679116,7.98858756658785e-05,-0.00381048182550661,0.0377678840183169,-0.0195552355026098,1.29820323050221e-05,-0.000415969186856389,-1.49314781986398e-05,0.00100080950239555,-2.14847784329035e-17,-0.00305565445667485,-0.000158852942017704,0.00529235020264867,-0.00274314398159109,0.00126528635696216,-4.28470768628282e-15,-0.015938379186421,0.0124756801756997,-0.58008047790836,0.228358587492167,-0.00061840025961185,-0.000432893741808273,-1.43263879020148e-16,-8.69959226472444e-17,-6.12139870661366e-05,1.24605282322266e-05,0.000124562204298317,6.25589052518532e-06,-4.84646648826727e-05,-2.89702903259477e-06,8.83809606419285e-18,1.71426623612613e-05,1.25041591031146e-05,1.57170839933822e-16,1.60419058297202e-16,2.13954952544649e-17,5.06436127193017e-17,-1.7026763992504e-17,-4.30210277891288e-05,-1.55655882504457e-05,-1.03073718796292e-16,-6.49055571363478e-17,-0.000133979778755185,3.96354294463281e-07,-4.71917019725427e-17,9.69228946640125e-18,1.10479790931523e-16,3.98714423185544e-17,7.53844866553434e-06,-2.60390274609041e-06,-2.12034376276847e-05,3.92745814939794e-17,3.02519213822972e-05,5.46739737207599e-07,-1.80162183067704e-17,-4.15126190063358e-05,6.35209391185169e-06,8.95903234367944e-17,1.17301920852636e-16,2.89536585809115e-17,-7.31671124383265e-17,5.5384981991172e-17,-1.35266384935849e-05,-6.21406739489762e-17,2.20290909009873e-17,1.37231513395419e-16,-6.96802216740075e-17,5.4701644502083e-18,2.40179811653376e-16,1.15871686698532e-06,-7.56057325037277e-17,5.18032816114609e-17,-4.48853426183533e-17,-1.24037126477373e-16
"t11",-0.0565278500511235,0.00706339905736766,-0.080268710898097,0.0127944691698395,-0.0162114993844531,0.280068917548871,-0.410261506309002,0.015003711908164,-0.167756784806162,0.0616003332446696,-0.0115421988512519,-0.441554867625232,-0.0418308321842176,0.0132024503191311,-0.0309304483176995,0.000221983159140014,-0.00192949048114146,0.00321929752139697,-0.00588739315240859,0.0260551341811951,-0.0255759665596926,4.32569727196966e-05,-0.00208147264521464,0.0205780470541259,-0.010651539466007,6.93951308045003e-06,-0.000220591431582607,-7.56969482195644e-06,0.000506196029485041,-4.18097727536368e-16,-0.00145579612411963,-7.3477112305316e-05,0.00210087991328817,-0.000999379291994415,0.000383347872306304,-0.707106781186548,-0.00307152400837743,0.00146845766653386,-0.0223487325689682,-0.00406030271274477,5.46495217078346e-05,3.8352642304124e-05,2.64518024645693e-16,1.36054609935454e-15,5.51158843506701e-05,-2.09100376074396e-05,-0.000250776197958517,-1.93361966078619e-05,0.000362477329883593,3.05874217928288e-05,5.6514323146396e-17,0.000197913310559632,9.34817235340817e-05,1.72632584468329e-17,-1.47709491582621e-17,-3.10291431938775e-16,-1.19345893989696e-16,5.75615627082512e-17,-0.000106069838505684,-3.82796307362768e-05,-2.03851759922204e-16,2.44866414979434e-17,-0.000278869855707255,8.10129714688795e-07,1.82673681445621e-16,-1.21660175852614e-16,-4.67830110375288e-17,-3.1057982957175e-17,1.37905852830588e-05,-4.35597266341107e-06,-3.404298289928e-05,5.40229766691788e-18,4.80881950980004e-05,8.68729689527739e-07,1.1957448544308e-16,-6.23848477879793e-05,9.48167289876377e-06,-2.09514577302596e-17,-2.17024543812015e-16,2.90249932220487e-16,-1.17766137937907e-16,1.40459957077185e-17,-1.96449883467855e-05,3.18973206717631e-16,2.46514107052675e-16,2.64576640858054e-16,1.42716466445925e-16,-6.65577112529453e-17,1.20348961641113e-16,1.5891538739006e-06,-6.75029114045456e-17,1.18635103786863e-16,-7.88689502829269e-19,2.35503626420297e-16
"t12",-0.0565278500511236,0.00706339905736778,-0.0802687108980971,0.0127944691698393,-0.0162114993844534,0.280068917548872,-0.410261506309002,0.015003711908164,-0.167756784806162,0.0616003332446697,-0.0115421988512518,-0.441554867625232,-0.0418308321842175,0.013202450319131,-0.0309304483176992,0.00022198315914006,-0.00192949048114126,0.00321929752139716,-0.00588739315240898,0.0260551341811953,-0.025575966559693,4.3256972719441e-05,-0.00208147264521503,0.0205780470541254,-0.0106515394660063,6.93951308042657e-06,-0.00022059143158255,-7.5696948219634e-06,0.000506196029485156,-9.07207871575783e-17,-0.001455796124121,-7.34771123070976e-05,0.0021008799132882,-0.000999379291995601,0.000383347872300396,0.707106781186547,-0.00307152400838881,0.00146845766653686,-0.0223487325689776,-0.00406030271274249,5.46495217043153e-05,3.8352642303599e-05,-3.39763228533337e-16,-1.30096019822764e-15,5.51158843498601e-05,-2.09100376054489e-05,-0.000250776197958712,-1.93361966070245e-05,0.000362477329884249,3.05874217945851e-05,-1.57104558105489e-16,0.000197913310559825,9.34817235339992e-05,5.33160859070175e-17,3.62555776704909e-17,3.04289925915876e-16,1.6522885147211e-16,-1.23050765019528e-16,-0.000106069838505551,-3.82796307368291e-05,1.26048599775661e-16,-4.50981727511126e-17,-0.000278869855707459,8.10129713789086e-07,-2.89749255046257e-16,1.59710641996455e-16,7.19880025966309e-17,8.03568618123e-17,1.37905852832273e-05,-4.3559726633918e-06,-3.40429828996456e-05,-4.51993530031314e-18,4.80881950974932e-05,8.6872968910968e-07,-3.87947516873096e-17,-6.23848477882687e-05,9.48167289794603e-06,8.57374396101434e-17,7.12485098622957e-17,-2.30890558495827e-16,2.26700277662084e-16,5.65941769056364e-17,-1.96449883469534e-05,-3.43255954699513e-16,-1.45512271326809e-16,-8.05505992381814e-17,-1.3738447116409e-16,2.61008193637474e-17,-2.77617893970865e-17,1.58915387396446e-06,-3.37565345834579e-17,-1.54357858000441e-17,-5.62621292391215e-17,-2.89496800407805e-16
"t3",-0.0215483353581285,0.00401582426605407,-0.0598292849632616,0.00806981223817431,-0.00449415458130076,0.0596161307776015,-0.0720680972730064,-0.00174294511985769,0.0134840651583287,-0.00879666383206824,0.00671141794940201,0.0494097095680941,0.155757615706124,-0.00702831758632997,0.048767426497819,-0.00367475048333985,0.00648079635067778,-0.042585673730918,0.104291701551693,-0.617074391776534,0.71791188487605,-0.0419190866553327,-0.0441234966558251,0.167737884294884,-0.0676223399591138,0.000187143411726593,-0.00487328311535636,-0.000106824301734199,0.00705186317213675,6.59510159193088e-16,-0.0161711686533984,-0.000261432535912872,0.00660987176012283,-0.00784454194195279,0.00107614107188829,-9.96712751661263e-17,-0.00777562897293101,0.00332579507483066,-0.0263545995768628,-0.0243427043543654,0.00101142411274658,0.000112321004012939,4.22151577010702e-18,5.76979926908323e-17,0.0001404433524992,-0.000134311541612176,-0.00158922640620624,-0.000119434169369407,0.000858684636926517,7.21519660090149e-05,-1.44776933911462e-17,0.00113321454342184,0.000529403321536214,1.77823128715692e-17,-4.69448500415467e-17,-2.61100151286756e-17,2.75744960810507e-17,1.39186553509962e-17,-0.000554998972581342,-0.000200219405967704,-8.16073241180976e-17,5.43224269969236e-17,-0.000595364686012626,4.10816950231984e-06,-4.99009584940954e-17,-1.82929746577851e-18,3.37455019697387e-17,3.5927765899206e-17,6.81035850323055e-05,-2.09600512951047e-05,-0.00016152950747114,1.88800025647978e-17,9.77441422506221e-05,4.10886700490585e-06,4.67750179728149e-17,-0.000124879460410586,4.37059561412878e-05,-5.2976036357676e-17,2.12901722390946e-16,-1.34628492796034e-18,1.01789128583584e-16,9.87759190663151e-17,-3.89065674405879e-05,1.75344533912969e-17,4.79496865037083e-17,1.19471090011549e-16,1.3434183880458e-16,-7.36057536582656e-18,1.97603485812316e-17,3.08229499548583e-06,1.20032506836376e-17,-2.6626375921715e-18,-8.57309674421018e-17,-8.97468913835356e-17
"t22",0.0914890447332602,-0.00307811604306196,0.00832326117441962,-0.189861989965718,0.0283725656078064,-0.000365195988839495,0.00183258677970506,0.0072671893450214,-0.000156227673321782,6.35139532947672e-05,-2.35404852726563e-05,0.000747980985307317,0.0127604521583098,0.00603321120752789,-0.00629287232268653,-0.0235153135153848,9.25423762715641e-05,-0.0907604294099131,0.344106921779495,0.0631260971579955,-0.0127307480050342,0.000681341284568779,-0.0328274038911393,0.0102729122439338,0.018233474191228,0.000190709928274098,-0.000568346272497557,-2.0392281513952e-05,0.00539669108359136,-8.25948688663883e-16,-0.00818174806394393,-4.17568462138723e-07,-0.000190901524703208,0.0746621618329241,4.40242215430885e-05,-2.03591072694543e-15,9.32169966458979e-06,-0.000126360716088838,0.0031806420426852,0.00709009981555167,-0.896837936865556,0.0158079667516517,1.71039137993032e-16,4.14456954551417e-16,1.80893247033305e-05,-0.000520446868407816,-0.00594726115837241,-0.000419964677913118,8.48582916072615e-05,7.08921665460595e-06,-1.28231428199694e-16,0.00341637277329403,0.00156770533058423,2.9852670377407e-16,-1.03828668706962e-16,-2.55050960687149e-16,2.40460861093025e-16,-1.20488034546249e-16,-0.0255757580184776,0.00129932011600616,-2.54229590743851e-17,1.43584331284573e-16,-4.9457453464391e-05,9.91727878744902e-06,-2.03644560270311e-16,8.03743422579554e-17,4.52950018702637e-16,1.64300287912538e-16,0.00270147628761453,-0.000772602899968396,-0.000372793626781901,1.07071308028972e-16,8.2934856532786e-06,0.00014468867485038,-1.35714471943665e-18,-1.06497759009111e-05,9.87013246309318e-05,1.02065640650492e-16,5.28377195849039e-16,1.21709939098457e-16,2.17818230023264e-16,1.02357346832742e-16,-3.32896589748501e-06,3.92028709478608e-17,4.09369733059078e-17,-1.57549228148632e-16,-2.62870507523879e-16,-1.50530102846348e-16,-2.22617090725033e-16,2.65873870262072e-07,-3.01648378922065e-16,6.14362386000146e-17,3.27215166371331e-17,-1.24230349021322e-16
"t75",0.093177139507129,-0.00318131305288566,0.0089272628351581,-0.205081367435096,0.0313788509586783,-0.000405223696208989,0.00204810313445331,0.00830035278394945,-0.000182057915061987,7.47634843364939e-05,-2.8079656644889e-05,0.00092016298348907,0.0164218767020148,0.00787395345739904,-0.008252805242636,-0.0317730644660098,0.000126700706438925,-0.131303392398929,0.517935821035899,0.0979662832388312,-0.020058197387575,0.00110497282823789,-0.0637447688310124,0.0205745308626589,0.036638012434721,0.000447871851520166,-0.00141306659702366,-7.01221671306725e-05,0.0188942388044705,3.91483968602941e-16,-0.050746165961684,-4.0117740912097e-06,0.00114069789238818,-0.242631253963046,-7.49712268167843e-05,4.56208953203145e-16,-8.03598242237087e-06,7.80827563702851e-05,-0.00145768402564378,-0.0026798119714187,0.270044338658561,-0.00475655184319178,-1.01418322576431e-16,-5.32804046785985e-16,1.02986405138526e-07,-4.20268710463525e-05,-0.000586207575214151,-5.59002897953016e-05,1.50240472982436e-05,1.3257504522123e-06,4.92722628310914e-17,0.00081450127674292,0.000397165305450094,-3.77296081827952e-16,-2.3155349280595e-16,3.23028442268576e-17,-8.79781128541935e-18,-1.79660235994584e-16,-0.00910948306952202,0.000463383374072495,3.8627094047112e-16,2.86243877178256e-16,-1.93342227460099e-05,3.91979011176723e-06,-2.75971437032105e-16,-4.73141925967855e-16,7.43078843652035e-16,-2.55147092754199e-16,0.00114743383208909,-0.000350136447893481,-0.000174458114350565,-1.28607570897582e-15,3.91248887568037e-06,6.82806592279706e-05,-9.49151345278377e-16,-5.26654678831983e-06,4.90984320986278e-05,5.76942982999636e-15,0.707106781186547,-1.33675244758361e-15,2.9255674062893e-15,-2.32083331140961e-15,-1.69700893980962e-06,4.13919951585689e-16,4.2065851025008e-16,2.23882804264467e-17,-5.21635791981075e-16,-2.21668538481867e-16,-3.58370534948152e-16,1.43077113388923e-07,4.99729438436765e-16,2.75281659627208e-16,2.63949028093577e-16,-3.57408149186418e-17
"t76",0.0931771395071289,-0.00318131305288565,0.00892726283515807,-0.205081367435097,0.0313788509586783,-0.000405223696208989,0.00204810313445333,0.00830035278394958,-0.00018205791506215,7.47634843364792e-05,-2.80796566449028e-05,0.000920162983488959,0.0164218767020151,0.00787395345739907,-0.00825280524263611,-0.0317730644660098,0.000126700706438984,-0.13130339239893,0.517935821035899,0.097966283238831,-0.0200581973875748,0.00110497282823791,-0.0637447688310124,0.020574530862659,0.0366380124347211,0.00044787185152011,-0.00141306659702353,-7.01221671312236e-05,0.0188942388044703,1.07685416294122e-16,-0.0507461659616839,-4.01177409132625e-06,0.00114069789238817,-0.242631253963046,-7.49712268168876e-05,6.0363870868423e-16,-8.03598242271695e-06,7.80827563699167e-05,-0.00145768402564432,-0.00267981197141803,0.270044338658559,-0.00475655184319138,-1.17162856209259e-16,1.43714096653691e-16,1.02986404991305e-07,-4.202687104558e-05,-0.000586207575214459,-5.59002897953332e-05,1.50240472983388e-05,1.32575045224057e-06,-2.23010664767955e-17,0.000814501276743188,0.000397165305449721,1.27734699007114e-16,2.61177712026176e-16,2.68965838006521e-16,-3.90381166459296e-18,6.07023225301526e-17,-0.00910948306952188,0.000463383374072822,-5.95612803621871e-16,-3.51988947444525e-16,-1.93342227464898e-05,3.9197901111916e-06,2.97160585389106e-16,1.33448962962372e-16,-8.11371212240733e-16,4.22119584103908e-16,0.00114743383208899,-0.000350136447893433,-0.000174458114348509,6.78013658132439e-16,3.91248887719628e-06,6.82806592287886e-05,9.92890873891386e-16,-5.26654680066418e-06,4.90984321043468e-05,-5.97781603459157e-15,-0.707106781186548,1.46120506873391e-15,-3.19544865429756e-15,2.46954158590341e-15,-1.69700893491726e-06,-4.01018459129048e-16,-3.21205164852819e-16,1.62544910912251e-16,8.50318772952884e-16,1.78825558063577e-16,9.31368013334612e-17,1.43077114079681e-07,-5.51940301998049e-16,-2.95114577441211e-16,-3.64688545631175e-16,-3.38132532245304e-16
"t51",0.0999390625842432,-0.00364397571126595,0.0127160835554487,-0.308027141076721,0.0586513227072798,-0.000786015235403004,0.00433896441666404,0.0250918596105939,-0.000974649416900147,0.000683580285584118,-0.0174704818207771,-0.00332358624665854,-0.0214763968859168,-0.00838440331236147,0.00823324049100241,0.0222780220930335,-7.74999708249204e-05,0.04899781940058,-0.141818766294986,-0.0214120784154763,0.00393173438094058,-0.000176319403334334,0.00235394739842593,-0.000523002206708423,-0.000890015157530816,6.51112280114526e-06,-3.36115567700851e-05,-3.72988094116851e-06,0.00102294918612226,5.17567278785331e-17,-0.0035525076048533,-2.97210577426929e-07,9.09739225413674e-05,-0.0189561955007893,-5.35494457489611e-06,-1.65614506346345e-16,-4.35708328801881e-07,3.24248945453125e-06,-4.15815707451098e-05,-5.33249435859945e-05,0.00273872399738883,-4.81033506482787e-05,-1.26458841798058e-16,3.38470542296003e-16,-1.66408757164196e-07,1.48214829691801e-05,0.000213172716129815,2.31016861549824e-05,-7.96927510048547e-06,-7.52918961129825e-07,-1.11859014499939e-16,-0.000712711972852061,-0.000407180982966234,9.47644103370816e-17,5.10970472082198e-18,-7.69399883909235e-17,9.1320716742488e-17,8.96314237697031e-16,0.843759388699347,-0.0637396208737729,6.56541960881435e-16,8.58628812329615e-16,-8.35970749493976e-05,1.52825281423433e-05,-7.08843654152925e-16,5.42664002149674e-16,-1.01761259344245e-15,-1.14845593605483e-15,0.372005550086538,-0.0339501832579969,-0.000227725244527313,-4.2157537369331e-16,5.08043141069462e-06,0.00438348153150492,-1.06154024239337e-16,-5.99156733392049e-06,5.50921870446813e-05,1.57285342612637e-16,9.62725000757309e-18,2.02810999780214e-16,-7.27665482482122e-17,1.17495274938613e-16,-1.80247609886777e-06,-3.30015915634732e-17,3.07166682293076e-17,2.43974983490176e-16,-3.82314183894784e-16,-1.95029457183338e-16,5.97236411714374e-16,1.36505599291737e-07,-1.28962397028695e-16,4.37353576430745e-17,1.50313385664521e-16,-2.81072419368008e-16
"t70",0.100719314747052,-0.00369499873327557,0.0130889498651858,-0.317941462248163,0.0610943879342254,-0.000819783319891756,0.00453768330939433,0.0264541409321271,-0.00103508207510444,0.000728574137651997,-0.0187074161481808,-0.00359673959076686,-0.0235877874710813,-0.00924969669516725,0.00909676884449911,0.0248413254516322,-8.67596240144038e-05,0.0557309926266455,-0.163062359760417,-0.024818003652318,0.00457481163111911,-0.000206643335316028,0.00287159269378718,-0.000641925036262037,-0.00109308737322042,8.22192360325116e-06,-4.28284767946862e-05,-4.95720761987332e-06,0.00136219327967969,-6.72563378754595e-17,-0.00495339277179327,-4.23122593895585e-07,0.000142585986356344,-0.0311755245520699,-9.66494883867554e-06,-5.79586342128045e-17,-9.42049619527541e-07,8.03953021528969e-06,-0.000121197042416202,-0.000176843505215019,0.0109185243775316,-0.000191895610382261,3.36554630858821e-16,-7.04095375666381e-17,6.84507148469469e-07,-2.4619524990402e-05,-0.000291339390026058,-2.15038666703765e-05,4.31286500109351e-06,3.54186562371356e-07,-1.16677168702134e-16,0.000125620205498185,4.41881323068217e-05,-5.15883146150821e-17,-3.69241197745079e-16,-8.85131120412219e-17,6.54645586658129e-17,1.80517584739998e-16,0.165526367396637,-0.0125447605333375,-3.68347837136311e-17,4.06404426611217e-16,-1.62240015799038e-05,2.73837847552802e-06,1.18076173480872e-15,-5.87399293908371e-16,-2.41119744846039e-15,1.957212495606e-15,-0.819512896555052,-0.375534527190517,-0.000143619477350989,-6.27945529707145e-16,3.46120691318262e-06,0.015935762301639,3.46094931306866e-16,-3.87754325332411e-06,3.57536929887932e-05,-5.42738916296944e-17,3.94554123692614e-17,-2.6040058290953e-16,3.21223459475075e-16,-1.1861383306464e-16,-1.18539969821581e-06,2.72113863152805e-16,3.2942568365046e-17,2.34521322779036e-16,-2.28257796327307e-16,-2.91998982355677e-16,-4.99011577844832e-17,9.30857915988614e-08,1.02640509702665e-17,1.70140677594811e-16,-6.8145220808246e-17,1.1521557210124e-16
"t64",0.101274276646593,-0.00373125709626089,0.0133533593002432,-0.324969283241197,0.0628240273204858,-0.00084368641605842,0.00467829778869863,0.0274170766867308,-0.00107775923819985,0.000760334077827281,-0.0195800244716989,-0.0037891880837809,-0.0250727362976961,-0.00985794638472531,0.00970367117301357,0.0266409772551377,-9.3257785991941e-05,0.0604479236921014,-0.177927502439921,-0.0271993043387651,0.00502425007332818,-0.000227820902137941,0.00323171926068948,-0.000724613813580521,-0.0012342783210639,9.40850991864412e-06,-4.92163321410789e-05,-5.80495854388322e-06,0.00159648455223222,1.87970829582851e-16,-0.00591764954117065,-5.09667611461439e-07,0.000177853570293818,-0.0395037551039003,-1.25895512697993e-05,-1.02468802502767e-16,-1.28327656651051e-06,1.125907359684e-05,-0.000174422274016706,-0.000259207554804436,0.016356634459952,-0.000287490976161382,-1.26998817659482e-17,2.44568715579273e-17,1.23728804125487e-06,-4.99339239803051e-05,-0.00061395311875873,-4.97857300794726e-05,1.19893802019005e-05,1.04337419215685e-06,-5.40822357734374e-17,0.000633207626570125,0.000314409348853073,4.45472946360259e-17,3.84339263131514e-16,2.99597644106389e-17,9.7337122296341e-17,-2.09451225739406e-16,-0.159516238632713,0.0119263606189557,-3.52367225362168e-16,7.84240028754383e-17,4.75885176422046e-06,-6.5695464445402e-07,-3.5731016404934e-16,8.40287168682634e-17,1.77109305156777e-15,7.83507707220414e-16,-0.014130962898602,0.365227897598628,-4.15341572215176e-05,-1.32561308944805e-14,-1.3339667370045e-05,-0.818311869385213,1.52708092800456e-16,-2.07932952466525e-06,1.92992199183098e-05,5.9966884337451e-16,-4.09122920318119e-16,-1.68435213605972e-16,7.29253755222859e-16,3.41329104697714e-16,-6.65840366436088e-07,1.22154659290552e-16,-1.65806327911993e-16,-5.98571458358836e-17,-1.0370917483045e-16,3.59617335624589e-16,-7.63688722097087e-17,5.78094727959087e-08,-9.33521684869882e-17,4.19846044450678e-18,1.90555219638504e-16,-1.60857884792541e-16
