accepted_species,estimate
t53,0.62942123
t58,0.7586083
t57,0.67320955
t54,0.8121919
t71,0.6997727
t246,-0.08527568
t247,-0.08527568
t138,0.07334115
t182,-0.022892961
t183,-0.21730047
t233,-0.17776404
t195,-0.2046369
t282,-0.20254214
t256,-0.25026515
t227,-0.20237768
t207,-0.2046369
t133,0.030255241
t146,-0.24368195
t320,-0.26539716
t222,-0.2664496
t225,-0.317825
t235,-0.21951666
t314,-0.21951666
t293,-0.2660332
t275,-0.2494293
t202,-0.30764523
t298,0.39426216
t153,-0.2195407
t111,0.011443263
t117,0.1723528
t107,0.32784683
t82,0.4410898
