,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,5.128067,4.9689937,-0.0026468325,3.7466226,1.8611627,6.3177924,6.951806,-0.277523,0.93467027,6.9912586,-0.13390599,9.048426,-0.59375983,-0.09173136,3.180464,-0.049182076,-0.090254314,0.19033252,0.25479,0.30247974,4.439548,-0.37660572,-0.15990585,-0.008955496,0.15930003,1.2645459,-0.14624485,0.10356331,0.67970866,1.0309544,6.9305215,9.975903
t2,3.8088384,1.9847472,-0.10187311,3.1242418,0.57062346,6.385208,7.325512,-0.3075396,0.7618373,3.2593918,-0.40555477,7.099843,-0.79948604,-0.03984109,4.4183316,-0.015148407,-0.19064501,0.1582163,0.18145525,0.26910275,6.056808,-0.24257924,-0.3120835,-0.013161141,0.17440648,-0.20414734,-0.0929024,-0.013839217,-0.3900473,-0.00075240084,5.5299606,8.119881
t6,4.2651954,3.1380625,-0.063064255,3.414525,1.0486964,6.4724817,7.238013,-0.29643586,1.014617,4.62266,-0.32276297,7.791966,-0.72735447,-0.059969038,3.9696367,-0.026592562,-0.15071797,0.17233557,0.20365706,0.28133768,5.6463723,-0.29635867,-0.2644728,-0.010643847,0.16138732,0.02518158,-0.110740535,-0.0073095663,-0.15587573,0.0823794,5.979159,8.709842
t7,4.2237706,3.0342717,-0.06628657,3.3868418,1.0035108,6.4743137,7.24921,-0.29692706,1.0044674,4.504843,-0.33050776,7.7294636,-0.7336765,-0.05813016,4.0135555,-0.02549758,-0.15314554,0.17120625,0.2012682,0.280289,5.691295,-0.29209903,-0.26787242,-0.01078477,0.16210781,-0.010417277,-0.109058574,-0.008168689,-0.17675479,0.029714506,5.93511,8.6548395
t9,1.3414079,0.10794906,-0.122937076,1.1684107,-0.0047587776,4.2389655,8.200844,-0.356506,-0.25582924,-0.25959957,-0.68584585,5.677094,-1.0285411,1.3367552,4.2068834,2.1355734,-0.73677015,0.11054069,0.11462338,0.28865725,6.5359054,-0.016971502,-0.21481574,-0.022560934,0.2922809,-1.0217923,-0.010280112,-0.03373392,-1.0846125,-0.003500218,4.6578894,5.64429
t16,-0.20624365,0.21786235,2.4871757,-1.0269035,2.2461083,0.4819918,12.898955,-0.5816242,-1.8440095,-1.660849,-0.67343813,6.9190216,-1.5844356,10.105868,7.5079656,8.706114,-2.643599,0.03735583,0.13889112,0.13438897,3.871002,8.620912,0.7699784,-0.031544667,0.70740783,-2.9370017,2.4879198,-0.20421311,-1.8872172,-0.0070135305,3.6790762,3.9497855
t17,-0.14391889,0.15656924,1.5415331,-0.7633791,1.7604443,0.67118794,9.886718,-0.4745669,-1.5365149,-1.2567135,-0.59873325,5.854636,-1.3411682,7.5576005,5.803251,6.250247,-2.1374586,0.044818897,0.10723925,0.10108004,3.8338299,6.499751,0.8521304,-0.030911103,0.55227906,-2.35107,1.6203424,-0.14236118,-1.641141,-0.0049446076,3.1863127,3.5366817
t109,4.169526,7.4059815,-0.096224464,1.6688697,2.7869487,0.010026009,-0.057072885,-0.28940892,-1.1545445,14.070747,4.6969385,8.320711,-0.031392857,-0.06505135,-0.023663927,-0.091767624,-0.6397138,0.09883753,0.31730437,0.34956688,1.8048491,-0.12706089,4.1258297,0.09789791,0.041258223,2.5979896,-0.283447,-0.14122424,3.5025725,10.534031,17.427408,14.477119
t128,2.4929254,5.734218,-0.22564198,1.4162364,1.974565,0.3562817,-0.063104264,-0.3004975,-1.3102878,10.920998,2.9606261,6.894297,-0.104570225,-0.029305933,-0.015760522,-0.06260943,-0.8048589,0.0677499,0.30539098,0.29185194,2.8965666,-0.019706711,4.000122,-0.0014366943,0.03128568,1.020787,-0.239192,-0.16256768,2.2907004,9.949061,15.853907,13.286557
t173,8.048707,10.612651,1.0454785,2.8524888,4.1839933,0.076599166,-0.069740444,-0.4073888,-1.0637627,21.044136,8.148655,11.164556,-0.07327611,-0.11123476,-0.04356556,-0.15104005,-0.48238444,0.15280282,0.38383892,0.5507935,0.17065021,-0.18808654,5.032859,1.209434,0.07140278,4.6306624,-0.39312455,-0.08205306,6.394766,12.834654,22.353535,18.781366
