,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,7.184374,6.3498273,5.042012,7.304519,1.7388675,6.4461975,7.0498013,5.1825256,3.9241424,4.006807,5.3378224,5.243531,4.006233,5.5547214,3.7618208,4.506911,4.6658525,4.1019993,7.409227,4.8649616,4.740324,2.9169223,4.454969,2.9167414,7.425803,2.6607373,4.634864,6.288494,5.679504,1.9740696,5.4104347,5.6353774
t2,7.1129966,6.3696094,4.9891105,7.3386235,1.7416828,6.428986,7.0783076,5.1015787,3.9840705,3.9651074,5.3200574,5.2741704,4.0282454,5.5784373,3.785437,4.514915,4.7003126,4.0794077,7.364433,4.859955,4.7235227,2.9580584,4.4887776,2.970428,7.394246,2.641672,4.584264,6.259574,5.665266,2.0098994,5.418197,5.6452637
t6,7.1459985,6.3615646,4.9953113,7.316449,1.7617718,6.4403663,7.0879025,5.1214604,3.974142,3.9743483,5.328608,5.273124,4.019676,5.573531,3.7814133,4.524866,4.683156,4.073347,7.3752303,4.8899636,4.7625895,2.956632,4.477144,2.938175,7.392046,2.680261,4.6001163,6.270002,5.6628613,2.0103025,5.387689,5.650331
t7,7.135456,6.391188,5.021167,7.3381,1.7187747,6.4330854,7.023973,5.1740456,3.907278,4.0231667,5.300701,5.2222605,4.008215,5.5397205,3.7377632,4.49817,4.6873145,4.105591,7.42063,4.822776,4.6880193,2.9036446,4.4485936,2.9671147,7.448608,2.6098976,4.6291337,6.309844,5.6875124,1.9765695,5.455741,5.612893
t9,7.0437536,6.3610053,4.925029,7.3610334,1.761662,6.411342,7.147561,4.984157,4.0980906,3.8631546,5.3309417,5.3537374,4.067135,5.64332,3.8727827,4.5388317,4.742872,4.038868,7.2763476,4.869592,4.7286577,3.042581,4.560259,3.0177188,7.3150167,2.6340399,4.503908,6.1759734,5.631719,2.0679562,5.41548,5.6913943
t16,6.533849,6.420524,4.592792,7.58114,1.7323776,6.154095,7.4264827,4.4726644,4.5785046,3.4972804,5.2621455,5.6478224,4.1409144,5.802801,4.155335,4.5458117,5.057669,3.9446344,6.910158,4.7812653,4.5857034,3.3203132,4.837938,3.3240166,7.005209,2.4291089,4.097512,5.9195075,5.4726,2.2213514,5.4951406,5.824114
t17,6.7190766,6.437968,4.639925,7.5612636,1.7304685,6.2199407,7.393314,4.542983,4.5055013,3.5382571,5.2654643,5.6247487,4.1349306,5.80648,4.13303,4.5589757,4.998391,3.9393942,6.9561973,4.80216,4.611306,3.3059125,4.8044286,3.2859309,7.037266,2.4892488,4.1837583,5.9435954,5.4828963,2.2189407,5.476738,5.8219905
t109,7.5778017,6.2937403,5.0612254,7.0872645,2.014973,6.6506143,7.1764674,5.3068666,3.933655,4.069619,5.338139,5.301956,3.9955666,5.4930234,3.8159387,4.833344,4.481381,3.92498,7.5170217,5.283088,5.2237186,2.9151852,4.286787,2.58482,7.3352914,3.119297,4.776101,6.374934,5.733448,2.101726,5.0161953,5.672477
t128,7.5075293,6.2697678,5.077641,7.1249275,2.0037296,6.661,7.156413,5.2772818,3.9711215,4.0216136,5.3575964,5.2818685,4.0446863,5.524124,3.8323026,4.8123255,4.500378,3.9103909,7.479156,5.2281265,5.1728096,2.9150863,4.3289056,2.6219885,7.3583474,3.0534298,4.735854,6.330247,5.7507634,2.132873,5.071447,5.653578
t173,7.611503,6.2941184,5.0393143,7.100992,2.042612,6.672778,7.201941,5.292805,3.9514017,4.0533834,5.3313556,5.302122,4.004456,5.5140452,3.8347979,4.8590145,4.4740243,3.8894343,7.5195127,5.32034,5.261885,2.9356968,4.278473,2.5583396,7.3263607,3.1596406,4.7838306,6.3716097,5.721802,2.135264,4.980937,5.685781
