,Ev Model,Missing Type,Tree Type,Variable Type,Signal,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
0,HiSSE,mcar,ultrametric,binary,7.7159239851992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,HiSSE,phyloNa,ultrametric,binary,7.7159239851992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,HiSSE,mcar,with_extinct,binary,0.649073572061735,0.1583433605235469,0.16502611748534246,0.2601248577281722,0.24034712050693235,0.31142921147382224,0.24454768892141504,0.23974304132098942,0.2568553524794941,0.22836745009975637,0.3517691875075085,0.23641505843707655,0.21366910664316058
3,HiSSE,phyloNa,with_extinct,binary,0.649073572061735,0.1767614840134687,0.19309297157915928,0.26521233808141276,0.26068563367387065,0.22438368069459777,0.21862985017570502,0.23914955389929246,0.23605478916906342,0.2614751147766429,0.34687179941086815,0.16152381808773728,0.20827819259736102
4,HiSSE,mcar,ultrametric,binary,0.686128534541224,0.12806287983438497,0.1052856815994829,0.21565493968305022,0.22048255887077758,0.23210891812693518,0.19540382083586588,0.159909358991846,0.1779117009531191,0.20449627674266163,0.4318036999114792,0.2720221103817376,0.1524149082807455
5,HiSSE,phyloNa,ultrametric,binary,0.686128534541224,0.3846027772785963,0.3821421838911643,0.36846629439962236,0.3701696605129847,0.35668999872944573,0.3699971704273152,0.371235462811199,0.42667130915729706,0.36581144610405286,0.4310415404416707,0.33279681971626757,0.3640242460698122
6,HiSSE,mcar,with_extinct,binary,0.722942310348508,0.2210765468555692,0.2294361581587218,0.25559656844622913,0.2540674948453615,0.24741792966452436,0.2547501220379401,0.26118573524417626,0.25435842188674185,0.24358397205700733,0.2986923563566358,0.22133715632508913,0.24409097783906078
7,HiSSE,phyloNa,with_extinct,binary,0.722942310348508,0.16609575649433675,0.1550351026702378,0.2087987415361908,0.20855125118631435,0.30093482781340236,0.2058405456525129,0.20880285609775537,0.18513529842595844,0.20377592442476936,0.2638564682291667,0.1764552273757191,0.18484128267222108
8,HiSSE,mcar,ultrametric,binary,0.346172709711869,0.2152040937927358,0.27140740740740743,0.22583622780436033,0.24442518372971458,0.2356014617883262,0.2663594430859235,0.23354761724971967,0.29000660374881065,0.27332358585146277,0.3427654738702939,0.2768119212108096,0.30457470958031624
9,HiSSE,phyloNa,ultrametric,binary,0.346172709711869,0.2056246012387834,0.3111111111111111,0.17549895071006913,0.17822190248524739,0.25684639879168925,0.16486644936094166,0.17829633449441767,0.17171675517960092,0.1553060382931805,0.1658632139076572,0.17474160501860775,0.190028812267733
