,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,-0.75060785,6.762456,7.797432,4.0396323,5.913277,9.339827,4.492588,3.7900624,8.212444,4.6496572,5.0959916,6.9587197,5.4156375,6.418739,5.64591,4.270186,6.946061,3.0120099
t2,-0.70502883,6.804991,7.8409433,3.9818323,5.907471,9.30085,4.539968,3.7574244,8.257935,4.643652,5.053601,6.9505796,5.432075,6.4865475,5.683062,4.2335663,6.958138,2.991165
t3,-0.6641783,6.7100945,7.894918,4.080054,5.79976,9.329356,4.572608,3.7951536,8.308715,4.59966,5.0241623,6.9259667,5.43544,6.4890165,5.704284,4.25438,6.998986,2.9549308
t4,-0.8351797,6.7969627,7.6404033,4.0772586,5.9584985,9.346627,4.393103,3.9065228,8.122275,4.6925955,5.1803145,6.912074,5.306474,6.285223,5.5495095,4.425142,6.9234242,3.140737
t5,-0.8225869,6.647016,7.7781305,4.168922,5.7973485,9.387489,4.5469327,3.7777328,8.262117,4.6632333,5.0614805,6.957119,5.435352,6.410909,5.6034617,4.278863,7.0360494,3.0392566
t6,-0.91014826,6.6368866,7.760398,4.2073746,5.7188473,9.439041,4.5841126,3.7590516,8.308091,4.6806574,5.01465,7.020217,5.4888496,6.383177,5.5681133,4.259951,7.09113,3.090173
t7,-0.88988477,6.7445936,7.747389,4.110861,5.75936,9.362054,4.621379,3.7416868,8.333452,4.7123284,4.986284,6.9901514,5.4703226,6.440715,5.5949306,4.2600574,7.0951505,3.135363
t8,-0.9074556,6.6111894,7.660832,4.2048645,5.8012314,9.439431,4.488844,3.8842106,8.211261,4.580097,5.1438174,6.8774548,5.32108,6.377652,5.544368,4.4282746,6.9793615,3.050066
t9,9.02418,6.1690135,6.256919,4.4761457,4.289163,7.8545027,4.564008,5.6123123,6.327429,5.2706347,6.031706,7.561656,4.666563,6.6268744,5.7275066,4.6336503,8.0445795,3.9676397
t10,9.006286,6.1367517,6.2375464,4.4326396,4.309566,7.8773327,4.5145063,5.6327734,6.364969,5.2743382,5.9812665,7.600994,4.6536007,6.5989246,5.7322874,4.655393,7.999403,4.0019255
t11,-0.7729191,6.7336073,7.7173657,4.0538063,6.0013943,9.368014,4.3631597,3.865019,8.084517,4.5849295,5.2262783,6.9041085,5.312071,6.3363256,5.609321,4.376746,6.843634,3.0221052
t12,-0.80098224,6.775483,7.678587,4.0152345,6.0643682,9.34017,4.3382225,3.8795073,8.030462,4.622437,5.27787,6.87698,5.2787495,6.3258986,5.5978627,4.4037914,6.835639,3.0640223
t13,9.034641,6.1957216,6.2404575,4.4243746,4.2397594,7.814379,4.510542,5.557922,6.385871,5.2192698,5.977555,7.5193987,4.607351,6.63427,5.777763,4.6093583,8.016488,3.9731398
