,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,4.8078704,-0.0049109873,-0.17352453,7.9401245,1.8511657,7.4670043,3.6568072,2.4888368,-1.7114075,0.38045517,2.7069156,0.061029423,1.2435273,2.8106132,5.6089373,-0.08590352,5.770521,12.85809
t2,5.270393,-0.0195088,-0.13172185,8.599704,2.1087217,7.976259,4.3427114,2.544977,-1.9434961,0.72145474,3.3515446,0.052650925,1.480802,3.2885754,6.3355713,-0.09494619,6.0373178,14.552945
t3,6.223183,-0.07476845,0.21536848,9.74087,2.8421342,8.348678,6.9205995,1.5960832,-2.5141265,2.0572236,5.75144,0.0809466,2.3040226,5.178446,8.472913,-0.1106363,5.88351,19.086285
t4,5.1440663,1.8075715,-0.32858238,7.1370683,1.1767235,10.089431,0.50871533,3.4318109,-1.2030933,0.44132432,0.119229406,1.4806907,-0.066395946,1.8480148,2.8115702,-0.07221816,5.3833222,7.3269715
t5,0.7807133,3.9422975,-0.44708833,9.702016,1.9126586,10.042999,0.8328753,7.060912,-1.9706272,-0.08281465,1.3640218,0.4311351,-0.033071257,3.7707558,8.520294,-0.09284058,7.827943,13.060349
t6,0.008043783,6.0838547,-0.4918869,9.865505,1.8209089,10.41309,0.15730861,7.862117,-1.8924983,-0.1301314,0.87016577,0.39384514,-0.040690724,4.4488716,8.859199,-0.0855076,8.909663,12.206281
t7,1.1133431,2.3815107,-0.42507088,8.612442,1.7511394,10.0418415,0.98564756,6.690285,-1.8798192,-0.0819197,0.88345516,0.88317823,-0.05353329,2.8790565,8.330755,-0.079877436,6.4143825,12.215093
t8,1.8833085,2.1175535,-0.3919383,9.592594,2.0852878,10.68537,1.8845329,6.863126,-2.1864529,-0.045230966,1.6906006,0.9232238,-0.021291973,3.5977125,9.151885,-0.09716446,7.174719,14.642974
t9,6.8973274,-0.24198331,3.0728774,4.385302,2.5344074,2.2707894,10.82604,0.054328382,-1.9326363,4.7942758,9.496982,0.45024416,5.0393167,5.6905613,6.361425,-0.07589719,-0.007696349,16.521368
t10,6.9344296,-0.2323065,2.978923,3.3518775,2.242533,1.3497646,10.186784,0.059162226,-1.7153479,5.024011,9.88059,0.46080682,4.9666905,5.20889,5.007007,-0.06637908,-0.051636305,14.317899
t11,9.847816,0.64714134,-0.35473633,10.744989,1.9334317,14.052292,2.4574318,3.091398,-1.9565736,1.5347915,1.7466611,1.8743206,-0.01980634,3.5583706,3.5728073,-0.09342769,7.6486278,12.408454
t12,9.236384,1.7056278,-0.38444293,9.752827,1.5383247,14.490267,1.2913702,3.4228184,-1.6113286,1.3627673,0.6615776,2.4951205,-0.063850366,3.6860545,2.028554,-0.09210593,7.0284986,8.859841
