,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t2,-0.22855979,0.12205493,1.6796794,6.3623724,-0.3939132,0.10479607,-0.012255422,7.7618556,4.681954,1.0749661,2.3063517,3.266407,1.7810767,6.947608,-0.28742054,-0.09607678,8.65882,6.464459,4.266529,-0.042292945,-0.08266066,-0.0054222816,-0.18478166,13.406441,6.5083947,-0.10306402,-0.13834725,-0.22900948,2.2268066,0.6708309,-0.0105268005,0.7956625,-0.22319826,0.0001691917,-0.13442793,9.668148,-0.014593691,-0.030944178,0.319245,0.11310311
t5,-0.19267006,0.062194817,1.1670465,5.094232,-0.31543157,0.0367397,-0.06732238,6.059342,4.3720655,0.49067107,2.8263667,2.4792454,2.6180725,5.8383946,-0.24481785,-0.18280087,8.66588,7.7076206,1.7001864,-0.03353092,-0.06623428,-0.059181254,-0.090539925,11.878325,5.2262826,0.49927163,-0.081591114,-0.18317755,1.6156178,0.010209361,-0.009283763,1.8258833,-0.24562518,0.00045261212,-0.11584816,9.689864,-0.024369773,-0.06155255,0.27938432,-0.0025718126
t20,-0.17079994,0.16942234,-0.0051757665,4.9747725,-0.15702383,0.0144041395,-0.20862508,1.6645387,4.9225073,-0.00575628,4.516018,1.7802815,7.575936,5.541578,-0.13038865,-0.4668421,10.780272,12.496925,-0.17470494,-0.11428844,-0.06324648,-0.25280178,-0.09147394,11.726453,1.9749194,5.0497255,-0.07702357,-0.013594878,0.4661,0.05684404,-0.009335713,7.6316133,-0.20068756,0.0019635714,-0.029861178,13.419188,-0.03861455,-0.13986473,0.21235019,0.66816306
t33,-0.083533615,0.50489295,-0.03273539,2.2838886,2.183031,0.10540301,-0.23985752,-0.22701843,3.2879977,-0.012608564,4.312136,-0.004361822,10.787407,6.9418325,2.9769688,-0.35697404,4.9587975,10.22338,-0.57622373,-0.23026933,-0.034099746,-0.4712026,-0.51273006,5.3280544,-0.02255,10.465716,-0.049700774,4.230841,-0.11193107,0.066838205,-0.008904983,12.962565,6.487475,0.0017081066,2.5393088,13.5566025,-0.0063679595,-0.17205603,0.20674014,0.0337262
t34,-0.13019456,0.20109533,-0.030709337,3.8188725,0.2662893,0.021348754,-0.21930067,-0.021530934,4.0921264,-0.009054409,4.411721,0.7309705,8.827955,5.4681883,-0.012997853,-0.460389,8.633931,12.112369,-0.30669332,-0.14169304,-0.046428714,-0.3172575,-0.17008565,9.128447,0.5117545,6.455681,-0.09376968,1.4163125,-0.0077001858,0.066616274,-0.007723515,9.365546,-0.022026727,0.0019622413,0.0272079,13.099204,-0.023566132,-0.14779195,0.19926374,0.64308167
t17,-0.18134268,0.14760354,0.16819544,5.534741,-0.2480117,0.026516782,-0.1952522,2.4366834,5.1969943,-0.0041082697,4.532426,2.158975,7.0919447,5.833402,-0.17955348,-0.46817273,11.487012,12.649572,-0.12820065,-0.0965257,-0.070591435,-0.22081293,-0.07715997,12.82993,2.5805082,4.6431336,-0.07106236,-0.048584674,0.67618936,0.050796118,-0.010013096,7.0452375,-0.2594861,0.0019179877,-0.047897037,13.6190605,-0.045465954,-0.13076437,0.22844578,0.6903528
t18,-0.19022173,0.13012196,0.42107326,5.862258,-0.31201264,0.04043322,-0.18669629,3.0479271,5.3136477,-0.0025019632,4.5711884,2.3786914,6.8421955,6.147359,-0.22391443,-0.46178603,12.100324,12.778714,-0.08915545,-0.08698009,-0.07584967,-0.20270012,-0.07720337,13.624321,3.0597448,4.3544736,-0.069362745,-0.07958159,0.8543797,0.045389883,-0.01072302,6.7099376,-0.29960698,0.0018698442,-0.06158728,13.813314,-0.0491629,-0.12903886,0.24960096,0.6747178
t21,-0.18426041,0.1758154,0.081720136,5.773685,-0.26842618,0.02409458,-0.20253825,2.3700113,5.462753,-0.0051624677,4.811455,2.1453257,7.796064,6.0691423,-0.18256775,-0.5003782,12.048391,13.535707,-0.14217737,-0.110831454,-0.075756595,-0.24734814,-0.099026404,13.374129,2.4552581,5.053945,-0.068887584,-0.038345594,0.6884327,0.053965263,-0.010453013,7.6366835,-0.2697904,0.0021519293,-0.051621817,14.402443,-0.052861735,-0.14680298,0.23470257,1.000879
t30,-0.12890784,0.33482084,-0.06298508,4.172682,0.66204506,0.029072793,-0.2368155,-0.10016917,4.4873137,-0.012614483,5.377791,0.17807882,11.8015175,6.9163065,0.7730674,-0.5100919,8.87737,14.136135,-0.4365139,-0.18330832,-0.055880763,-0.43075415,-0.3505521,9.55408,-0.0053729736,8.842546,-0.09735871,2.8634024,-0.033107117,0.07436344,-0.009209855,12.252034,1.078022,0.002396447,0.31559533,15.6646185,-0.037804592,-0.18693483,0.22775674,1.5470735
t38,-0.11637116,0.38828126,-0.063900135,3.8756416,1.0882766,0.042442936,-0.24286374,-0.14062572,4.390271,-0.013932004,5.3969946,-0.0009825546,12.29907,7.235665,1.4458442,-0.490929,8.067202,13.717569,-0.49396732,-0.20984712,-0.054622665,-0.46661705,-0.43103772,8.708635,-0.012341298,9.756572,-0.09200043,3.4449658,-0.058902938,0.07537524,-0.009327314,13.036457,2.579087,0.0023533572,0.917703,15.829004,-0.03496228,-0.19334754,0.23181695,1.4418659
