,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t2,8.646813,3.4907339,5.6342936,6.4767394,5.2414484,3.1675649,7.1553698,4.3120666,5.9560122,5.1445675,7.7441497,3.967315,3.4647741,5.500272,6.131163,5.0485125,5.072782,3.9656575,4.805705,4.978891,5.405514,5.7486963,7.836826,4.472238,4.827929,6.170009,5.1516395,6.957449,7.1023636,4.193745,3.97012,5.0908885,4.1542773,5.236094,4.2032094,2.705941,4.91904,6.665968,4.205802,5.8194838
t5,8.646011,3.5430288,5.6390414,6.4739285,5.2126274,3.155323,7.1741705,4.3090725,5.936023,5.1469893,7.766046,3.9562094,3.454705,5.488269,6.146929,5.0551057,5.0912833,3.9387825,4.816982,4.978093,5.386009,5.7739654,7.8591824,4.458364,4.822042,6.20888,5.1674232,6.951114,7.130512,4.16457,3.9339986,5.06109,4.16549,5.205306,4.1720247,2.687869,4.9166684,6.695276,4.202522,5.824008
t20,10.314019,11.051693,7.130007,7.125696,5.486387,1.865728,7.130325,5.6097703,4.141592,5.4706388,5.094194,4.857701,5.3306,5.400625,6.3691697,4.327416,5.1819825,4.0212746,5.590924,4.796454,5.9883657,5.9855905,6.9778233,4.642087,4.60327,4.9853473,5.657248,6.702294,6.108431,4.2562256,5.330379,6.1139727,4.8218837,5.47033,4.2468085,2.5698855,4.4429584,4.889362,4.88912,4.1638684
t33,10.419287,11.255096,7.398141,7.178907,5.5457826,1.8816752,7.1759353,5.665212,4.1425595,5.5548015,4.7332907,4.8192005,5.7978563,5.3789186,6.360396,4.0741835,5.2204676,4.0127945,5.6308465,4.7522774,5.96467,5.940202,6.9449353,4.6423593,4.6238203,4.9778705,5.6343966,6.739769,6.1122503,4.2016973,5.4014635,6.197349,4.815115,5.470251,4.287687,2.6503077,4.4979887,4.883297,4.885315,4.1007624
t34,10.380093,11.137987,7.183053,7.1193547,5.4861455,1.8807342,7.1350293,5.6181855,4.1274357,5.496565,5.000061,4.851638,5.4618025,5.418166,6.334165,4.278446,5.181178,4.0170956,5.5755067,4.807166,5.9857984,5.9814525,6.986018,4.6488767,4.588106,4.9763236,5.661352,6.692458,6.1044765,4.255351,5.3244843,6.129502,4.8593636,5.528632,4.2489233,2.58695,4.4225593,4.87127,4.927152,4.15796
t17,10.337604,11.069746,7.113394,7.1155663,5.489276,1.8838823,7.125447,5.615765,4.1469803,5.4728856,5.0969577,4.851857,5.334052,5.404914,6.357518,4.343546,5.1733623,4.010022,5.587647,4.8172297,5.9974184,5.9871387,6.9971385,4.64539,4.598942,4.9896445,5.664903,6.6886616,6.113266,4.2740674,5.3242803,6.1152835,4.833604,5.5004797,4.2531266,2.5786312,4.4278626,4.874716,4.900979,4.167906
t18,10.337882,11.069599,7.126245,7.123782,5.4971113,1.8912328,7.134136,5.6237364,4.150284,5.4698944,5.0819035,4.8431706,5.351591,5.4049354,6.3611026,4.3306856,5.1818643,4.012156,5.5905533,4.8124776,6.000807,5.9784355,6.9936104,4.652296,4.5983486,4.987475,5.659162,6.695497,6.114703,4.2745647,5.3305364,6.1244655,4.831132,5.5034103,4.260995,2.5880554,4.4358263,4.8711696,4.899332,4.1736813
t21,10.354986,11.085079,7.094375,7.102814,5.4877615,1.8993881,7.1182075,5.6172833,4.150675,5.4751515,5.1041594,4.849926,5.3276954,5.410879,6.342883,4.3623395,5.162728,3.999562,5.5812902,4.83425,6.0036063,5.9921465,7.01375,4.6478596,4.5934477,4.9932947,5.673718,6.6733637,6.1169643,4.2899184,5.3143373,6.1134315,4.8475995,5.5185866,4.2560754,2.5826595,4.409912,4.861183,4.9148245,4.1724644
t30,10.35194,11.133957,7.1797237,7.108166,5.5100603,1.8950362,7.1126595,5.6379185,4.1551766,5.4905763,4.995279,4.844333,5.5610228,5.387477,6.3633003,4.2887564,5.155505,3.9848151,5.6048613,4.834607,6.0188246,5.9913874,7.0202727,4.631736,4.61462,5.005846,5.6739798,6.6778197,6.125084,4.2883015,5.3365,6.1146207,4.8325024,5.4990163,4.263452,2.6098657,4.4300427,4.867041,4.900147,4.135902
t38,10.386833,11.194232,7.2962813,7.151578,5.512731,1.8834327,7.16507,5.6447515,4.1231337,5.514989,4.852054,4.831062,5.7230096,5.4125648,6.350588,4.170342,5.2116275,4.0280976,5.594583,4.776169,5.991339,5.9502916,6.960679,4.6578765,4.589596,4.966963,5.6409307,6.720646,6.1028013,4.235767,5.361185,6.1650915,4.848886,5.5098596,4.2628756,2.6149068,4.4551187,4.8714986,4.919324,4.145255
