"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117"
"t7",-0.186072705946602,-0.0811824915622864,0.00469181635271204,-0.0189987745005026,-0.0335251828499183,-0.000362198871142098,-2.08848748192377e-05,-0.000101918049219971,0.000405989407565815,-0.0469018114936256,-0.00424448675455305,-0.0205093515826666,0.0764835910266061,2.44049193576206e-05,-5.01289768214273e-06,5.48152385369009e-06,-1.49772918037895e-05,0.000258455492654343,-0.000501368041020562,0.00665214909954622,0.000637050304825224,0.0808977525754645,3.19881455607681e-05,-0.000171864784613497,-0.000395599403088674,0.000454627503866826,-3.49728949044812e-05,-0.00116495187570344,-0.00186174341553553,-0.00153251077877065,0.137434171640229,-0.000820680788302293,0.00721589515949477,-0.0929215179476558,-6.26600124730219e-15,-0.00409503718070761,0.00671324619510849,-3.3625890125089e-06,0.00144562988654499,0.0023364681878414,-0.000339477631321596,0.0564071257236983,-0.000330307076233324,0.00117582672866449,0.00153002637553853,0.00104621291282096,-8.37310891909994e-06,0.000849698049879788,-0.00143421558769534,0.000238623956917349,1.67596829847232e-14,-0.00126537084341179,-0.244957724806471,0.000141865336905785,-0.00148650631986691,0.856938567435365,0.000190482670186791,1.71547072087585e-15,-2.07404547852653e-15,-0.00351783406925637,0.0257772485063858,-0.00310577833427968,0.000601958050394771,0.000909570844987411,0.000358076694728625,-0.0105522193209313,-4.80574334818164e-16,-1.40743576448425e-05,-7.75373447441938e-05,-0.000137502565527206,0.305567661637406,5.93213640239257e-05,-0.118031979724632,-0.00477308728010831,-6.38760048192469e-06,-1.49247941373744e-16,-4.40235645136996e-05,-7.93086731313259e-16,8.41008103538564e-06,0.00301007685323929,0.0180216404143473,-5.02923919272593e-16,2.06344646341075e-05,5.98611208394273e-16,-0.00103596683038579,1.37913708438081e-15,-0.00055937256268176,3.34513874319137e-16,-5.76021721725315e-05,-5.60103253947672e-16,4.66982102371707e-06,0.000661876986905393,-4.5696094595741e-16,-8.05456372264588e-17,5.00569776590329e-08,3.82396987649589e-16,8.14063773443321e-08,3.25314185606507e-16,1.09307604784018e-15,2.3346967903947e-16,-9.91584037022782e-16,4.00210626100011e-16,3.23396022999992e-15,3.55605408707731e-07,-1.69401185704475e-16,5.00738705950386e-07,-2.17628128924092e-16,3.18278262974494e-16,-6.64776769237524e-16,-1.65509781646616e-15,3.19504116185211e-16,-1.16658134631235e-15,-1.08279536211473e-15,5.6508166608288e-15,-1.21955180417993e-14,-4.87774204992049e-15,-0.0924500327042102
"t114",-0.226718868384047,-0.120557414234176,0.00790775957072141,-0.0391745704368565,-0.070834166016694,-0.000990943001184452,-6.84607846356136e-05,0.0062951434678406,-0.00167765335989249,0.161744871276949,0.00979455193357594,0.0430626948777171,-0.141079542919151,-3.39774497985892e-05,6.40310089624285e-06,-6.8332966959143e-06,1.61764670591523e-05,-0.000243567418535783,0.000587664259309052,-0.00994211940311105,-0.00154773678607151,-0.210650399110221,-0.000119306848846603,-0.000441950648633942,-0.000489961322236292,0.000103806796506857,-3.47739572152666e-08,5.38849733398716e-05,9.70425626344663e-05,9.92907459367257e-05,-0.0114190111303061,7.78608437535393e-05,-0.000719717553900386,0.00930330195886033,2.01986060354932e-17,0.000409370072616531,-0.0006676519662654,3.33425747436422e-07,-0.000143015416175768,-0.000231069974565842,3.35710929318171e-05,-0.00558219343549601,3.29824568130898e-05,-0.000118678392634413,-0.000159009030094083,-0.000114411937971314,1.14603815456066e-06,-0.000124106219514682,0.000367246477835311,-6.22404390777959e-05,-2.52178694129233e-14,0.0024070069943405,0.546615862771914,4.55742918192268e-05,-0.00040676691015028,0.114252640182182,4.95130166088769e-06,-2.55220576044323e-15,3.78187395008649e-16,-9.44169326047085e-06,-0.000473042450668497,6.20784473224989e-05,-1.44938897338068e-05,-2.26821298841868e-05,-1.08827456233545e-05,0.000354809458613305,-4.45331069001887e-16,1.90590514787283e-06,1.5428925229091e-05,-0.000202326884065894,0.0737206277130116,9.37659180492572e-06,0.0934782373639245,5.60852357066668e-06,-4.73963390076598e-10,6.78620603454854e-15,-1.15870091856889e-10,-6.29357255734419e-16,-1.78506172320567e-10,3.45669922053064e-07,3.7190223471607e-06,1.11130779692794e-15,1.32286270729405e-08,-2.18650619050393e-15,-0.00898792373666286,1.85885592191124e-15,-1.42004038640833e-06,-7.27754653324046e-16,-2.26294780992448e-07,6.63083505126166e-16,2.25652870537275e-08,0.00404128151946303,-5.92890258376512e-16,3.9725256599173e-15,3.80886214438572e-10,-1.61481313319503e-15,8.42151006864091e-10,3.48641854739492e-15,5.13855425327726e-16,-4.59018451601061e-15,-3.16402550741263e-15,1.29929046332971e-15,-3.9295930795235e-15,5.41658337932247e-09,1.23731762255174e-14,8.39500490483599e-09,-4.34155844075336e-15,3.4090813823398e-16,6.91956134154786e-15,-2.52533825559906e-14,-9.7764338812104e-15,-2.48970728237715e-15,-1.12974351517549e-14,-8.87920286743921e-14,-0.707106781186526,3.23908082276838e-13,-0.0924500327041896
"t115",-0.226718868384045,-0.120557414234175,0.00790775957072113,-0.0391745704368569,-0.0708341660166939,-0.000990943001184287,-6.84607846356804e-05,0.00629514346784032,-0.00167765335989249,0.161744871276948,0.00979455193357623,0.0430626948777167,-0.14107954291915,-3.39774497982085e-05,6.40310089532414e-06,-6.83329669482022e-06,1.61764670589505e-05,-0.000243567418535999,0.000587664259309106,-0.00994211940311121,-0.00154773678607109,-0.210650399110212,-0.000119306848847308,-0.000441950648634142,-0.000489961322236705,0.000103806796507339,-3.47739566403357e-08,5.3884973340252e-05,9.70425626357569e-05,9.92907459364866e-05,-0.0114190111303028,7.78608437526541e-05,-0.00071971755389931,0.00930330195886165,-7.52831242711793e-16,0.000409370072616416,-0.000667651966268298,3.33425747668233e-07,-0.000143015416177238,-0.000231069974565497,3.3571092931838e-05,-0.00558219343549876,3.29824568139161e-05,-0.000118678392635165,-0.000159009030092166,-0.000114411937967711,1.14603815179807e-06,-0.000124106219515421,0.000367246477837878,-6.22404390754708e-05,-2.49494777269909e-14,0.00240700699434163,0.546615862771861,4.55742918174904e-05,-0.000406766910150254,0.114252640182182,4.95130165916804e-06,-3.55935725703175e-15,9.44202841954932e-16,-9.44169325767434e-06,-0.000473042450664616,6.20784473213101e-05,-1.44938897320455e-05,-2.26821298876574e-05,-1.08827456244632e-05,0.000354809458611978,-2.44301398598075e-16,1.90590514761706e-06,1.54289252304389e-05,-0.000202326884066673,0.0737206277130106,9.37659181206512e-06,0.0934782373639096,5.608523567808e-06,-4.73964000361349e-10,-9.72592133185541e-16,-1.15868406463341e-10,-6.26914155685399e-16,-1.78503801252737e-10,3.4566992660899e-07,3.71902235622831e-06,-1.59385004470385e-15,1.32286321499518e-08,2.82431009585571e-15,-0.00898792373667391,-7.72068113461101e-15,-1.42004038209054e-06,-5.68142584611163e-17,-2.26294775178904e-07,-1.40984021000257e-15,2.25652923866568e-08,0.0040412815195024,-1.55709761500849e-16,-5.23838239725534e-15,3.80888507840661e-10,2.75669213065281e-16,8.42162036658557e-10,-5.43016042983144e-15,2.16855782501042e-15,5.82129119386854e-15,2.89190980027482e-15,1.16366892485356e-15,1.74071002444308e-14,5.41660544631629e-09,-1.34992660625395e-14,8.39501003669156e-09,3.71652001876339e-15,-2.38352089666533e-15,-7.33284653888198e-15,2.37227185708339e-14,1.05964360032008e-14,3.61561947664439e-16,1.00369000044927e-14,9.9878137487965e-14,0.707106781186568,-3.35069240450112e-13,-0.0924500327042065
"t72",-0.22598178580961,-0.11983183435458,0.00784795615627552,-0.0387945550049026,-0.0701304489498772,-0.000978923851232095,-6.75441927946335e-05,0.00616611593034013,-0.00163399080649968,0.157333225678856,0.00948889017130283,0.0416652237634414,-0.136221349581352,-3.26074839026892e-05,6.1291737535592e-06,-6.53563951058886e-06,1.53787855241048e-05,-0.00022845833143896,0.00054227168018467,-0.00912943647188792,-0.00141453036144865,-0.19243964408423,-0.000108813595948841,-0.000400327425183087,-0.000442447278617482,9.25154104927169e-05,-3.03762778214735e-08,4.64258864767786e-05,8.33835849426361e-05,8.46875230264296e-05,-0.00956241048013358,6.33177484800023e-05,-0.00055853567015106,0.00709477982228976,1.934328493772e-15,0.000296325705444433,-0.000461667330603277,2.23375819808649e-07,-9.20446452028179e-05,-0.000147018551951978,2.05885718051644e-05,-0.00334169306777499,1.77982512327052e-05,-5.94981586917938e-05,-6.84244672147047e-05,-3.92419997532018e-05,1.12511570365089e-07,-5.65678730762734e-06,-9.58855442681733e-05,1.66891587901122e-05,1.46431109886382e-14,-0.00140550818244635,-0.323127498289421,-4.17938342022934e-05,0.000392896328832042,-0.149598843064754,-1.98396616207549e-05,3.01615540913282e-15,-7.64597849650651e-16,0.000310278759941979,-0.00195426518195774,0.000234260903826204,-4.54569990396862e-05,-6.89120425823383e-05,-2.84084964268699e-05,0.000874372925381248,-1.2352956272087e-16,3.75839991057031e-06,3.00464022346015e-05,-0.000383309667929734,0.137343839713807,1.72322550504253e-05,0.166494910824255,9.54443670828361e-06,-7.89373533231431e-10,9.19174370374128e-15,-1.92105023919433e-10,9.1904524133833e-16,-2.97573068602105e-10,5.92459730145198e-07,6.50123926530495e-06,-1.90259379808306e-15,2.68637533054128e-08,3.82410387958034e-14,-0.318582463917699,-8.61114534877375e-15,-7.45244829973431e-07,-6.67763728427894e-15,-1.18872624381191e-07,-1.82680587315755e-15,1.19475895830388e-09,-0.749808896556826,9.93388162090434e-15,1.49878935591226e-14,6.87995198843287e-10,-7.68246086091606e-15,1.22675282167234e-09,1.83554931456325e-15,-1.25915297067494e-15,1.71422903906253e-15,3.58960355254071e-15,-5.67194440997885e-15,-1.442253015813e-14,7.17817282085709e-09,1.56318269408905e-15,1.09578563384547e-08,9.78160227610159e-16,5.19898243127269e-15,-5.46807351490396e-16,1.2118423346771e-15,-1.24112652188932e-16,-1.85597902692173e-15,-1.42900314130654e-15,5.72709581365972e-15,8.63198401646059e-15,-2.44516271991414e-15,-0.0924500327042137
"t73",-0.226120895983401,-0.11996740389599,0.00785906770064664,-0.0388646191695921,-0.0702600850948869,-0.000981120553466645,-6.77109593358194e-05,0.00618900314391096,-0.00164158562429567,0.158097231102868,0.00954109835529213,0.04190287926555,-0.137041833034822,-3.28341682968012e-05,6.17411567138951e-06,-6.58434351343729e-06,1.55067506619091e-05,-0.000230779551901015,0.000548899287255047,-0.00924633883139547,-0.00143342061977277,-0.195018880369676,-0.000110292469276846,-0.000406075262572361,-0.000448949131791419,9.40026653893281e-05,-3.09237114762824e-08,4.73200374855851e-05,8.50090405018528e-05,8.6391336999963e-05,-0.00976885151622816,6.48193645294574e-05,-0.000573415134369653,0.00729065320886214,8.89878050630716e-16,0.000305265846844493,-0.000476478786043261,2.30804203471675e-07,-9.52287618277257e-05,-0.000152156705626115,2.13300893933766e-05,-0.00346420864473889,1.84929766856252e-05,-6.19016928623495e-05,-7.13412354564472e-05,-4.10056249114982e-05,1.18105583404185e-07,-5.94252890377581e-06,-0.000101074269928554,1.75933861213256e-05,1.38062482582185e-14,-0.00148516636280462,-0.341456357385175,-4.42411790694601e-05,0.000415993996649864,-0.158600427976826,-2.11268808654602e-05,2.74778373875901e-15,-9.23645421442314e-16,0.000331630437256694,-0.00210790525372382,0.000252994345123572,-4.92633499312536e-05,-7.47400785679188e-05,-3.09590836916299e-05,0.000955260182471886,-5.05937706243422e-16,4.17926023755701e-06,3.34685957587691e-05,-0.000428818613354713,0.154124571247274,1.93925114002017e-05,0.188871295360031,1.10335815524649e-05,-9.30630438683027e-10,1.46000761744256e-14,-2.29689917637835e-10,-3.02963072118962e-15,-3.62395380914518e-10,7.39558256876986e-07,8.19999922811265e-06,2.00779374744944e-16,3.52898188966166e-08,6.76706897099295e-14,-0.448736381253909,-2.93537200171588e-14,-1.25306969585928e-06,2.64167443387185e-15,-3.31400617343361e-07,1.06745564912285e-14,4.50289363390333e-08,0.657973937261502,-8.39170487710627e-15,-2.15173676427092e-14,2.33737203745367e-10,8.28971102485214e-15,7.98723508687424e-10,-1.92714005003798e-15,1.2956414020849e-15,-9.13149962527724e-16,-4.91446351833912e-15,4.51518439412516e-15,8.51141079700381e-15,5.77421584949014e-09,-8.11162423777965e-16,9.06468066663701e-09,-4.98545493815533e-16,-7.10597432640586e-16,-5.23993740244547e-16,-2.96782216221811e-15,6.34630474743531e-16,-2.89560743466698e-17,-4.28936040647137e-16,5.04634000645143e-15,-3.21964677141295e-14,-6.96961034165874e-15,-0.0924500327041949
"t66",-0.225847814291472,-0.119701002962401,0.00783722074530521,-0.0387267567991503,-0.0700049840754241,-0.00097679446489178,-6.73823910670012e-05,0.00614379940954352,-0.00162655757645784,0.156584852961097,0.00943761790393589,0.0414316400449068,-0.135413893097715,-3.23835682720273e-05,6.08471313781411e-06,-6.48743404090336e-06,1.52516892969073e-05,-0.000226135846553061,0.000535585553721411,-0.00901122652652033,-0.00139538678140253,-0.189825313735071,-0.000107313472457948,-0.00039447908096324,-0.000435822799743339,9.09917138701215e-05,-2.98110488500997e-08,4.54980820271216e-05,8.16953718887752e-05,8.29134941345088e-05,-0.0093461937208713,6.17315806350308e-05,-0.000542633268554169,0.00688462742133169,7.79810389912588e-16,0.000286634894682439,-0.000445488697468639,2.15223529979648e-07,-8.85314360105666e-05,-0.000141341252423012,1.9765733504181e-05,-0.00320538831891462,1.70179471267744e-05,-5.67837334706598e-05,-6.51007795708583e-05,-3.72135508251975e-05,1.05952741930961e-07,-5.32069071186634e-06,-8.9693251320919e-05,1.56097515323548e-05,1.28943344813583e-14,-0.00130945567044375,-0.301022159498113,-3.88203029484443e-05,0.000364806443761266,-0.138590357574148,-1.82351833403582e-05,1.70697902097308e-15,-7.99695129669616e-16,0.000283236949696972,-0.00175176758105223,0.000209433869909374,-4.03343119122189e-05,-6.10416254865371e-05,-2.48897492209396e-05,0.000761525370655479,-1.83618564823664e-15,3.12194346948859e-06,2.48294695466287e-05,-0.000312516060259422,0.110857842469138,1.37765403448503e-05,0.129300604770677,6.82698073567508e-06,-5.03960517733751e-10,-7.93379414358621e-15,-1.10126186911689e-10,5.59096526177482e-15,-1.40553229617868e-10,1.77555379486969e-07,1.37016424189233e-06,-1.47718861316887e-15,-7.62020375794123e-09,-1.16547387453888e-13,0.83377699352851,4.55916243640156e-14,-4.21594571909673e-06,5.39854600719943e-15,-4.9771887890286e-07,-1.1024071044774e-14,4.62405111513524e-08,0.0683381370408219,-1.72476149879842e-15,8.37455485270267e-15,6.21897445694378e-10,-3.76329050101031e-15,1.29704782733933e-09,1.0077633787621e-15,1.30843525113733e-15,-4.94198563722714e-16,3.40056264912687e-16,9.38970367391804e-16,-1.22461243243476e-15,7.76392407707569e-09,-2.30884140410908e-15,1.18373754066146e-08,-3.34126891454797e-16,-3.65549719042098e-15,-1.0024397080046e-15,-6.45040171050261e-16,7.85981011305279e-16,-5.5799082359786e-16,-8.01968820102148e-16,5.96127817269621e-15,-4.71844785465692e-15,-4.3223979500959e-15,-0.0924500327042056
"t48",-0.224694270581693,-0.118572955830756,0.00774458818789547,-0.0381411341799603,-0.0689211283804909,-0.000958379624188943,-6.59822812422775e-05,0.00595002802092436,-0.00156184638289794,0.15006594069749,0.00899017382131796,0.039392015099236,-0.128356792645857,-3.04212654215819e-05,5.69464208228654e-06,-6.06435826043973e-06,1.41333339515409e-05,-0.000205584546804366,0.000476034357948606,-0.00795637978106907,-0.00122425182456946,-0.166450662843497,-9.38925992764456e-05,-0.000342023236076833,-0.000376338172698666,7.72450234149601e-05,-2.46764819532127e-08,3.70318127730221e-05,6.62770087322255e-05,6.66735784340488e-05,-0.00735576647466323,4.7006014835405e-05,-0.000393166329395568,0.00490089181888202,-1.43674577304854e-17,0.000194055079789786,-0.000289431664372855,1.3609355668231e-07,-5.41724271136024e-05,-8.57016043946279e-05,1.16491284925907e-05,-0.00185530385094849,9.15917177702354e-06,-2.91406757450796e-05,-3.05012069611667e-05,-1.54080396012918e-05,1.4735591685483e-08,9.61320355313261e-07,-3.72239690452741e-05,6.41589807211289e-06,5.53690290564345e-15,-0.00040006395828491,-0.0914911215980388,-9.60267803908115e-06,8.77959514819288e-05,-0.0279225572910149,-1.296878516859e-06,-1.2967524291301e-15,1.64360458250345e-15,-1.19616372629532e-05,0.000640463176420515,-8.71481640710097e-05,2.28428152202832e-05,3.67308265407575e-05,2.09309406461561e-05,-0.000746803406312303,3.51584914329582e-15,-7.55339418768823e-06,-6.51114535879134e-05,0.00100254736890287,-0.410988942428757,-5.84482454517569e-05,-0.819849365575572,-0.000165075332753308,-2.1264917043767e-08,-2.37376358313744e-14,-2.21352069434687e-09,-3.27512245477996e-15,-2.14690084645758e-09,3.02183532898805e-06,2.97440004979399e-05,3.89743024650548e-15,8.40235667021387e-08,9.34228538267893e-15,-0.0419034280623459,8.60981634076871e-16,-6.0988443160096e-06,2.24831460686186e-16,-8.44368186457465e-07,-1.2076144608585e-15,7.85781061037518e-08,0.0121737485357839,8.5635274266193e-16,8.84100051029938e-16,1.12999458776499e-09,3.81855667801534e-15,2.24210444615824e-09,8.55458335431497e-16,1.46995155934468e-16,9.17341660823397e-16,-1.23056671531707e-15,-5.58596864107339e-16,7.96393005933003e-15,1.25779970775542e-08,6.59583196629054e-16,1.8850789162334e-08,-5.22932091238364e-16,2.73978457577486e-15,-1.55678214750795e-15,-2.15080487330152e-15,-8.17723925882886e-17,-1.82765930339041e-15,-1.46877902936326e-15,5.92429043347102e-15,-1.28508315100362e-14,-4.05913456394224e-15,-0.0924500327042196
"t92",-0.216291098170063,-0.110052888950107,0.0070305662599211,-0.0334972534662981,-0.0602994907002633,-0.000807528544551683,-5.43162932675893e-05,0.00416974648524856,-0.000918778804369341,0.0841034737024807,0.00419360154167604,0.0171175890510471,-0.0489476667159743,-6.23370456209765e-06,6.93865164340084e-07,-5.71639507012511e-07,-1.84257617189466e-06,0.000164242266684625,-0.00101001238014774,0.0214945113123679,0.00414786122068492,0.575375397880941,0.000351001399635157,0.00177769147273272,0.00228017569537263,-0.000984976071813028,4.26497801446467e-05,0.00113160354432982,0.00174348215424962,0.00131132724203687,-0.0983426046048489,0.000479429173877463,-0.00340626332370746,0.0413452999138609,4.36972706450601e-15,0.00158906239712701,-0.0023870344276225,1.13895857580967e-06,-0.00046512048882809,-0.000742022734299496,0.0001038459270572,-0.0168850998002745,9.18909408602615e-05,-0.000314861707199879,-0.000387034299827443,-0.00025111483083403,1.83904471214675e-06,-0.000184387524395362,0.000299562995337431,-4.98305304913222e-05,-4.28600256023645e-15,0.000318167466219033,0.0639740031265599,-2.56639839872168e-05,0.000270331285130894,-0.15716303053523,-3.42053300008674e-05,6.25058721460761e-16,9.04863061960524e-17,0.000621021795679234,-0.00453612936197791,0.00054920397247959,-0.000108771057146587,-0.000165433498347784,-6.89691279911711e-05,0.00212267602186336,-1.12911446594339e-15,7.74112878844281e-06,5.92275284877989e-05,-0.000643415734779724,0.190948674696112,1.80345231458944e-05,-0.0971219146243024,-0.000217333989743266,-1.00068888720846e-07,-2.6137911123926e-15,-3.12168506953987e-07,-5.07251860699796e-16,1.09399210326709e-08,-7.09726682046111e-06,-5.76499264024332e-05,8.64977333240633e-17,-9.73404310537338e-08,3.77153612810843e-16,0.000356184220552356,7.62029617521896e-15,1.91077478513104e-06,-3.30791300225556e-16,5.55272011714704e-08,-1.03416220552759e-15,3.76112960288395e-09,4.56762397748142e-05,1.88640942887586e-16,5.82919967833981e-15,3.42477657554769e-10,-2.33121980950711e-15,1.04518320320184e-09,1.35929331078874e-15,-9.97879409166464e-15,2.68669671664573e-15,8.28534441039329e-15,-6.77330725866687e-14,0.707106781186549,8.37355787814597e-09,1.60451994703252e-14,1.34507821328172e-08,4.29587719960083e-15,6.18739172691128e-15,-1.10950832731865e-15,3.64577877711123e-15,1.19531273045967e-15,4.44407778973989e-15,-4.59151991873706e-16,6.99051998111252e-15,-1.28230759344206e-14,-3.42050456072738e-15,-0.0924500327041914
"t93",-0.216291098170063,-0.110052888950106,0.00703056625992099,-0.0334972534662981,-0.0602994907002632,-0.000807528544551869,-5.43162932682329e-05,0.00416974648524924,-0.000918778804369165,0.0841034737024808,0.00419360154167576,0.0171175890510468,-0.048947666715974,-6.23370456199807e-06,6.93865164080565e-07,-5.71639507653847e-07,-1.84257617178827e-06,0.000164242266684514,-0.00101001238014697,0.0214945113123676,0.00414786122068492,0.575375397880939,0.000351001399635113,0.00177769147273276,0.00228017569537285,-0.000984976071813985,4.26497801450518e-05,0.00113160354433062,0.00174348215425001,0.00131132724203715,-0.0983426046048484,0.000479429173876884,-0.00340626332370653,0.0413452999138573,1.40122091580156e-15,0.00158906239712765,-0.00238703442762088,1.13895857562876e-06,-0.000465120488827751,-0.000742022734298265,0.000103845927056338,-0.0168850998002748,9.18909408606127e-05,-0.000314861707199506,-0.00038703429982709,-0.000251114830833159,1.83904471201726e-06,-0.000184387524394817,0.000299562995337797,-4.98305304911784e-05,-4.32791808955178e-15,0.000318167466220371,0.063974003126572,-2.56639839864395e-05,0.000270331285132463,-0.157163030535224,-3.42053300003862e-05,-4.76434467157e-16,5.09755261329222e-17,0.00062102179568122,-0.0045361293619791,0.000549203972480583,-0.000108771057143971,-0.000165433498345454,-6.8969127990238e-05,0.00212267602186396,-2.17368027261137e-17,7.74112878959985e-06,5.92275284862614e-05,-0.000643415734780675,0.190948674696108,1.80345231475277e-05,-0.0971219146243113,-0.000217333989745521,-1.0006888814426e-07,1.89450913055604e-15,-3.12168506884564e-07,-9.1049047903688e-16,1.0939918663778e-08,-7.09726682357288e-06,-5.76499264007972e-05,-7.90168454434255e-16,-9.73404285102814e-08,-2.95236875589603e-16,0.000356184220551346,-5.26066410504858e-15,1.91077479029039e-06,1.99594057071725e-16,5.55272039665335e-08,-9.30805664459377e-16,3.76112851746216e-09,4.56762397982419e-05,-2.15865533527299e-16,-5.49116635349382e-15,3.42472731342125e-10,1.81442596297225e-15,1.04520319780853e-09,-1.40887966566158e-15,1.17824246636271e-14,-1.79878382668603e-15,-9.75466421265889e-15,6.82700424524169e-14,-0.707106781186546,8.37359155964742e-09,-1.64854764672032e-14,1.34508061095114e-08,-5.21134388242137e-15,-5.64155110123503e-15,-4.61989401122084e-16,-5.78091181329924e-15,-1.06389087625411e-15,-6.13637077160158e-15,-2.06273762841253e-15,4.56506845374652e-15,7.93809462606987e-15,-6.80515616332692e-15,-0.0924500327042241
"t27",-0.210961857848944,-0.105068737377923,0.0066320551745006,-0.0310750478152708,-0.0558366169136918,-0.000734966979414239,-4.89459368122351e-05,0.00354975684811058,-0.000747667437588769,0.0677385587986392,0.0032688869055075,0.0132043430673219,-0.0371304988814788,-4.49625133242994e-06,4.8986492369829e-07,-4.00827513736324e-07,-1.22766319381138e-06,9.72811606284402e-05,-0.000514413881276764,0.0104426132629095,0.00192330936297188,0.265671914462123,0.000159409853104553,0.000752387243822878,0.000934037374391146,-0.000348619691128767,1.17440859362985e-05,0.000254981937224639,0.000376364174859747,0.000249926842333906,-0.0128942161956807,2.15670223133068e-05,0.000250747754519742,-0.00466819411343378,-2.1020989459922e-15,-0.000344829353032991,0.000703707426187768,-3.90142128282064e-07,0.000184679091052786,0.000305386792171726,-4.72565381304797e-05,0.0081292658902877,-5.31337693474264e-05,0.000199604375340424,0.00028067370543667,0.000205910702318357,-1.86845831571032e-06,0.000193349622357092,-0.000358497001092223,5.97708826769873e-05,6.44950195485166e-15,-0.000414350361038783,-0.0834390569247745,3.54147132447794e-05,-0.000375614165517666,0.227349353985934,5.61441788054777e-05,-1.39271914885159e-15,3.91316724469329e-16,-0.00112060809935965,0.0100356447632594,-0.00124600190288167,0.000263896907845506,0.000407162798441469,0.000184807196198966,-0.00593090822551401,2.03619170401168e-15,-2.7997398974952e-05,-0.000219037033203462,0.00251178790870755,-0.773574613061171,-7.55138162262429e-05,0.444303036869443,0.0011974923740834,6.51810262083282e-07,2.88969353234651e-15,2.26412814758361e-06,2.18580945930778e-15,-9.01951917961881e-08,6.83267969528313e-05,0.000589477526376217,1.20980176565482e-15,1.23386687670298e-06,1.75855907825021e-15,-0.00616496986588728,-4.99368288889362e-15,-6.15144739018858e-05,4.93291450963767e-16,-7.41530816484914e-06,2.58293743791029e-15,6.45285794130373e-07,0.00234642276988372,3.23529928367425e-16,-2.42671371462523e-16,8.05793321626086e-09,1.1071462265517e-16,1.44177336931864e-08,-4.27045896263059e-16,-9.97969745817139e-16,-7.58389354845105e-16,1.55957429720321e-15,1.93730056419969e-16,1.44953794679541e-15,7.07224738860611e-08,-1.60880854267607e-15,1.02425381122266e-07,1.09366927304498e-15,-1.27365331395785e-16,5.98859773770988e-17,-6.9280093940605e-16,1.08167055999228e-15,-1.29308799368391e-15,-1.08601340965574e-18,5.68806195741465e-15,-1.41553435639707e-15,-4.24097479983531e-15,-0.0924500327041941
