,0,1,2,3,4,5,6,7,8,9,10
t7,0.7192766,1.266302,9.7029915,6.123596,8.689746,0.70648235,3.8520527,5.040267,-0.026048832,7.5517354,12.615943
t114,0.6230185,1.071114,9.871698,6.0092993,8.782196,0.8294225,3.5859075,4.8638716,0.091091596,7.7373905,12.48053
t115,0.7058166,0.95788836,9.912101,6.088238,8.771655,0.7999934,3.49324,4.6912727,0.22709914,7.8080297,12.443086
t72,0.6626056,1.047941,9.98109,5.8712196,8.716682,0.95555145,3.5567195,4.914223,0.042590886,7.7210917,12.467317
t73,0.55903,1.0293295,9.934849,6.004478,8.799926,0.86463505,3.5301354,4.863592,0.14623253,7.740341,12.407322
t66,0.6819137,0.932776,10.086164,5.885146,8.583229,0.98077285,3.5489051,4.8035417,0.07371786,7.663815,12.340298
t48,0.69304305,0.9369378,10.027212,5.937794,8.649667,0.9335404,3.587684,4.7680826,0.13131256,7.706505,12.378542
t92,0.4661766,1.1049505,9.882231,6.1241617,8.736214,0.79246503,3.683848,5.040648,0.13688631,7.565742,12.370443
t93,0.30249962,1.1276829,9.890095,5.9453816,8.8741865,0.9072627,3.651416,5.0297227,0.04362947,7.645285,12.401442
t27,0.73639196,1.1217972,9.805181,5.947326,8.7999,0.8870292,3.7270977,4.9636946,-0.033548757,7.636565,12.597913
t23,0.31685886,1.2547365,9.82081,6.1751413,8.585943,0.67301923,3.7499578,5.1310625,0.0810939,7.5411825,12.411723
t64,0.37485287,1.2772728,9.870368,6.1426454,8.644632,0.6663997,3.7836592,4.9053674,0.10730292,7.695694,12.441667
t65,0.3727294,1.2300551,9.864334,6.2056913,8.523743,0.64832,3.7543402,5.0718207,0.13128598,7.5573707,12.406245
t11,0.27995142,1.3147193,9.842795,6.150459,8.613227,0.6516317,3.7640593,5.084208,0.074743636,7.6087966,12.378706
t1,1.335535,2.2755249,9.143111,6.6849523,7.635859,0.045845162,4.77408,5.9852266,-0.4803281,6.715889,12.936191
t12,0.4579058,1.1092701,10.06655,6.117553,8.532829,0.791409,3.4049804,5.0863714,0.2359204,7.7036223,12.3389635
