accepted_species,estimate
t64,-0.72252977
t65,-0.72252977
t63,-0.7188583
t291,-0.92931765
t111,-0.62511754
t97,-0.62511754
t130,-0.67419714
t305,0.24483009
t324,-0.22346032
t329,-0.22346032
t350,-0.22346032
t351,-0.22346032
t185,-0.6101632
t175,-0.6300152
t192,-0.63434684
t304,-0.6101632
t171,-0.6300152
t219,-0.352349
t275,-0.32532844
t276,-0.34183758
t245,-0.14663759
t328,-0.2489756
t269,-0.24864388
t270,-0.2489756
t154,-0.602482
t223,-0.49960452
t283,-0.4857608
t284,-0.4857608
t180,-0.36082903
t325,-0.14934574
t238,-0.36082903
t135,-0.3928216
t136,-0.3928216
t114,-0.54637754
t115,-0.54637754
