accepted_species,estimate
t137,-1.7148316
t213,-1.493737
t309,-1.5064554
t207,-1.5168036
t208,-1.5424708
t130,-1.7017739
t79,-1.378287
t83,-1.3329542
t91,-1.6623417
t99,-1.4633942
t100,-1.6557262
t176,-1.6289766
t288,-1.6267635
t289,-1.5946311
t196,-1.8466616
t171,-1.6341861
t310,-1.6886165
t311,-1.7000531
t298,-1.6886165
t299,-1.7000531
t292,-1.7000531
t228,-1.6797618
t283,-1.5059249
t272,-1.5518959
t189,-1.7419187
t247,-1.4916424
t214,-1.7470508
t233,-1.5325512
t234,-1.5813452
t188,-1.7437612
t169,-1.6289766
t296,-1.5378101
t144,-1.6545831
t101,-1.5432607
