"accepted_species","estimate"
"t137",-1.69425916981042
"t213",-1.61545748068697
"t309",-1.52730750556673
"t207",-1.65644436214064
"t208",-1.65644436214064
"t130",-1.68025624699726
"t79",-1.5099728743373
"t83",-1.48520539821617
"t91",-1.46627667019037
"t99",-1.58928071029483
"t100",-1.58928071029483
"t176",-1.79554175003759
"t288",-1.87837236936149
"t289",-1.87837236936149
"t196",-1.89104235015615
"t171",-1.75275930788428
"t310",-1.73288406658203
"t311",-1.73288406658203
"t298",-1.73288406658203
"t299",-1.73085504955968
"t292",-1.68876132675759
"t228",-1.72278019982536
"t283",-1.55931739836357
"t272",-1.52245580914693
"t189",-1.54542602487822
"t247",-1.46375960475019
"t214",-1.59390170431574
"t233",-1.59390170431574
"t234",-1.59390170431574
"t188",-1.59390170431574
"t169",-1.60152552527199
"t296",-1.52972895301488
"t144",-1.61858507509252
"t101",-1.60040244363339
