"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97"
"t13",-0.147326544198819,-0.000176210744042005,0.228831165036149,-0.00247345444763875,0.100715514339843,-2.8424257386365e-05,0.0101283548637214,-0.00291189764014985,0.00129609203720269,-0.000563275071997779,0.000114705152542865,-0.000354021349482827,0.00289283103513153,-1.39973381497882e-06,-0.000330954755169747,0.00136988624232158,0.06187932242005,-0.115575666670373,0.204284957560075,-0.000161996230745469,0.00164418195482944,-0.000249522553385196,0.00032891965208957,-5.91139971688039e-13,-0.000172073960289454,0.00482712572086131,-0.000291404330581109,0.00107299661287333,-9.74428542774227e-06,-1.87927513982029e-05,0.0226998109848789,0.0011542504637707,-0.0113122525264047,0.886025975259031,-0.0338568975612903,-0.00224344400845574,0.140879044457326,-0.0100984302280491,0.178690797959472,-0.0268002702701513,-0.000548845538230268,-7.10945176858204e-05,0.00903551543626082,1.75712279740305e-05,6.58271668004829e-05,-5.56802236791417e-18,2.9127892634238e-05,-0.000710573173327119,6.51764441239277e-05,5.43591176131042e-05,5.98764136775008e-06,0.0821745679883172,-6.77534388991484e-06,-4.20806657301359e-05,-3.90352051114269e-05,4.28080314817113e-17,1.95775401560778e-06,4.60729651498307e-17,1.21632200533479e-16,3.98801800349138e-07,3.5009684463057e-06,6.01051543438572e-07,-0.0150501242916678,1.4306355532868e-06,1.50635049047085e-16,6.29420057824992e-05,-1.99301185897971e-06,-5.65010522081676e-05,1.01010500718497e-16,2.1980355559133e-05,-5.0557351946146e-17,7.02564001576286e-07,-0.00317402135145948,-1.48439856453338e-17,1.50289011954743e-17,-8.42988564485432e-17,1.41250673518187e-07,3.34752470635678e-18,4.03331654470599e-17,-5.31954546555988e-05,-2.04912744458792e-19,3.83819257665245e-05,1.77945771347572e-17,-1.75657560066848e-06,-1.62300099445936e-18,8.54194534039222e-17,-3.10520840690837e-17,3.59957079575341e-17,-3.89342143719542e-16,-8.19395861457736e-18,2.09313708368635e-16,1.47682150321249e-17,-6.59927366503849e-17,-2.81630117569296e-16,1.71772109305609e-17,1.39049670309697e-17,-5.31709695700549e-17
"t92",-0.149228373287423,-0.00018153656702393,0.237186158912407,-0.00260760775017941,0.106610118240645,-3.0633113503479e-05,0.0112052996968152,-0.00323687987093418,0.00158966549734052,-0.000695665283205339,0.000144831437873523,-0.000483477971197743,0.00410243915447487,2.48248369834634e-06,-0.000519520461223591,0.00266877067565761,0.144112985670011,-0.269926813391267,0.485346419275295,-0.000743659300446898,-0.0144309742934027,0.00165778940050268,-0.00169040905036384,1.61814464010953e-12,0.000374743867448557,-0.00641772698520906,0.000321932752770793,-0.00101101361795417,8.90826266836768e-06,1.47412520678122e-05,-0.0101081465191315,-0.000419954935618519,0.00406512595207613,-0.262489924575609,0.00945939142966746,0.000507772164794037,-0.0277852009595603,0.000867127862453524,-0.00590959470410129,0.000283488903972662,-4.4471965869647e-05,-5.90211408283648e-06,0.00077831956249379,1.91712031421089e-06,9.69605395175256e-06,-1.9878260125303e-16,5.02883237368539e-06,-0.000129919020827963,1.27029640067733e-05,1.07913853641302e-05,1.19696280094531e-06,0.0183043029299412,-1.56299156287412e-06,-9.73233956990486e-06,-9.32970184205479e-06,-3.58676205333962e-17,5.23231713714868e-07,-1.62571042702026e-16,-1.32060122106216e-16,1.2089879051933e-07,1.12510914340261e-06,1.99456857902988e-07,-0.00562609032889283,5.05305439614475e-07,-6.28433221642104e-19,2.22861837916453e-05,-7.53353829245439e-07,-2.14621326415264e-05,-4.64541985307105e-16,8.54673600072172e-06,-1.9842711095451e-16,2.76099454680418e-07,-0.00131813275681477,2.00811812246375e-16,1.65557827333447e-16,6.44171666334937e-16,5.87468178599933e-08,-2.51557070931446e-17,4.98455531934981e-17,-2.29886184062276e-05,1.23439606995924e-16,1.66120222608591e-05,3.6529734243954e-16,-7.84132045217796e-07,-1.92625465662034e-16,-2.72356427795296e-16,-1.69360443955981e-16,-9.81802206642953e-17,5.55725690484452e-16,-4.5462651253643e-17,0.707106781186548,-5.13556194865679e-15,1.93121337662991e-15,-3.53592398593235e-15,5.5549781882332e-17,7.02806268607331e-16,-3.59587813017063e-16
"t93",-0.149228373287423,-0.0001815365670239,0.237186158912406,-0.00260760775017951,0.106610118240645,-3.06331135033554e-05,0.0112052996968152,-0.00323687987093407,0.00158966549734109,-0.000695665283205439,0.000144831437873566,-0.00048347797119786,0.00410243915447465,2.48248369832592e-06,-0.000519520461223427,0.00266877067565762,0.144112985670012,-0.269926813391268,0.485346419275297,-0.000743659300447034,-0.0144309742934032,0.0016577894005027,-0.00169040905036402,1.61822850733403e-12,0.000374743867448618,-0.00641772698520899,0.000321932752770584,-0.00101101361795426,8.90826266836689e-06,1.47412520678844e-05,-0.0101081465191315,-0.000419954935618687,0.00406512595207612,-0.26248992457561,0.00945939142966711,0.000507772164794027,-0.0277852009595603,0.000867127862453532,-0.00590959470410068,0.000283488903972388,-4.44719658695687e-05,-5.90211408275701e-06,0.00077831956249334,1.91712031406069e-06,9.69605395164583e-06,1.08129868663866e-16,5.02883237321762e-06,-0.00012991902082831,1.27029640063467e-05,1.07913853641897e-05,1.19696280111161e-06,0.0183043029299405,-1.56299156286709e-06,-9.73233957010495e-06,-9.32970184216201e-06,1.86437704905809e-16,5.23231713480034e-07,7.76864565024839e-18,1.51870222294105e-16,1.20898790089665e-07,1.12510914363309e-06,1.99456857499649e-07,-0.00562609032889307,5.05305439947714e-07,1.69005866762963e-16,2.22861837916109e-05,-7.53353829014023e-07,-2.1462132639718e-05,4.3334157524111e-16,8.54673600092003e-06,-2.89192377663865e-16,2.76099454236183e-07,-0.00131813275681394,-2.64759081969998e-16,-1.46035268324734e-16,-4.64230228977808e-16,5.87468181740289e-08,3.10082627453388e-17,-2.46277848835724e-17,-2.29886184057992e-05,-1.00668669815992e-16,1.66120222606013e-05,-3.60321697771254e-16,-7.84132045206945e-07,1.83285910730957e-16,2.48003541810296e-16,1.84146427402646e-16,3.31111162217963e-16,-7.88597264836067e-16,-3.16455575885732e-17,-0.707106781186548,5.19320782248881e-15,-2.0419087170876e-15,3.14798838255049e-15,-6.9892707385789e-18,-6.57825990551524e-16,2.9103023162761e-16
"t102",-0.154573738722285,-0.000197324113090461,0.262442396752716,-0.00303641529299322,0.125710737140232,-3.82469181908512e-05,0.0152852016686835,-0.00449003592219519,0.00328758517325172,-0.00148556852159671,0.000343642565695705,-0.00170743769819806,0.0175165650583352,0.00016293934437104,0.000787586801032467,-0.00186190387026051,-0.0649185440687854,0.12086284979892,-0.209586142348473,0.000113327943316969,-0.000510814246023916,8.01773381721327e-05,-0.000106182152809496,1.77139998421422e-13,4.87858868166692e-05,-0.00116183064924491,6.49486209540959e-05,-0.000222455624846438,1.99137778637178e-06,3.55987914971897e-06,-0.00311912677610476,-0.000139486749929233,0.0013560299253347,-0.093333741025708,0.0034254303232208,0.000195522512505942,-0.01109941847777,0.000410591752460917,-0.00311273629451535,0.000157557818716693,-3.39425525125851e-05,-4.54922068622142e-06,0.000609487047013001,1.71774445514207e-06,1.2255690009516e-05,9.85473459295971e-17,9.72729802962694e-06,-0.000333156758980403,5.46542277552214e-05,5.7515094481404e-05,6.97890105936212e-06,0.430906802736412,2.39470196704769e-06,1.45203534650853e-05,1.00718458347754e-05,3.89099723633355e-16,-2.00123242938626e-07,-1.86497805870658e-16,1.40622921081705e-16,-4.59340938118007e-10,1.92847790312036e-07,6.58315984379506e-08,-0.245995292288103,-1.06615625076642e-06,2.14702872258441e-15,-3.78603364598415e-05,2.59389020408937e-08,-1.72198217330954e-09,-1.2955574538146e-15,3.16844613510787e-06,-7.45653825355098e-15,2.24018267256543e-06,-0.250640894065828,-2.7692791887408e-16,7.71449642644131e-16,4.54768700229403e-16,1.0701226968395e-09,-1.31887387768325e-16,-4.60787692865638e-17,-2.02618448360705e-06,7.02207333323162e-17,1.50057604662909e-06,1.59146531272756e-16,-1.01934047363861e-07,-2.30653748214683e-16,-6.33541623128435e-17,2.69259731636986e-16,5.01580647066718e-16,2.31421043680016e-16,-4.79922888807643e-16,-4.17699399736275e-15,1.08346759536308e-15,6.82006633654e-16,-0.707106781186548,-1.09064563142614e-15,-1.53543293293672e-15,-4.18372464085672e-16
"t103",-0.154573738722285,-0.000197324113090643,0.262442396752716,-0.00303641529299329,0.125710737140232,-3.82469181905909e-05,0.0152852016686833,-0.00449003592219517,0.00328758517325174,-0.00148556852159646,0.000343642565695594,-0.0017074376981977,0.0175165650583353,0.000162939344370902,0.00078758680103245,-0.00186190387026051,-0.0649185440687856,0.12086284979892,-0.209586142348472,0.000113327943317169,-0.00051081424602365,8.01773381720696e-05,-0.000106182152809461,1.77176035834654e-13,4.87858868165395e-05,-0.00116183064924489,6.4948620954046e-05,-0.000222455624846668,1.99137778646511e-06,3.55987914977828e-06,-0.00311912677610474,-0.000139486749928907,0.00135602992533474,-0.0933337410257079,0.00342543032322068,0.00019552251250574,-0.0110994184777694,0.00041059175246088,-0.00311273629451511,0.000157557818716798,-3.39425525123912e-05,-4.5492206860413e-06,0.000609487047013145,1.71774445496838e-06,1.22556900094429e-05,1.56999263937531e-16,9.72729803007818e-06,-0.000333156758980355,5.465422775539e-05,5.75150944812915e-05,6.97890105928793e-06,0.430906802736412,2.39470196694904e-06,1.45203534652811e-05,1.00718458347768e-05,2.42285185567858e-16,-2.00123242877208e-07,-2.57282951747504e-16,2.23354309039908e-16,-4.5934063135981e-10,1.9284779052404e-07,6.58315982030057e-08,-0.245995292288104,-1.06615625068984e-06,2.22809831848046e-15,-3.78603364601897e-05,2.59389011817195e-08,-1.72198284854218e-09,-4.60521061840426e-16,3.1684461354112e-06,-7.27557176683418e-15,2.24018267247285e-06,-0.250640894065828,-4.23994213546763e-16,5.88173166782043e-16,3.87719646029749e-16,1.07012314619685e-09,-1.76044545655798e-16,-3.68044491856009e-17,-2.02618448294932e-06,1.33833864065017e-16,1.50057604626312e-06,9.86562692054966e-18,-1.01934048018196e-07,2.70288114019204e-16,-3.28108429634689e-17,-3.70348178693465e-16,-7.04308129468134e-17,-1.1159111189085e-15,3.9074386426997e-16,2.43999445358796e-15,-1.06895754170553e-15,-7.33615601070697e-16,0.707106781186548,1.08078423331794e-15,1.62813221390993e-15,3.95088296084638e-16
"t61",-0.154082220415123,-0.000195900047226527,0.260179752843202,-0.00299871700558224,0.124039014165528,-3.75934558678112e-05,0.0149446697484125,-0.00438595878257525,0.00315928190065069,-0.00142623130175838,0.000328974688834394,-0.00162172318665012,0.0165939769206451,0.000152733939663072,0.000720626490966913,-0.00167352988856001,-0.0576515687179534,0.107315248405347,-0.185903641287494,9.78758358906376e-05,-0.000425458567775672,6.65455885852756e-05,-8.77664877055378e-05,1.44292207606446e-13,3.9429713971788e-05,-0.000919512363951911,5.09089070625649e-05,-0.000172795178992215,1.54404957797605e-06,2.7341819912808e-06,-0.00230342637202441,-0.000101480485142662,0.000985641841269925,-0.0668760665272703,0.00244385924529717,0.000137392270107249,-0.007725179101382,0.000272294622323257,-0.00199804081647083,9.94528578988768e-05,-1.94442555858607e-05,-2.59866725213114e-06,0.000346581904595757,9.4131717447593e-07,6.20111080276544e-06,1.38686925132466e-16,4.58458507852635e-06,-0.000151839758210519,2.38866865564437e-05,2.48384103283573e-05,3.00096749791117e-06,0.179021645737468,8.29412988466382e-07,5.00678887184303e-06,3.25760227079033e-06,1.13177434511742e-16,-4.48605825041931e-08,2.37193851676458e-16,2.93159981411573e-16,-1.05278571282737e-11,-2.68848138452516e-08,-1.7460921445021e-08,0.1511662860784,7.37008299647091e-07,-1.54460265142901e-15,2.68455111944188e-05,-4.51134854060378e-08,3.24332655701656e-09,2.53456554686926e-15,-9.1608861820985e-06,2.4539024261039e-14,-7.78310640437256e-06,0.879534105560908,1.31072685847686e-15,-1.53013656033182e-15,-1.53382390621176e-15,3.36214773022216e-08,1.95992303650445e-16,-7.95277310563837e-17,-1.12316267250362e-05,1.54728594563927e-17,8.08550036654089e-06,-8.46548111445247e-17,-3.60992467499486e-07,-7.13375227640014e-17,5.43798910315196e-17,-3.90314572974897e-18,1.15959314810691e-16,-2.48749730129848e-16,3.88343355086464e-17,-2.2252133109943e-16,9.554346473353e-17,-3.3715848564831e-18,7.86652801434218e-17,9.63771397242705e-17,-7.39255295867389e-17,-6.24171173078349e-17
"t47",-0.153645449900191,-0.000194633197651339,0.258166126638423,-0.002965132601598,0.12254935836012,-3.70105537347474e-05,0.0146404720529391,-0.004292963338452,0.00304413444161386,-0.00137296474648146,0.000315797385727937,-0.0015445572346941,0.0157628269069897,0.000143514245678301,0.000659749670675545,-0.00150147978013728,-0.0509938059477108,0.0949028456361527,-0.164199925775869,8.36189463550942e-05,-0.000345993865951413,5.38437276650245e-05,-7.05897521302209e-05,1.13370638707954e-13,3.06553999514503e-05,-0.000691121367551311,3.7645882379967e-05,-0.000125781911734832,1.12038804242572e-06,1.95043771875941e-06,-0.00152215454379076,-6.49553533327311e-05,0.000629614504395618,-0.0413627560195849,0.00149641818607451,8.10950415388413e-05,-0.00445049151286701,0.000136680289598498,-0.00089750858575878,4.18886093651698e-05,-4.80386689329839e-06,-6.27934605862492e-07,8.072828445615e-05,1.50744134201781e-07,-5.233140932768e-08,-2.45937215597068e-16,-7.91119836765688e-07,3.87270495185443e-05,-8.66491474988099e-06,-9.79689748960654e-06,-1.21818475548418e-06,-0.0895314611830636,-8.82127483156322e-07,-5.40163717439143e-06,-4.25750246720148e-06,1.24349506378848e-16,1.33072899380666e-07,-8.92905133132392e-17,-2.51299535537595e-16,5.4928110177723e-10,-3.22657950629282e-07,-1.37088367134369e-07,0.858223851887624,4.13223185246792e-06,-7.18765491081665e-15,0.000150345007790184,-1.05651216427774e-06,-2.93278126331689e-05,-1.93522350880348e-15,1.32647068680383e-05,-1.00802864012324e-14,3.0825963295957e-06,-0.314872590857612,-6.19815819496562e-16,4.0546204460419e-16,1.22468623409692e-15,4.16715146896223e-08,2.69238219656094e-16,3.17145154490083e-16,-1.54554210528875e-05,-3.11071496784118e-16,1.11451132979295e-05,-1.95644510845654e-17,-5.05884502638097e-07,1.14079682322691e-16,-2.06655042423553e-16,7.91313934678864e-17,-3.44871081361868e-17,7.18199459719718e-16,-2.61643924728954e-17,-6.62125244576757e-16,-8.09426054382716e-17,-3.18609875396902e-16,3.01330070044091e-17,4.44245908878577e-17,7.9079743796324e-17,-1.30553502946975e-16
"t51",-0.153457967208138,-0.00019408478548566,0.257291870557457,-0.00295043496801151,0.121896230553052,-3.67529516351068e-05,0.0145045700003775,-0.00425133876793647,0.00299086035276636,-0.00134827331203703,0.000309654078846224,-0.0015080136571524,0.0153671865493739,0.000139033411032699,0.000628749791338595,-0.00141086595830491,-0.0474076429379057,0.0882148748812702,-0.152483522121312,7.55372621541152e-05,-0.000297941078320216,4.6115330758407e-05,-6.00630171592221e-05,9.42382450207124e-14,2.50650617694512e-05,-0.000540313217813337,2.87447342868477e-05,-9.37481516110144e-05,8.30848714744704e-07,1.40631706864627e-06,-0.000943824981479848,-3.72612852133929e-05,0.00035927041355696,-0.0215434771346655,0.000755394756559708,3.59991208461922e-05,-0.00178786452482017,1.79167237212771e-05,0.000114759989101154,-1.23957400393407e-05,1.10863679707719e-05,1.51967606686754e-06,-0.000210856921406797,-7.62635562280163e-07,-8.11623999463456e-06,-9.23872913651914e-17,-8.4174496854304e-06,0.000321368914300476,-5.96746827234496e-05,-6.49242526388269e-05,-7.97129514891069e-06,-0.53898173982027,-4.49006068176679e-06,-2.74652070971404e-05,-2.15068504211374e-05,-1.38168542362191e-17,7.71439703048577e-07,4.56827342773232e-16,2.86170956829387e-16,1.39024824930714e-07,1.26932320523972e-06,2.38502846909903e-07,-0.244210507476686,-6.77137687696469e-07,1.60919356414819e-16,-2.10173727521083e-05,-3.92025274214337e-07,-1.14560801055984e-05,-3.69274327476294e-15,5.159771174181e-06,0.707106781186547,4.04660135633691e-07,-0.0284558890243013,-6.40325650891524e-15,-3.83621965398654e-16,1.30747120589115e-15,3.43650756958836e-08,6.83069309366499e-16,-8.76371820489201e-16,-1.35830583369068e-05,2.82963030235799e-16,9.81706607557651e-06,-2.42945778560754e-17,-4.64129871993521e-07,-3.71371038791865e-16,-3.7075759092615e-16,-5.75709175675903e-17,2.56938015472232e-18,-2.54059658473191e-16,-5.32358844962293e-17,-3.7997085796342e-16,-2.18435012848703e-16,-1.07103104119549e-16,8.57369579705088e-17,-1.96085562652205e-16,-7.19518708819331e-17,-1.86926982661612e-16
"t52",-0.153457967208138,-0.000194084785485674,0.257291870557457,-0.00295043496801184,0.121896230553052,-3.67529516349368e-05,0.0145045700003775,-0.00425133876793654,0.00299086035276666,-0.00134827331203721,0.000309654078846221,-0.00150801365715236,0.0153671865493739,0.000139033411032779,0.000628749791338441,-0.00141086595830492,-0.0474076429379055,0.0882148748812704,-0.152483522121312,7.55372621538712e-05,-0.000297941078319999,4.61153307584107e-05,-6.00630171592551e-05,9.40395821898273e-14,2.50650617694393e-05,-0.000540313217813324,2.87447342871266e-05,-9.37481516110976e-05,8.30848714719279e-07,1.40631706874079e-06,-0.000943824981479685,-3.72612852135001e-05,0.000359270413556885,-0.0215434771346651,0.000755394756559593,3.59991208461039e-05,-0.00178786452482031,1.79167237211175e-05,0.000114759989099822,-1.23957400397223e-05,1.10863679710208e-05,1.51967606713257e-06,-0.000210856921406849,-7.62635562442427e-07,-8.11623999466776e-06,-3.60138888655283e-16,-8.41744968508784e-06,0.000321368914299994,-5.96746827222718e-05,-6.49242526388548e-05,-7.97129514804015e-06,-0.538981739820272,-4.4900606819604e-06,-2.74652070973988e-05,-2.15068504198498e-05,-8.0685549145425e-16,7.71439703949671e-07,-3.34455958273061e-16,-6.55851899967528e-16,1.39024824425548e-07,1.2693232050521e-06,2.38502847226016e-07,-0.244210507476688,-6.7713768733341e-07,4.02943997371953e-15,-2.10173727518033e-05,-3.9202527676822e-07,-1.14560801172053e-05,4.96868300593158e-15,5.15977118522136e-06,-0.707106781186547,4.04660147982676e-07,-0.0284558890242611,6.25327453407735e-15,-3.07112574592359e-17,-1.61906612596249e-15,3.43650769655206e-08,-7.70401381555172e-16,9.59690924724487e-16,-1.35830583365534e-05,-1.94803135938693e-16,9.81706607533879e-06,-1.46066988101221e-17,-4.64129872075553e-07,1.06890632901124e-16,2.6534430052899e-16,3.75213912849789e-17,-4.97685022873224e-17,2.1083709883926e-16,5.84066143524448e-17,-2.68033814448929e-16,3.56679834633405e-16,1.10861291986685e-16,-7.02955322984475e-17,1.95230767656394e-16,7.32912563229025e-17,1.58045878161996e-16
"t75",-0.182205320357542,-0.00201868229271311,-0.183542690283547,-0.00123107244342155,0.0577227937219963,-2.22669134678326e-05,0.0101329826722226,-0.00302855261051216,0.269318304859346,0.00260067084785032,-4.40741409230699e-06,-0.000601820000299153,0.0066423909881887,6.67539822321924e-05,0.000262060386297514,-0.000357989920228035,-0.00207321536056957,0.00351686766301928,-0.00243529594258221,-0.000110935484646575,-0.00457921552779255,0.000560612655602156,-0.00061777964844254,8.31493918171604e-13,0.000245904761840374,-0.267546239351695,-0.000330176999558003,0.000448137031167304,-3.47001571276568e-06,-3.14791090423449e-06,9.65563098760877e-05,-2.95479124868712e-06,3.03966841309561e-05,-0.00136882292638686,4.3020162975786e-06,-2.61076542145687e-05,0.00911827556791921,-0.000136397566101662,0.00527498385519193,-0.00100476797397629,-4.79085139708975e-05,-6.32533382407803e-06,0.000828587536652225,2.04673748082414e-06,1.31775954891574e-05,7.45417182077677e-17,-0.001313060812944,-0.000503895075225217,-0.276341697479828,-0.000120263790246843,-9.49942426609039e-06,-1.42065512536149e-05,1.00221984158744e-06,6.0888147887771e-06,4.26720415110451e-06,-4.83268031415463e-16,-7.39254420369264e-08,-3.19934987636385e-16,-4.32044601208128e-16,2.26052092473583e-09,6.91972466951587e-08,1.57802557484425e-08,-5.51155021775995e-06,5.54745305455734e-08,1.30540380889273e-16,2.43554492165143e-06,-8.18564590452042e-08,-7.4304652910931e-05,-1.93142814948403e-16,8.25787914074567e-07,1.29234169294073e-16,7.41671250727497e-07,-1.44152345814275e-06,7.47162770874352e-17,-2.26851976108019e-15,7.94862094907273e-16,-4.43427686444238e-09,1.52992375591556e-16,4.01538578098428e-16,0.835924102512484,2.00036794054976e-14,0.000135763796856027,2.44240621951977e-16,-4.96007263669612e-07,-1.56795422100009e-16,-2.38346817505764e-16,-2.04612373964578e-16,-7.93142587762674e-16,1.56885479442376e-16,1.68840755295688e-16,5.58374943913426e-16,-3.54780042719037e-17,-2.22975650250317e-16,-3.34418838604568e-16,1.20300508800601e-16,9.129573822128e-17,-5.5339251519789e-17
