"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98"
"t13",-0.149101536821713,-5.94409407111107e-05,-0.248785707823207,0.00405268247035722,-0.010070379070127,0.034660876765558,3.45066966496948e-05,-1.89781428048412e-05,0.00143740447004173,-0.00320402270491717,0.000948774367877789,-0.00292463565231749,0.000723886586605353,-0.00017478628620587,0.00138261861537754,7.00263502283441e-05,-0.0102432207158132,0.241745406822302,-0.000102907394633139,8.52774756711447e-05,-0.000202795473776926,0.000264734695091799,-7.6643886589957e-05,8.09553764040324e-05,-0.000176049413938802,0.000548720752893564,-7.28596728932216e-06,0.00467768847717278,0.00349695123120056,-0.000727648740973488,-0.00245594968215317,0.914252780741514,-0.0222558545892098,-0.0005588568802443,-0.00171091375936525,0.0504739459014026,-0.000130527214750389,-0.000993735819999761,0.00131287632943856,-0.000219757212906984,-3.59475490730751e-05,-7.51611588847319e-05,-7.97037569812672e-06,-0.000120020850659242,7.47228861490712e-05,1.12607773392676e-16,0.000202376294590087,-0.00185758652145939,-6.60869631764286e-05,0.0818227628823571,3.2638523778977e-05,-1.36232621378499e-05,-8.72519711433546e-05,-6.28052011892814e-17,-0.00039485924748356,6.52654986761194e-06,5.49188702131336e-17,3.45616790114062e-06,0.000104118591963412,-3.33156972007479e-05,0.0150444970685388,1.51874361929439e-05,1.35498617565625e-05,-0.000108543014617242,-2.86654836933116e-16,0.00012719804659334,3.18033226949508e-17,9.52913287460185e-07,-0.00324220505695881,-3.56317729478141e-17,-7.29543061732605e-17,-6.11505357119727e-17,1.47584233046382e-17,-5.81472663486556e-07,-8.69067229891661e-18,-7.58186332094052e-17,-6.57251655248342e-05,0.000570727445091261,-2.22712522438585e-17,-9.06586212533888e-05,-1.56802583283565e-16,0.00013337205503829,1.33279386060395e-17,-5.52416765913974e-06,7.66132372724652e-05,2.96766793991609e-17,7.5472623369995e-17,2.32391124394624e-16,-2.96851181492726e-17,-6.7297972415894e-17,2.97287270760265e-15,1.39103254795388e-18,9.11038962321796e-18,1.89852483627698e-17,3.79800169796543e-16,-2.44979606029006e-18,4.20681349954913e-17,-5.73576154164385e-17
"t92",-0.151009650204069,-6.11096359423604e-05,-0.25763656193659,0.00426015912519781,-0.0107646898588799,0.0372935137274521,3.81315494776513e-05,-2.24862340714935e-05,0.00171599579681902,-0.00387503305817734,0.00127554530402311,-0.00497012254137309,0.00129426035871178,-0.000274658834074205,0.00268445666891304,0.000137272767665605,-0.0211916088541595,0.574668310547595,-0.000491856176608586,0.0017096597646809,0.00164807931590189,-0.0014114683009169,0.000182600170939894,-0.000125597831518249,0.000207645984746815,-0.000520666981568663,5.70977733878253e-06,-0.00312641600799202,-0.00124373403840273,0.000257408425771229,0.000811953841314383,-0.260615985367532,0.00618595320542939,0.000126141680004638,0.00033084193829769,-0.00956955757137177,1.09890769739159e-05,8.35682557086551e-05,-1.08625989962368e-05,-1.81243313592087e-05,-3.05219159438152e-06,-7.69932954184299e-06,-9.06517725665795e-07,-1.38559783888034e-05,1.05485136727123e-05,5.51667250409713e-17,3.52088501833277e-05,-0.000363824802235798,-1.32258229287295e-05,0.0185155438593484,7.31735707768734e-06,-3.16393893190262e-06,-2.03430134554506e-05,1.0871302621583e-16,-0.000100893611686347,1.75387377163152e-06,-2.39594370091332e-17,1.05333815409627e-06,3.30465837803702e-05,-1.08369316045843e-05,0.00563992901703708,5.38858035764443e-06,5.14130893188714e-06,-4.14028937288917e-05,2.60438151898572e-16,4.96155633063034e-05,3.9185537535449e-16,3.75372045528317e-07,-0.00134898851970818,3.73871630214912e-16,-1.79947856794878e-16,-3.61546259612683e-16,-1.43383365350984e-16,-2.425739657258e-07,5.51676521741547e-17,-1.99755565422893e-16,-2.80499733671667e-05,0.000243810813301163,-2.90800644040222e-16,-3.92984237298838e-05,-1.28604643017179e-16,5.78975970816133e-05,-3.90587341740629e-16,-2.47290162173571e-06,3.48580005068364e-05,-7.30232414551729e-16,-3.0038523056261e-16,-5.25324146011227e-16,-9.39490559099199e-16,-1.43951369768612e-15,0.707106781186547,-1.26183471168253e-14,-4.11077007631622e-15,3.26165935316556e-15,7.25046371306774e-15,-5.21919233835134e-17,8.37157227362251e-16,4.98755664394619e-17
"t93",-0.151009650204069,-6.11096359422764e-05,-0.257636561936589,0.00426015912519801,-0.0107646898588799,0.0372935137274519,3.81315494777633e-05,-2.24862340714115e-05,0.00171599579681914,-0.00387503305817718,0.00127554530402304,-0.00497012254137324,0.00129426035871145,-0.000274658834074277,0.00268445666891314,0.000137272767665548,-0.0211916088541594,0.574668310547596,-0.000491856176608563,0.00170965976468097,0.00164807931590178,-0.00141146830091696,0.00018260017094001,-0.000125597831518131,0.000207645984746618,-0.000520666981568957,5.70977733847793e-06,-0.00312641600799202,-0.00124373403840258,0.000257408425771586,0.000811953841314271,-0.260615985367528,0.00618595320542915,0.000126141680004686,0.000330841938297558,-0.00956955757137223,1.09890769743279e-05,8.35682557082775e-05,-1.08625989964444e-05,-1.81243313592842e-05,-3.05219159412184e-06,-7.69932954183144e-06,-9.06517725871007e-07,-1.38559783883709e-05,1.05485136729866e-05,1.31812121835232e-16,3.5208850184405e-05,-0.00036382480223608,-1.32258229289084e-05,0.0185155438593498,7.31735707672718e-06,-3.16393893219325e-06,-2.03430134551912e-05,5.55004462330671e-17,-0.000100893611685941,1.75387377182393e-06,1.31166611908206e-16,1.05333815444254e-06,3.30465837801879e-05,-1.08369316045395e-05,0.00563992901703609,5.38858035767062e-06,5.14130893233859e-06,-4.1402893730224e-05,2.19390836295643e-16,4.96155633061701e-05,-4.54464291411882e-16,3.7537204660183e-07,-0.0013489885197092,-4.07836158452757e-16,1.97752868918468e-16,2.64814351187723e-16,3.74791100058417e-16,-2.42573965876819e-07,-9.55071705405895e-17,2.54602453901321e-16,-2.80499733663573e-05,0.000243810813300782,2.45144515169625e-16,-3.92984237279308e-05,-7.14598997962929e-17,5.78975970822873e-05,3.12043300714096e-16,-2.47290162202444e-06,3.48580005130981e-05,7.16431108911915e-16,3.36468071402647e-16,4.05638098918189e-16,8.6059762063818e-16,1.37628993431453e-15,-0.707106781186549,1.25527307188458e-14,4.12784422201346e-15,-3.2256941141756e-15,-6.73082240720762e-15,3.71314020566413e-17,-7.04508635342404e-16,-1.3607288775181e-16
"t102",-0.156356272649922,-6.60099717417432e-05,-0.284241070437216,0.0049151812031602,-0.0130846651499363,0.046292089471357,5.17692029224356e-05,-3.99002767624812e-05,0.00314426398546694,-0.00751539857420098,0.00415922416693882,-0.0435436561430745,0.0130365128731431,0.000418329189976805,-0.00190076927992994,-9.45923759111835e-05,0.0126411031243199,-0.248716053659552,7.13086771529337e-05,-6.31798346248206e-05,6.41972491493155e-05,-8.58549775975408e-05,2.22693323125186e-05,-2.06525220232053e-05,4.03454860575147e-05,-0.000114047922269252,1.37768844442245e-06,-0.000812808433058782,-0.000414788847758433,8.60037610919945e-05,0.000277494937129449,-0.0933632485104636,0.00223317483618785,4.83454600187543e-05,0.000132035534848507,-0.00383796622452085,5.17283301714444e-06,3.93443347254302e-05,-5.99527211299415e-06,-1.35986777057543e-05,-2.31694868603805e-06,-6.4166563117795e-06,-8.10907520533734e-07,-1.25393232670527e-05,1.18197413308175e-05,8.25483275254578e-16,6.35638278938384e-05,-0.00132412986438372,-6.03714108618757e-05,0.431447396207719,-1.90985408683616e-05,5.36752314396494e-06,3.30502489557482e-05,-1.24176260020945e-16,6.68789671668602e-05,-7.1505546533741e-07,1.49790647917448e-16,-1.17379704502853e-08,3.48958835673605e-06,-2.09710211667753e-06,0.24542670667731,-1.16129058102678e-05,-1.64043424238181e-07,-2.43509113933572e-07,-2.01676191658967e-15,1.75256233834614e-05,8.45980058076856e-15,1.81571019304884e-06,-0.251052123735697,-8.1937097391846e-16,6.26505871856689e-16,3.89284201740863e-17,-4.75004682322728e-16,-4.54438889242855e-09,6.3750382532387e-17,1.03020424831372e-17,-1.81971858160572e-06,1.62253454230143e-05,-1.80824135919205e-17,-3.52374490442263e-06,3.17147328629547e-16,5.31435620911027e-06,3.16894066199961e-16,-3.25482081173263e-07,5.22089242765799e-06,1.38684703440797e-16,5.16919584944582e-17,-5.67066622948282e-17,3.92731370188724e-17,7.29066448474361e-16,-7.26535952409204e-15,-5.22797012882998e-16,-8.6898685011787e-16,-8.88196451697374e-16,0.707106781186546,1.64010297786655e-15,9.50547053151964e-16,8.90529537632771e-17
"t103",-0.156356272649922,-6.60099717417102e-05,-0.284241070437216,0.0049151812031602,-0.0130846651499365,0.0462920894713574,5.17692029224255e-05,-3.99002767625127e-05,0.00314426398546699,-0.00751539857420075,0.0041592241669388,-0.0435436561430744,0.0130365128731431,0.000418329189976709,-0.00190076927992995,-9.4592375911313e-05,0.0126411031243197,-0.24871605365955,7.13086771529425e-05,-6.31798346247896e-05,6.41972491494316e-05,-8.58549775974656e-05,2.2269332312642e-05,-2.06525220232431e-05,4.03454860575669e-05,-0.000114047922269386,1.37768844436268e-06,-0.000812808433058889,-0.000414788847758215,8.60037610921888e-05,0.000277494937129636,-0.0933632485104631,0.00223317483618788,4.83454600188342e-05,0.000132035534848343,-0.00383796622452089,5.17283301694335e-06,3.93443347253099e-05,-5.99527211315098e-06,-1.35986777058873e-05,-2.31694868558736e-06,-6.41665631200182e-06,-8.10907520297694e-07,-1.2539323266997e-05,1.18197413306616e-05,1.09807508874187e-15,6.3563827893565e-05,-0.0013241298643834,-6.03714108619403e-05,0.431447396207718,-1.90985408680807e-05,5.36752314363922e-06,3.30502489556159e-05,-2.86434741682169e-16,6.68789671667829e-05,-7.15055465207946e-07,-2.1298364580644e-17,-1.17379697262365e-08,3.4895883569742e-06,-2.0971021167821e-06,0.24542670667731,-1.16129058100935e-05,-1.64043424364858e-07,-2.43509114143629e-07,-1.90974815498301e-15,1.75256233836305e-05,8.48835654384335e-15,1.81571019288855e-06,-0.251052123735696,-7.0683551699054e-16,2.20637133198183e-16,3.45964247828232e-16,2.36826593981314e-16,-4.54438847190905e-09,-1.74381235399279e-16,4.36869102083091e-16,-1.81971858166575e-06,1.62253454226811e-05,-1.28985719611646e-16,-3.52374490429117e-06,3.11948283614494e-16,5.31435620930905e-06,-2.94704896161808e-16,-3.25482081964316e-07,5.22089242784418e-06,-5.8771443821824e-16,1.29593861868529e-16,6.0392070763105e-16,3.16092940924185e-16,-7.19453657690044e-16,6.50490935376016e-15,3.95016724381755e-16,9.35116979003007e-16,1.12075100955675e-15,-0.707106781186548,-1.6380004033493e-15,-9.01605652378746e-16,-3.1684695439871e-16
"t61",-0.155865948294894,-6.55681941673092e-05,-0.281862267652289,0.00485758810423342,-0.0128844199544543,0.0455209158504188,5.06334493586859e-05,-3.85481575255045e-05,0.00303414686760592,-0.00723805399990039,0.00395648959247674,-0.0410167095508583,0.0122713580633235,0.000383025087476365,-0.00171048943824354,-8.50625593479628e-05,0.0113238995918024,-0.220838105640826,6.16036387248569e-05,-5.35999350312201e-05,5.35166829536744e-05,-7.11409116718247e-05,1.80923504991805e-05,-1.65028939038909e-05,3.18151145610865e-05,-8.88622363249747e-05,1.06109526585635e-06,-0.000619617840919772,-0.000302392568173087,6.26744799549283e-05,0.000201225149220472,-0.066977390395529,0.00159913271774836,3.41130157298586e-05,9.21902443592542e-05,-0.00267624694215628,3.44617116882607e-06,2.6210087778896e-05,-3.80219321492633e-06,-7.84360129205155e-06,-1.331829351829e-06,-3.59150564960961e-06,-4.45238254462716e-07,-6.86377079909839e-06,6.141723696962e-06,3.07472125170139e-16,3.0265551879693e-05,-0.000585310858092599,-2.62906750326387e-05,0.179214564090946,-7.08466948493229e-06,1.88734047651288e-06,1.15438102791913e-05,-2.52981833670525e-16,1.88206833546885e-05,-1.65047211887116e-07,-3.0118787535022e-16,-3.50054832868132e-10,-2.65028095753661e-07,3.29519793284007e-07,-0.149500055464162,7.93988741062695e-06,2.83176679294377e-07,4.58558774418196e-07,6.17364063810703e-15,-4.99682167465183e-05,-2.67300773037072e-14,-6.25396845387876e-06,0.879841446113875,2.26615047048489e-15,-1.75917571103368e-15,-2.20151597182793e-16,1.01604750104879e-15,-1.398447710898e-07,-1.83794999944503e-16,-5.40678370613549e-16,-1.44471121350831e-05,0.000125131204096784,8.00413254175133e-17,-1.92915356413008e-05,-1.00176511181474e-15,2.83176121479228e-05,-1.06587697536484e-16,-1.14356336671214e-06,1.58382656894648e-05,3.76279121315433e-16,-1.08070564626945e-16,-2.49690435400752e-16,-2.46024683980647e-16,-1.43198649728501e-17,-9.48155798893868e-16,1.12530963858032e-17,1.47726788110337e-17,-1.17605895735987e-16,2.11020075356334e-16,-4.85781760763982e-17,3.70165604519491e-17,-1.86373886594507e-19
"t47",-0.155432491301344,-6.51772627756619e-05,-0.279756258483484,0.00480655146692945,-0.0127067912041025,0.0448365795624628,4.96240798071547e-05,-3.73424153904934e-05,0.00293591904553489,-0.00699052151676016,0.00377493404123649,-0.0387477035830869,0.0115841766250506,0.000351082089729698,-0.00153753375366383,-7.63987692276465e-05,0.0101251845457162,-0.195409038897295,5.26880006429748e-05,-4.47583709723902e-05,4.36155249858105e-05,-5.74799521576685e-05,1.41952466210585e-05,-1.26154943780989e-05,2.37980025235762e-05,-6.51232576270175e-05,7.61858625294839e-07,-0.000436570857045299,-0.000194780353753362,4.03361701268216e-05,0.000128112110277483,-0.0416212842345219,0.000989582556273832,2.03846284620013e-05,5.36651962779007e-05,-0.00155269110819917,1.75937637127838e-06,1.33789570660304e-05,-1.63716197140458e-06,-2.05190629374557e-06,-3.39778259822067e-07,-7.3178939564443e-07,-7.37398044593026e-08,-1.09440581698474e-06,3.14051723111306e-07,-1.98361825746366e-16,-4.43837410690111e-06,0.000194199213733312,9.75277892668986e-06,-0.089513061270974,5.92807423270968e-06,-1.90984781017118e-06,-1.19425262838135e-05,-3.47488585355507e-16,-3.50600257270061e-05,4.64202347398554e-07,-1.34168296720366e-16,1.385355699861e-08,-5.18693727685142e-06,3.64212951909182e-06,-0.858723309385387,4.50657325576102e-05,7.22065289320587e-06,-5.65466622704181e-05,-1.03050441455489e-15,7.58677409031506e-05,4.91450458659249e-15,2.63658175190661e-06,-0.313256884932069,-7.81613219056887e-16,6.63422393458924e-16,5.6960558919523e-19,-5.99151603869487e-16,-1.71896306103799e-07,3.63616639264011e-16,6.73407929555714e-17,-1.92645368860475e-05,0.000167213553918855,-9.16964122817544e-17,-2.64022103096596e-05,2.59520955453337e-16,3.88204303382934e-05,6.00953602714715e-18,-1.59496231045596e-06,2.20892326002608e-05,2.45263158215139e-17,7.82780759170947e-17,-6.94890368885688e-16,4.18640304857414e-18,2.32565703087255e-16,4.67401970222975e-16,9.66769310602784e-18,-1.61166191638503e-16,-2.36909530476947e-16,-7.63438900516133e-17,1.04101266679916e-16,5.63769877883484e-17,-2.96745267616259e-18
"t51",-0.155246113727192,-6.50079191480968e-05,-0.278840784551615,0.00478421072571883,-0.0126284532239195,0.0445339204152383,4.91727374056878e-05,-3.6789703367345e-05,0.00289078519594377,-0.00687633941621846,0.0036891013060891,-0.0376541198893006,0.011252524122114,0.0003348210225389,-0.00144656758815618,-7.18359849100415e-05,0.00948933367699977,-0.181697306881361,4.76339331151209e-05,-3.9580918188102e-05,3.76355541858628e-05,-4.9141805460924e-05,1.17340428731193e-05,-1.00899723157283e-05,1.8471865484431e-05,-4.90327607370195e-05,5.5510068641211e-07,-0.000307933209054807,-0.000113489540147749,2.34511107698245e-05,7.24108414414984e-05,-0.021971250851823,0.000515844201448596,9.46512324301584e-06,2.25152289595886e-05,-0.000642371142020527,2.93532164216291e-07,2.22769455164205e-06,3.88335027924711e-07,4.16569142970086e-06,7.30416319783201e-07,2.47140762867269e-06,3.53729108472768e-07,5.57264397650945e-06,-6.92240094561869e-06,-9.84090672754003e-16,-5.29301850802288e-05,0.00139577124227542,6.6406151662394e-05,-0.538601444159221,3.10514332417454e-05,-9.75143107651553e-06,-6.08516491030375e-05,7.41212235620205e-16,-0.000181580106937695,2.64124761838383e-06,1.2056884817067e-16,1.21960895149002e-06,3.7248123364792e-05,-1.23303660338338e-05,0.244422883366744,-7.481787518112e-06,2.68822273550676e-06,-2.2251122979696e-05,-2.0836086495251e-15,2.99751711186037e-05,-0.707106781186545,4.18270990015108e-07,-0.0289881916242561,2.66338638261585e-14,5.37269850812108e-16,-2.63759500385322e-15,3.22246885684162e-15,-1.42249856135963e-07,5.04949004981429e-16,-9.03343051397442e-16,-1.65711724831847e-05,0.000144065835956824,1.23558775887394e-16,-2.3273090180628e-05,1.02891080151368e-16,3.42930827516927e-05,-3.81577490714525e-16,-1.4667362742563e-06,2.06708283802743e-05,-1.62792057541552e-16,2.21624095751588e-16,-5.69624552712002e-16,-8.04951594401932e-17,-5.65279751368311e-16,-7.90758464839586e-16,2.65031501717632e-16,3.08503818543756e-16,1.52171619971719e-16,9.53563661096091e-18,-9.97011051190188e-17,3.12365191984645e-16,-7.22056171375619e-19
"t52",-0.155246113727192,-6.50079191478747e-05,-0.278840784551615,0.00478421072571886,-0.0126284532239197,0.0445339204152383,4.91727374056798e-05,-3.67897033673134e-05,0.00289078519594374,-0.00687633941621835,0.00368910130608892,-0.0376541198893002,0.011252524122114,0.000334821022538955,-0.00144656758815616,-7.18359849100718e-05,0.00948933367699973,-0.181697306881361,4.76339331151237e-05,-3.95809181881006e-05,3.76355541857801e-05,-4.91418054608614e-05,1.17340428729138e-05,-1.00899723157527e-05,1.8471865484133e-05,-4.90327607368317e-05,5.55100686482512e-07,-0.000307933209054865,-0.000113489540147832,2.34511107698938e-05,7.2410841441397e-05,-0.021971250851823,0.000515844201448541,9.46512324323683e-06,2.25152289594238e-05,-0.000642371142020891,2.93532164501788e-07,2.22769455127678e-06,3.88335028033565e-07,4.16569142977334e-06,7.30416319908277e-07,2.4714076286442e-06,3.5372910761752e-07,5.57264397681249e-06,-6.92240094563235e-06,-1.29511590457131e-15,-5.29301850800196e-05,0.00139577124227556,6.64061516619776e-05,-0.538601444159221,3.10514332416451e-05,-9.75143107690453e-06,-6.08516491031103e-05,3.84080299164094e-16,-0.000181580106937424,2.64124761803579e-06,4.94068527106818e-16,1.21960895157002e-06,3.72481233659884e-05,-1.23303660332238e-05,0.244422883366737,-7.48178751730636e-06,2.68822273702114e-06,-2.22511229758518e-05,1.24132046193908e-15,2.99751711017508e-05,0.707106781186549,4.18270853259222e-07,-0.0289881916242146,-2.65828293056754e-14,-4.62327500366458e-16,2.37038583172591e-15,-3.1636997859432e-15,-1.42249855623976e-07,-5.32273712955289e-16,8.87117242275725e-16,-1.65711724843188e-05,0.000144065835956745,-8.74610442270647e-17,-2.32730901809542e-05,-3.0004447435819e-16,3.42930827529538e-05,3.88405418857607e-16,-1.46673627431043e-06,2.06708283829028e-05,1.83228809674625e-16,-8.98861943806848e-17,9.0499491012127e-16,-2.23576603626345e-16,2.19380425667134e-16,-1.45555471601922e-15,-3.55140441927141e-16,-2.1499239349974e-16,-1.5182603682847e-16,2.52293141708394e-16,4.16925396136795e-18,-1.76343141291854e-16,-2.08760609559126e-17
"t75",-0.196345853430074,-0.00155929000784035,0.159504478270438,0.00149178631942813,-0.00633698645131056,0.0241501148683275,3.23835649507862e-05,-5.28128818015378e-05,0.00569104899576828,-0.235076856667591,0.000998111306813593,-0.013705510468725,0.00412700097400166,0.00011317579011591,-0.000308064450913886,-1.47524871235398e-05,0.00151400928518147,-0.00276630999434275,-7.94002196149821e-05,0.300533651425529,1.96395867153969e-05,-6.37776608723279e-05,1.74101014866733e-05,-1.42576380583232e-05,2.50928228810194e-05,-6.42729144163991e-05,7.00462093792111e-07,-0.000372918559999371,-7.89215870849011e-05,1.60863233837036e-05,3.99197358967071e-05,-0.00237265015977979,6.72151667702279e-07,-1.72014471454205e-05,-0.000327270236885753,0.020435971128821,-2.99440762915887e-06,-2.28396412115008e-05,7.4766171638159e-05,-2.5687303012358e-05,-4.28950673996505e-06,-1.05012345874059e-05,-1.24725336711517e-06,-1.91273983852908e-05,1.65320272799488e-05,-1.64618286573043e-16,0.00185200079845975,-0.283987188300982,0.000146062250638741,-0.000741835916793998,-7.84676449775741e-06,2.37665093480967e-06,1.47069536572856e-05,2.33319039201303e-16,2.95771677113164e-05,-2.88707780595967e-07,2.27807242384219e-17,1.8814421196212e-08,1.73434665538819e-06,-7.52895357814171e-07,1.24848233193087e-05,6.26618170666176e-07,5.89247205905869e-07,-7.95998446461305e-05,1.11809880745986e-15,5.08441748001544e-06,1.49847282622278e-16,5.94574773641339e-07,-2.90520830007607e-06,5.26194705914925e-16,-3.31689828177171e-16,-2.01842966306707e-15,-2.43015621213152e-15,1.70570431827655e-08,-7.23284813762187e-16,-9.58440732438768e-16,1.45431446570767e-05,-0.000138834025702028,1.8032647388464e-15,0.835681213620946,1.57587563896789e-12,0.000492923231538468,1.95610767203764e-16,-1.57932942778168e-06,0.00283455282331291,-6.3724121498525e-16,3.87877404649689e-16,2.74185661524285e-15,1.08760660902118e-16,-4.4235803508602e-17,9.26142828052818e-16,-1.61058483246649e-16,1.71683817194341e-16,-2.13961754369638e-16,-1.667140095337e-16,-1.36482667614093e-17,1.78966770667963e-16,3.36484592438537e-18
