,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t15,13.0816965,3.3001354,8.752234,3.9165022,5.015078,1.7498745,5.121317,5.1133137,6.3498006,5.4086432,3.9512365,4.073862,3.3614185,6.436109,3.3314097,4.2697864,6.3146825,5.0405583,4.7713776,4.890577,2.6753032,2.7676585,5.719119,5.2309895,5.4415364,5.732296,4.7136273,4.3643565,6.4116106,5.800282,5.284047,5.44579,5.487735,4.2162886,4.425334,4.9166183,5.884599,5.8041673,5.2599344,6.2370844,4.9285865,3.637827,6.139419,3.4769878,5.766191,4.7047625
t18,13.048634,3.4283047,8.673808,3.922473,5.001292,1.7040005,5.00575,5.1708255,6.284675,5.4138346,3.9238133,4.124165,3.3711386,6.4596667,3.3923395,4.2440176,6.3696427,4.943153,4.753849,4.770704,2.640846,2.7264569,5.7676625,5.252321,5.4630957,5.797956,4.7080903,4.304514,6.416099,5.7687225,5.3527055,5.4681153,5.5372877,4.1493487,4.3711224,4.8969207,5.8531766,5.7479577,5.261182,6.1694574,4.9411,3.570213,6.0892997,3.505894,5.8361163,4.7717443
t19,13.083752,3.309382,8.735461,3.9121158,5.0245285,1.7429988,5.1064086,5.118824,6.3317375,5.4057736,3.933716,4.085225,3.366864,6.4457836,3.3405297,4.2605476,6.3298635,5.0325713,4.770675,4.8837476,2.6652775,2.7486506,5.7369685,5.22621,5.4412704,5.745878,4.701614,4.353209,6.3998184,5.788799,5.3003187,5.4631147,5.5056252,4.2063313,4.412688,4.9052997,5.893239,5.7837462,5.254721,6.2231097,4.9370394,3.6222725,6.130518,3.4702315,5.7873716,4.716597
t20,13.065668,3.3726814,8.702022,3.9172108,5.0121984,1.722342,5.0543113,5.147603,6.3050656,5.41028,3.928179,4.1059327,3.3692212,6.4521794,3.3689885,4.2515244,6.3529654,4.984062,4.7609754,4.8229117,2.6514432,2.7376466,5.7526298,5.238576,5.454418,5.7746644,4.703517,4.3250422,6.4076414,5.7774687,5.3292174,5.4676256,5.5226192,4.175784,4.3888755,4.8994484,5.870251,5.762974,5.260346,6.1931667,4.938143,3.592996,6.1084027,3.494281,5.8139734,4.747417
t14,13.037494,3.4901242,8.638958,3.9229426,4.9975896,1.6833068,4.9561977,5.196068,6.25525,5.416577,3.910106,4.143394,3.3750303,6.468111,3.4172983,4.2331614,6.3999496,4.899659,4.7449512,4.716154,2.6260798,2.712624,5.7840953,5.2553816,5.474552,5.8262234,4.7006207,4.270448,6.413262,5.7541986,5.3818865,5.483715,5.5568233,4.118724,4.3397794,4.8815255,5.8362126,5.717335,5.2671843,6.134838,4.9438944,3.5324974,6.0682473,3.5302327,5.8667154,4.8024206
t28,13.09991,3.3049314,8.724875,3.928443,5.0379457,1.7786695,5.1014614,5.094497,6.3164606,5.3681707,3.9364533,4.0718884,3.3317251,6.424965,3.3121521,4.2939396,6.3079734,5.0458193,4.76372,4.896148,2.6996367,2.7654324,5.720144,5.1929345,5.4321547,5.719654,4.6716323,4.3810115,6.3774033,5.7916684,5.2828393,5.4871445,5.485759,4.2041583,4.44074,4.870257,5.92375,5.793622,5.278545,6.239283,4.9127746,3.6422021,6.1672673,3.45297,5.7847075,4.7193074
t29,13.103269,3.2760594,8.757973,3.897218,5.0340333,1.7372599,5.137794,5.102071,6.357632,5.41258,3.9268155,4.071271,3.380732,6.4560966,3.3249695,4.2555065,6.3369308,5.05885,4.785313,4.9164524,2.661802,2.7435656,5.7356634,5.221876,5.4278646,5.7336583,4.707999,4.3475866,6.396342,5.794015,5.2852674,5.453774,5.504644,4.225254,4.4037395,4.920746,5.9091635,5.7796745,5.2360907,6.2246447,4.9499707,3.613352,6.1389365,3.4541037,5.783292,4.6892295
t26,13.076789,3.1977854,8.748957,3.9282384,5.060762,1.7472928,5.176526,5.053868,6.3390694,5.3680816,3.9098408,4.1062784,3.3323412,6.4388347,3.2910194,4.2771707,6.2696342,5.1457148,4.7785077,5.0204,2.7093015,2.734566,5.754742,5.2103925,5.400041,5.705683,4.694153,4.4115024,6.360942,5.798294,5.264467,5.4842944,5.4875183,4.2551756,4.45656,4.860853,5.952982,5.848129,5.2333097,6.2791543,4.9492483,3.6745923,6.1530657,3.3587747,5.761494,4.705142
t25,13.141097,3.254094,8.765214,3.908303,5.0589037,1.779501,5.15179,5.055982,6.3706846,5.3684015,3.9311848,4.0386276,3.3447115,6.4334736,3.2730544,4.300247,6.3069515,5.092765,4.788562,4.947356,2.7052782,2.768771,5.706208,5.1720757,5.405461,5.6822305,4.673324,4.386554,6.3645725,5.8062115,5.243069,5.4759746,5.471077,4.2372885,4.441869,4.90084,5.9597154,5.8044558,5.25755,6.255076,4.9230905,3.650903,6.1976976,3.4228196,5.771925,4.667128
t43,13.082507,3.0669715,8.772265,3.9297569,5.1156945,1.7095156,5.2981744,4.9481235,6.396845,5.325242,3.8782997,4.1239285,3.3015125,6.4423,3.2052865,4.3119707,6.22292,5.296204,4.814127,5.180338,2.7554388,2.7283742,5.7626834,5.1753464,5.3264427,5.627696,4.6877904,4.459388,6.3030634,5.8256397,5.1914577,5.500413,5.4511867,4.3171577,4.4880333,4.854382,6.0499005,5.945821,5.202962,6.336063,4.9648533,3.735472,6.199416,3.2271047,5.741279,4.6656704
