,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t15,6.1054907,-0.23301902,0.16093858,1.3082012,0.06120565,0.12452838,-0.110723995,-0.08682027,5.4816055,0.43762186,-0.12221429,0.5614809,0.08479337,0.3417099,15.862004,0.8087765,0.21408704,-0.26432163,6.248297,0.53466207,11.534515,2.3386197,8.267676,5.201745,0.03760549,15.6836605,-0.040503018,3.7804978,4.3113613,7.1233926,-0.28694054,-0.07912773,-0.039509412,-0.19843575,-0.3484887,-0.052321464,7.959889,-0.0032766734,-0.2745171,0.1547763,-0.051054683,-2.238662,0.15392253,3.756949,-0.10712858,-0.22583112
t18,7.616534,-0.22077996,1.419328,0.95247734,1.1271985,0.12834558,-0.103372596,-0.056220032,5.068095,-0.14480078,-0.26906046,0.5250594,0.06954041,0.20561844,15.095422,1.0543612,0.22763097,-0.17765057,4.164832,0.5483752,12.415102,0.98258454,7.8983526,3.5304368,0.035205096,14.3885765,-0.018110912,3.5077367,2.3342307,7.744734,-0.26575452,-0.07640876,0.16739789,-0.20652938,-0.30652258,-0.14170846,8.443939,-0.0016452211,-0.27608877,0.1760543,-0.040093124,-2.292365,0.14556275,3.2489843,-0.44888,-0.25334907
t19,5.5100904,-0.24292204,-0.0085264435,1.4945183,-0.0100034205,0.12146389,-0.110909715,-0.099726036,5.783437,1.1662153,-0.054100778,0.5707253,0.09315096,0.3994078,16.27752,0.71172917,0.20867285,-0.31213537,7.099577,0.521624,11.110452,2.9659102,8.499185,5.9083147,0.03811888,16.273335,-0.05216881,4.055425,5.3669486,7.0138574,-0.29859594,-0.07915019,-0.053150922,-0.19522673,-0.37427717,-0.0077146343,7.732739,-0.0036752333,-0.27401406,0.1414193,-0.05645476,-2.2293553,0.1575592,4.0410795,0.40749922,-0.21568546
t20,6.7523723,-0.23002554,0.6897066,1.1968384,0.51779795,0.12686436,-0.10484012,-0.07656219,5.3439636,-0.020898882,-0.18672581,0.54314715,0.07879219,0.28474766,15.5063,0.86729354,0.22120129,-0.23139694,5.4436603,0.53634423,11.919218,1.8023379,8.183101,4.5039425,0.035946917,15.168222,-0.032328878,3.738934,3.5368776,7.4061904,-0.27756864,-0.078219995,-0.019785423,-0.2018103,-0.33320245,-0.08940892,8.203714,-7.702689e-05,-0.27357742,0.16628091,-0.046663042,-2.2569354,0.15133688,3.5761032,-0.24226284,-0.23690474
t14,8.427113,-0.21086624,2.098358,0.6634439,1.8295403,0.12890011,-0.10389271,-0.030796979,4.851598,-0.25777704,-0.3505345,0.5027075,0.057914115,0.061251834,14.560228,1.2687014,0.22966047,-0.123556964,2.911703,0.56236583,12.7908,0.2844979,7.489321,2.517192,0.034904733,13.58385,-0.0044949567,3.3174384,1.1644421,8.09911,-0.25190938,-0.073895775,0.72890747,-0.21546437,-0.2844196,-0.18665187,8.497361,-0.0057307477,-0.27826336,0.18144347,-0.03413031,-2.3183262,0.1417017,2.9028077,-0.632748,-0.26548788
t28,7.06052,-0.28723776,-0.008367582,2.5413842,-0.01729363,0.14080605,-0.16850883,-0.0810501,9.217883,0.6283647,0.63995695,0.515164,0.11413703,1.466331,19.881552,1.4569899,0.19326654,-0.41840723,6.5285497,0.4297365,12.547227,3.3715932,9.975244,4.6549892,0.027258214,17.409851,-0.055711474,2.124902,3.4635546,5.8258467,-0.30687103,-0.08383048,-0.11152769,-0.28969958,-0.35269645,-0.010601755,8.271635,-0.028362831,-0.32963374,0.185222,-0.061505135,-1.9015034,0.12375123,8.339938,-0.069270104,-0.20655565
t29,7.378498,-0.28663024,-0.002546767,2.4877017,-0.011586365,0.14265558,-0.16605516,-0.07769561,9.025841,0.3475141,0.38937825,0.50981367,0.110413484,1.4409971,19.640932,1.4670054,0.19667576,-0.3976273,6.2542768,0.43479183,12.761311,3.0929027,9.903684,4.293882,0.0253266,17.11595,-0.04929401,2.0605748,3.0537047,5.940554,-0.3010861,-0.08375498,-0.103722036,-0.29155433,-0.34591344,-0.027400266,8.489182,-0.030133799,-0.33166373,0.1898061,-0.059185598,-1.9187465,0.12339221,8.15781,-0.15521528,-0.20998679
t26,5.982029,-0.2926604,-0.021955479,2.8618455,-0.034330983,0.13597858,-0.16808976,-0.093564145,9.823402,1.7523313,1.3743412,0.52820253,0.1263304,1.510163,20.657373,1.3623663,0.17915471,-0.4819841,7.173648,0.40947703,11.784675,4.397437,10.196177,5.9895306,0.03311704,18.428158,-0.07557096,2.2309823,5.031619,5.424481,-0.32184383,-0.08226446,-0.13424434,-0.2829837,-0.3588546,0.6759218,7.504637,-0.03175123,-0.32032165,0.1694977,-0.06419734,-1.8448299,0.1266247,9.123865,1.2807046,-0.18990536
t25,6.559849,-0.2893393,-0.014596084,2.5408304,-0.024675617,0.13948461,-0.17292392,-0.09096069,9.372441,1.0296597,0.9244348,0.5237756,0.11913527,1.4338107,20.162716,1.345852,0.18853445,-0.44317746,6.8272514,0.42150405,12.183709,3.6778157,10.080219,5.140264,0.02973184,17.661404,-0.06281753,2.2071874,3.9461308,5.713129,-0.31084996,-0.08316486,-0.11968219,-0.28517893,-0.3575732,0.1391577,7.9542747,-0.026019866,-0.3262897,0.17874771,-0.06351081,-1.8809882,0.124324135,8.622495,0.2760312,-0.20070228
t43,6.4279704,-0.35265666,-0.03576251,3.486723,-0.021464016,0.1250658,-0.23745486,-0.119863816,11.773467,2.256034,4.6972156,0.51941484,0.15949427,5.42517,23.682604,3.0161586,0.20174915,-0.6789109,6.833909,0.44285104,9.82601,7.4438095,10.579962,6.5917106,0.028801026,19.106466,-0.104917616,0.3672306,5.985706,5.6429567,-0.35237485,-0.08815499,-0.20453095,-0.2219138,-0.37949228,1.3152536,8.457877,-0.020351253,-0.35047242,0.15214132,-0.048989058,-1.7981598,0.11109707,10.418682,2.3600357,-0.18972908
t58,4.549405,-0.36425167,-0.05613655,4.321624,-0.045685038,0.11177236,-0.2518263,-0.14410077,13.6527815,4.7552843,7.444856,0.530585,0.19314833,7.212031,25.912579,3.6941795,0.18584037,-0.87274593,7.5334873,0.4451061,7.3263464,10.873856,10.768111,9.428002,0.042257924,21.095015,-0.14856723,0.12553571,9.49909,5.1603117,-0.37685803,-0.08553139,-0.26523,-0.17907722,-0.38170958,2.8861334,7.006988,-0.034203216,-0.34279692,0.12158696,-0.03912065,-1.693832,0.11826645,12.106459,6.2066007,-0.1595484
t59,2.1611161,-0.34396675,-0.06844017,4.8947234,-0.0809643,0.10761861,-0.21286534,-0.1648926,15.467938,7.6757736,10.05706,0.5720275,0.23435451,8.275052,27.971785,4.1176543,0.1508749,-1.0822557,8.588059,0.4324518,5.024124,13.984024,10.673262,13.352521,0.06247544,23.678513,-0.19928099,0.37889555,13.66363,4.7629185,-0.39850637,-0.07803738,-0.30635285,-0.17366776,-0.36961088,4.499004,4.4992347,-0.04835229,-0.3408908,0.11172372,-0.042514674,-1.4720647,0.13222538,13.871943,10.600405,-0.14553605
