"accepted_species","traits"
"t30",1
"t38",1
"t39",1
"t49",1
"t58",1
"t59",1
"t67",1
"t68",1
"t70",1
"t71",1
"t72",1
"t75",NA
"t78",1
"t79",NA
"t80",1
"t81",1
"t82",NA
"t83",1
"t85",1
"t87",0
"t89",1
"t90",1
"t91",1
"t92",1
"t94",1
"t95",1
"t96",1
"t98",1
"t100",1
"t101",1
"t102",1
"t103",1
"t104",1
"t105",NA
"t106",1
"t107",1
"t108",1
"t109",0
"t110",NA
"t111",1
"t112",1
"t113",1
"t114",1
"t115",1
"t116",1
"t117",1
"t118",1
"t119",NA
"t120",1
"t121",1
"t123",1
"t124",1
"t125",1
"t126",1
"t127",1
"t128",1
"t129",1
"t130",1
"t132",1
"t133",1
"t134",1
"t135",1
"t136",1
"t137",NA
"t138",1
"t140",1
"t141",1
"t143",1
"t144",NA
"t146",1
"t147",1
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",1
"t154",1
"t155",1
"t156",1
"t157",1
"t158",1
"t159",NA
"t160",1
"t161",NA
"t162",1
"t163",1
"t164",1
"t165",1
"t166",1
"t167",1
"t168",1
"t169",1
"t170",1
"t171",1
"t172",1
"t174",1
"t175",1
"t176",1
"t177",1
