"accepted_species","sorted"
"t29",-0.346991831042957
"t30",-0.394036032083626
"t21",NA
"t97",-0.36953117456087
"t98",-0.351440829827442
"t24",-1.53768444709533
"t68",-0.987252838783934
"t69",NA
"t45",-1.39305146640964
"t3",-0.697291570999075
"t4",-1.27427118196987
"t20",2.30104106071826
"t19",2.27978941006423
"t83",-0.195224538888452
"t84",0.0512926547390729
"t73",-0.167118234240538
"t74",0.213313179626952
"t49",0.348506367417714
"t77",-0.807606059424992
"t78",-0.295071478243039
"t72",-0.717200407991394
"t7",0.21098506574731
"t8",-0.0806461881646289
"t6",0.447024474736966
"t11",-0.762237418230814
"t34",NA
"t12",0.13359921036047
"t16",1.29332171681817
"t79",1.85269163260601
"t80",1.50752140534813
"t42",0.0902598644815969
"t59",0.0247059450904271
"t60",-0.195409274319029
"t95",-1.5858768231092
"t96",-1.66986196011486
"t50",-0.336167196470604
"t51",0.338838379057464
"t48",NA
"t91",0.393904139167942
"t92",0.491605844090096
"t15",1.31093640232963
"t33",0.382374876068072
"t87",0.917448610636591
"t88",0.500607525115803
"t10",0.700763086398289
"t9",2.25044399872869
"t1",1.28192676717353
"t32",-0.771266279158223
"t81",-0.998673708356542
"t82",NA
"t66",-0.475114289057121
"t67",-1.02570196146309
"t57",-0.42841321630909
"t58",-0.142910804355593
"t31",-1.92650587966767
"t52",2.08167169696232
"t53",2.96071474209131
"t22",-1.51739049198262
"t13",-0.532045178530593
"t14",-0.570518806084216
"t99",-0.745131197991453
"t100",-0.74330925552821
"t40",-1.22737177369828
"t41",-1.25564687687847
"t26",-1.23043456294312
"t18",-1.19476329872173
"t37",NA
"t38",NA
"t27",NA
"t28",0.428475273791985
"t70",0.0609428610758408
"t71",-0.0487005612940899
"t25",-1.54713491962399
"t61",-0.200424994389019
"t75",0.468197881078731
"t76",0.872052058664994
"t62",0.643529657727991
"t63",0.381980333109129
"t64",0.766236857867972
"t65",1.00230290690253
"t46",0.248552140200437
"t47",0.309143499248156
"t35",0.981627011876873
"t55",0.130228906590403
"t56",-0.401961751611064
"t5",-0.151679998570481
"t85",-0.353204017178879
"t86",-0.0532122380310257
"t36",-0.70470538808956
"t43",-0.583742859767073
"t44",NA
"t17",-0.83205060961824
"t23",-0.317311149609934
"t93",1.26141427027409
"t94",NA
"t54",0.897618473293845
"t39",1.10991423798172
"t89",1.03852741639979
"t90",1.12833670896846
"t2",1.25136850164026
