accepted_species,estimate
t90,-0.44013172
t268,-0.83242625
t269,-0.5527182
t206,-0.43415663
t259,-0.46119887
t260,0.22089526
t328,-0.2809244
t326,-0.3468109
t300,-1.7881715
t79,-0.4714524
t94,-0.38378933
t113,-0.14453197
t225,-0.84149563
t241,-0.84149563
t256,-0.8031393
t129,-0.06472377
t130,-0.10358816
t56,-0.2887037
t91,-0.24734007
t92,-0.19820452
t187,0.6267389
t315,2.3111973
t316,2.3940315
t245,1.9245509
t182,1.869098
t227,2.193787
t120,0.3029944
t75,-0.28390992
t107,-0.114161424
t103,-0.11692653
t125,-0.18324909
t70,-0.35725477
t71,-0.39675343
