"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157"
"t1",0,1.13976502180646,3.0132928283054,5.39204723094348,5.03950544987496,5.74838271712073,6.35590993524355,6.1374692820927,5.98427779808765,5.86838659157651,7.85999293897657,6.69830899730332,6.82016121292816,6.22046900151852,6.03429543391911,6.85057141447044,9.27844035540389,6.50971506188605,6.61800463413467,6.60587829890985,7.24845933312495,9.27844035540389,7.45477691972724,8.30964860343271,7.09864640797049,7.27616777893542,7.97972881705259,8.08582592645858,7.05167729309431,8.63741968365672,7.86306077233084,7.31986561909839,9.27844035540389,9.27844035540389,7.93432576443746,7.99109464839781,9.27844035540389,7.74473997658991,7.23281982226297,9.27844035540389,7.94447854322236,8.03196882998544,9.27844035540389,8.46143228755964,9.27844035540389,8.2774403472626,8.46960160601663,9.27844035540389,8.15629441170665,8.38814075077014,9.27844035540389,9.27844035540389,8.38568612058225,9.27844035540389,7.96025495655096,9.14759140873162,9.27844035540389,9.27844035540389,9.27844035540389,8.59168630229907,9.27844035540389,8.11533975696801,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.2784403554039,9.03103184389091,8.81513883317473,9.27844035540389,9.27844035540389,8.31268420246123,9.2784403554039,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,8.68140879849683,9.27844035540389,9.27844035540389,9.27844035540389,9.21950178520034,9.27844035540389,9.27844035540389,8.52029631170793,9.27844035540389,9.27844035540389,9.2784403554039,9.2784403554039,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.2784403554039,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.19646895075688,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,8.98541344175485,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.2784403554039,9.2784403554039,9.27844035540389,9.16635334878034,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.2784403554039,9.27844035540389,9.27844035540389,9.07538015054494,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.21840144127144,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389,9.27844035540389
"t2",1.13976502180646,0,3.40317298228407,5.78192738492215,5.42938560385363,6.1382628710994,6.74579008922222,6.52734943607137,6.37415795206632,6.25826674555518,8.24987309295524,7.08818915128199,7.21004136690684,6.61034915549719,6.42417558789778,7.24045156844911,9.66832050938256,6.89959521586472,7.00788478811334,6.99575845288852,7.63833948710362,9.66832050938256,7.84465707370591,8.69952875741138,7.48852656194916,7.66604793291409,8.36960897103126,8.47570608043725,7.44155744707298,9.02729983763539,8.25294092630951,7.70974577307706,9.66832050938256,9.66832050938256,8.32420591841613,8.38097480237648,9.66832050938256,8.13462013056858,7.62269997624164,9.66832050938257,8.33435869720103,8.42184898396411,9.66832050938256,8.85131244153831,9.66832050938256,8.66732050124127,8.8594817599953,9.66832050938256,8.54617456568532,8.77802090474882,9.66832050938256,9.66832050938256,8.77556627456092,9.66832050938257,8.35013511052963,9.53747156271029,9.66832050938256,9.66832050938256,9.66832050938256,8.98156645627773,9.66832050938256,8.50521991094668,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938257,9.42091199786959,9.2050189871534,9.66832050938256,9.66832050938256,8.7025643564399,9.66832050938257,9.66832050938256,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938257,9.0712889524755,9.66832050938257,9.66832050938256,9.66832050938256,9.60938193917901,9.66832050938256,9.66832050938256,8.9101764656866,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.58634910473555,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.37529359573352,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938257,9.66832050938256,9.55623350275901,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938256,9.66832050938256,9.46526030452361,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.60828159525011,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938256,9.66832050938256,9.66832050938257,9.66832050938257,9.66832050938256,9.66832050938256
"t3",3.0132928283054,3.40317298228407,0,2.94366737323816,2.59112559216964,3.30000285941541,3.90753007753823,3.68908942438738,3.53589794038233,3.42000673387119,5.41161308127125,4.249929139598,4.37178135522285,3.7720891438132,3.58591557621379,4.40219155676512,6.83006049769857,4.06133520418073,4.16962477642935,4.15749844120453,4.80007947541963,6.83006049769857,5.00639706202193,5.86126874572739,4.65026655026517,4.8277879212301,5.53134895934727,5.63744606875326,4.60329743538899,6.1890398259514,5.41468091462552,4.87148576139306,6.83006049769857,6.83006049769857,5.48594590673214,5.54271479069249,6.83006049769857,5.29636011888459,4.78443996455765,6.83006049769858,5.49609868551704,5.58358897228012,6.83006049769857,6.01305242985432,6.83006049769857,5.82906048955728,6.02122174831131,6.83006049769858,5.70791455400133,5.93976089306482,6.83006049769857,6.83006049769857,5.93730626287693,6.83006049769857,5.51187509884564,6.6992115510263,6.83006049769857,6.83006049769858,6.83006049769858,6.14330644459375,6.83006049769857,5.66695989926269,6.83006049769858,6.83006049769857,6.83006049769858,6.83006049769857,6.83006049769857,6.58265198618559,6.36675897546941,6.83006049769857,6.83006049769857,5.8643043447559,6.83006049769857,6.83006049769858,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769858,6.83006049769858,6.83006049769857,6.23302894079151,6.83006049769857,6.83006049769857,6.83006049769857,6.77112192749502,6.83006049769857,6.83006049769857,6.07191645400261,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769858,6.83006049769857,6.83006049769858,6.83006049769858,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.74808909305156,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.53703358404953,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769858,6.83006049769858,6.83006049769857,6.83006049769857,6.83006049769858,6.71797349107502,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.62700029283962,6.83006049769858,6.83006049769858,6.83006049769858,6.83006049769857,6.83006049769857,6.83006049769857,6.77002158356612,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857,6.83006049769857
"t4",5.39204723094348,5.78192738492215,2.94366737323816,0,1.55224377902778,1.63303001352966,2.24055723165247,2.00476263889225,1.85157115488721,1.88874768961805,3.72728629577613,2.56560235410287,2.70480850933709,2.10511629792745,2.05465653196065,2.73521871087936,5.16308765181282,2.53007615992759,2.50265193054359,2.49052559531878,3.26882043116649,5.29880145344543,3.96751524888006,4.82238693258553,3.11900750601203,3.16081507534434,4.00008991509413,4.10618702450012,3.07203839113585,4.52206698006564,3.74770806873976,3.83260394825121,5.29880145344543,5.16308765181282,3.81897306084639,3.87574194480674,5.16308765181282,3.76510107463145,3.11746711867189,5.16308765181282,3.82912583963128,3.91661612639437,5.16308765181282,4.34607958396857,5.16308765181282,4.29780144530414,4.48996270405817,5.79117868455671,4.66903274085947,4.27278804717907,5.29880145344543,5.29880145344543,4.40604721862379,5.29880145344543,3.9806160545925,5.03223870514054,5.16308765181282,5.16308765181282,5.79117868455671,4.47633359870799,5.16308765181282,3.99998705337693,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,4.91567914029984,4.69978612958365,5.16308765181282,5.16308765181282,4.19733149887015,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.29880145344543,5.29880145344543,5.29880145344543,5.16308765181282,5.16308765181282,5.79117868455671,4.56605609490575,5.16308765181282,5.29880145344543,5.29880145344543,5.23986288324188,5.29880145344543,5.29880145344543,4.54065740974947,5.16308765181282,5.29880145344543,5.16308765181282,5.16308765181282,5.16308765181282,5.29880145344543,5.16308765181282,5.16308765181282,5.79117868455671,5.16308765181282,5.29880145344543,5.29880145344543,5.29880145344543,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.21683004879842,5.29880145344543,5.79117868455671,5.79117868455671,5.29880145344543,5.16308765181282,4.87006073816378,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.05100064518927,5.29880145344543,5.29880145344543,5.29880145344543,5.29880145344543,5.79117868455671,5.16308765181282,5.16308765181282,4.96002744695387,5.79117868455671,5.79117868455671,5.16308765181282,5.16308765181282,5.16308765181282,5.79117868455671,5.73113977042426,5.79117868455671,5.79117868455671,5.16308765181282,5.16308765181282,5.29880145344543,5.16308765181282,5.16308765181282,5.16308765181282,5.16308765181282,5.29880145344543,5.16308765181282,5.16308765181282,5.29880145344543,5.29880145344543,5.16308765181282,5.16308765181282
"t5",5.03950544987496,5.42938560385363,2.59112559216964,1.55224377902778,0,1.90857926520504,2.51610648332785,2.297665830177,2.14447434617196,2.02858313966082,4.02018948706088,2.85850554538763,2.98035776101247,2.38066554960283,2.19449198200341,3.01076796255475,5.4386369034882,2.66991160997036,2.77820118221897,2.76607484699416,3.40865588120926,5.4386369034882,3.079449957644,3.93432164134947,3.25884295605479,3.43636432701972,4.13992536513689,4.24602247454288,3.21187384117862,4.79761623174102,4.02325732041514,2.40844673679992,5.4386369034882,5.4386369034882,4.09452231252177,4.15129119648212,5.4386369034882,3.90493652467421,3.39301637034727,5.4386369034882,4.10467509130666,4.19216537806975,5.4386369034882,4.62162883564395,5.4386369034882,4.4376368953469,4.62979815410093,4.90311339332065,3.78096744962341,4.54833729885445,5.4386369034882,5.4386369034882,4.54588266866656,5.4386369034882,4.12045150463527,5.30778795681593,5.4386369034882,5.4386369034882,4.90311339332065,4.75188285038337,5.4386369034882,4.27553630505232,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.19122839197522,4.97533538125903,5.4386369034882,5.4386369034882,4.47288075054553,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,4.90311339332065,4.84160534658114,5.4386369034882,5.4386369034882,5.4386369034882,5.37969833328464,5.4386369034882,5.4386369034882,4.68049285979223,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,4.36702147310543,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.35666549884118,5.4386369034882,4.90311339332065,4.90311339332065,5.4386369034882,5.4386369034882,5.14560998983916,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.32654989686465,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,4.36702147310543,5.4386369034882,5.4386369034882,5.23557669862925,4.90311339332065,4.90311339332065,5.4386369034882,5.4386369034882,5.4386369034882,4.36702147310543,4.30698255897298,4.90311339332065,4.90311339332065,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882,5.4386369034882
"t6",5.74838271712073,6.1382628710994,3.30000285941541,1.63303001352966,1.90857926520504,0,1.9879901438202,2.37845206467888,2.22526058067383,2.24508317579531,4.10097572156276,2.9392917798895,3.0008029488173,1.85254921009517,2.41099201813791,3.03121315035957,4.91052056398054,2.88641164610485,2.25008484271132,2.78652003479899,3.62515591734375,5.65513693962269,4.32385073505732,5.17872241876279,3.47534299218929,2.90824798751207,4.35642540127138,4.46252251067738,3.42837387731311,4.26949989223337,4.04370250821997,4.18893943442846,5.65513693962269,5.45908209129303,3.56640597301411,3.62317485697446,4.91052056398054,4.12143656080871,2.86490003083962,4.91052056398054,3.57655875179901,4.21261056587458,5.45908209129303,4.64207402344878,4.91052056398054,4.6541369314814,4.84629819023543,6.14751417073397,5.02536822703673,4.56878248665928,5.65513693962269,5.65513693962269,4.76238270480105,5.65513693962269,4.33695154076976,5.32823314462075,5.45908209129303,5.45908209129303,6.14751417073397,4.7723280381882,4.91052056398054,4.29598149285714,5.45908209129303,5.45908209129303,5.45908209129303,5.45908209129303,5.45908209129303,5.21167357978005,4.99578056906386,4.91052056398054,4.91052056398054,4.49332593835036,5.45908209129303,5.45908209129303,5.45908209129303,5.45908209129303,5.65513693962269,5.65513693962269,5.65513693962269,5.45908209129303,5.45908209129303,6.14751417073397,4.86205053438596,5.45908209129303,5.65513693962269,5.65513693962269,5.59619836941914,5.65513693962269,5.65513693962269,4.89699289592673,5.45908209129303,5.65513693962269,5.45908209129303,5.45908209129303,5.45908209129303,5.65513693962269,5.45908209129303,5.45908209129303,6.14751417073397,4.91052056398054,5.65513693962269,5.65513693962269,5.65513693962269,5.45908209129303,5.45908209129303,5.45908209129303,5.45908209129303,5.45908209129303,5.57316553497568,5.65513693962269,6.14751417073397,6.14751417073397,5.65513693962269,5.45908209129303,5.16605517764398,5.45908209129303,5.45908209129303,5.45908209129303,4.91052056398054,4.91052056398054,5.45908209129303,5.45908209129303,5.45908209129303,5.45908209129303,4.91052056398054,4.79843355735699,5.65513693962269,5.65513693962269,5.65513693962269,5.65513693962269,6.14751417073397,5.45908209129303,5.45908209129303,5.25602188643408,6.14751417073397,6.14751417073397,5.45908209129303,4.91052056398054,4.91052056398054,6.14751417073397,6.08747525660152,6.14751417073397,6.14751417073397,5.45908209129303,5.45908209129303,5.65513693962269,5.45908209129303,5.45908209129303,4.91052056398054,4.91052056398054,5.65513693962269,5.45908209129303,5.45908209129303,5.65513693962269,5.65513693962269,5.45908209129303,5.45908209129303
"t7",6.35590993524355,6.74579008922222,3.90753007753823,2.24055723165247,2.51610648332785,1.9879901438202,0,2.98597928280169,2.83278779879665,2.85261039391813,4.70850293968557,3.54681899801232,3.60833016694011,1.87386451585207,3.01851923626072,3.63874036848239,4.77419607540256,3.49393886422766,2.27140014846821,3.3940472529218,4.23268313546657,6.26266415774551,4.93137795318014,5.7862496368856,4.0828702103121,2.92956329326896,4.9639526193942,5.07004972880019,4.03590109543592,4.29081519799026,4.65122972634279,4.79646665255128,6.26266415774551,6.06660930941584,3.58772127877101,3.64449016273136,4.93183586973744,4.72896377893152,2.88621533659651,4.77419607540256,3.44023426322102,4.82013778399739,6.06660930941584,5.24960124157159,4.77419607540256,5.26166414960421,5.45382540835824,6.75504138885679,5.63289544515955,5.17630970478209,6.26266415774551,6.26266415774551,5.36990992292386,6.26266415774551,4.94447875889257,5.93576036274357,6.06660930941584,6.06660930941584,6.75504138885679,5.37985525631102,4.77419607540256,4.90350871097996,6.06660930941584,6.06660930941584,6.06660930941584,6.06660930941584,6.06660930941584,5.81920079790286,5.60330778718668,4.93183586973744,4.93183586973744,5.10085315647317,6.06660930941584,6.06660930941584,6.06660930941584,6.06660930941584,6.26266415774551,6.26266415774551,6.26266415774551,6.06660930941584,6.06660930941584,6.75504138885679,5.46957775250878,6.06660930941584,6.26266415774551,6.26266415774551,6.20372558754195,6.26266415774551,6.26266415774551,5.50452011404954,6.06660930941584,6.2626641577455,6.06660930941584,6.06660930941584,6.06660930941584,6.26266415774551,6.06660930941584,6.06660930941584,6.75504138885679,4.77419607540256,6.2626641577455,6.2626641577455,6.26266415774551,6.06660930941584,6.06660930941584,6.06660930941584,6.06660930941584,6.06660930941584,6.18069275309849,6.26266415774551,6.75504138885679,6.75504138885679,6.2626641577455,6.06660930941584,5.7735823957668,6.06660930941584,6.06660930941584,6.06660930941584,4.77419607540256,4.77419607540256,6.06660930941584,6.06660930941584,6.06660930941584,6.06660930941584,4.93183586973744,4.81974886311389,6.26266415774551,6.26266415774551,6.2626641577455,6.2626641577455,6.75504138885679,6.06660930941584,6.06660930941584,5.86354910455689,6.75504138885679,6.75504138885679,6.06660930941584,4.77419607540256,4.77419607540256,6.75504138885679,6.69500247472433,6.75504138885679,6.75504138885679,6.06660930941584,6.06660930941584,6.26266415774551,6.06660930941584,6.06660930941584,4.77419607540256,4.77419607540256,6.26266415774551,6.06660930941584,6.06660930941584,6.2626641577455,6.2626641577455,6.06660930941584,6.06660930941584
"t8",6.1374692820927,6.52734943607137,3.68908942438738,2.00476263889225,2.297665830177,2.37845206467888,2.98597928280169,0,1.01544585434737,2.63416974076728,3.17760299515125,2.015919053478,3.45023056048631,2.85053834907667,2.80007858310987,3.48064076202859,5.90850970296204,3.27549821107681,3.24807398169281,3.235947646468,4.01424248231571,6.04422350459465,4.71293730002929,5.56780898373475,3.86442955716125,3.90623712649356,4.74551196624335,4.85160907564934,3.81746044228507,5.26748903121486,4.49313011988898,4.57802599940043,6.04422350459465,5.90850970296204,4.56439511199561,4.62116399595596,5.90850970296204,4.51052312578067,3.86288916982111,5.90850970296204,4.5745478907805,4.66203817754359,5.90850970296204,5.09150163511779,5.90850970296204,5.04322349645336,5.23538475520739,6.53660073570594,5.41445479200869,5.01821009832829,6.04422350459465,6.04422350459465,5.15146926977301,6.04422350459465,4.72603810574172,5.77766075628977,5.90850970296204,5.90850970296204,6.53660073570594,5.22175564985721,5.90850970296204,4.74540910452616,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.66110119144906,5.44520818073287,5.90850970296204,5.90850970296204,4.94275355001937,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,6.04422350459465,6.04422350459465,6.04422350459465,5.90850970296204,5.90850970296204,6.53660073570594,5.31147814605498,5.90850970296204,6.04422350459465,6.04422350459465,5.9852849343911,6.04422350459465,6.04422350459465,5.28607946089869,5.90850970296204,6.04422350459465,5.90850970296204,5.90850970296204,5.90850970296204,6.04422350459465,5.90850970296204,5.90850970296204,6.53660073570594,5.90850970296204,6.04422350459465,6.04422350459465,6.04422350459465,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.96225209994764,6.04422350459465,6.53660073570594,6.53660073570594,6.04422350459465,5.90850970296204,5.615482789313,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,5.79642269633849,6.04422350459465,6.04422350459465,6.04422350459465,6.04422350459465,6.53660073570594,5.90850970296204,5.90850970296204,5.70544949810309,6.53660073570594,6.53660073570594,5.90850970296204,5.90850970296204,5.90850970296204,6.53660073570594,6.47656182157348,6.53660073570594,6.53660073570594,5.90850970296204,5.90850970296204,6.04422350459465,5.90850970296204,5.90850970296204,5.90850970296204,5.90850970296204,6.04422350459465,5.90850970296204,5.90850970296204,6.04422350459465,6.04422350459465,5.90850970296204,5.90850970296204
"t9",5.98427779808765,6.37415795206632,3.53589794038233,1.85157115488721,2.14447434617196,2.22526058067383,2.83278779879665,1.01544585434737,0,2.48097825676223,3.02441151114621,1.86272756947295,3.29703907648127,2.69734686507162,2.64688709910482,3.32744927802354,5.75531821895699,3.12230672707177,3.09488249768777,3.08275616246295,3.86105099831067,5.89103202058961,4.55974581602424,5.41461749972971,3.71123807315621,3.75304564248852,4.5923204822383,4.6984175916443,3.66426895828003,5.11429754720982,4.33993863588394,4.42483451539538,5.89103202058961,5.75531821895699,4.41120362799056,4.46797251195091,5.75531821895699,4.35733164177563,3.70969768581607,5.75531821895699,4.42135640677546,4.50884669353854,5.755318218957,4.93831015111274,5.75531821895699,4.89003201244831,5.08219327120235,6.38340925170089,5.26126330800365,4.86501861432324,5.89103202058961,5.89103202058961,4.99827778576797,5.89103202058961,4.57284662173668,5.62446927228472,5.75531821895699,5.75531821895699,6.38340925170089,5.06856416585217,5.75531821895699,4.59221762052111,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.50790970744402,5.29201669672783,5.75531821895699,5.75531821895699,4.78956206601432,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.89103202058961,5.89103202058961,5.89103202058961,5.75531821895699,5.75531821895699,6.38340925170089,5.15828666204993,5.75531821895699,5.89103202058961,5.89103202058961,5.83209345038606,5.89103202058961,5.89103202058961,5.13288797689364,5.75531821895699,5.89103202058961,5.75531821895699,5.75531821895699,5.75531821895699,5.89103202058961,5.75531821895699,5.75531821895699,6.38340925170089,5.75531821895699,5.89103202058961,5.89103202058961,5.89103202058961,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.80906061594259,5.89103202058961,6.38340925170089,6.38340925170089,5.89103202058961,5.75531821895699,5.46229130530795,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.755318218957,5.64323121233344,5.89103202058961,5.89103202058961,5.89103202058961,5.89103202058961,6.38340925170089,5.75531821895699,5.755318218957,5.55225801409805,6.38340925170089,6.38340925170089,5.75531821895699,5.75531821895699,5.75531821895699,6.38340925170089,6.32337033756844,6.38340925170089,6.38340925170089,5.75531821895699,5.75531821895699,5.89103202058961,5.75531821895699,5.75531821895699,5.75531821895699,5.75531821895699,5.89103202058961,5.75531821895699,5.75531821895699,5.89103202058961,5.89103202058961,5.75531821895699,5.75531821895699
"t10",5.86838659157651,6.25826674555518,3.42000673387119,1.88874768961805,2.02858313966082,2.24508317579531,2.85261039391813,2.63416974076728,2.48097825676223,0,4.35669339765115,3.1950094559779,3.31686167160274,2.7171694601931,0.47014513400024,3.34727187314502,5.77514081407847,0.945564761967184,3.11470509280925,3.10257875758443,1.68430903320609,3.71429005548503,4.4438546095131,5.29872629321857,1.53449610805162,3.77286823761,2.41557851713372,2.52167562653971,1.48752699317544,5.1341201423313,4.35976123100541,4.30894330888424,3.71429005548503,5.77514081407847,4.43102622311204,4.48779510707239,5.77514081407847,2.18058967667104,3.72952028093755,5.77514081407847,4.44117900189694,4.52866928866002,5.77514081407847,4.95813274623422,5.77514081407847,2.71329004734373,2.90545130609776,6.26751804518975,5.14537210149251,4.88484120944472,3.71429005548503,3.71429005548503,2.82153582066338,3.71429005548503,2.39610465663209,5.6442918674062,5.77514081407847,5.77514081407847,6.26751804518975,5.08838676097364,5.77514081407847,4.61204021564259,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.52773230256549,5.3118392918493,5.77514081407847,5.77514081407847,4.8093846611358,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,3.71429005548503,3.71429005548503,3.71429005548503,5.77514081407847,5.77514081407847,6.26751804518975,5.17810925717141,5.77514081407847,3.71429005548503,3.71429005548503,3.65535148528147,3.71429005548503,3.71429005548503,2.95614601178906,5.77514081407847,3.71429005548503,5.77514081407847,5.77514081407847,5.77514081407847,3.71429005548503,5.77514081407847,5.77514081407847,6.26751804518975,5.77514081407847,3.71429005548503,3.71429005548503,3.71429005548503,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,3.63231865083801,3.71429005548503,6.26751804518975,6.26751804518975,3.71429005548503,5.77514081407847,5.48211390042943,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,5.66305380745492,3.71429005548503,3.71429005548503,3.71429005548503,3.71429005548503,6.26751804518975,5.77514081407847,5.77514081407847,5.57208060921952,6.26751804518975,6.26751804518975,5.77514081407847,5.77514081407847,5.77514081407847,6.26751804518975,6.2074791310573,6.26751804518975,6.26751804518975,5.77514081407847,5.77514081407847,3.71429005548503,5.77514081407847,5.77514081407847,5.77514081407847,5.77514081407847,3.71429005548503,5.77514081407847,5.77514081407847,3.71429005548503,3.71429005548503,5.77514081407847,5.77514081407847
