"accepted_species","trait_ARD"
"t1","1"
"t37","1"
"t34","1"
"t99",NA
"t100","1"
"t97",NA
"t98",NA
"t68",NA
"t56",NA
"t57",NA
"t38","0"
"t26",NA
"t40","1"
"t44",NA
"t45",NA
"t13",NA
"t83","0"
"t84","0"
"t10","0"
"t5","0"
"t91","0"
"t92","0"
"t6","0"
"t23","1"
"t21","0"
"t77","0"
"t95","0"
"t96","0"
"t78","0"
"t31","0"
"t41","1"
"t81","1"
"t82","1"
"t71","1"
"t55","1"
"t24","1"
"t25","1"
"t76","1"
"t12","0"
"t19","0"
"t20","0"
"t69","0"
"t70","0"
"t11","0"
"t18","0"
"t42","0"
"t28","0"
"t85","0"
"t86","0"
"t54","0"
"t48","0"
"t63","1"
"t64","1"
"t43","1"
"t22","1"
"t52","0"
"t53","0"
"t17","0"
"t14","0"
"t15","0"
"t16","0"
"t89","1"
"t90","1"
"t93","1"
"t94","1"
"t7","1"
"t51","1"
"t65","1"
"t66","1"
"t67","1"
"t74","1"
"t75","1"
"t8","1"
"t3","0"
"t29","0"
"t46","1"
"t47","1"
"t39","1"
"t33","1"
"t4","1"
"t58","0"
"t59","0"
"t62","1"
"t35","1"
"t30","1"
"t72","1"
"t73","1"
"t32","1"
"t49","1"
"t50","1"
"t36","1"
"t9","1"
"t79","1"
"t80","1"
"t2","0"
"t27","1"
"t87","1"
"t88","1"
"t60","1"
"t61","0"
