,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,11.740294,10.090145,9.641075,3.7802525,2.361732,5.138286,9.2421255,6.6299987,5.387004,5.9902887,6.3936033,7.8762364,6.032863,7.705603,5.3529177
t2,11.70264,10.178664,9.557638,3.678822,2.3790693,5.1292787,9.320508,6.5239363,5.515006,5.949434,6.4766555,7.8349123,6.11171,7.679388,5.4232626
t3,11.678372,10.081969,9.623679,3.8058174,2.4352286,5.178809,9.210607,6.615446,5.3898,5.9173036,6.3686376,7.881922,6.1301384,7.6343265,5.475366
t4,11.712944,10.056243,9.648807,3.7928293,2.386619,5.1985245,9.215964,6.665566,5.3610187,5.9817634,6.344422,7.9188285,6.019706,7.715626,5.32341
t5,11.667134,10.164049,9.553933,3.7759683,2.437761,5.0897493,9.353345,6.489666,5.4303045,5.89158,6.4570346,7.872832,6.199385,7.5554976,5.5412717
t6,11.746254,9.959816,9.69706,3.9128394,2.3811944,5.203541,8.991415,6.742002,5.272074,5.98667,6.2697268,7.895087,6.0514407,7.7327027,5.4361796
t7,11.808378,9.966734,9.724514,3.7928483,2.2940862,5.1103263,8.966754,6.7527804,5.3467793,6.0129113,6.3492217,7.819459,5.90708,7.758461,5.295445
t8,8.703105,-1.7695031,9.698847,3.3931377,0.3650099,7.0448036,8.367193,5.0502496,5.945949,6.8923073,6.3178654,6.711367,5.600655,8.254677,1.9129236
t9,11.743557,10.23247,9.482385,3.5180383,2.3302217,5.1284194,9.376011,6.4997125,5.685519,5.924344,6.538102,7.7806315,6.1630945,7.7350116,5.4244003
t10,11.779528,10.282764,9.422144,3.3653405,2.2840483,5.1103883,9.435037,6.4472814,5.837961,5.916737,6.614912,7.7404776,6.201216,7.7800126,5.394596
t11,11.665587,10.366953,9.543248,3.5232735,2.2989573,5.0479183,9.490143,6.362695,5.6803102,6.069624,6.6789656,7.708215,6.085452,7.7654843,5.325164
t12,8.916669,-3.5238574,10.646618,5.0728407,0.27262592,5.5215015,8.97271,4.065536,5.3965054,5.7583685,6.8328342,7.1504364,6.3246813,9.571744,1.6178793
