,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,11.005958,0.526338,0.90356606,5.672395,7.3212075,5.9283667,3.8673077,4.892623,4.661114,4.0383635,5.713725,4.2037663,5.2013392,5.735095,5.9232926,2.9304578,6.2149987,2.8223245
t2,11.074611,0.37258074,0.97174966,5.598732,7.369806,6.0184216,3.9124246,4.806618,4.7087064,4.009376,5.690404,4.115708,5.2755985,5.820604,5.9304986,2.8966017,6.113937,2.9028666
t3,10.907231,0.69104725,0.8441765,5.732321,7.240535,5.802784,3.846055,5.0141845,4.630534,4.077915,5.7157946,4.2681174,5.1448507,5.6498246,5.904341,2.9612331,6.3035192,2.7636092
t4,10.96982,0.6264104,0.8413214,5.792667,7.3391886,5.902085,3.7894092,4.9136286,4.5588527,4.0151634,5.772152,4.2884936,5.1393414,5.7134204,5.979597,2.9543943,6.240072,2.6980288
t5,11.004926,0.52294177,0.9028426,5.6826754,7.3275576,5.93262,3.8628623,4.888261,4.651809,4.033383,5.7193556,4.206557,5.199963,5.7424226,5.933659,2.9285467,6.2053223,2.81452
t6,11.218644,0.041497815,1.1616776,5.4787083,7.534111,6.26954,4.0463686,4.5585146,4.7910795,4.0108333,5.6513376,4.0052547,5.3611283,5.9912257,5.9639792,2.8093555,5.918552,3.0775106
t7,11.14768,0.18562636,1.0849239,5.4856467,7.3812943,6.1094365,4.0046573,4.7236657,4.7983627,4.0096545,5.616996,3.9865627,5.3894434,5.914015,5.957575,2.8223293,5.9768734,3.0218122
t8,11.78202,-0.7918569,1.8489296,5.1825624,8.136631,7.145419,4.658602,3.7803028,4.8294525,4.0467076,5.4305997,3.732691,5.5805283,6.578145,6.126379,2.3280802,5.420617,3.5569394
t9,11.125728,0.26458856,1.02272,5.556479,7.428218,6.0944076,3.9432478,4.7303233,4.73374,3.9894164,5.682637,4.0656056,5.3139787,5.877277,5.9341416,2.8814292,6.048453,2.9566462
t10,11.188593,0.142318,1.1103326,5.4891286,7.478001,6.180702,4.009005,4.646333,4.7805305,3.988322,5.64666,3.993405,5.3756223,5.952494,5.957617,2.8333368,5.953971,3.03811
t11,10.275737,1.6138439,0.5384,6.466686,7.065512,5.250758,3.6575546,5.488986,4.178319,4.2477016,5.7904944,4.845709,4.6300945,5.08916,5.9672947,3.1739023,6.8691287,2.0596478
t12,11.358608,-0.18190408,1.2851009,5.407943,7.748431,6.580899,4.141026,4.2724943,4.8170586,4.1178875,5.6589146,4.0924764,5.316601,6.122639,5.946511,2.6864822,5.9174542,3.1959095
