"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117"
"t1",-0.0130905547520364,0.0725028710898383,-0.0176660576152991,0.000225047420310115,-0.00157563493182589,0.00553582690956564,2.00726236476925e-16,0.03108097599253,-0.00141690108170362,0.00797859769490264,-0.00170393108042023,0.00438729203072755,-0.00253324318467326,0.00315023798530667,-9.9686934358208e-05,0.0881787464064279,-1.25029547674703e-14,-0.00528888052152742,0.0419372491168472,-4.51843637520671e-15,1.21906381689099e-15,9.47954867739133e-17,-0.0419051545836868,0.0239720654983629,-0.0125033783435436,0.00914894022120601,-0.0024490635545939,0.070259690670318,-0.132084480376643,0.0476842523032568,-0.0066905413083971,3.65158098967102e-14,0.373862851831573,-0.0266974432825281,0.0138244441873303,-0.00893231209273712,3.27611007520801e-16,1.27070890987768e-16,0.138361724541178,-0.0447736913728643,0.00600447948164464,-0.0738574195667892,0.561116298952631,-2.04716026309831e-13,-0.127273518994995,0.0999658422965616,-0.405628490061613,0.0455246312371009,0.151668043996282,-0.294957879170979,0.355956504055767,-0.00297381199961321,-0.0123639389136733,-3.51064663450806e-16,0.0197553409026526,0.0749772355775595,-0.077708299592224,0.0240468873908349,0.00250253910457973,0.0308305987613387,0.000224299045787309,0.00187839728569322,0.000244169033981554,0.00268850445787941,1.47027988157286e-15,0.00547447983408921,-0.0429990941118536,-0.00145307860638777,9.80728904584409e-15,1.37560132480957e-14,5.85807986321074e-18,0.142858841985598,-0.000869550739327523,-0.00243915774744712,0.00289110896785788,2.70454231926509e-16,-0.00396337621021321,-0.00222029165913826,0.000786780851578089,0.00155225572726175,2.48236589484695e-15,-8.61669676582855e-17,5.88179678573386e-17,1.68593437821496e-17,6.00105902470727e-17,5.09168445253505e-17,-7.10016897706445e-17,5.79506061193502e-17,-3.73101072606574e-17,-8.87690528722507e-17,5.94413841065178e-17,6.10117831907273e-17,-3.61174848709234e-18,-3.47486796281604e-17,1.36230002972804e-16,-8.55164463547942e-17,-7.58941520739853e-18,-6.87973924045336e-17,4.17417836406919e-17,2.40046663017947e-15,4.1945071548033e-17,2.10335221462188e-17,8.5868812060852e-17,-1.02999206386123e-17,-1.40946282423116e-17,-1.86049092798513e-16,-8.42187918796006e-17,-2.23508277857887e-16,4.87890977618477e-17,-5.42101086242752e-17,-1.52655665885959e-16,3.51281503885303e-17,-8.65193333643433e-17,1.16551733542192e-16,-1.66316613259276e-16,9.08561420542853e-17,-1.23599047663348e-17
"t9",0.00774389647492424,0.150753447369863,-0.0913435563011218,-0.00343073095020449,-0.0491245256712868,-0.00416161284822939,-0.0934705134638744,-0.014557141798526,0.00143616890801507,-0.000505227286684697,0.000315141202683853,0.000108170071866661,-8.1007295609779e-05,0.000178098492681494,-1.70448919930518e-05,0.011497811897793,-2.25552042463229e-15,-0.000892031096822074,0.0790781997340794,0.0410596964579356,1.04694170216519e-15,1.38208809591856e-16,-0.0105519812315761,0.00615274145388984,-0.0052641030040724,0.00255286743119325,-0.000783316935308337,0.0270126837699954,-0.0643343983044782,0.0234084105245933,-0.0033364589993673,1.84659800866108e-14,0.191481952131554,-0.0159452545795207,0.00741193273219899,-0.0221184613369458,-2.89855705055318e-16,-3.10468712393593e-16,0.159926613942198,-0.101270402021008,-0.00223012990679687,-0.393215315528945,-0.109365046273253,0.266583164352748,0.0115764600342505,0.00241353820180191,-0.0249880932089363,0.00376059944527617,0.0925748355907174,0.404274576936368,-0.0129872572130998,0.00059480346568832,0.00189066968027076,0.533226890066812,0.00349763503660556,-0.00870917205244105,0.00712887016238209,0.00164213964019692,0.000229751642350197,-0.00161925023445897,-8.99525811233666e-06,8.95702478191542e-05,-8.24057974838621e-06,6.75323879382098e-05,-4.1259246122847e-15,-0.000999114680516787,0.168729372015244,0.000916155543252793,0.357163506034981,1.92046023217377e-14,-1.17641370538487e-14,0.039461854006015,1.39694686687013e-05,3.92995933294196e-05,-0.0522342913227355,-0.0813270839868895,0.000145573706441633,8.29021394081935e-05,0.000251459529323583,-4.90143409364976e-05,-4.7559738713241e-16,7.62837375103825e-16,4.9570970128473e-16,3.56185471635943e-16,-5.23307613789602e-17,1.90281779223056e-16,-6.20778807601091e-17,9.09893372440632e-17,-3.92278750089942e-16,-3.58574445217311e-17,-5.5589732461406e-16,-2.42930980273019e-16,3.67035894595822e-16,1.93907938418967e-16,-1.16743193849862e-16,-1.12013287311719e-15,-1.48292486562451e-16,3.43871444568402e-16,-7.16152153194042e-16,8.7331642214364e-16,-1.46557567858499e-16,-2.72189243298217e-16,4.36257188728898e-16,1.15085127820159e-16,-4.17895474856932e-16,-4.14398525263709e-16,3.96023714076135e-16,-2.78036815517842e-16,5.44905372414357e-16,-1.09888286918269e-15,1.60025859192117e-16,2.64101108794132e-16,2.03783688954736e-16,-6.36738721221119e-16,-3.08128539833604e-16,8.18449004740987e-16,5.42899876503379e-16
"t27",0.00811209000132002,0.177690414013627,-0.113826792136533,-0.00449592844187227,-0.0719794275129913,-0.00692484457206705,-0.237741700298783,-0.0424903321774588,0.00429030585810736,-0.00252101194649081,0.00167745552655376,-0.0028092018590773,0.000611979343268627,-0.000696645401280704,4.00276717350407e-05,-0.015236954801772,2.35086626782972e-15,0.000867458836328277,-0.0709355965796764,-0.055268713013534,1.17840351703241e-16,-1.37401955357287e-16,-0.000244661600665289,0.000162845733206352,-0.000239729284345458,0.00012013705305983,-5.42011524616963e-05,0.00271829531121744,-0.00760378688275265,0.0029155360656821,-0.000450727773531424,3.02062476381163e-15,0.0290002044118391,-0.00267644799091008,0.00124925115876008,-0.00534540368427867,-9.75186597682451e-17,-1.72721548680743e-16,0.0712563155428033,-0.0461854154145542,-0.00114363919431075,-0.226063649779119,-0.173620632945841,0.459919741483554,0.0798670616315749,-0.0143095557556198,0.0942838525185738,-0.012162235683687,-0.132580535752482,-0.35478078690149,0.00914899206308389,-0.00031442573905531,-0.000742947243208962,-0.206464577237879,-0.00124473676027605,0.00296087912489024,-0.00268155717779672,-0.000650141893748622,-0.000115562868775959,0.00102693024460756,7.80597602886804e-06,-9.00572525979819e-05,8.62300165459913e-06,-0.000144255041630881,-1.02431400446464e-14,-0.00048811698008229,0.0302533035488827,0.00012034332657626,0.00735793958576256,6.25404946472456e-16,1.08304266416608e-15,0.00735907920642247,2.7502406837418e-05,8.22830917577432e-05,0.430138772604128,0.43152789454085,-6.04339497431389e-05,-2.6561281759733e-05,-8.02227665631772e-05,1.56340707866191e-05,-6.36637004986903e-16,-2.4483645195147e-19,1.60685565937729e-16,8.65367153078023e-16,-1.34031941244961e-15,-6.80578434172279e-16,-4.60181701333435e-16,3.58375044437213e-16,-4.16119477818412e-16,-7.61968281043031e-16,6.92318372514451e-16,1.13213579622704e-16,-2.71062510324663e-18,1.6385375839043e-16,-5.59224431507784e-16,4.94905373122079e-16,8.65968001766037e-16,1.14181786923648e-18,7.7485644337596e-16,-2.23572014173069e-16,-3.36996357961706e-16,-1.54292252089646e-16,-2.5317397982629e-16,-3.54433580697378e-16,4.408965598949e-16,3.26437137764916e-16,4.91382674626053e-16,3.52761403743005e-17,1.36725101130221e-15,3.09065712623134e-16,2.69788490189398e-16,-5.50451283255339e-16,2.68391580533224e-17,-1.69748895085172e-17,-1.18727186012336e-15,1.6528305265511e-16,-3.42418602418706e-16
"t109",0.00821328942627306,0.185230925289897,-0.120170990006169,-0.00479857564535465,-0.0785658051178388,-0.00773280253222369,-0.281557742220663,-0.0510546097786331,0.00516667795325778,-0.0031561463094093,0.00210774955474124,-0.00377406690860043,0.00084584719194921,-0.00100016805869285,6.06654515196695e-05,-0.0258614340766036,3.50285501349154e-15,0.00164600073392524,-0.205093329356163,-0.176258898928144,-3.20069973396192e-16,-3.47120965480271e-16,0.00105112482405713,-0.000632543058905075,0.000591241729130429,-0.000287497022446833,8.8119705558829e-05,-0.00279348642759548,0.00616404256790773,-0.00217159083104084,0.000291815325204656,-1.68620950606298e-15,-0.0150729097826149,0.00110832320092875,-0.000512248461361793,0.000574011808910427,4.14641528260104e-17,-1.84873144686693e-16,0.0143686438391451,-0.00967880512333016,-0.000281717194352093,-0.0627966273032031,-0.0766544202089818,0.206550026360482,0.0412694353080554,-0.00813639124207322,0.0551778831337713,-0.00721198237800212,-0.0881990276049241,-0.269104847438061,0.00755986391891565,-0.000302824062434369,-0.000923869632140047,-0.26147830637134,-0.00179986796090869,0.00495547095274786,-0.00595147394681781,-0.00150742407568275,-0.000302373683327837,0.00286708154496871,2.30138850186792e-05,-0.000270333986455978,2.5995801197055e-05,-0.000456879717281172,1.80723340817329e-14,-0.00185075143729101,0.134599840291269,0.00057383519896141,0.063464817432631,-2.69655876859399e-15,-4.68308807930781e-15,-0.0147043131566888,-3.61297420449309e-05,-0.000107737025852237,-0.526421615246466,-0.524019500784021,5.52478157015287e-05,2.19825779091327e-05,6.62684963215486e-05,-1.29135544311022e-05,1.16146927873855e-16,-1.30923837438074e-15,-3.10984723089491e-18,1.01435492607209e-15,8.63960929916214e-16,5.85515381280048e-16,1.58813320921023e-15,-6.31247460990017e-16,-1.31640541503033e-15,-3.68856768320171e-16,-5.7915056973596e-16,-1.24553031158522e-15,-2.4677509794345e-16,2.9672775227285e-16,8.89714360094261e-16,3.82898911488481e-15,3.59276230443815e-16,-1.32848298965794e-15,-1.6489318773883e-15,-4.97427237054516e-15,2.33442141768534e-16,1.60035110113161e-15,-4.57743074831844e-16,-9.19524830165179e-16,-1.00805976674875e-15,9.51459941946791e-17,-8.71413566500742e-16,-2.6192509788856e-15,2.02692317014752e-15,5.15423115114038e-16,3.89963308072765e-16,-8.20507037802566e-16,7.04662676847409e-16,-3.07971493742911e-16,1.51325150495223e-15,4.2198117421824e-16,-5.16623246536555e-15
"t118",0.00828093993145059,0.19030299407383,-0.124449485928839,-0.00500312815213913,-0.0830369743343291,-0.00828365134393691,-0.311742669682266,-0.0569687869870577,0.00577209262831623,-0.00359762797431326,0.00240701483784306,-0.00445169243075643,0.00101072444553049,-0.00121519992535272,7.53816114862676e-05,-0.0335288901776592,4.77239827113092e-15,0.00221353212209118,-0.305538949905831,-0.267244651650312,-5.33378656624871e-17,-3.84606618845812e-16,0.00208615712524724,-0.00126927429196477,0.00126478414708213,-0.000618230281211043,0.000205292913771358,-0.0074334222451247,0.0179105501666627,-0.00653380010623721,0.000934035834665009,-5.22156431172403e-15,-0.0537240110715952,0.00447614682544269,-0.00208067980154995,0.00623285307770003,4.07171030441149e-17,2.47747759829483e-16,-0.0517000399787263,0.0330830283669029,0.000772436297752258,0.145426789851484,0.0909440356042119,-0.239253202214862,-0.0395142181678804,0.00690125822642914,-0.0451978328179031,0.00581587532393953,0.0625072870688517,0.16741049291007,-0.00436130740984278,0.000155345661116179,0.000406640003538491,0.114032924684223,0.000738436716317471,-0.00192061082586746,0.00211759951767644,0.000530537794600055,0.000103536538562808,-0.000968790783954065,-7.69584654844998e-06,9.01014976547486e-05,-8.65758801709475e-06,0.000150843154062953,-4.14455857136481e-15,0.00059420896175826,-0.0423336482492405,-0.000179062925859203,-0.0188722876638789,7.27291657860891e-16,8.40141923382412e-16,0.00330408391719973,7.33115272372691e-06,2.18404175651108e-05,0.104621435696804,0.103899172951347,-9.95776051769385e-06,-3.81404783617381e-06,-1.14892082124909e-05,2.23879651415672e-06,0.0170872898340569,0.0618611129354257,-0.0631986192376042,-0.0905936212237235,0.0326361332896778,0.00484602800497025,-0.0420223622637701,0.0156055526874072,0.120247536202604,0.070556020893698,0.00351097158373986,0.0684056483216714,-0.00695134881878779,-0.0141464318790451,-0.0257481502671572,-0.242783896478372,-0.0307862427632617,0.0749973818156475,0.067955337055641,0.360380230457285,0.0296307822391728,-0.104424501540252,0.0287206517392077,0.0454835289039896,0.0343835597624702,-0.0309614805341631,0.0140639779562789,0.201564456834865,-0.246394039691149,-0.0110028107008779,-0.0314589527149257,0.102498737212646,0.00855215667501866,0.0670293416470021,-0.00129046397787532,-0.020321233406496,0.347250064306104
"t119",0.00828093993145061,0.190302994073831,-0.124449485928839,-0.00500312815213913,-0.0830369743343293,-0.00828365134393699,-0.311742669682267,-0.0569687869870574,0.00577209262831631,-0.00359762797431322,0.00240701483784321,-0.00445169243075671,0.00101072444553031,-0.00121519992535276,7.53816114862123e-05,-0.0335288901776597,4.61121616406294e-15,0.00221353212209119,-0.305538949905832,-0.267244651650313,-1.92807951089278e-16,-1.75628995877901e-16,0.00208615712524758,-0.0012692742919647,0.00126478414708182,-0.000618230281211388,0.000205292913770721,-0.00743342224512525,0.0179105501666633,-0.00653380010623625,0.000934035834664943,-5.30056229143439e-15,-0.0537240110715972,0.00447614682544327,-0.00208067980155028,0.00623285307769969,-1.42000721993109e-16,4.60517259301747e-17,-0.0517000399787285,0.0330830283669038,0.000772436297752212,0.145426789851488,0.0909440356042165,-0.239253202214867,-0.0395142181678802,0.00690125822642729,-0.0451978328179063,0.00581587532393839,0.0625072870688548,0.167410492910075,-0.0043613074098417,0.000155345661114703,0.000406640003537096,0.11403292468423,0.000738436716315906,-0.00192061082586682,0.00211759951767812,0.00053053779460095,0.000103536538564692,-0.000968790783956645,-7.69584654769059e-06,9.01014976573717e-05,-8.65758801903956e-06,0.00015084315406019,-4.18800372269252e-15,0.00059420896175632,-0.0423336482492513,-0.000179062925858971,-0.0188722876638742,4.72639220751931e-16,1.41262256764703e-15,0.003304083917201,7.33115272167717e-06,2.18404175646679e-05,0.104621435696809,0.103899172951356,-9.9577605163141e-06,-3.81404783859787e-06,-1.14892082113183e-05,2.2387965138475e-06,-0.0170872898340547,-0.0618611129354247,0.0631986192376038,0.090593621223722,-0.0326361332896774,-0.00484602800497013,0.0420223622637691,-0.0156055526874069,-0.120247536202602,-0.0705560208936973,-0.00351097158373966,-0.0684056483216703,0.00695134881878779,0.0141464318790447,0.0257481502671568,0.242783896478368,0.0307862427632611,-0.0749973818156464,-0.0679553370556401,-0.360380230457279,-0.0296307822391726,0.104424501540251,-0.0287206517392063,-0.0454835289039885,-0.0343835597624697,0.0309614805341625,-0.0140639779562784,-0.201564456834863,0.246394039691146,0.0110028107008777,0.0314589527149249,-0.102498737212645,-0.00855215667501872,-0.0670293416470015,0.00129046397787493,0.0203212334064955,-0.347250064306099
"t43",0.00807727860496799,0.174901980650518,-0.111407492887439,-0.00437746079418962,-0.0692615417840027,-0.00657346672797365,-0.216035243871625,-0.038114030856844,0.00384033368369256,-0.00216734586197823,0.00143604951795138,-0.00219056408747793,0.000453616171712024,-0.000475912291274021,2.34654641442989e-05,-0.00487165606835349,4.08004346177277e-16,-4.22908650159566e-05,0.216503813809934,0.239598502202927,-4.27738364577092e-16,3.91744788241067e-16,0.00635737947509928,-0.00356342091276655,0.00248322791497819,-0.00118609527091305,0.000294355920003543,-0.00758588434902407,0.0153036709254381,-0.00523573905414331,0.000672238473296273,-3.25172336438913e-15,-0.0325579793465559,0.00225865799304795,-0.00104147326378269,0.000949089182714467,-3.79158200820387e-18,-1.69513593733261e-16,0.0166588772885192,-0.0110740569400906,-0.000301806378852864,-0.0631930276064579,-0.0488332687125293,0.127904890786502,0.0190278284217862,-0.00278195806941166,0.0167941828081804,-0.0020697872712559,-0.011398961192616,0.0167484790320601,-0.00145907368671361,0.000132570386423653,0.000812542971440234,0.238719122157853,0.00209627809151495,-0.00725344830596535,0.0126448012032291,0.00337552114321604,0.000779143405539554,-0.00794645153118152,-6.77403100549401e-05,0.000811533182662313,-7.84042431695551e-05,0.00145360219048131,-6.48749148943925e-16,0.00712342803513303,-0.610927904510175,-0.00279494806267705,-0.558920725205179,-1.86033122854375e-14,2.13155800485501e-14,-0.0187177987257583,-1.2629859455978e-05,-3.69415198442542e-05,-0.109496330864301,-0.100908244027158,-1.98849809776333e-05,-1.21821664913827e-05,-3.6970486871986e-05,7.20642664363193e-06,-1.93133307491366e-15,2.48119365337579e-16,-4.17213304431834e-16,-6.99128614644301e-16,-2.27634220978116e-16,-8.32330487643058e-17,-7.64212851079864e-16,-2.03179909165779e-16,7.72975927836183e-16,8.42291827290535e-17,-2.02851474973187e-16,1.02443963455451e-15,-5.73091322036771e-16,5.12174017225857e-16,1.82288434706829e-16,2.63967513359034e-16,-3.24790589258266e-16,7.62153727734081e-16,4.10912637954192e-16,6.06057641076223e-16,-4.93889327425506e-18,4.06378438736415e-17,7.27969263736251e-16,6.88388226281888e-17,-3.09719346477556e-16,-2.06364288898899e-16,-7.82291159935944e-16,1.17531419550726e-15,-1.27732511328157e-15,4.76433947910072e-16,-5.27725065464703e-16,2.09583266450924e-16,-4.50213086397291e-17,8.81963874049029e-16,1.84519413457937e-15,-8.19730005192669e-16,1.30836399596554e-15
"t130",0.00814380882808887,0.179691218057379,-0.115373978509713,-0.00456406212028698,-0.0732032066475751,-0.00704172986037013,-0.239195708627391,-0.0425291685611981,0.00429033161084428,-0.00247051414562786,0.00163994459864143,-0.00258387511495568,0.000542037566597028,-0.000578231404016308,2.91576911927283e-05,-0.00631601560900785,9.01813272465977e-16,-5.68725069531317e-05,0.32253778379705,0.363280484823983,-3.77240096919627e-16,4.84873461216133e-16,0.0126174286691201,-0.00715043583570669,0.0053121204842479,-0.00255056559069257,0.000685762442355246,-0.02018591567582,0.0444671111246439,-0.015753093031706,0.00215168556707972,-1.14286852100724e-14,-0.116045625437288,0.00912196442055799,-0.00423031506633254,0.0103055953582263,5.98913101538147e-17,-6.3168455719583e-17,-0.0599405644303608,0.0378521248457343,0.000827518541974242,0.146344788573308,0.0579365745165787,-0.148156140373505,-0.0182185619431746,0.00235964697873076,-0.0137566108695658,0.00166911454933644,0.00807852602123153,-0.0104192516669462,0.000841743839528702,-6.80072585938672e-05,-0.000357639720244915,-0.104107449889376,-0.000860045705573525,0.0028112466956523,-0.00449915855607615,-0.00118801442264055,-0.000266788466406102,0.00268511686460194,2.26523696897026e-05,-0.000270481548083192,2.61115874487686e-05,-0.000479920493009924,1.3247154394406e-15,-0.00228707361324933,0.192145896750074,0.000872152106799601,0.166204097547008,5.23499695617856e-15,-6.28935400448254e-15,0.00420592088024109,2.56274811367637e-06,7.48877382051845e-06,0.0217613848040662,0.0200074292706841,3.58403089906721e-06,2.11364499980572e-06,6.40970664399947e-06,-1.24936344605801e-06,-0.631810154840617,0.0207478742391352,-0.0603537740809498,0.00471167210935901,-0.00728697765363656,-0.0189750864278821,-0.0256715881139736,-0.010437740366883,0.0219283051169504,0.0205451032938577,0.00234700380093074,-0.00509965771580295,-0.0140151083761371,0.0130145173598594,-0.0158473168134509,0.0920879780626334,-0.00881704990678564,0.0346130778147317,0.0175545231455865,-0.180234217854872,0.000613228093407036,-0.0199203917669262,-0.0228710187016804,-0.0174891648623449,0.00088230878245292,0.019969089501833,0.00120837773992199,0.108828039184048,-0.119874323488176,-0.0123373061977528,-0.000864626931473668,-0.00840127969425912,-0.00943635733936041,9.14116434727398e-05,0.116853654540991,-0.0104521028238908,0.0975829836810762
"t131",0.00814380882808877,0.179691218057379,-0.115373978509712,-0.00456406212028693,-0.0732032066475751,-0.00704172986036999,-0.239195708627391,-0.0425291685611979,0.00429033161084416,-0.00247051414562796,0.00163994459864157,-0.00258387511495593,0.000542037566597528,-0.000578231404016328,2.91576911924241e-05,-0.00631601560900824,8.44081589213087e-16,-5.68725069525766e-05,0.322537783797051,0.363280484823982,-6.00360079700866e-16,4.36999331363289e-16,0.0126174286691206,-0.00715043583570668,0.00531212048424943,-0.00255056559069176,0.00068576244235392,-0.0201859156758201,0.0444671111246434,-0.0157530930317081,0.0021516855670792,-1.09912277361409e-14,-0.116045625437286,0.00912196442055928,-0.00423031506633221,0.0103055953582277,-1.29450044558554e-16,1.702727842946e-16,-0.0599405644303624,0.0378521248457335,0.000827518541971878,0.146344788573308,0.0579365745165782,-0.148156140373503,-0.0182185619431718,0.0023596469787286,-0.013756610869563,0.0016691145493399,0.00807852602122905,-0.0104192516669504,0.000841743839525913,-6.80072585936614e-05,-0.000357639720244769,-0.10410744988937,-0.000860045705578422,0.00281124669564915,-0.00449915855607516,-0.00118801442263909,-0.000266788466403253,0.00268511686460084,2.26523696760921e-05,-0.000270481548079029,2.61115874414676e-05,-0.000479920493010997,5.40875920115647e-16,-0.00228707361324637,0.192145896750073,0.000872152106797416,0.166204097547005,4.8556976627911e-15,-6.78804782684516e-15,0.00420592088022879,2.56274812624347e-06,7.48877382047443e-06,0.0217613848040646,0.0200074292706846,3.5840308957836e-06,2.11364499276491e-06,6.40970665614508e-06,-1.24936344617565e-06,0.63181015484062,-0.0207478742391355,0.0603537740809495,-0.00471167210935884,0.00728697765363714,0.0189750864278824,0.0256715881139744,0.010437740366883,-0.0219283051169508,-0.0205451032938576,-0.0023470038009306,0.00509965771580247,0.0140151083761373,-0.0130145173598598,0.0158473168134509,-0.0920879780626341,0.00881704990678564,-0.0346130778147323,-0.017554523145587,0.180234217854873,-0.000613228093406967,0.0199203917669265,0.0228710187016805,0.0174891648623452,-0.000882308782452858,-0.0199690895018332,-0.00120837773992152,-0.108828039184049,0.119874323488177,0.0123373061977524,0.000864626931473922,0.00840127969425953,0.00943635733936029,-9.14116434733121e-05,-0.116853654540992,0.0104521028238909,-0.0975829836810768
"t12",0.00774389647492435,0.150753447369863,-0.0913435563011216,-0.00343073095020463,-0.0491245256712867,-0.00416161284822977,0.093470513463875,-0.0145571417985276,0.00143616890801565,-0.000505227286684617,0.000315141202682973,0.000108170071865865,-8.10072956105024e-05,0.00017809849268062,-1.70448919934061e-05,0.0114978118977925,-1.47496511900315e-15,-0.000892031096821903,0.07907819973407,-0.0410596964579487,5.60379408132452e-16,9.15471911331001e-17,-0.0105519812315792,0.0061527414538904,-0.00526410300407308,0.00255286743119442,-0.000783316935308312,0.027012683769994,-0.0643343983044787,0.0234084105245966,-0.00333645899936739,1.84352648127126e-14,0.191481952131554,-0.0159452545795236,0.00741193273219995,-0.0221184613369495,-4.87834693913029e-16,5.43338751882716e-16,0.159926613942195,-0.101270402021004,-0.00223012990680565,-0.393215315528944,-0.109365046273431,-0.266583164352636,0.0115764600342413,0.00241353820180113,-0.0249880932089367,0.0037605994452692,0.0925748355907111,0.404274576936421,-0.0129872572130573,0.00059480346569134,0.0018906696805572,-0.533226890066762,0.00349763503654784,-0.00870917205241996,0.00712887016233336,0.00164213964019698,0.000229751642321307,-0.00161925023447886,-8.99525811226971e-06,8.95702477994855e-05,-8.24057975469945e-06,6.75323879529496e-05,-1.1863759825598e-16,-0.000999114680487197,0.168729372015316,0.000916155543194314,-0.357163506035,-1.17769645695988e-14,9.37066915410727e-15,0.0394618540060279,1.39694685919053e-05,3.92995930459687e-05,-0.0522342913232297,0.0813270839865604,0.000145573706468637,8.29021393879185e-05,0.000251459529321805,-4.90143409207452e-05,3.7150788764629e-15,-5.96802056492143e-16,5.60158550907282e-16,4.45788548439675e-16,5.24665375562341e-17,6.28860414728761e-16,2.82140604183975e-16,1.1026928287727e-16,-2.38778677169436e-16,-3.88885463637767e-16,3.40489633258187e-16,-8.71237971605591e-17,-3.47425320860057e-16,-2.75921837096677e-16,-2.80236243009992e-16,1.66116975146736e-15,-2.33470951431643e-16,-9.48636828355406e-16,-2.93658739431116e-16,-2.60921328301146e-15,-3.95430936074301e-16,8.45664526493284e-16,-1.03033650138258e-16,3.16383564512406e-16,-3.55576152675022e-17,4.41998601914573e-16,-1.75708877442925e-16,-1.37432622178095e-15,2.09868261821195e-15,6.31444970374708e-16,1.91858949072769e-16,-9.92447801793071e-16,2.31924561564156e-16,1.08218515399845e-16,-1.16206943416865e-15,-8.70377854618465e-17,-2.66994734007166e-15
